"","es_score","brier_score","location","target_date","X22F_50_CI","X23B_50_CI","X23D_50_CI","X23E_50_CI","X23F_50_CI","X23G_50_CI","recombinant_50_CI","other_50_CI","X23A_50_CI","X22F_95_CI","X23B_95_CI","X23D_95_CI","X23E_95_CI","X23F_95_CI","X23G_95_CI","recombinant_95_CI","other_95_CI","X23A_95_CI"
"510",1.91954433582039,0.730703071123434,"IA",2023-08-11,1,0,1,1,1,1,1,1,0,1,0,0,0,0,0,1,1,1
"511",1.46495688563171,0.903062768113598,"IA",2023-08-12,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1
"512",1.44478839717258,0.770241114665881,"IA",2023-08-13,1,0,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,0
"513",2.9349850537289,0.772849395033413,"IA",2023-08-14,1,0,0,0,1,1,0,1,0,1,0,0,1,0,1,0,1,0
"514",1.93295998132824,0.791221393413321,"IA",2023-08-15,0,0,1,0,1,1,1,1,1,1,0,1,0,0,1,1,1,0
"515",1.65606856141764,0.77926953401735,"IA",2023-08-16,1,0,1,1,1,1,1,1,1,0,1,0,0,0,1,1,1,0
"516",0.975892479962571,0.806660808652219,"IA",2023-08-17,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0
"517",0.496159122494001,0.72676406678435,"IA",2023-08-18,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
"518",1.39438683836496,0.78168143882204,"IA",2023-08-19,1,1,1,1,0,1,1,1,1,1,0,0,0,0,1,1,1,0
"519",1.69842864575074,0.805772266565616,"IA",2023-08-20,1,0,1,1,0,1,1,1,1,1,0,1,0,0,0,1,1,0
"520",2.34255751567461,0.828581729356198,"IA",2023-08-21,1,0,1,0,0,1,0,1,1,0,0,0,1,0,1,0,1,0
"521",2.28609588955729,0.791557759589791,"IA",2023-08-22,1,0,0,1,1,1,1,0,1,1,1,0,0,0,1,1,0,1
"522",1.37630625540395,0.80642490459937,"IA",2023-08-23,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,1,0,1
"523",1.09185891433042,0.733009672368156,"IA",2023-08-24,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0
"524",0.937338934834244,0.787871850234555,"IA",2023-08-25,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1
"525",1.17269997486651,0.801133195871028,"IA",2023-08-26,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1
"526",2.59067193020857,0.774078078015156,"IA",2023-08-27,1,0,0,1,0,1,1,1,1,0,0,0,0,0,1,1,1,1
"527",6.04051892786058,0.823490316870068,"IA",2023-08-28,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1
"528",2.95499657738818,0.798419132584425,"IA",2023-08-29,1,1,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1,0
"529",1.44818500207561,0.824938722995821,"IA",2023-08-30,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,1,1,0
"530",1.85410124839099,0.768551257748151,"IA",2023-08-31,1,0,1,1,1,1,1,0,1,0,0,0,1,0,1,1,0,1
"531",1.72912220069333,0.808686362285066,"IA",2023-09-01,1,0,1,1,0,1,1,1,1,1,0,0,1,1,1,1,1,1
"532",1.73799296414698,0.593676907587865,"IA",2023-09-02,1,1,1,1,0,1,1,1,1,0,1,1,0,0,1,1,1,1
"533",1.16149898301882,0.741582638034735,"IA",2023-09-03,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,0
"534",2.84744927420338,0.696852322660262,"IA",2023-09-04,1,0,1,1,1,1,1,1,1,0,0,1,0,0,0,0,1,0
"535",4.73187536273431,0.883134717985083,"IA",2023-09-05,0,1,1,1,0,1,1,0,0,0,0,0,0,1,0,1,0,0
"536",2.10651250385275,0.687751737058469,"IA",2023-09-06,1,1,0,1,0,1,1,1,1,0,0,0,0,0,0,1,1,1
"537",2.93884509170165,0.921958728730683,"IA",2023-09-07,1,1,1,0,0,0,1,1,0,0,1,0,0,0,0,1,1,1
"538",2.6141971713358,0.719749480300032,"IA",2023-09-08,1,0,1,1,0,1,1,1,1,1,0,1,0,0,1,1,1,1
"539",2.51010250336003,0.714528896318806,"IA",2023-09-09,1,0,1,1,0,1,1,1,1,1,0,1,1,0,0,1,1,1
"540",2.07372105714926,0.654900760155733,"IA",2023-09-10,1,0,0,1,1,1,1,1,1,0,0,1,0,0,1,1,1,0
"541",1.99535958233833,0.671126514395567,"IA",2023-09-11,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1
"542",5.67869479949364,0.73419921343209,"IA",2023-09-12,1,0,1,1,0,1,1,1,1,0,0,1,0,0,0,1,1,0
"543",2.06712804554916,0.730475505246942,"IA",2023-09-13,1,0,1,1,1,1,1,1,1,0,0,1,0,0,1,1,1,0
"544",1.02998201198481,0.657259663797371,"IA",2023-09-14,1,1,1,1,1,0,1,1,1,1,0,1,0,0,0,1,1,1
"545",1.03258349343008,0.828073051044581,"IA",2023-09-15,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,0,1
"546",0.545331045042093,0.767993261424307,"IA",2023-09-16,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1
"547",NA,NA,"ID",2023-08-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"548",NA,NA,"ID",2023-08-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"549",NA,NA,"ID",2023-08-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"550",NA,NA,"ID",2023-08-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"551",NA,NA,"ID",2023-08-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"552",NA,NA,"ID",2023-08-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"553",NA,NA,"ID",2023-08-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"554",NA,NA,"ID",2023-08-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"555",NA,NA,"ID",2023-08-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"556",NA,NA,"ID",2023-08-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"557",NA,NA,"ID",2023-08-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"558",NA,NA,"ID",2023-08-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"559",NA,NA,"ID",2023-08-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"560",NA,NA,"ID",2023-08-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"561",NA,NA,"ID",2023-08-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"562",NA,NA,"ID",2023-08-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"563",NA,NA,"ID",2023-08-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"564",NA,NA,"ID",2023-08-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"565",NA,NA,"ID",2023-08-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"566",NA,NA,"ID",2023-08-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"567",NA,NA,"ID",2023-08-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"568",NA,NA,"ID",2023-08-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"569",NA,NA,"ID",2023-08-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"570",NA,NA,"ID",2023-08-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"571",NA,NA,"ID",2023-08-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"572",NA,NA,"ID",2023-08-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"573",NA,NA,"ID",2023-09-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"574",NA,NA,"ID",2023-09-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"575",NA,NA,"ID",2023-09-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"576",NA,NA,"ID",2023-09-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"577",NA,NA,"ID",2023-09-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"578",NA,NA,"ID",2023-09-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"579",NA,NA,"ID",2023-09-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"580",NA,NA,"ID",2023-09-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"581",NA,NA,"ID",2023-09-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"582",NA,NA,"ID",2023-09-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"583",NA,NA,"ID",2023-09-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"584",NA,NA,"ID",2023-09-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"585",0.525726311573113,0.743931339852396,"ID",2023-09-13,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1
"586",NA,NA,"ID",2023-09-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"587",NA,NA,"ID",2023-09-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"588",NA,NA,"ID",2023-09-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"589",2.20591325740201,0.870257845702214,"IL",2023-08-06,1,0,1,1,0,1,1,1,0,1,0,1,0,0,1,1,1,0
"590",2.90572582786521,0.854581829228318,"IL",2023-08-07,1,0,1,1,0,1,1,1,1,1,0,1,0,0,0,1,1,1
"591",2.23433216662625,0.808799041879757,"IL",2023-08-08,1,0,0,1,1,0,1,1,1,0,0,0,0,0,0,1,1,1
"592",1.38580430691994,0.77996621651943,"IL",2023-08-09,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,1,1,0
"593",1.29149166339379,0.797569567098727,"IL",2023-08-10,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,0
"594",1.67802419885175,0.814107803983369,"IL",2023-08-11,1,1,1,1,0,0,1,1,0,1,0,1,0,0,0,1,1,0
"595",1.63563442144618,0.778409272487069,"IL",2023-08-12,1,0,0,1,1,0,1,1,1,1,1,0,0,0,1,1,1,0
"596",1.35626916480343,0.776728004842078,"IL",2023-08-13,1,1,0,0,1,1,1,1,1,0,1,0,0,0,1,1,1,0
"597",1.75637324129443,0.880142240016792,"IL",2023-08-14,1,1,1,1,1,1,0,1,1,0,1,1,0,1,0,0,1,0
"598",2.57263832009045,0.937259946139348,"IL",2023-08-15,1,0,1,1,1,0,1,1,0,1,0,0,1,0,0,1,1,0
"599",2.49820068116702,0.881752397864713,"IL",2023-08-16,1,0,1,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0
"600",5.34987658510341,0.923725081082983,"IL",2023-08-17,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0
"601",1.84520516736016,0.835511305116286,"IL",2023-08-18,1,1,1,0,1,1,1,1,1,0,1,0,0,1,1,1,1,1
"602",1.5272125566943,0.838363338466296,"IL",2023-08-19,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,1,1,0
"603",2.11353308642619,0.913152758711035,"IL",2023-08-20,1,0,1,1,1,1,1,1,0,1,0,0,0,0,1,1,1,0
"604",2.2061629943304,0.86214547325157,"IL",2023-08-21,0,1,0,1,1,0,1,1,1,0,0,1,0,0,0,1,1,1
"605",3.30560721233186,0.910827830885333,"IL",2023-08-22,1,0,1,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0
"606",1.97893577588163,0.804234629343623,"IL",2023-08-23,1,1,1,1,1,0,1,1,1,1,0,1,0,0,0,0,1,0
"607",4.24026258674758,0.863113913040529,"IL",2023-08-24,1,1,0,0,0,1,1,1,0,0,0,0,1,0,1,1,1,0
"608",3.47546722835058,0.736983676440638,"IL",2023-08-25,1,1,0,0,0,1,1,0,1,0,1,1,0,0,0,1,0,1
"609",2.23036885930307,0.83580499577747,"IL",2023-08-26,1,1,1,0,0,1,1,1,0,0,0,0,1,0,1,1,1,0
"610",1.90011795092017,0.788994702105389,"IL",2023-08-27,1,0,1,1,1,1,1,1,1,0,0,1,0,0,1,1,1,0
"611",2.51453951908126,0.777437359322823,"IL",2023-08-28,0,1,1,1,0,1,1,0,1,0,0,1,0,0,0,1,0,0
"612",1.36052481896304,0.813125949089243,"IL",2023-08-29,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,1,1,0
"613",4.86079371191767,0.890567003489753,"IL",2023-08-30,1,0,0,1,1,1,1,1,0,1,0,0,1,0,0,0,1,0
"614",1.2978639638297,0.769466773393589,"IL",2023-08-31,1,1,1,1,1,1,1,0,1,0,0,0,1,0,1,1,0,0
"615",1.41603231858386,0.88288394409918,"IL",2023-09-01,1,1,0,1,0,1,1,1,1,0,0,0,0,0,1,1,1,0
"616",1.6361957964332,0.69552772497239,"IL",2023-09-02,1,1,0,1,0,1,1,1,1,0,0,0,1,0,1,1,1,1
"617",2.36806607844001,0.913389807551753,"IL",2023-09-03,1,1,1,1,0,1,1,1,0,0,0,1,0,0,1,1,1,0
"618",1.640555157151,0.746999134731554,"IL",2023-09-04,1,0,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1
"619",5.86275316525656,0.816500581014636,"IL",2023-09-05,0,1,0,1,0,0,1,1,1,0,0,0,1,0,1,1,1,0
"620",2.10977827483732,0.79194393696977,"IL",2023-09-06,0,1,1,1,1,1,1,1,0,0,1,0,0,0,1,1,1,0
"621",3.33079786198919,0.816602897084339,"IL",2023-09-07,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0
"622",2.7617525057618,0.738384378435092,"IL",2023-09-08,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1,1,0
"623",2.39527300979945,0.760143830865371,"IL",2023-09-09,1,0,0,1,1,1,0,1,1,1,0,0,1,1,1,0,1,0
"624",3.13376887888926,0.885516659006345,"IL",2023-09-10,1,1,1,1,1,1,1,1,0,0,0,1,0,0,1,1,1,0
"625",3.9592522177137,0.749843914560236,"IL",2023-09-11,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0
"626",2.9726738501479,0.834658304933944,"IL",2023-09-12,0,1,0,1,1,1,0,1,0,0,0,1,0,0,0,0,1,0
"627",1.17240023576609,0.743359839972115,"IL",2023-09-13,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1
"628",1.94989375883591,0.681676847273885,"IL",2023-09-14,1,1,1,1,0,1,1,1,1,0,0,0,1,0,0,1,1,0
"629",2.48055496287316,0.929140423004232,"IL",2023-09-15,1,1,1,1,1,1,1,1,0,1,0,0,1,0,1,1,1,0
"630",1.89194903970842,0.836500445505537,"IL",2023-09-16,0,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,1,1
"631",0.430984086410309,0.599939897932805,"IN",2023-08-06,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1
"632",0.585599602627169,0.829597520151512,"IN",2023-08-07,1,1,1,1,0,1,1,1,1,1,1,0,1,0,1,1,1,1
"633",3.06099547892234,0.973213403557716,"IN",2023-08-08,1,0,1,1,1,0,1,1,0,0,0,0,0,1,1,1,1,0
"634",0.933806373082597,0.940460057882053,"IN",2023-08-09,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1,1,1,0
"635",0.964730585827869,0.682809738341918,"IN",2023-08-10,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1
"636",NA,NA,"IN",2023-08-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"637",NA,NA,"IN",2023-08-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"638",NA,NA,"IN",2023-08-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"639",0.899850085511327,0.920514967382007,"IN",2023-08-14,1,1,1,1,1,1,1,1,0,0,1,0,0,1,1,1,1,0
"640",NA,NA,"IN",2023-08-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"641",0.552152868417678,0.677157026827555,"IN",2023-08-16,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,0
"642",1.4453600560203,0.74089235755594,"IN",2023-08-17,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,0
"643",0.433435272036611,0.612274492856772,"IN",2023-08-18,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"644",0.880953652628708,0.648764148397217,"IN",2023-08-19,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0
"645",0.454060671753739,0.617296118512703,"IN",2023-08-20,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1
"646",1.14960053848691,0.909861428587782,"IN",2023-08-21,1,1,1,1,1,1,0,1,1,1,0,0,0,0,1,1,1,1
"647",0.798745251671662,0.830303469972948,"IN",2023-08-22,1,1,1,1,1,1,1,1,0,1,0,0,0,1,1,1,1,0
"648",2.06963258709827,0.967404916274692,"IN",2023-08-23,1,0,0,1,0,1,1,1,0,1,0,0,0,0,1,1,1,0
"649",1.06472183585498,0.720687013766583,"IN",2023-08-24,1,0,1,1,1,1,1,1,1,0,0,0,0,1,0,1,1,1
"650",0.974503114671308,0.859655430521534,"IN",2023-08-25,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,0,1
"651",NA,NA,"IN",2023-08-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"652",0.831884239864272,0.856139008355065,"IN",2023-08-27,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,0
"653",2.28167069831483,0.826015244119407,"IN",2023-08-28,1,1,0,1,0,1,1,1,1,1,0,0,0,0,1,1,1,0
"654",1.18700156827379,1.14231925477811,"IN",2023-08-29,0,1,1,1,1,1,0,1,1,0,1,1,0,1,1,0,1,1
"655",0.818253223304716,0.821619985603762,"IN",2023-08-30,0,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,0
"656",0.853515274646501,0.638529273043272,"IN",2023-08-31,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1
"657",0.850696510970787,0.638543973929083,"IN",2023-09-01,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1
"658",1.10525397343957,0.670857424718688,"IN",2023-09-02,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1
"659",0.676756770105424,0.76005217392086,"IN",2023-09-03,1,1,0,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1
"660",NA,NA,"IN",2023-09-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"661",0.974304098478352,0.728988075218734,"IN",2023-09-05,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,0
"662",1.91917694849224,0.593642645814471,"IN",2023-09-06,1,1,1,1,0,1,1,1,1,1,0,1,1,1,0,1,1,0
"663",1.04054214452604,0.805578322446404,"IN",2023-09-07,0,1,1,1,1,1,1,1,1,0,1,0,0,0,1,1,1,1
"664",1.1740967544894,0.960100119632036,"IN",2023-09-08,1,1,1,1,1,1,0,1,0,1,0,0,1,1,1,0,1,0
"665",NA,NA,"IN",2023-09-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"666",NA,NA,"IN",2023-09-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"667",1.11089749117556,0.821193127109203,"IN",2023-09-11,1,1,1,1,1,0,1,1,1,1,0,1,1,1,0,0,1,1
"668",NA,NA,"IN",2023-09-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"669",1.48441792865246,0.673435931489859,"IN",2023-09-13,1,0,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1
"670",1.66856799447657,0.940001219991044,"IN",2023-09-14,0,0,1,0,1,1,1,1,1,0,1,0,0,0,1,1,1,1
"671",0.31377811082845,0.442103699176393,"IN",2023-09-15,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"672",NA,NA,"IN",2023-09-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"673",NA,NA,"KS",2023-08-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"674",0.792715850693115,0.822254424294505,"KS",2023-08-07,0,1,1,1,1,1,1,1,1,0,0,1,0,0,1,1,1,1
"675",NA,NA,"KS",2023-08-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"676",0.443525473702458,0.600189333295066,"KS",2023-08-09,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1
"677",0.598781826659209,0.847050240882361,"KS",2023-08-10,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1
"678",NA,NA,"KS",2023-08-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"679",NA,NA,"KS",2023-08-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"680",NA,NA,"KS",2023-08-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"681",NA,NA,"KS",2023-08-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"682",NA,NA,"KS",2023-08-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"683",NA,NA,"KS",2023-08-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"684",NA,NA,"KS",2023-08-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"685",0.971716444450029,0.968434343262089,"KS",2023-08-18,0,1,1,1,1,1,1,1,1,0,1,0,0,0,1,1,1,1
"686",NA,NA,"KS",2023-08-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"687",0.624914032530876,0.884025536911254,"KS",2023-08-20,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1
"688",NA,NA,"KS",2023-08-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"689",0.439579351130888,0.623174726143389,"KS",2023-08-22,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1
"690",0.437625699943687,0.626436104590115,"KS",2023-08-23,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1
"691",NA,NA,"KS",2023-08-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"692",NA,NA,"KS",2023-08-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"693",0.450639109279871,0.646512312382876,"KS",2023-08-26,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1
"694",NA,NA,"KS",2023-08-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"695",0.634222964895313,0.745782455849047,"KS",2023-08-28,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1
"696",NA,NA,"KS",2023-08-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"697",NA,NA,"KS",2023-08-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"698",0.475327176841796,0.660262255549384,"KS",2023-08-31,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1
"699",NA,NA,"KS",2023-09-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"700",NA,NA,"KS",2023-09-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"701",NA,NA,"KS",2023-09-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"702",0.383406166116544,0.553707213067605,"KS",2023-09-04,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1
"703",0.705941629351016,0.767547386246662,"KS",2023-09-05,1,1,1,0,1,1,1,1,1,1,0,1,0,0,1,1,1,1
"704",NA,NA,"KS",2023-09-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"705",0.512922587723603,0.701021540130651,"KS",2023-09-07,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1
"706",NA,NA,"KS",2023-09-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"707",NA,NA,"KS",2023-09-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"708",NA,NA,"KS",2023-09-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"709",0.954395644409234,0.947098650637739,"KS",2023-09-11,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,0
