...1,es_score,brier_score,location,target_date,X22F_50_CI,X23A_50_CI,X23B_50_CI,X23D_50_CI,X23E_50_CI,X23H_50_CI,X23I_50_CI,X24A_50_CI,other_50_CI,X23F_50_CI,X22F_95_CI,X23A_95_CI,X23B_95_CI,X23D_95_CI,X23E_95_CI,X23H_95_CI,X23I_95_CI,X24A_95_CI,other_95_CI,X23F_95_CI
534,2.90426481691691,0.391415092513961,IA,2023-12-25,1,1,0,0,0,1,1,0,1,1,1,1,0,0,0,0,1,0,1,0
535,1.63071153259175,0.2537851626368955,IA,2023-12-26,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0,0,0,0
536,1.38833866430859,0.2386955512796245,IA,2023-12-27,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0,0,0,0,0
537,1.83330865246234,0.1812698023629525,IA,2023-12-28,1,0,1,1,1,0,1,1,1,0,1,0,1,1,1,0,1,0,1,0
538,1.08836711681001,0.1891552169003945,IA,2023-12-29,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,1,0,1,0
539,0.814365787764912,0.2111939462201175,IA,2023-12-30,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0
540,4.50696279175664,0.4477000122933185,IA,2023-12-31,1,0,1,1,1,1,1,0,1,0,1,0,1,1,1,1,0,0,1,0
541,0.37300719637094,0.02468365750892395,IA,2024-01-01,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
542,2.46583545901699,0.277857288153055,IA,2024-01-02,1,0,1,0,0,1,1,0,1,1,1,0,1,0,0,1,1,0,1,0
543,2.27480949711064,0.2520861545266405,IA,2024-01-03,1,1,0,1,0,1,1,0,1,1,1,1,0,1,0,1,1,0,0,0
544,1.57032738069824,0.205755714962714,IA,2024-01-04,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0
545,1.97408547794923,0.866712033089545,IA,2024-01-05,1,0,1,1,0,1,1,0,1,1,1,0,1,1,0,1,1,0,1,0
546,2.89387610626169,0.65813515584884,IA,2024-01-06,1,0,1,1,1,1,1,0,0,1,1,0,1,1,1,0,1,0,0,1
547,NA,NA,ID,2023-11-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
548,NA,NA,ID,2023-11-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
549,NA,NA,ID,2023-11-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
550,NA,NA,ID,2023-11-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
551,NA,NA,ID,2023-11-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
552,NA,NA,ID,2023-12-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
553,NA,NA,ID,2023-12-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
554,NA,NA,ID,2023-12-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
555,NA,NA,ID,2023-12-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
556,NA,NA,ID,2023-12-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
557,NA,NA,ID,2023-12-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
558,NA,NA,ID,2023-12-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
559,0.392958966482029,0.2717984792216645,ID,2023-12-08,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
560,0.834831464810566,0.59293793893338,ID,2023-12-09,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0
561,NA,NA,ID,2023-12-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
562,NA,NA,ID,2023-12-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
563,NA,NA,ID,2023-12-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
564,NA,NA,ID,2023-12-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
565,NA,NA,ID,2023-12-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
566,NA,NA,ID,2023-12-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
567,NA,NA,ID,2023-12-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
568,NA,NA,ID,2023-12-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
569,NA,NA,ID,2023-12-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
570,NA,NA,ID,2023-12-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
571,NA,NA,ID,2023-12-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
572,0.137374470866724,0.094273602232362,ID,2023-12-21,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
573,NA,NA,ID,2023-12-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
574,NA,NA,ID,2023-12-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
575,NA,NA,ID,2023-12-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
576,NA,NA,ID,2023-12-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
577,NA,NA,ID,2023-12-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
578,NA,NA,ID,2023-12-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
579,NA,NA,ID,2023-12-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
580,NA,NA,ID,2023-12-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
581,NA,NA,ID,2023-12-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
582,NA,NA,ID,2023-12-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
583,NA,NA,ID,2024-01-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
584,NA,NA,ID,2024-01-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
585,0.0264931414346644,0.0187857245794875,ID,2024-01-03,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
586,NA,NA,ID,2024-01-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
587,NA,NA,ID,2024-01-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
588,NA,NA,ID,2024-01-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
589,3.03090516969975,0.341303542941587,IL,2023-11-26,1,0,0,0,1,1,1,0,1,1,1,0,0,0,1,0,1,0,1,0
590,3.23594695635824,0.35347412718595,IL,2023-11-27,1,0,1,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0
591,3.56517268597159,0.326461496375448,IL,2023-11-28,1,0,1,0,1,1,1,1,1,0,1,0,0,0,0,1,0,0,1,0
592,4.38372388975989,0.3915052492997075,IL,2023-11-29,1,1,1,1,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0
593,2.00641324324406,0.350181710711728,IL,2023-11-30,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0
594,2.22009046141426,0.3547823799664265,IL,2023-12-01,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
595,5.36147092581373,0.327537223536894,IL,2023-12-02,1,0,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0
596,2.23392800482143,0.3421838391376535,IL,2023-12-03,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,0,0,0,0
597,4.48805077447841,0.3566438136013195,IL,2023-12-04,1,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1
598,3.98990778721448,0.363032963282047,IL,2023-12-05,1,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
599,2.69790537533812,0.396545177067645,IL,2023-12-06,1,0,1,1,1,0,1,1,0,1,1,0,0,0,1,1,1,0,1,0
600,4.37405095812918,0.3851279277014485,IL,2023-12-07,1,0,1,1,1,0,1,1,1,1,1,0,1,1,0,0,1,0,0,0
601,3.60098735862143,0.3437774734547165,IL,2023-12-08,1,1,0,1,1,1,1,0,1,0,1,0,0,1,0,0,1,0,0,0
602,2.91702065315542,0.3750856693769615,IL,2023-12-09,1,1,0,1,1,1,1,1,1,0,1,1,0,0,0,1,1,0,0,0
603,5.3876450341642,0.445080115917462,IL,2023-12-10,1,0,1,1,1,0,1,0,1,1,1,0,0,0,1,0,1,0,0,0
604,7.26267821937468,0.3915869287357625,IL,2023-12-11,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,0,0
605,4.26934452963113,0.3818081542941575,IL,2023-12-12,1,1,1,0,1,1,1,0,1,0,1,1,1,0,1,0,0,0,1,0
606,3.761843450575,0.350198867840281,IL,2023-12-13,1,1,1,0,1,1,1,0,1,0,1,0,1,0,1,0,0,0,1,0
607,3.41624261506565,0.366826607400637,IL,2023-12-14,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0
608,4.94250255876054,0.3993637525294685,IL,2023-12-15,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
609,6.19964084428264,0.403892287384474,IL,2023-12-16,1,0,1,1,1,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0
610,4.10952008004836,0.3869022797744315,IL,2023-12-17,1,1,0,1,1,1,1,0,1,1,0,0,0,0,1,0,1,0,0,0
611,6.85116294004976,0.3598437104385375,IL,2023-12-18,1,0,1,1,1,1,1,0,1,0,0,0,1,1,0,0,0,0,1,0
612,2.93018807609133,0.3194800509795515,IL,2023-12-19,1,1,0,1,0,0,1,1,1,1,1,0,0,1,0,0,1,0,1,0
613,4.66006258521467,0.320638348526403,IL,2023-12-20,0,0,1,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0
614,3.43401097668909,0.3253992301254,IL,2023-12-21,1,1,1,1,1,1,0,0,1,0,1,0,1,0,1,0,0,0,1,0
615,3.14743118431548,0.338258332850839,IL,2023-12-22,0,0,1,1,1,1,1,0,1,1,0,0,0,1,1,1,0,0,1,0
616,2.99259070558123,0.383864957160578,IL,2023-12-23,1,1,1,1,0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0
617,4.37446659458655,0.345737911422604,IL,2023-12-24,1,0,1,1,1,1,1,0,1,0,1,0,1,1,1,1,0,0,1,0
618,1.38463705286302,0.3064475994788225,IL,2023-12-25,1,0,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,0,1,0
619,7.7736376875438,0.3441980723393275,IL,2023-12-26,1,0,1,1,1,1,1,0,1,0,1,0,1,1,1,0,0,0,1,0
620,4.22450627658302,0.2578674082925015,IL,2023-12-27,0,1,1,1,1,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0
621,2.96838156893442,0.278665025783228,IL,2023-12-28,0,0,0,1,1,1,1,0,1,0,0,0,0,0,1,1,1,0,0,0
622,0.880498380960628,0.1920954936225375,IL,2023-12-29,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0
623,3.36147001357625,0.2476239337532015,IL,2023-12-30,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,0,1,0,0,0
624,5.35421285217019,0.351054308218981,IL,2023-12-31,1,0,1,1,1,1,1,0,1,0,1,0,1,1,1,0,0,0,1,0
625,3.37253939711604,0.2797666384743185,IL,2024-01-01,1,0,1,1,0,1,0,0,1,1,1,0,1,0,0,0,1,0,1,1
626,13.9785721532268,0.3512571204869975,IL,2024-01-02,1,0,0,0,1,1,1,0,1,0,1,0,0,0,1,1,1,0,1,0
627,4.9853903196604,0.248017667865468,IL,2024-01-03,1,0,1,1,1,1,1,0,1,1,1,0,1,0,1,0,1,0,1,0
628,3.16644555136433,0.340690992424739,IL,2024-01-04,0,0,0,1,1,1,0,0,1,1,0,0,0,1,1,0,0,0,1,0
629,3.84522832144515,0.276457232963264,IL,2024-01-05,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,0,0,0,0
630,2.30261129103621,0.238698263284878,IL,2024-01-06,1,0,1,1,1,1,1,0,1,0,1,0,1,1,1,0,1,0,1,0
631,0.783087851339363,0.55667957080398,IN,2023-11-26,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0
632,0.884917941290016,0.3604606514545845,IN,2023-11-27,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0
633,1.33716463886295,0.4425839055447165,IN,2023-11-28,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0
634,1.40990313499145,0.312643546244823,IN,2023-11-29,1,0,1,1,1,1,1,1,1,0,1,0,0,0,1,1,1,0,1,1
635,1.06676474637568,0.3896611832791655,IN,2023-11-30,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,0,1,1,1
636,0.927977118004178,0.3292897383552885,IN,2023-12-01,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1
637,NA,NA,IN,2023-12-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
638,0.782739898223701,0.548428534756655,IN,2023-12-03,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0
639,4.22261611653461,0.4941454911193275,IN,2023-12-04,1,1,0,1,1,1,1,1,1,0,1,1,0,0,1,1,1,1,1,0
640,1.49748982062114,0.376687791140471,IN,2023-12-05,1,0,1,0,1,1,1,0,1,1,1,0,1,1,1,0,0,0,1,0
641,1.16439523736585,0.47863926060324,IN,2023-12-06,0,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,1,0,1,1
642,NA,NA,IN,2023-12-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
643,NA,NA,IN,2023-12-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
644,NA,NA,IN,2023-12-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
645,NA,NA,IN,2023-12-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
646,0.712716623280531,0.3406541761282585,IN,2023-12-11,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0
647,1.30408932910356,0.618707457162025,IN,2023-12-12,0,1,1,1,1,0,1,1,1,1,0,0,1,1,1,0,1,1,1,0
648,1.00624753902517,0.396978101627622,IN,2023-12-13,1,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,0,0
649,1.43564330081959,0.391696135919379,IN,2023-12-14,1,0,1,0,1,1,1,1,1,1,1,0,1,0,1,1,0,0,1,0
650,1.00294554559078,0.3105735380450875,IN,2023-12-15,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1
651,1.13942305369909,0.53920327977773,IN,2023-12-16,0,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0
652,2.05288748191208,0.4259074717636055,IN,2023-12-17,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0,1,0
653,0.880491729813249,0.413370985371256,IN,2023-12-18,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1
654,3.05172794945724,0.4782733397835285,IN,2023-12-19,1,1,0,1,0,1,1,0,1,0,1,1,1,1,0,1,1,0,1,0
655,1.81964186205326,0.4909698176574275,IN,2023-12-20,1,1,0,1,1,1,1,0,0,1,1,1,0,1,1,1,1,0,0,0
656,0.410243650193634,0.094273602232362,IN,2023-12-21,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
657,1.03317187708546,0.3364154898171685,IN,2023-12-22,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1,0
658,NA,NA,IN,2023-12-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
659,0.800845805738899,0.57250914594421,IN,2023-12-24,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0
660,0.843660428382189,0.59330397163555,IN,2023-12-25,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0
661,0.243514197489774,0.053306611088355,IN,2023-12-26,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
662,0.434249418158013,0.24273505660646,IN,2023-12-27,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
663,0.87438024140165,0.2900649352664995,IN,2023-12-28,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0
664,NA,NA,IN,2023-12-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
665,NA,NA,IN,2023-12-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
666,0.148466827376517,0.02821645430994665,IN,2023-12-31,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
667,0.0352496831019676,0.02468365750892395,IN,2024-01-01,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
668,1.06988750846505,0.22496676448798,IN,2024-01-02,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,0
669,0.513694344979525,0.2037916993778135,IN,2024-01-03,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
670,0.85883369009411,0.3951641427286985,IN,2024-01-04,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
671,0.0201335503315844,0.0142037943426301,IN,2024-01-05,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
672,NA,NA,IN,2024-01-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
673,NA,NA,KS,2023-11-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
674,1.39206158978562,0.491043361801796,KS,2023-11-27,0,1,1,1,0,0,1,1,1,1,0,0,0,1,0,1,1,1,0,0
675,2.06886163102247,0.4326773892670835,KS,2023-11-28,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,1,0,0,0
676,0.817995759388717,0.40259444899361,KS,2023-11-29,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,1,1
677,NA,NA,KS,2023-11-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
678,1.07805317266148,0.457417369559279,KS,2023-12-01,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1,0,1,0
679,NA,NA,KS,2023-12-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
680,NA,NA,KS,2023-12-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
681,0.489336418700988,0.349070664390068,KS,2023-12-04,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1
682,1.17368326173232,0.56050828830827,KS,2023-12-05,1,1,0,1,1,0,1,1,1,1,1,1,0,1,1,0,1,0,1,1
683,1.22503217108939,0.4937044695797435,KS,2023-12-06,1,1,0,1,1,1,0,1,1,0,1,1,0,1,1,1,0,1,1,0
684,1.62124205417873,0.569272364062475,KS,2023-12-07,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,0
685,0.806573413101449,0.572485084594935,KS,2023-12-08,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1
686,NA,NA,KS,2023-12-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
687,NA,NA,KS,2023-12-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
688,1.2961802636238,0.4190030200748435,KS,2023-12-11,1,0,1,1,1,1,1,0,1,1,1,0,0,1,1,0,1,0,1,0
689,0.678366208475543,0.3795463132835985,KS,2023-12-12,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0
690,1.31950476247913,0.62257688090943,KS,2023-12-13,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,1,0
691,NA,NA,KS,2023-12-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
692,0.798864142454382,0.3970056996871875,KS,2023-12-15,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0
693,NA,NA,KS,2023-12-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
694,NA,NA,KS,2023-12-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
695,0.863865087222217,0.406954715911412,KS,2023-12-18,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1
696,NA,NA,KS,2023-12-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
697,0.397530860609032,0.2963385135718835,KS,2023-12-20,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
698,NA,NA,KS,2023-12-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
699,0.117674730507504,0.0846200884540705,KS,2023-12-22,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
700,NA,NA,KS,2023-12-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
701,NA,NA,KS,2023-12-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
702,NA,NA,KS,2023-12-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
703,0.876766622472374,0.231194777632084,KS,2023-12-26,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0
704,0.0675669944162466,0.0471631712534094,KS,2023-12-27,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1
705,0.0627922983053428,0.0416227048851866,KS,2023-12-28,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1
706,NA,NA,KS,2023-12-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
707,NA,NA,KS,2023-12-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
708,NA,NA,KS,2023-12-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
709,NA,NA,KS,2024-01-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
710,0.213091754079384,0.02155262013208925,KS,2024-01-02,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1
711,0.404021355394966,0.1421230411117045,KS,2024-01-03,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
712,NA,NA,KS,2024-01-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
713,1.1948738895592,0.846509592032715,KS,2024-01-05,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0,1,0,1,1
714,0.0201112906114772,0.0123240494912254,KS,2024-01-06,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
715,NA,NA,KY,2023-11-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716,0.929539575862819,0.31529603695161,KY,2023-11-27,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,1,1
717,0.969619422984846,0.4883929235765705,KY,2023-11-28,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0
718,1.55595593010825,0.536580526482475,KY,2023-11-29,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0
719,NA,NA,KY,2023-11-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
720,NA,NA,KY,2023-12-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
721,NA,NA,KY,2023-12-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
722,NA,NA,KY,2023-12-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
723,1.44449133854122,0.417880009729933,KY,2023-12-04,1,1,0,1,1,1,0,1,1,1,1,1,0,1,1,0,0,1,1,1
724,1.76162867573536,0.440910678861498,KY,2023-12-05,0,1,0,1,1,1,1,0,1,1,0,1,0,1,1,1,1,0,1,0
