...1,es_score,brier_score,location,target_date,X24B_50_CI,X24C_50_CI,X24D_50_CI,X24G_50_CI,recombinant_50_CI,other_50_CI,X24A_50_CI,X24B_95_CI,X24C_95_CI,X24D_95_CI,X24G_95_CI,recombinant_95_CI,other_95_CI,X24A_95_CI
234,NA,NA,CO,2024-05-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
235,0.508398419383029,0.357200321808215,CO,2024-05-29,1,1,1,1,1,1,1,1,1,1,1,1,1,1
236,NA,NA,CO,2024-05-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
237,NA,NA,CO,2024-05-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
238,NA,NA,CO,2024-06-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
239,NA,NA,CO,2024-06-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
240,NA,NA,CO,2024-06-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
241,0.294434285525149,0.2190902597339415,CO,2024-06-04,1,1,1,1,1,1,1,1,1,1,1,1,1,1
242,0.750836122083589,0.218032098148326,CO,2024-06-05,0,1,1,1,1,1,1,0,0,1,1,1,1,1
243,0.629576468149251,0.442235298897972,CO,2024-06-06,1,1,1,1,1,1,0,0,1,1,1,1,1,0
244,NA,NA,CO,2024-06-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
245,NA,NA,CO,2024-06-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
246,NA,NA,CO,2024-06-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
247,1.92044353330903,0.3989082190167065,CO,2024-06-10,1,0,1,1,1,1,1,0,0,1,1,1,1,1
248,0.66316825462129,0.4564589063388795,CO,2024-06-11,1,0,1,1,1,1,1,1,0,1,0,1,1,1
249,0.291218420456726,0.22183332273989,CO,2024-06-12,1,1,1,1,1,1,1,1,1,1,1,1,1,1
250,0.715866801700996,0.5021116364852,CO,2024-06-13,1,1,1,1,1,1,0,1,1,1,0,1,1,0
251,0.722317807580638,0.509422960127475,CO,2024-06-14,1,1,1,1,1,1,0,0,1,1,1,1,1,0
252,NA,NA,CO,2024-06-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
253,NA,NA,CT,2024-05-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
254,0.994192473636597,0.69567745169228,CT,2024-05-06,1,1,1,1,0,1,1,1,1,1,1,0,1,0
255,1.47614421394295,0.675667577466325,CT,2024-05-07,1,0,0,1,1,1,0,1,0,0,0,1,1,0
256,NA,NA,CT,2024-05-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
257,0.200463527824337,0.1390592823632225,CT,2024-05-09,1,1,1,1,1,1,1,1,1,0,1,1,1,0
258,0.82742128062809,0.400961910496326,CT,2024-05-10,1,1,1,0,1,1,1,1,0,1,0,1,1,1
259,NA,NA,CT,2024-05-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
260,NA,NA,CT,2024-05-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
261,0.52617594654464,0.36837376960155,CT,2024-05-13,1,1,1,1,1,1,1,0,1,1,1,1,1,0
262,0.252953138984232,0.1864191627426495,CT,2024-05-14,1,1,1,1,1,1,1,0,1,1,1,1,1,0
263,0.274019448053748,0.196796514419118,CT,2024-05-15,1,1,1,1,1,1,1,1,0,1,1,1,1,0
264,NA,NA,CT,2024-05-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
265,NA,NA,CT,2024-05-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
266,NA,NA,CT,2024-05-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
267,0.342407435950213,0.240672464457204,CT,2024-05-19,1,1,1,1,1,1,1,1,1,1,0,1,1,0
268,NA,NA,CT,2024-05-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
269,NA,NA,CT,2024-05-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
270,0.382139780122871,0.2753373437978275,CT,2024-05-22,1,1,1,1,1,1,1,1,1,1,0,1,1,0
271,0.403451893654891,0.287072013345706,CT,2024-05-23,1,1,1,1,1,1,1,0,1,1,1,1,1,0
272,0.433322587248796,0.29884491547445,CT,2024-05-24,1,1,1,1,1,1,1,1,1,0,1,1,1,0
273,NA,NA,CT,2024-05-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
274,NA,NA,CT,2024-05-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
275,NA,NA,CT,2024-05-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
276,NA,NA,CT,2024-05-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
277,0.832315971797926,0.4289125921300225,CT,2024-05-29,1,0,1,1,1,1,1,0,0,1,1,1,1,1
278,0.309991497363515,0.231356154977963,CT,2024-05-30,1,1,1,1,1,1,1,1,1,1,1,1,1,1
279,0.532088165337549,0.379758457657292,CT,2024-05-31,1,1,1,1,1,1,1,0,1,1,1,1,1,0
280,NA,NA,CT,2024-06-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
281,NA,NA,CT,2024-06-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
282,NA,NA,CT,2024-06-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
283,NA,NA,CT,2024-06-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
284,0.615057331477387,0.43247075000834,CT,2024-06-05,1,1,1,1,1,1,0,1,1,1,1,1,1,1
285,NA,NA,CT,2024-06-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
286,0.634358609123193,0.3763525230272475,CT,2024-06-07,1,1,1,1,1,1,1,1,0,1,1,1,1,0
287,NA,NA,CT,2024-06-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
288,NA,NA,CT,2024-06-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
289,1.56856432624133,0.464111981194366,CT,2024-06-10,0,1,1,1,1,1,0,0,0,1,0,1,1,0
290,NA,NA,CT,2024-06-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
291,0.666891299106299,0.4541469311811175,CT,2024-06-12,1,0,1,1,1,1,1,1,0,1,1,1,1,0
292,NA,NA,CT,2024-06-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
293,0.915534281944295,0.462239054176632,CT,2024-06-14,1,1,1,1,1,1,0,1,1,1,0,1,1,0
294,NA,NA,CT,2024-06-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
295,NA,NA,DC,2024-05-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
296,NA,NA,DC,2024-05-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
297,NA,NA,DC,2024-05-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
298,NA,NA,DC,2024-05-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
299,NA,NA,DC,2024-05-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
300,NA,NA,DC,2024-05-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
301,NA,NA,DC,2024-05-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
302,NA,NA,DC,2024-05-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
303,NA,NA,DC,2024-05-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
304,NA,NA,DC,2024-05-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
305,NA,NA,DC,2024-05-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
306,0.295501295493468,0.207433884429642,DC,2024-05-16,1,1,1,1,1,1,1,0,1,1,1,1,1,0
307,0.314203718311255,0.2183088842566115,DC,2024-05-17,1,1,1,1,1,1,1,1,1,1,1,1,1,1
308,0.331656160187072,0.229397134708042,DC,2024-05-18,1,1,1,1,1,1,1,1,1,1,1,1,1,1
309,0.802233234049773,0.557005023972105,DC,2024-05-19,1,0,1,1,1,1,1,1,0,1,1,0,1,1
310,0.406956583566039,0.294480043449782,DC,2024-05-20,1,1,1,1,1,1,1,0,1,1,1,1,1,0
311,0.366973174055652,0.263672121227007,DC,2024-05-21,1,1,1,1,1,1,1,1,1,1,1,1,1,1
312,0.380682503757452,0.2753373437978275,DC,2024-05-22,1,1,1,1,1,1,1,1,1,1,1,1,1,1
313,0.410372969974843,0.287072013345706,DC,2024-05-23,1,1,1,1,1,1,1,0,1,1,1,1,1,0
314,0.413283294207348,0.29884491547445,DC,2024-05-24,1,1,1,1,1,1,1,1,1,1,1,1,1,1
315,0.430544887963288,0.310624729694969,DC,2024-05-25,1,1,1,1,1,1,1,1,1,1,1,0,1,0
316,0.350598900307528,0.250239833880275,DC,2024-05-26,1,1,1,1,1,1,1,1,1,1,1,1,1,1
317,NA,NA,DC,2024-05-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
318,NA,NA,DC,2024-05-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
319,NA,NA,DC,2024-05-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
320,NA,NA,DC,2024-05-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
321,0.716878713920698,0.491908848548992,DC,2024-05-31,1,0,1,1,1,1,1,1,1,1,1,1,1,1
322,NA,NA,DC,2024-06-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
323,NA,NA,DC,2024-06-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
324,1.26312284296893,0.4121169767955995,DC,2024-06-03,1,1,1,1,1,1,0,0,1,1,1,1,1,0
325,1.30451453451833,0.422426865021924,DC,2024-06-04,1,1,1,1,1,1,0,0,1,1,0,1,1,0
326,0.29291245031056,0.218032098148326,DC,2024-06-05,1,1,1,1,1,1,1,0,0,1,1,1,1,1
327,NA,NA,DC,2024-06-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
328,NA,NA,DC,2024-06-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
329,NA,NA,DC,2024-06-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
330,NA,NA,DC,2024-06-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
331,NA,NA,DC,2024-06-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
332,0.691753088674618,0.4865583794034505,DC,2024-06-11,1,1,1,1,1,1,0,1,1,1,1,1,1,1
333,0.958046608922717,0.4743189991672185,DC,2024-06-12,1,1,1,1,1,1,1,0,0,1,0,1,1,0
334,1.2244250882866,0.407460930858465,DC,2024-06-13,1,0,1,1,1,1,1,0,0,1,1,1,1,1
335,0.859013311141306,0.4324928936577225,DC,2024-06-14,1,1,1,1,1,1,1,1,1,1,1,1,1,1
336,0.723062433447002,0.51642941385604,DC,2024-06-15,1,1,1,1,1,1,0,1,1,1,0,1,1,0
337,NA,NA,DE,2024-05-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
338,NA,NA,DE,2024-05-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
339,NA,NA,DE,2024-05-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
340,NA,NA,DE,2024-05-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
341,NA,NA,DE,2024-05-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
342,NA,NA,DE,2024-05-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
343,NA,NA,DE,2024-05-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
344,0.626431506825588,0.1665231647841515,DE,2024-05-12,1,1,1,1,1,1,1,0,1,1,1,1,1,0
345,0.245388991472673,0.1763220628308465,DE,2024-05-13,1,1,1,1,1,1,1,0,1,1,1,1,1,0
346,0.272751888437905,0.1864191627426495,DE,2024-05-14,1,1,1,1,1,1,1,0,1,1,1,1,1,0
347,NA,NA,DE,2024-05-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
348,1.65040482778112,0.2815863602522205,DE,2024-05-16,0,1,1,1,1,1,0,0,0,1,1,1,1,0
349,NA,NA,DE,2024-05-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
350,NA,NA,DE,2024-05-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
351,NA,NA,DE,2024-05-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
352,NA,NA,DE,2024-05-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
353,NA,NA,DE,2024-05-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
354,1.08469730278917,0.3628119286402105,DE,2024-05-22,0,1,1,1,1,1,1,0,1,1,0,1,1,0
355,0.767726592828319,0.531794131870335,DE,2024-05-23,1,0,1,1,1,1,1,0,0,1,1,1,1,1
356,NA,NA,DE,2024-05-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
357,NA,NA,DE,2024-05-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
358,0.814760137021562,0.358094820555317,DE,2024-05-26,1,1,1,1,1,1,1,1,0,1,1,1,1,0
359,NA,NA,DE,2024-05-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
360,0.326717118314851,0.2397477210828985,DE,2024-05-28,1,1,1,1,1,1,1,0,1,1,1,1,1,0
361,NA,NA,DE,2024-05-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
362,2.09213938016731,0.4299651609227205,DE,2024-05-30,1,0,1,1,1,1,1,0,0,1,1,1,1,1
363,NA,NA,DE,2024-05-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
364,NA,NA,DE,2024-06-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
365,NA,NA,DE,2024-06-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
366,NA,NA,DE,2024-06-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
367,NA,NA,DE,2024-06-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
368,2.05635391169396,0.43247075000834,DE,2024-06-05,0,1,1,1,1,1,0,1,1,1,0,1,1,0
369,NA,NA,DE,2024-06-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
370,0.899584563569846,0.455931251041796,DE,2024-06-07,1,1,1,1,1,1,1,0,0,1,0,1,1,0
371,NA,NA,DE,2024-06-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
372,NA,NA,DE,2024-06-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
373,0.669301161455477,0.45890990450365,DE,2024-06-10,1,0,1,1,1,1,1,0,0,1,1,1,1,1
374,0.658759811530698,0.4564589063388795,DE,2024-06-11,1,0,1,1,1,1,1,1,1,1,1,1,1,1
375,NA,NA,DE,2024-06-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
376,0.663677442212621,0.4519715256248845,DE,2024-06-13,1,0,1,1,1,1,1,0,0,1,1,1,1,1
377,NA,NA,DE,2024-06-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
378,NA,NA,DE,2024-06-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
379,0.153732919562441,0.107283644817717,FL,2024-05-05,1,1,1,1,1,1,1,1,1,1,1,1,1,1
380,0.477711109177017,0.11469429542041,FL,2024-05-06,1,1,1,1,1,1,1,1,1,1,1,1,1,1
381,2.4148958920293,0.440583067283374,FL,2024-05-07,1,0,1,1,1,1,0,0,0,1,1,0,1,0
382,0.950198221839983,0.3183550603391315,FL,2024-05-08,1,1,0,1,1,1,1,1,0,0,1,1,1,1
383,0.77018446445707,0.3865031609572665,FL,2024-05-09,1,0,1,1,1,1,1,1,0,1,1,1,1,0
384,0.204476019395566,0.147879849350039,FL,2024-05-10,1,1,1,1,1,1,1,1,1,0,1,1,1,0
385,0.310745979553325,0.2750326939632665,FL,2024-05-11,1,1,1,1,1,1,1,0,1,1,0,1,1,1
386,NA,NA,FL,2024-05-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
387,0.651676609177557,0.1763220628308465,FL,2024-05-13,1,1,1,1,1,1,1,0,1,1,1,1,1,0
388,3.47561439848643,0.56859204609504,FL,2024-05-14,1,0,1,0,1,1,0,0,0,1,0,0,1,0
389,0.417272903209545,0.246238316017174,FL,2024-05-15,1,1,1,1,1,1,1,1,1,1,0,1,1,0
390,0.306938705252965,0.207433884429642,FL,2024-05-16,1,1,1,1,1,1,1,0,1,1,1,1,1,0
391,1.21883079556337,0.4019368303754885,FL,2024-05-17,0,1,1,0,1,1,1,0,1,1,0,1,1,1
392,NA,NA,FL,2024-05-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
393,NA,NA,FL,2024-05-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
394,0.292561193303776,0.273293591586277,FL,2024-05-20,1,1,1,1,1,1,1,1,0,1,1,1,1,0
395,0.560633323541239,0.2710467538734785,FL,2024-05-21,1,1,1,1,1,1,1,0,1,1,1,1,1,0
396,0.399863652010073,0.2753373437978275,FL,2024-05-22,1,1,1,1,1,1,1,1,1,1,1,1,1,1
397,0.380087982516142,0.2699816268039205,FL,2024-05-23,1,1,1,1,1,1,1,1,1,1,1,1,1,1
398,1.48789228882411,0.4547984730166615,FL,2024-05-24,1,1,1,0,1,1,1,1,0,1,0,1,1,0
399,0.439723925942678,0.310624729694969,FL,2024-05-25,1,1,1,1,1,1,1,1,1,1,0,1,1,0
400,1.0552070353195,0.322380343113437,FL,2024-05-26,1,1,1,1,1,1,0,0,1,1,1,1,1,0
401,0.474005777916606,0.334081157561101,FL,2024-05-27,1,1,1,1,1,1,1,0,1,1,1,1,1,0
402,0.759118274871303,0.524235758926475,FL,2024-05-28,1,1,1,0,1,1,1,1,1,1,0,1,1,0
403,1.84782119130373,0.235292736218249,FL,2024-05-29,0,1,1,1,1,1,1,0,1,1,1,1,1,0
404,1.05299455412761,0.503722033231615,FL,2024-05-30,1,0,1,0,1,1,1,1,1,0,0,1,1,1
405,2.00595699201678,0.3732107437540585,FL,2024-05-31,1,0,0,0,1,0,1,0,0,0,0,1,0,0
406,1.49249150416436,0.4984393663491565,FL,2024-06-01,1,1,1,0,1,1,1,0,0,1,0,1,1,1
407,1.68410010247008,0.2896842190168855,FL,2024-06-02,0,1,1,1,1,1,1,0,0,1,0,1,1,1
408,1.88321183053263,0.3851537741055105,FL,2024-06-03,0,0,1,1,1,1,0,0,0,1,0,1,1,0
409,2.20040962210279,0.4315896318189315,FL,2024-06-04,0,0,1,1,1,1,1,0,0,1,0,1,1,0
410,3.60418584531707,0.4353415114476175,FL,2024-06-05,0,1,1,0,1,1,1,0,0,1,0,1,1,0
411,1.49412534502553,0.4608572788227795,FL,2024-06-06,0,0,1,1,1,1,1,0,0,1,0,1,1,0
412,1.20898776058979,0.338306899099622,FL,2024-06-07,1,1,1,0,1,1,1,1,0,1,1,1,1,0
413,1.78962429374633,0.3217419377594305,FL,2024-06-08,1,1,1,1,1,1,0,0,0,1,0,1,1,0
414,1.95949086080592,0.390323979503493,FL,2024-06-09,1,1,1,1,1,1,0,0,0,0,0,1,1,0
415,2.35132147441931,0.3840314406741545,FL,2024-06-10,1,1,1,0,1,0,1,0,1,0,0,0,0,1
416,1.08902339740749,0.3446976630126335,FL,2024-06-11,1,1,1,1,1,1,0,0,0,1,1,1,1,0
417,1.73960562847077,0.319814807428869,FL,2024-06-12,0,1,1,1,1,1,1,0,0,1,0,1,1,1
418,2.8793436432223,0.402986879369554,FL,2024-06-13,0,1,1,1,1,1,0,0,0,0,0,1,1,0
419,2.63258093333869,0.402249381191641,FL,2024-06-14,0,1,1,0,1,1,1,0,0,1,0,1,1,0
420,0.656423517219317,0.3725178308183525,FL,2024-06-15,1,1,1,1,1,1,0,1,1,1,1,1,1,1
421,0.156323461824043,0.107283644817717,GA,2024-05-05,1,1,1,1,1,1,1,1,1,1,1,1,1,1
422,NA,NA,GA,2024-05-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
423,0.175064478525236,0.122461756174111,GA,2024-05-07,1,1,1,1,1,1,1,1,1,1,1,1,1,1
424,0.519092298263978,0.1305846186338445,GA,2024-05-08,1,1,1,1,1,1,1,0,1,1,1,1,1,0
425,0.208262378218799,0.1390592823632225,GA,2024-05-09,1,1,1,1,1,1,1,1,1,1,1,1,1,1
426,NA,NA,GA,2024-05-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
427,0.218248083611512,0.1570380443679825,GA,2024-05-11,1,1,1,1,1,1,1,1,1,1,0,1,1,0
428,0.909230482591028,0.638271597359665,GA,2024-05-12,1,1,1,0,1,1,1,0,1,1,0,1,1,1
429,1.57054012204034,0.1763220628308465,GA,2024-05-13,0,1,1,1,1,1,0,0,1,1,0,1,1,0
430,0.493452911468925,0.356558182402429,GA,2024-05-14,1,1,1,1,1,1,1,0,1,1,1,1,1,0
431,NA,NA,GA,2024-05-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
432,0.950439238926798,0.3310213441339395,GA,2024-05-16,1,0,1,1,1,1,1,0,1,1,1,1,1,0
433,0.713233679631851,0.3400783647977045,GA,2024-05-17,1,1,1,0,1,1,1,0,1,1,0,1,1,1
434,NA,NA,GA,2024-05-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
435,0.335546548557245,0.240672464457204,GA,2024-05-19,1,1,1,1,1,1,1,0,1,1,1,1,1,0
436,0.815201024385302,0.4224241729661985,GA,2024-05-20,1,0,1,1,1,1,1,1,1,1,1,1,1,1
437,NA,NA,GA,2024-05-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
438,0.378459048910324,0.2753373437978275,GA,2024-05-22,1,1,1,1,1,1,1,1,1,1,1,1,1,1
439,NA,NA,GA,2024-05-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
440,0.790664027127298,0.4124483199203185,GA,2024-05-24,1,0,1,1,1,1,1,1,1,1,1,1,1,1
441,0.428471905440353,0.310624729694969,GA,2024-05-25,1,1,1,1,1,1,1,1,1,1,1,1,1,1
442,NA,NA,GA,2024-05-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
443,NA,NA,GA,2024-05-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
444,NA,NA,GA,2024-05-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
445,NA,NA,GA,2024-05-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
446,NA,NA,GA,2024-05-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
447,NA,NA,GA,2024-05-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
448,NA,NA,GA,2024-06-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
449,NA,NA,GA,2024-06-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
450,0.295196631473382,0.2205949950328835,GA,2024-06-03,1,1,1,1,1,1,1,1,1,1,1,1,1,1
451,0.877634096225852,0.4267064242403965,GA,2024-06-04,1,1,1,1,1,0,1,1,1,1,1,1,0,0
452,NA,NA,GA,2024-06-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
453,NA,NA,GA,2024-06-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
454,0.631267386750267,0.451709453143958,GA,2024-06-07,1,1,1,1,1,1,0,1,1,1,0,1,1,0
455,NA,NA,GA,2024-06-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
456,NA,NA,GA,2024-06-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
457,NA,NA,GA,2024-06-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
458,1.45323047938324,0.4865583794034505,GA,2024-06-11,1,1,1,1,1,1,0,1,0,1,1,1,1,0
459,0.61793070139967,0.367997607730511,GA,2024-06-12,1,1,1,1,1,1,1,0,0,1,1,1,1,1
460,0.710160138852511,0.5021116364852,GA,2024-06-13,1,1,1,1,1,1,0,1,1,1,0,1,1,0
461,NA,NA,GA,2024-06-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
462,NA,NA,GA,2024-06-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
463,NA,NA,HI,2024-05-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
464,NA,NA,HI,2024-05-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
465,NA,NA,HI,2024-05-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
466,NA,NA,HI,2024-05-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
467,NA,NA,HI,2024-05-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
468,NA,NA,HI,2024-05-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
469,NA,NA,HI,2024-05-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
470,NA,NA,HI,2024-05-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
471,NA,NA,HI,2024-05-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
