...1,es_score,brier_score,location,target_date,X23A_50_CI,X23B_50_CI,X23D_50_CI,X23E_50_CI,X23G_50_CI,X23H_50_CI,X23I_50_CI,X24A_50_CI,other_50_CI,X23F_50_CI,X23A_95_CI,X23B_95_CI,X23D_95_CI,X23E_95_CI,X23G_95_CI,X23H_95_CI,X23I_95_CI,X24A_95_CI,other_95_CI,X23F_95_CI
512,0.678486450349228,0.381461174061784,IA,2023-10-29,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
513,3.40561280781824,0.35906896176777803,IA,2023-10-30,1,0,0,1,1,0,1,1,1,1,0,0,0,1,0,1,0,1,1,0
514,1.29498668085643,0.3436089206987925,IA,2023-10-31,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,0
515,1.29947743995604,0.421846465501597,IA,2023-11-01,1,0,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1,1,1
516,0.873291002638852,0.62007031438388,IA,2023-11-02,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0
517,6.44554724375627,0.4766888003564155,IA,2023-11-03,1,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,0,0
518,1.2313621533323,0.4123708582637925,IA,2023-11-04,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0
519,1.1686917129336,0.303797249584155,IA,2023-11-05,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,1,1,1,0,1
520,3.72536340238378,0.328044907737425,IA,2023-11-06,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1
521,2.50882586656561,0.4093463341354645,IA,2023-11-07,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,1,0
522,1.09120750734636,0.3382379397811895,IA,2023-11-08,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,0,1,0
523,2.11490034762893,0.426685669106529,IA,2023-11-09,0,1,1,1,1,1,1,0,1,0,0,0,0,1,0,1,1,0,1,0
524,1.2544766422378,0.2341946649894355,IA,2023-11-10,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0
525,1.70092749551375,0.4744942058201035,IA,2023-11-11,1,0,1,1,1,1,1,1,0,0,1,0,1,1,1,0,1,1,0,0
526,1.44882905970995,0.283388426011462,IA,2023-11-12,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1
527,5.04159004889516,0.4429004689628115,IA,2023-11-13,0,1,0,1,1,1,1,0,1,0,0,0,0,1,1,0,1,0,1,0
528,4.72508856890886,0.467216114512365,IA,2023-11-14,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0
529,2.31855005611799,0.3271401448115405,IA,2023-11-15,1,0,1,1,1,1,0,1,1,0,0,0,0,1,1,1,0,0,1,0
530,1.5938111701261,0.3751755682483285,IA,2023-11-16,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0,1,0,1,0
531,2.20784277812412,0.4650840700133315,IA,2023-11-17,0,0,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0
532,1.48660608632284,0.3898149702093055,IA,2023-11-18,1,0,1,1,1,1,1,1,0,1,1,0,0,1,0,0,1,0,0,0
533,4.41354407365737,0.3990563515292155,IA,2023-11-19,1,0,1,1,1,1,1,0,0,1,1,0,1,0,1,1,1,0,1,1
534,3.31685297683009,0.394483814324835,IA,2023-11-20,1,0,1,1,1,1,1,0,1,1,0,0,1,1,0,0,1,0,0,0
535,3.43499450573548,0.4474404077237465,IA,2023-11-21,0,0,1,1,1,1,1,0,0,1,0,0,0,1,1,1,0,0,0,0
536,3.47801549200582,0.3856605455586715,IA,2023-11-22,0,0,1,1,1,0,1,0,1,1,0,0,1,1,1,0,1,0,1,0
537,0.935889167541196,0.438401213888043,IA,2023-11-23,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0
538,3.49351989402854,0.349699468601362,IA,2023-11-24,0,1,1,1,1,1,1,0,1,0,0,0,0,1,1,0,1,1,0,0
539,1.94969565948498,0.4051309683515305,IA,2023-11-25,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,0,1,0,1,0
540,5.46779092761306,0.3738248199775015,IA,2023-11-26,1,0,1,1,1,0,1,0,1,0,1,1,0,1,1,0,1,0,0,0
541,6.61893947269649,0.4288508010637825,IA,2023-11-27,1,0,1,1,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0
542,5.36629857033182,0.462956609351334,IA,2023-11-28,1,0,1,0,1,1,0,0,0,1,1,1,1,0,1,0,0,0,0,0
543,2.99876270117222,0.341231731111249,IA,2023-11-29,1,1,1,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,0,0
544,7.19851024416648,0.52732059989884,IA,2023-11-30,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
545,6.77341617011179,0.447682040693312,IA,2023-12-01,1,0,1,0,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0
546,1.74528674026079,0.2973960551299465,IA,2023-12-02,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1
547,NA,NA,ID,2023-10-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
548,NA,NA,ID,2023-10-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
549,NA,NA,ID,2023-10-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
550,0.242763461588263,0.172969765947535,ID,2023-10-25,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0
551,NA,NA,ID,2023-10-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
552,NA,NA,ID,2023-10-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
553,NA,NA,ID,2023-10-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
554,NA,NA,ID,2023-10-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
555,NA,NA,ID,2023-10-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
556,NA,NA,ID,2023-10-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
557,NA,NA,ID,2023-11-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
558,NA,NA,ID,2023-11-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
559,NA,NA,ID,2023-11-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
560,NA,NA,ID,2023-11-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
561,NA,NA,ID,2023-11-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
562,NA,NA,ID,2023-11-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
563,NA,NA,ID,2023-11-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
564,NA,NA,ID,2023-11-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
565,NA,NA,ID,2023-11-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
566,NA,NA,ID,2023-11-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
567,NA,NA,ID,2023-11-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
568,NA,NA,ID,2023-11-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
569,NA,NA,ID,2023-11-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
570,NA,NA,ID,2023-11-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
571,NA,NA,ID,2023-11-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
572,NA,NA,ID,2023-11-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
573,NA,NA,ID,2023-11-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
574,NA,NA,ID,2023-11-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
575,NA,NA,ID,2023-11-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
576,NA,NA,ID,2023-11-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
577,NA,NA,ID,2023-11-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
578,NA,NA,ID,2023-11-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
579,NA,NA,ID,2023-11-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
580,NA,NA,ID,2023-11-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
581,NA,NA,ID,2023-11-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
582,NA,NA,ID,2023-11-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
583,NA,NA,ID,2023-11-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
584,NA,NA,ID,2023-11-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
585,NA,NA,ID,2023-11-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
586,NA,NA,ID,2023-11-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
587,NA,NA,ID,2023-12-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
588,NA,NA,ID,2023-12-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
589,1.05866244318895,0.359613613677474,IL,2023-10-22,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,0
590,1.5414702700187,0.3386518581177785,IL,2023-10-23,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,0,1,0
591,2.67346900703424,0.3664192912892185,IL,2023-10-24,0,1,0,1,1,0,1,1,1,1,0,1,0,0,0,0,1,0,1,0
592,3.4041144997207,0.3561912126940725,IL,2023-10-25,1,1,0,1,1,0,1,1,1,1,1,0,0,1,1,0,1,1,1,1
593,2.07596994148892,0.3788555426608115,IL,2023-10-26,0,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,1,1,0,0
594,3.47029515976229,0.391838985591093,IL,2023-10-27,1,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,1,1,0,1
595,1.53487502169858,0.3215163582764565,IL,2023-10-28,0,0,1,1,1,1,1,1,0,1,0,0,0,1,1,1,0,1,0,0
596,2.09445759419362,0.4620425720192145,IL,2023-10-29,1,1,1,1,1,0,0,1,1,0,1,0,0,0,1,0,0,1,1,0
597,4.5504330643206,0.268542292901123,IL,2023-10-30,1,1,0,1,1,1,1,0,1,0,1,0,1,1,0,0,0,0,1,0
598,2.33189042136011,0.450225367971196,IL,2023-10-31,1,1,1,1,1,0,1,1,0,0,1,0,0,1,1,0,1,1,0,0
599,2.61460943897877,0.404154803643894,IL,2023-11-01,0,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1
600,3.18950002781697,0.337938165718281,IL,2023-11-02,0,1,0,1,0,0,1,1,1,1,0,0,0,0,0,0,1,0,1,0
601,2.26365508122486,0.3036841351767485,IL,2023-11-03,0,1,0,1,1,1,1,1,1,0,0,0,0,1,0,0,1,0,1,0
602,1.94458132864657,0.4173512758487295,IL,2023-11-04,0,0,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,0,0,1
603,3.10901567112595,0.4156441595171555,IL,2023-11-05,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0
604,7.58162945584765,0.32939346931529,IL,2023-11-06,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0
605,2.13062615289859,0.339626491817819,IL,2023-11-07,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0
606,3.44247828751582,0.3841893463294305,IL,2023-11-08,0,1,0,1,1,0,1,1,0,1,0,0,0,1,0,1,1,0,0,0
607,2.65894418194911,0.42183035108619,IL,2023-11-09,0,1,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0
608,2.55980155064163,0.3744640838510305,IL,2023-11-10,1,1,1,0,1,1,1,0,0,1,1,1,0,0,1,1,1,0,1,0
609,2.39636685198682,0.37769745543621,IL,2023-11-11,0,1,0,1,0,1,1,1,1,1,0,1,0,0,1,0,1,0,0,0
610,1.49931438269582,0.291294787754564,IL,2023-11-12,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0,1,0,1,0
611,5.8892125432089,0.307088948449939,IL,2023-11-13,1,1,0,1,0,1,1,0,1,0,1,1,0,0,0,0,0,0,1,0
612,3.54953211969527,0.376775877093907,IL,2023-11-14,0,1,0,1,0,0,1,1,0,1,0,0,0,0,1,1,1,0,0,0
613,3.00364534437429,0.380135056421464,IL,2023-11-15,0,1,1,0,1,0,1,1,1,1,0,0,0,0,0,1,1,0,1,0
614,3.84087396806878,0.336065904276654,IL,2023-11-16,0,1,0,1,1,1,0,1,1,0,0,0,0,0,1,0,0,0,1,0
615,3.87865223117021,0.359918203908281,IL,2023-11-17,0,1,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0
616,2.07644316335207,0.398136560429013,IL,2023-11-18,0,0,1,1,0,1,1,1,1,1,0,0,0,1,0,0,0,1,1,0
617,3.05227109526905,0.386682902138028,IL,2023-11-19,0,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0
618,4.15226786328535,0.4020331732605445,IL,2023-11-20,0,0,0,1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,1,0
619,3.73876515950271,0.442358452208233,IL,2023-11-21,0,1,1,0,1,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0
620,3.89998933079395,0.3870085633994915,IL,2023-11-22,0,0,1,1,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0
621,1.22847729379568,0.381778153833902,IL,2023-11-23,0,1,1,1,0,1,1,1,1,1,0,1,1,1,0,0,1,0,1,1
622,4.48074860272707,0.3540118408129395,IL,2023-11-24,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,0,1,1,0,0
623,8.45326576348665,0.423238136156194,IL,2023-11-25,1,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0
624,5.69664185708646,0.3662471072437305,IL,2023-11-26,0,0,1,1,1,1,0,0,0,0,0,1,0,1,1,0,1,0,0,0
625,8.28801961728856,0.3827541817314795,IL,2023-11-27,0,1,1,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0
626,14.4992253581099,0.4008523164995775,IL,2023-11-28,0,1,1,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0
627,7.14528588193352,0.399234727089837,IL,2023-11-29,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0
628,10.9034317381057,0.4215696541176685,IL,2023-11-30,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
629,10.8198675099305,0.4154340280493145,IL,2023-12-01,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
630,19.1879939503467,0.4513590881032725,IL,2023-12-02,0,1,1,0,1,1,1,0,1,0,0,1,0,0,1,0,1,0,1,0
631,1.35787226974993,0.4500669838076625,IN,2023-10-22,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0
632,NA,NA,IN,2023-10-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
633,0.24410712003776,0.174787360769678,IN,2023-10-24,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0
634,0.922448230471877,0.4241879752628065,IN,2023-10-25,1,1,1,1,0,1,1,1,1,1,1,0,0,1,0,1,1,1,1,0
635,1.1150543831767,0.464149303713648,IN,2023-10-26,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0,0
636,0.859939808367976,0.60756976614277,IN,2023-10-27,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0
637,0.238591573999918,0.1681800924406905,IN,2023-10-28,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0
638,0.813995149275488,0.575221275135645,IN,2023-10-29,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0
639,1.40786850219877,0.4723794749587265,IN,2023-10-30,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0
640,0.66412458825369,0.4749896793381825,IN,2023-10-31,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0
641,1.67712585929655,0.518867355461105,IN,2023-11-01,1,0,1,1,0,1,1,1,1,0,1,0,1,1,0,1,1,1,1,0
642,0.890800437312237,0.629511137891205,IN,2023-11-02,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1
643,0.232603496797156,0.16264212624636,IN,2023-11-03,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
644,NA,NA,IN,2023-11-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
645,1.11443492920802,0.543985343856685,IN,2023-11-05,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0
646,0.87134750553501,0.62028526466507,IN,2023-11-06,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1
647,1.13763683764915,0.371150256662359,IN,2023-11-07,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,0
648,0.966207599979888,0.3929927839893495,IN,2023-11-08,0,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,0,0
649,1.10979736691087,0.3310045670270895,IN,2023-11-09,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0
650,NA,NA,IN,2023-11-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
651,NA,NA,IN,2023-11-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
652,0.751170084617463,0.3848438986131395,IN,2023-11-12,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0
653,2.00899255940872,0.427714486074842,IN,2023-11-13,1,0,1,1,0,1,1,1,1,1,1,0,0,1,0,0,1,1,1,0
654,1.14834398215488,0.4540756087557415,IN,2023-11-14,1,1,1,0,1,1,1,1,1,1,1,0,0,0,1,0,1,1,1,1
655,0.281775617586223,0.1882440713781265,IN,2023-11-15,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
656,0.758299813035076,0.532619288662495,IN,2023-11-16,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0
657,0.305044408726732,0.202343887213598,IN,2023-11-17,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
658,NA,NA,IN,2023-11-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
659,0.752526809428614,0.52250266229576,IN,2023-11-19,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0
660,0.847045956708965,0.59420214008461,IN,2023-11-20,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0
661,NA,NA,IN,2023-11-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
662,0.781282324885665,0.538674220298225,IN,2023-11-22,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1
663,0.848648877532148,0.410080046621882,IN,2023-11-23,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1
664,1.59181607740831,0.50460194890347,IN,2023-11-24,1,0,0,1,0,1,1,0,1,1,1,0,0,1,0,0,1,0,1,1
665,NA,NA,IN,2023-11-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
666,0.854508026175664,0.58348783154001,IN,2023-11-26,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1
667,1.76675487457722,0.469351620635694,IN,2023-11-27,1,0,0,1,1,1,1,0,1,1,1,0,0,1,1,0,1,1,1,1
668,0.552216797461149,0.192503193275488,IN,2023-11-28,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1
669,3.35080922456885,0.474728558980791,IN,2023-11-29,0,1,1,1,1,1,1,0,1,0,0,0,0,1,0,1,1,0,1,0
670,0.772863531130594,0.3377222090252655,IN,2023-11-30,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0
671,1.90093984154773,0.52132796779744,IN,2023-12-01,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,0,0,0,0
672,NA,NA,IN,2023-12-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
673,NA,NA,KS,2023-10-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
674,0.637438016830775,0.3754063158917525,KS,2023-10-23,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1
675,0.566283582177725,0.3366513709830555,KS,2023-10-24,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1
676,0.569176366641597,0.336705957025975,KS,2023-10-25,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1
677,NA,NA,KS,2023-10-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
678,NA,NA,KS,2023-10-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
679,NA,NA,KS,2023-10-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
680,NA,NA,KS,2023-10-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
681,0.23261756821705,0.165640736751965,KS,2023-10-30,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
682,NA,NA,KS,2023-10-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
683,NA,NA,KS,2023-11-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
684,0.681823895256797,0.4800383739544565,KS,2023-11-02,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0
685,NA,NA,KS,2023-11-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
686,NA,NA,KS,2023-11-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
687,NA,NA,KS,2023-11-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
688,2.02185839455453,0.4294764139269745,KS,2023-11-06,1,0,1,0,1,1,1,1,0,1,1,0,0,0,0,1,1,0,1,0
689,1.18646931159938,0.3424228500260495,KS,2023-11-07,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0
690,1.90841081567304,0.577533488128275,KS,2023-11-08,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,1,1,1,0
691,0.771444079514704,0.544530948624605,KS,2023-11-09,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0
692,NA,NA,KS,2023-11-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
693,NA,NA,KS,2023-11-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
694,NA,NA,KS,2023-11-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
695,0.708657141039045,0.504186435708315,KS,2023-11-13,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0
696,NA,NA,KS,2023-11-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
697,0.625993781972791,0.3486312837267305,KS,2023-11-15,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1
698,NA,NA,KS,2023-11-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
699,NA,NA,KS,2023-11-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
700,0.741072089693815,0.51854065004624,KS,2023-11-18,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1
701,NA,NA,KS,2023-11-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
702,NA,NA,KS,2023-11-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
703,NA,NA,KS,2023-11-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
