...1,es_score,brier_score,location,target_date,X22F_50_CI,X23B_50_CI,X23D_50_CI,X23E_50_CI,X23F_50_CI,X23G_50_CI,other_50_CI,X23A_50_CI,X22F_95_CI,X23B_95_CI,X23D_95_CI,X23E_95_CI,X23F_95_CI,X23G_95_CI,other_95_CI,X23A_95_CI
219,1.78965629674205,0.373494235967981,CO,2023-07-31,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1,0
220,1.77470459974947,0.3755244977164675,CO,2023-08-01,1,1,1,1,0,1,1,1,0,0,1,0,0,1,0,1
221,0.932262452925242,0.4725657907781725,CO,2023-08-02,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1
222,1.47163598252922,0.4520427685972655,CO,2023-08-03,1,0,0,1,1,1,1,1,0,0,0,1,0,1,1,0
223,2.6243141901068,0.4819533108432305,CO,2023-08-04,1,0,1,1,0,0,1,1,1,0,0,0,0,0,1,0
224,0.418187603255676,0.298721556904891,CO,2023-08-05,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1
225,1.14762073410813,0.4806131212478185,CO,2023-08-06,1,1,1,1,1,1,0,1,1,0,0,0,1,1,0,1
226,1.33240077929193,0.4306769636573,CO,2023-08-07,1,0,0,1,1,1,1,1,1,0,0,0,0,1,1,1
227,0.73621485471864,0.403367735415221,CO,2023-08-08,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0
228,0.657872760434087,0.4568270682158065,CO,2023-08-09,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1
229,0.689968068545622,0.4930145274034875,CO,2023-08-10,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0
230,1.08138539895717,0.367611693800814,CO,2023-08-11,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1
231,0.669365346129981,0.374450895992335,CO,2023-08-12,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0
232,0.744387338489267,0.4062931620353845,CO,2023-08-13,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1
233,0.748438894619447,0.404758158522773,CO,2023-08-14,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1,1
234,NA,NA,CO,2023-08-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
235,0.995857442233763,0.446644991223021,CO,2023-08-16,0,1,1,1,1,1,1,1,0,0,0,1,1,1,1,0
236,NA,NA,CO,2023-08-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
237,2.72833878779891,0.439545794394496,CO,2023-08-18,1,0,0,1,1,1,1,1,1,1,0,0,0,1,1,0
238,NA,NA,CO,2023-08-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
239,1.06154520785485,0.31784049003491,CO,2023-08-20,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,0
240,0.708892159868877,0.3926265685436975,CO,2023-08-21,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1
241,1.06306076742834,0.367336894333979,CO,2023-08-22,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1
242,2.74588201237372,0.398378579409064,CO,2023-08-23,1,0,1,1,0,1,1,1,0,0,0,1,0,0,1,0
243,0.739672642923763,0.4019724853933355,CO,2023-08-24,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1
244,1.31407590952109,0.3179320333848585,CO,2023-08-25,1,0,1,1,1,1,1,1,1,0,0,0,1,1,1,1
245,1.32191834596472,0.419273597224828,CO,2023-08-26,1,1,0,1,1,1,1,1,1,0,0,1,0,1,1,0
246,0.696243881553726,0.4854556290403515,CO,2023-08-27,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1
247,1.12697487466209,0.393368197897919,CO,2023-08-28,1,1,1,0,1,1,1,1,1,0,0,0,0,1,1,1
248,0.845006407939937,0.3208170352574625,CO,2023-08-29,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
249,1.84811785882958,0.392665943157213,CO,2023-08-30,1,1,1,0,1,1,1,0,0,1,0,0,1,1,1,0
250,1.4871194128639,0.415304730161442,CO,2023-08-31,1,0,1,1,1,1,1,1,0,0,0,0,1,1,1,0
251,3.19439956147773,0.3537785615771375,CO,2023-09-01,1,0,1,1,0,1,1,1,1,0,0,0,0,1,1,1
252,1.72761096865851,0.52635708332262,CO,2023-09-02,0,1,0,1,0,1,1,1,0,0,0,1,0,0,1,1
253,NA,NA,CT,2023-07-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
254,2.16856495081463,0.456556363403117,CT,2023-07-24,0,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1
255,0.820373705234213,0.57838528161663,CT,2023-07-25,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0,1
256,1.63964602090126,0.439724346603134,CT,2023-07-26,1,0,1,0,1,1,1,1,1,0,1,0,0,1,1,0
257,NA,NA,CT,2023-07-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
258,0.42181282659542,0.3000974099527415,CT,2023-07-28,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1
259,0.630761508649783,0.4411171425486195,CT,2023-07-29,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,0
260,NA,NA,CT,2023-07-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
261,0.981086504113513,0.446466418204282,CT,2023-07-31,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0
262,0.909440177467783,0.4255067902533105,CT,2023-08-01,0,1,1,1,1,1,1,1,0,0,1,1,0,1,1,0
263,0.908903314577933,0.4271300074625805,CT,2023-08-02,0,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1
264,0.839602006394465,0.4368370809278735,CT,2023-08-03,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1
265,1.09555506346787,0.392244381394967,CT,2023-08-04,1,1,0,1,1,1,1,1,1,1,0,0,0,1,1,0
266,0.673959029589788,0.47241980104021,CT,2023-08-05,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,0
267,0.423144082381515,0.299108312916581,CT,2023-08-06,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0
268,1.42520772023295,0.4500390107227885,CT,2023-08-07,1,1,0,1,1,1,1,1,1,0,0,0,0,1,1,0
269,0.81108548876487,0.4072478697734735,CT,2023-08-08,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0
270,0.435963574769719,0.301022687249967,CT,2023-08-09,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1
271,1.21156254430336,0.4016168647028605,CT,2023-08-10,1,1,1,1,1,1,0,1,1,0,0,0,1,1,0,1
272,0.522675952057883,0.376146379627839,CT,2023-08-11,1,1,1,1,0,1,1,1,1,0,1,1,0,1,1,1
273,0.429888254714089,0.304075770401473,CT,2023-08-12,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
274,NA,NA,CT,2023-08-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
275,0.635530816580791,0.4493778500922225,CT,2023-08-14,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1
276,1.12166979052284,0.35471808038944,CT,2023-08-15,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1
277,0.648903662438219,0.4541994548446025,CT,2023-08-16,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1
278,1.82188223231263,0.4300216922872015,CT,2023-08-17,1,0,1,1,0,0,1,1,1,1,0,1,1,1,1,0
279,1.04658301226334,0.3621825382999345,CT,2023-08-18,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1
280,0.724728283575863,0.397308902735629,CT,2023-08-19,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1
281,0.714794633913837,0.390893527844759,CT,2023-08-20,1,1,1,0,1,1,1,1,1,0,0,0,1,1,1,0
282,1.92309305178182,0.502358770779055,CT,2023-08-21,1,0,1,0,0,0,1,1,0,1,0,0,0,0,1,0
283,1.7832890177193,0.415490004711642,CT,2023-08-22,1,1,1,0,0,1,1,1,1,0,1,0,0,0,1,0
284,1.09854489417485,0.3744694985106485,CT,2023-08-23,1,0,1,1,1,1,1,1,1,0,0,1,0,1,1,1
285,1.52430257838719,0.456204184378432,CT,2023-08-24,1,1,0,1,0,1,1,0,1,1,0,1,0,1,1,1
286,1.35729636264114,0.3981819427783385,CT,2023-08-25,1,1,1,1,1,1,0,1,1,0,0,0,1,0,0,0
287,1.70415030856445,0.442914611406039,CT,2023-08-26,1,0,1,0,1,0,1,1,1,0,0,0,0,0,1,0
288,1.54040007991471,0.287575161660062,CT,2023-08-27,1,1,1,1,0,1,1,1,1,0,1,0,0,1,1,1
289,1.8999718723917,0.3941691526255155,CT,2023-08-28,1,1,1,0,1,0,1,1,0,1,0,1,0,0,1,1
290,1.1970069232715,0.3986546456883105,CT,2023-08-29,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,0
291,1.24983478284279,0.37058503250536,CT,2023-08-30,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1,0
292,1.18511257129288,0.403145066089503,CT,2023-08-31,1,1,0,1,1,1,1,1,1,0,0,1,0,1,1,1
293,1.31988381357193,0.424224912237868,CT,2023-09-01,0,0,1,1,1,1,1,1,0,0,1,1,0,1,1,1
294,0.72293127937374,0.505807348812635,CT,2023-09-02,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1
295,NA,NA,DC,2023-07-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
296,1.61683965298137,0.56895598628052,DC,2023-07-24,1,1,1,1,1,0,1,1,1,0,0,1,1,0,1,1
297,1.01984392267902,0.4376775635913785,DC,2023-07-25,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,1
298,1.82550208415321,0.3954981981137895,DC,2023-07-26,1,1,1,1,1,1,1,0,1,0,0,0,1,1,1,0
299,0.63613041487136,0.4489971551737345,DC,2023-07-27,1,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1
300,0.659723499315226,0.459940985353847,DC,2023-07-28,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
301,0.878086783192578,0.450199489950415,DC,2023-07-29,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1,0
302,1.03221543571801,0.506234857124725,DC,2023-07-30,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,1
303,0.419182346936798,0.298655899073772,DC,2023-07-31,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1
304,0.422894148425523,0.2984212212409995,DC,2023-08-01,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
305,0.983464875673441,0.491539976754677,DC,2023-08-02,0,1,1,1,1,1,1,0,0,1,0,0,1,1,1,0
306,1.66735874807937,0.4805542319464775,DC,2023-08-03,0,0,1,1,1,1,1,1,0,0,1,1,0,1,1,0
307,1.2775724669672,0.417629829580958,DC,2023-08-04,1,1,1,1,0,1,1,1,1,0,0,0,0,1,1,1
308,0.674613697337771,0.47241980104021,DC,2023-08-05,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,0
309,0.994475829761867,0.299108312916581,DC,2023-08-06,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1
310,1.05259618823314,0.460155939011171,DC,2023-08-07,0,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1
311,1.19793054204802,0.3911150418538665,DC,2023-08-08,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1
312,0.62214235780519,0.438510274724232,DC,2023-08-09,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1
313,1.23427134441274,0.415096621289673,DC,2023-08-10,1,0,1,1,0,1,1,1,0,0,0,0,1,1,1,1
314,0.62094994948915,0.4426521035621505,DC,2023-08-11,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1
315,0.861792512427842,0.4351998529533775,DC,2023-08-12,1,1,1,1,1,0,1,1,0,0,1,1,0,0,1,1
316,NA,NA,DC,2023-08-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
317,0.661065135412822,0.4587974251141405,DC,2023-08-14,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1
318,NA,NA,DC,2023-08-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
319,0.886771737117416,0.457182945836873,DC,2023-08-16,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0
320,0.802479067017543,0.56809441786553,DC,2023-08-17,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1
321,0.884542480091118,0.4199391710930665,DC,2023-08-18,1,1,1,1,1,0,1,1,1,1,0,1,0,0,1,1
322,0.709140888660806,0.388801887114382,DC,2023-08-19,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0
323,0.659781651723176,0.4646435815055355,DC,2023-08-20,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
324,0.454944399616079,0.320138521778651,DC,2023-08-21,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1
325,1.01349827828476,0.362920612861061,DC,2023-08-22,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0
326,0.661899832497632,0.4677249226397575,DC,2023-08-23,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
327,1.26336328879233,0.3514299503220125,DC,2023-08-24,1,0,1,1,1,1,1,1,1,0,0,1,0,1,1,1
328,0.870356727904597,0.4363056733812085,DC,2023-08-25,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,1
329,1.75201630742831,0.4782954576895445,DC,2023-08-26,1,1,1,1,0,1,1,0,0,0,0,1,0,1,1,0
330,0.400228392008488,0.2875751616600625,DC,2023-08-27,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1
331,1.54506956212509,0.350535190247926,DC,2023-08-28,0,1,1,1,0,1,1,1,0,0,1,0,0,1,1,1
332,1.09701506260783,0.465678700148118,DC,2023-08-29,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0
333,NA,NA,DC,2023-08-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
334,1.06563449871144,0.419101118958529,DC,2023-08-31,1,1,1,1,1,1,1,0,1,0,0,0,0,1,1,0
335,0.429847441654954,0.306545102539474,DC,2023-09-01,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
336,NA,NA,DC,2023-09-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
337,0.839139242589179,0.439037495472929,DE,2023-07-23,1,1,1,1,0,1,1,1,1,0,1,1,0,1,1,0
338,1.00457256996468,0.3037271377497565,DE,2023-07-24,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
339,0.594329231815854,0.421870597823306,DE,2023-07-25,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0
340,NA,NA,DE,2023-07-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
341,0.422958127448359,0.300822552548672,DE,2023-07-27,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0
342,NA,NA,DE,2023-07-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
343,NA,NA,DE,2023-07-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
344,NA,NA,DE,2023-07-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
345,NA,NA,DE,2023-07-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
346,NA,NA,DE,2023-08-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
347,0.422850491653507,0.2983100688783875,DE,2023-08-02,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1
348,NA,NA,DE,2023-08-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
349,NA,NA,DE,2023-08-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
350,NA,NA,DE,2023-08-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
351,1.41466413254581,0.4766507547700025,DE,2023-08-06,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0
352,1.65445377541254,0.58400113503913,DE,2023-08-07,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,0
353,0.903471563183457,0.460742551655916,DE,2023-08-08,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0
354,NA,NA,DE,2023-08-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
355,NA,NA,DE,2023-08-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
356,NA,NA,DE,2023-08-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
357,NA,NA,DE,2023-08-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
358,0.941454125598107,0.475905953157686,DE,2023-08-13,1,1,1,1,1,1,1,0,1,0,0,1,0,1,1,0
359,0.736715468024412,0.3918155132356615,DE,2023-08-14,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,0
360,1.09234895768419,0.4674187818352235,DE,2023-08-15,0,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1
361,1.48381649328729,0.3830314653060315,DE,2023-08-16,1,1,1,1,1,1,0,1,0,0,0,0,1,1,0,0
362,1.62110966049544,0.367338575954794,DE,2023-08-17,1,0,1,1,1,1,1,1,1,0,0,1,0,1,1,0
363,1.0852325443965,0.531302601046385,DE,2023-08-18,0,1,1,1,1,1,1,0,0,1,0,0,1,1,1,0
364,0.49441199758047,0.3241777980796315,DE,2023-08-19,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1
365,NA,NA,DE,2023-08-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
366,1.90797115106418,0.402295598691439,DE,2023-08-21,1,1,0,1,1,1,1,1,1,0,0,0,0,1,1,0
367,2.01393612138716,0.4383772604984115,DE,2023-08-22,1,1,0,1,1,1,0,1,1,0,0,0,1,1,0,0
368,0.90796283077492,0.376465413618193,DE,2023-08-23,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1
369,1.69045162099067,0.517435889737445,DE,2023-08-24,1,1,0,1,1,1,0,1,1,1,1,0,1,1,0,1
370,2.146325213645,0.509689313193165,DE,2023-08-25,1,1,1,1,0,1,0,0,0,0,1,1,0,1,0,0
371,0.912401151602356,0.367922968995558,DE,2023-08-26,1,1,1,1,1,1,1,0,1,1,0,0,0,1,1,0
372,0.4043676678312,0.2875751616600625,DE,2023-08-27,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1
373,2.40583458292131,0.3883933123101705,DE,2023-08-28,1,0,0,1,0,1,1,1,1,0,0,0,1,1,1,1
374,0.930173309157168,0.2762399297281545,DE,2023-08-29,1,1,1,1,0,1,1,1,1,0,1,0,0,1,1,1
375,NA,NA,DE,2023-08-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
376,NA,NA,DE,2023-08-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
377,NA,NA,DE,2023-09-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
378,NA,NA,DE,2023-09-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
379,1.82970326987649,0.417571896243805,FL,2023-07-23,1,1,1,1,0,1,1,0,0,0,0,0,0,0,1,0
380,4.61452287666324,0.409342905619283,FL,2023-07-24,1,1,1,1,1,1,1,0,0,0,0,0,1,1,0,0
381,4.06294405376904,0.406491014424192,FL,2023-07-25,1,1,1,1,1,1,1,0,1,0,0,0,0,1,1,0
382,4.11867028309638,0.421823284920213,FL,2023-07-26,1,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0
383,5.96210160026245,0.42464951449834,FL,2023-07-27,0,0,1,1,0,1,1,0,0,0,0,0,1,1,0,0
384,4.01325745618017,0.4357544957105045,FL,2023-07-28,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
385,1.72212550022135,0.420352063526852,FL,2023-07-29,1,1,1,1,0,1,0,0,1,0,0,0,0,1,1,0
386,2.57843435900796,0.388350821948762,FL,2023-07-30,1,0,1,0,1,1,1,0,0,0,1,0,0,0,1,0
387,6.98420880421882,0.4061607640052235,FL,2023-07-31,0,1,0,0,0,1,1,1,0,1,0,0,0,1,0,0
388,8.60371691636064,0.3892123440338175,FL,2023-08-01,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
389,3.58230460716148,0.405525565235235,FL,2023-08-02,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0
390,5.56412241246856,0.4193409026499995,FL,2023-08-03,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
391,4.41430365386606,0.401431366327062,FL,2023-08-04,1,1,0,0,0,1,1,0,1,0,0,1,1,0,0,0
392,2.54193865910404,0.371369047369575,FL,2023-08-05,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1
393,2.90526401052109,0.356976073007236,FL,2023-08-06,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1
394,6.91465865620661,0.407427813367595,FL,2023-08-07,1,1,1,0,0,1,1,0,0,0,1,0,0,0,1,0
395,5.9707850852171,0.406105027867027,FL,2023-08-08,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1
396,6.27888651012767,0.3776049600108215,FL,2023-08-09,1,0,0,1,1,1,1,1,0,0,0,0,0,0,1,0
397,1.85134434234396,0.4588756924185415,FL,2023-08-10,1,1,1,1,0,1,0,0,1,0,0,1,0,1,0,0
398,2.12340855829235,0.4161246653873275,FL,2023-08-11,1,1,1,1,0,0,1,0,1,0,0,0,0,0,1,0
399,NA,NA,FL,2023-08-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
400,1.28864954300504,0.420088499759695,FL,2023-08-13,1,1,1,1,1,1,1,0,1,0,0,1,0,1,1,0
401,2.96579712121391,0.4406041552892965,FL,2023-08-14,0,0,0,1,1,1,1,0,0,0,0,1,0,1,1,0
402,6.01268313513276,0.4045387137315155,FL,2023-08-15,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
403,2.95103420344072,0.411517607410943,FL,2023-08-16,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,0
404,7.38806421132614,0.4134625683473535,FL,2023-08-17,1,0,1,1,0,1,1,0,0,0,1,0,0,0,1,0
405,6.52114343410407,0.4032122540970565,FL,2023-08-18,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0
406,3.99936231188555,0.402766462797651,FL,2023-08-19,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0
407,1.07738470800127,0.407110979806184,FL,2023-08-20,1,1,1,1,1,1,1,1,0,0,1,0,1,0,1,1
408,10.9477529327382,0.408586936154706,FL,2023-08-21,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0
409,9.08091297982091,0.4016889049667425,FL,2023-08-22,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0
410,8.78632474569505,0.4067195870224455,FL,2023-08-23,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
411,16.7944553574848,0.38452127172708,FL,2023-08-24,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
412,9.87638149569796,0.407623872259632,FL,2023-08-25,1,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0
413,2.19977689386525,0.3748036134622845,FL,2023-08-26,1,0,1,1,1,1,1,1,0,0,0,0,0,1,1,0
414,6.00590643744798,0.4135325214291735,FL,2023-08-27,0,0,0,0,0,1,1,0,0,0,1,0,0,1,1,0
415,8.7494858410578,0.414700552954133,FL,2023-08-28,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0
416,8.90691461894547,0.4085724646016035,FL,2023-08-29,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
417,5.19117774207787,0.376230951841257,FL,2023-08-30,1,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0
418,2.31164510177392,0.399594526104202,FL,2023-08-31,1,1,0,1,0,1,1,1,0,0,1,0,0,0,1,1
419,3.61241711490167,0.4125122067544805,FL,2023-09-01,1,1,0,1,0,1,1,0,0,0,0,0,0,0,1,1
420,2.67388461362657,0.4196692395229255,FL,2023-09-02,1,0,0,1,0,1,1,1,0,1,0,1,0,1,1,0
421,0.667263350636593,0.466192403722795,GA,2023-07-23,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1
422,1.90009324972489,0.422092735158693,GA,2023-07-24,1,1,1,0,1,1,1,1,1,1,0,0,1,1,0,0
423,1.43772903127986,0.3897635924020925,GA,2023-07-25,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,0
424,1.24119653795499,0.414545198800102,GA,2023-07-26,0,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1
425,0.989521996034451,0.300822552548672,GA,2023-07-27,1,0,1,1,1,1,1,1,1,0,1,1,0,1,1,1
426,1.15691699960729,0.4827528549872875,GA,2023-07-28,1,1,1,1,1,0,1,1,1,0,1,1,0,1,0,0
427,2.15674349696638,0.454740663651313,GA,2023-07-29,1,1,1,0,1,1,1,1,1,0,0,0,0,1,1,0
428,1.59509798231978,0.2990137311841835,GA,2023-07-30,1,0,1,1,1,1,1,1,0,0,0,1,1,1,1,0
429,0.848793560728501,0.4406116416747195,GA,2023-07-31,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0
430,0.912575786182469,0.3694780639342115,GA,2023-08-01,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
431,1.61046407464203,0.3973921993224955,GA,2023-08-02,0,1,1,0,1,1,1,1,0,0,0,0,0,1,1,0
432,3.49686486853359,0.3303430773283135,GA,2023-08-03,1,0,1,1,0,1,1,1,0,0,1,0,0,1,1,0
433,0.935021981025394,0.4304924595929755,GA,2023-08-04,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1
434,0.692994347338532,0.3855706789725505,GA,2023-08-05,1,1,1,1,1,1,1,0,1,0,1,1,1,0,1,1
435,0.675563553873579,0.4766507547700025,GA,2023-08-06,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0
436,2.05432068911261,0.388263342402998,GA,2023-08-07,1,1,0,1,1,1,1,0,1,0,0,0,0,1,1,0
437,1.76699494186544,0.4302888891366045,GA,2023-08-08,1,1,1,0,1,1,0,1,0,0,0,0,1,1,0,1
438,2.11249017549468,0.3905018094703025,GA,2023-08-09,1,1,0,1,1,1,1,0,1,0,0,0,0,1,1,0
439,0.744712765400711,0.397463965047567,GA,2023-08-10,1,1,1,1,1,1,1,0,1,0,0,1,0,1,1,0
440,0.422589951066825,0.302930991061454,GA,2023-08-11,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1
441,NA,NA,GA,2023-08-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
442,0.428989790697955,0.305348033588085,GA,2023-08-13,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1
443,2.43644248426309,0.390901461308583,GA,2023-08-14,1,0,1,1,0,1,0,1,0,0,0,1,1,1,0,0
444,1.50137944242912,0.3441457912733945,GA,2023-08-15,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,0
