...1,es_score,brier_score,location,target_date,X22F_50_CI,X23A_50_CI,X23D_50_CI,X23E_50_CI,X23F_50_CI,X23G_50_CI,X23H_50_CI,recombinant_50_CI,other_50_CI,X23B_50_CI,X22F_95_CI,X23A_95_CI,X23D_95_CI,X23E_95_CI,X23F_95_CI,X23G_95_CI,X23H_95_CI,recombinant_95_CI,other_95_CI,X23B_95_CI
538,1.66885068522334,0.352072408593234,IA,2023-10-27,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0
539,0.590062516448608,0.1530709019018805,IA,2023-10-28,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0
540,0.725146637302555,0.3909207285923555,IA,2023-10-29,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1
541,3.95067784091075,0.3652024873710865,IA,2023-10-30,1,1,0,1,1,1,0,1,1,0,1,1,0,0,0,0,0,1,0,0
542,1.39150642040598,0.3457143402566545,IA,2023-10-31,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1
543,1.32051763931275,0.424152833666863,IA,2023-11-01,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0
544,0.909891825400313,0.642913061572485,IA,2023-11-02,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1
545,6.70356686264445,0.499195338590462,IA,2023-11-03,1,1,0,1,0,1,1,1,1,0,1,0,0,1,0,1,1,1,1,0
546,1.33607046469967,0.4275075897603215,IA,2023-11-04,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,1,1,1,0
547,NA,NA,ID,2023-09-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
548,NA,NA,ID,2023-09-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
549,NA,NA,ID,2023-09-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
550,NA,NA,ID,2023-09-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
551,NA,NA,ID,2023-09-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
552,NA,NA,ID,2023-09-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
553,NA,NA,ID,2023-09-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
554,NA,NA,ID,2023-10-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
555,NA,NA,ID,2023-10-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
556,NA,NA,ID,2023-10-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
557,0.295289870651243,0.2131791923383135,ID,2023-10-04,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
558,NA,NA,ID,2023-10-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
559,0.801008341339341,0.562398289711355,ID,2023-10-06,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1
560,0.796917049786128,0.56434565564928,ID,2023-10-07,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0
561,NA,NA,ID,2023-10-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
562,0.99719423680556,0.4959755140320365,ID,2023-10-09,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0
563,0.681451617700965,0.4822831729807575,ID,2023-10-10,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1
564,NA,NA,ID,2023-10-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
565,NA,NA,ID,2023-10-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
566,NA,NA,ID,2023-10-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
567,NA,NA,ID,2023-10-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
568,NA,NA,ID,2023-10-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
569,NA,NA,ID,2023-10-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
570,NA,NA,ID,2023-10-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
571,NA,NA,ID,2023-10-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
572,NA,NA,ID,2023-10-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
573,NA,NA,ID,2023-10-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
574,NA,NA,ID,2023-10-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
575,NA,NA,ID,2023-10-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
576,NA,NA,ID,2023-10-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
577,NA,NA,ID,2023-10-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
578,0.218074319165646,0.158201613726534,ID,2023-10-25,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1
579,NA,NA,ID,2023-10-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
580,NA,NA,ID,2023-10-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
581,NA,NA,ID,2023-10-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
582,NA,NA,ID,2023-10-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
583,NA,NA,ID,2023-10-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
584,NA,NA,ID,2023-10-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
585,NA,NA,ID,2023-11-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
586,NA,NA,ID,2023-11-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
587,NA,NA,ID,2023-11-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
588,NA,NA,ID,2023-11-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
589,1.03166687115254,0.4548880044872525,IL,2023-09-24,1,1,1,0,0,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1
590,3.83660656557638,0.349270417328736,IL,2023-09-25,1,0,0,1,0,1,1,1,1,1,1,0,0,0,0,0,1,0,1,0
591,2.83670699075483,0.418162172598438,IL,2023-09-26,1,0,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,0,0
592,1.21318486002593,0.390021469706445,IL,2023-09-27,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,0
593,3.51404226887063,0.4667560996404545,IL,2023-09-28,1,0,1,1,0,1,1,0,1,1,1,0,0,0,0,0,1,0,1,0
594,2.89069692032007,0.4201306776383455,IL,2023-09-29,0,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,1,1,0
595,1.08199339003884,0.445585879597117,IL,2023-09-30,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,0,1,0,1,1
596,1.98381167768566,0.429154659362548,IL,2023-10-01,0,1,1,1,1,1,1,0,1,1,0,0,0,1,0,0,1,1,1,0
597,4.18344974529032,0.343007650228118,IL,2023-10-02,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
598,3.10237665613641,0.3161219603280255,IL,2023-10-03,1,1,0,1,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1
599,2.55337199385625,0.4227652394512555,IL,2023-10-04,1,1,1,0,0,1,1,1,1,0,0,1,0,0,0,1,1,1,1,0
600,2.51302193157227,0.393224111694985,IL,2023-10-05,1,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,1,1,0
601,2.239622596295,0.4104400601606005,IL,2023-10-06,1,1,1,1,0,1,1,1,1,0,1,0,0,0,0,0,0,1,1,0
602,2.01175859050884,0.3455194758547245,IL,2023-10-07,1,1,1,1,1,1,1,1,0,0,1,0,0,1,1,1,1,1,0,0
603,1.55736642780081,0.416453327176178,IL,2023-10-08,1,1,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1
604,2.60420836832845,0.3034407955870925,IL,2023-10-09,1,1,0,1,0,1,1,1,1,1,0,0,0,1,1,1,1,1,1,0
605,2.84805105633614,0.292948776042244,IL,2023-10-10,1,1,0,1,0,1,1,1,1,1,0,1,1,0,0,1,0,0,1,0
606,1.87807087926937,0.350552707334734,IL,2023-10-11,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,0,1,1,0,0
607,2.43489670669207,0.30406118301614,IL,2023-10-12,1,1,1,0,0,1,1,1,1,0,1,1,1,0,1,1,0,1,1,0
608,2.1647945011179,0.336949219805228,IL,2023-10-13,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,1,1,1
609,1.66061112283648,0.329444110304822,IL,2023-10-14,0,0,1,1,1,1,1,1,1,0,0,0,0,1,0,1,1,1,1,0
610,1.6583136066688,0.326699118883425,IL,2023-10-15,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,0
611,2.62395171240156,0.302041131966515,IL,2023-10-16,1,1,1,1,0,1,1,1,1,0,1,0,0,1,0,1,0,1,1,1
612,2.88539257772963,0.379298117547219,IL,2023-10-17,1,0,1,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0
613,1.76715872414286,0.351293597448613,IL,2023-10-18,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,1,0
614,3.0217948186785,0.440046870724929,IL,2023-10-19,1,1,1,0,0,0,1,0,1,1,1,1,0,0,0,0,0,1,1,0
615,2.20231307135971,0.401543049200749,IL,2023-10-20,1,1,1,1,0,1,1,0,1,1,1,1,0,0,0,0,0,0,1,0
616,1.4531321668011,0.276198987474429,IL,2023-10-21,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0
617,1.0981248638688,0.365995801439713,IL,2023-10-22,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
618,1.53223039917387,0.3380720116638985,IL,2023-10-23,1,0,1,1,1,1,1,1,1,0,1,0,0,1,0,0,0,0,1,1
619,2.38620762270153,0.3573582099139525,IL,2023-10-24,1,0,0,1,1,1,0,1,1,1,0,0,0,1,0,0,0,0,1,1
620,2.95682431493543,0.352361880669776,IL,2023-10-25,1,1,0,1,1,1,0,1,1,1,0,0,0,0,1,1,0,0,1,0
621,2.01010407842786,0.378182071699904,IL,2023-10-26,1,0,1,1,1,1,0,1,1,1,1,0,1,1,0,1,0,1,1,1
622,3.82006666468478,0.394925085680453,IL,2023-10-27,1,1,1,1,0,0,1,1,1,0,1,0,0,0,0,0,0,1,1,0
623,1.52534228505992,0.3211231490803605,IL,2023-10-28,1,0,1,1,1,1,1,0,1,0,1,0,0,0,0,1,1,1,1,1
624,1.62906384187249,0.441404695775821,IL,2023-10-29,1,1,1,1,0,1,0,1,0,1,1,1,1,0,0,1,0,1,0,0
625,3.90666366996713,0.2623237714633375,IL,2023-10-30,1,1,1,1,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0
626,1.77299542591866,0.4713715487111575,IL,2023-10-31,0,1,1,1,0,1,1,0,1,1,0,1,0,0,0,1,1,0,1,1
627,3.19393409057084,0.394072518372215,IL,2023-11-01,1,0,1,1,1,1,1,1,0,1,1,0,0,1,0,0,1,0,0,1
628,3.26595703335591,0.38687266475405,IL,2023-11-02,1,0,0,1,1,0,0,1,1,0,1,0,0,1,0,0,0,1,1,0
629,1.5873856662076,0.3343881868324,IL,2023-11-03,1,0,0,1,1,1,1,1,1,1,1,0,1,0,1,1,0,1,1,0
630,2.1567830516166002,0.439967494021834,IL,2023-11-04,1,0,1,1,0,1,1,1,1,0,0,0,0,0,0,1,0,1,1,0
631,NA,NA,IN,2023-09-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
632,0.466531907963181,0.3125851562504705,IN,2023-09-25,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0
633,1.16987790308508,0.4011281621077035,IN,2023-09-26,1,1,1,1,1,1,0,1,1,0,1,1,0,1,0,1,0,1,1,0
634,0.579769199462033,0.344451840257399,IN,2023-09-27,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0
635,1.3122350415937,0.3536754934984895,IN,2023-09-28,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,1,1,1,0,0
636,1.41254203336198,0.350240760731427,IN,2023-09-29,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1
637,0.556013717350172,0.3957439656417535,IN,2023-09-30,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0
638,NA,NA,IN,2023-10-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
639,0.317273254819691,0.2197107548914725,IN,2023-10-02,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1
640,1.25270576891587,0.4047808619557035,IN,2023-10-03,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,0
641,1.29798630421355,0.433411638581079,IN,2023-10-04,1,1,1,1,1,1,0,0,1,1,1,1,0,0,1,1,0,0,1,0
642,1.46288862547365,0.4608003903421935,IN,2023-10-05,1,1,1,0,0,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0
643,0.466056309473705,0.310466888630251,IN,2023-10-06,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0
644,0.58484767923175,0.417280564139748,IN,2023-10-07,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,0
645,NA,NA,IN,2023-10-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
646,0.615903978739295,0.423694557873351,IN,2023-10-09,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0
647,0.61352005961369,0.2721056170098925,IN,2023-10-10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1
648,1.22830855397606,0.584802456321315,IN,2023-10-11,1,1,1,0,1,0,1,1,1,1,1,1,1,0,0,0,1,1,1,0
649,0.611770487057033,0.4334814645049595,IN,2023-10-12,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0
650,1.02956067259019,0.3532418898478965,IN,2023-10-13,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0
651,0.686363818315606,0.2864093114160745,IN,2023-10-14,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1
652,NA,NA,IN,2023-10-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
653,0.642227287286468,0.4467617319683525,IN,2023-10-16,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0
654,0.76277485836464,0.3899651635990925,IN,2023-10-17,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1
655,0.572812453580546,0.3379077012210265,IN,2023-10-18,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1
656,0.494717864458382,0.3138290355561515,IN,2023-10-19,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0
657,0.721738390114531,0.507771616771185,IN,2023-10-20,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1
658,NA,NA,IN,2023-10-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
659,1.39957120882295,0.4669208208263775,IN,2023-10-22,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0
660,NA,NA,IN,2023-10-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
661,0.225298221035168,0.160096277265766,IN,2023-10-24,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
662,0.952268455601126,0.430731884884687,IN,2023-10-25,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1
663,1.17981843753115,0.47559050885823,IN,2023-10-26,1,0,1,1,1,1,1,0,1,1,1,0,1,1,0,1,1,0,1,0
664,0.896498077448755,0.632144213306815,IN,2023-10-27,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1
665,0.217727610568011,0.1530709019018805,IN,2023-10-28,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
666,0.785398082242147,0.55824215766291,IN,2023-10-29,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
667,1.45884239591281,0.493576929489265,IN,2023-10-30,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0
668,0.694103808567748,0.4968491853357425,IN,2023-10-31,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0
669,1.76685122833638,0.540293605835835,IN,2023-11-01,1,1,1,1,0,0,1,1,1,0,1,1,1,1,0,0,1,1,1,0
670,0.927235754672426,0.65258992978148,IN,2023-11-02,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,0,1
671,0.20315619042143301,0.145567018055996,IN,2023-11-03,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1
672,NA,NA,IN,2023-11-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
673,NA,NA,KS,2023-09-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
674,NA,NA,KS,2023-09-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
675,0.642966284697935,0.4501073011987565,KS,2023-09-26,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1
676,NA,NA,KS,2023-09-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
677,NA,NA,KS,2023-09-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
678,NA,NA,KS,2023-09-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
679,NA,NA,KS,2023-09-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
680,NA,NA,KS,2023-10-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
681,NA,NA,KS,2023-10-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
682,0.567938790360511,0.4047808619557035,KS,2023-10-03,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0
683,NA,NA,KS,2023-10-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
684,NA,NA,KS,2023-10-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
685,NA,NA,KS,2023-10-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
686,NA,NA,KS,2023-10-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
687,0.275939228867605,0.2006534808803855,KS,2023-10-08,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1
688,NA,NA,KS,2023-10-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
689,1.42709239785027,0.4822831729807575,KS,2023-10-10,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0
690,NA,NA,KS,2023-10-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
691,0.83784057188942,0.598554639393855,KS,2023-10-12,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1
692,NA,NA,KS,2023-10-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
693,NA,NA,KS,2023-10-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
694,NA,NA,KS,2023-10-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
695,NA,NA,KS,2023-10-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
696,1.10341080822257,0.54196384609595,KS,2023-10-17,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0
697,0.701443873969937,0.5026022714307,KS,2023-10-18,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1
698,0.242811035713828,0.1708314598214465,KS,2023-10-19,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
699,0.236403771445517,0.1685247211208055,KS,2023-10-20,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0
700,NA,NA,KS,2023-10-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
701,NA,NA,KS,2023-10-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
702,0.675964304083555,0.3826319330406865,KS,2023-10-23,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,0
703,0.570333651473046,0.3391068873451265,KS,2023-10-24,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1
704,0.579132978297457,0.339448376191711,KS,2023-10-25,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,0
705,NA,NA,KS,2023-10-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
706,NA,NA,KS,2023-10-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
707,NA,NA,KS,2023-10-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
708,NA,NA,KS,2023-10-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
709,0.218746098891371,0.1501404435723835,KS,2023-10-30,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1
710,NA,NA,KS,2023-10-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
711,NA,NA,KS,2023-11-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
712,0.706398557017369,0.50333631503999,KS,2023-11-02,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0
713,NA,NA,KS,2023-11-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
714,NA,NA,KS,2023-11-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
715,NA,NA,KY,2023-09-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716,0.825513126895268,0.58102092621437,KY,2023-09-25,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,1,1,1,1
717,NA,NA,KY,2023-09-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718,0.631214650827767,0.4521995198855155,KY,2023-09-27,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1
719,1.08915835242164,0.44669733409568,KY,2023-09-28,1,0,1,1,1,0,1,1,1,1,1,0,0,1,0,0,1,1,1,0
720,0.810428497218989,0.2298019628857275,KY,2023-09-29,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0
721,NA,NA,KY,2023-09-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
722,0.792985990645521,0.404730486898088,KY,2023-10-01,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0
723,0.749606727464481,0.3920458285523855,KY,2023-10-02,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1
724,1.53249779639606,0.519627063004085,KY,2023-10-03,0,1,1,1,0,1,1,0,1,1,0,1,1,1,0,1,1,0,1,0
725,NA,NA,KY,2023-10-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
726,0.794364905172163,0.401926948975779,KY,2023-10-05,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1
727,0.558093383556618,0.3396763774007195,KY,2023-10-06,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0
728,0.291120090237098,0.203712960541911,KY,2023-10-07,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0
