...1,es_score,brier_score,location,target_date,X22F_50_CI,X23B_50_CI,X23C_50_CI,X23D_50_CI,X23E_50_CI,X23F_50_CI,X23G_50_CI,recombinant_50_CI,other_50_CI,X23A_50_CI,X22F_95_CI,X23B_95_CI,X23C_95_CI,X23D_95_CI,X23E_95_CI,X23F_95_CI,X23G_95_CI,recombinant_95_CI,other_95_CI,X23A_95_CI
551,NA,NA,ID,2023-07-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
552,NA,NA,ID,2023-07-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
553,NA,NA,ID,2023-07-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
554,NA,NA,ID,2023-07-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
555,NA,NA,ID,2023-07-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
556,NA,NA,ID,2023-07-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
557,NA,NA,ID,2023-07-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
558,NA,NA,ID,2023-07-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
559,NA,NA,ID,2023-07-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
560,NA,NA,ID,2023-07-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
561,NA,NA,ID,2023-07-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
562,NA,NA,ID,2023-07-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
563,NA,NA,ID,2023-07-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
564,NA,NA,ID,2023-07-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
565,NA,NA,ID,2023-07-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
566,NA,NA,ID,2023-07-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
567,NA,NA,ID,2023-07-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
568,NA,NA,ID,2023-07-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
569,NA,NA,ID,2023-07-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
570,NA,NA,ID,2023-08-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
571,NA,NA,ID,2023-08-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
572,NA,NA,ID,2023-08-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
573,NA,NA,ID,2023-08-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
574,NA,NA,ID,2023-08-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
575,NA,NA,ID,2023-08-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
576,NA,NA,ID,2023-08-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
577,NA,NA,ID,2023-08-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
578,NA,NA,ID,2023-08-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
579,NA,NA,ID,2023-08-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
580,NA,NA,ID,2023-08-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
581,NA,NA,ID,2023-08-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
582,NA,NA,ID,2023-08-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
583,NA,NA,ID,2023-08-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
584,NA,NA,ID,2023-08-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
585,NA,NA,ID,2023-08-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
586,NA,NA,ID,2023-08-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
587,NA,NA,ID,2023-08-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
588,NA,NA,ID,2023-08-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
589,0.510281657108332,0.3590592987709415,IL,2023-07-09,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,0
590,1.49906344483319,0.377155380449416,IL,2023-07-10,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
591,1.33381001112717,0.4045592087399765,IL,2023-07-11,1,1,1,1,1,0,1,1,1,1,1,0,1,0,0,0,0,1,1,1
592,0.717684612094648,0.40025437411656,IL,2023-07-12,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,1,0
593,1.59941636765746,0.4077683987195815,IL,2023-07-13,1,1,1,1,1,1,0,1,1,0,1,0,1,0,0,1,0,1,1,0
594,2.62448287348971,0.4289909287657355,IL,2023-07-14,1,1,1,1,0,1,1,1,1,0,0,0,1,1,0,1,1,1,1,0
595,1.01304304615708,0.4508319941962575,IL,2023-07-15,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,1,1,1,0
596,1.40501671197208,0.4399456976187545,IL,2023-07-16,1,0,1,1,0,1,1,1,1,1,0,1,1,1,0,0,1,1,1,0
597,1.5738333455991,0.362991167718702,IL,2023-07-17,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1
598,1.8338472396876,0.413817906338345,IL,2023-07-18,1,1,0,1,1,1,1,0,1,1,1,1,0,0,0,1,0,0,1,1
599,0.762019006244705,0.3787042365508485,IL,2023-07-19,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1,0
600,2.52468038038224,0.467488093646639,IL,2023-07-20,1,1,1,1,1,1,0,1,1,1,0,0,1,1,0,0,0,1,1,0
601,1.31459278701151,0.4037903578172735,IL,2023-07-21,1,1,1,0,1,1,1,1,1,1,0,0,1,0,1,0,1,1,1,0
602,1.7741579316578,0.4088361061829005,IL,2023-07-22,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,1,1,1,0
603,0.926070682282812,0.430014781964355,IL,2023-07-23,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,1,1,0
604,2.55315782557801,0.3592840058103405,IL,2023-07-24,1,0,1,1,0,0,0,1,1,1,0,0,1,0,0,0,0,1,1,0
605,2.40216783323315,0.40776132439324,IL,2023-07-25,1,1,1,1,0,1,0,1,1,0,0,0,1,0,1,0,0,1,1,0
606,2.75485278399353,0.457631466521687,IL,2023-07-26,1,0,1,0,1,1,0,1,1,0,1,0,1,0,1,0,0,1,1,0
607,2.34694330929148,0.4773005038599015,IL,2023-07-27,1,0,1,1,0,1,1,0,1,1,1,0,1,1,0,0,1,0,1,0
608,3.1092572685876,0.4335917791568545,IL,2023-07-28,1,0,1,1,0,0,1,1,1,1,1,0,1,1,0,0,0,1,0,1
609,2.41063624930575,0.4563527990187465,IL,2023-07-29,1,0,1,0,1,1,1,1,1,0,1,0,0,0,1,0,1,1,1,0
610,1.15312142332678,0.400080141991946,IL,2023-07-30,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1
611,2.54728860404841,0.4090457110516555,IL,2023-07-31,1,1,1,0,1,0,1,1,1,0,1,0,1,0,0,1,0,1,1,0
612,1.56779117631804,0.39295480773207,IL,2023-08-01,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,1,1,0
613,4.05372024311228,0.4616853940152525,IL,2023-08-02,1,0,1,1,1,1,0,1,1,0,0,0,1,0,0,1,0,1,1,0
614,1.79475307480975,0.418280115942375,IL,2023-08-03,1,1,1,1,1,1,0,1,1,1,0,0,1,0,1,0,0,1,1,1
615,2.48124956511219,0.433016611387398,IL,2023-08-04,1,0,1,0,1,1,1,1,1,0,0,0,1,0,0,0,1,1,1,0
616,1.794856130685,0.4562224097925975,IL,2023-08-05,1,0,1,1,1,1,0,1,1,1,1,0,1,0,0,1,0,1,1,1
617,2.18842733531562,0.425159159991586,IL,2023-08-06,1,0,1,1,1,0,1,1,1,0,1,0,1,1,0,0,1,1,1,0
618,2.64514709703343,0.4196050325940095,IL,2023-08-07,1,0,1,1,1,0,1,1,1,1,0,0,1,1,1,0,1,0,1,0
619,2.15147250090033,0.4018460646843575,IL,2023-08-08,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,1,0,1,1,1
620,1.52850182184076,0.3939738586913045,IL,2023-08-09,1,1,1,1,0,1,1,1,1,0,1,0,1,0,1,0,0,1,1,0
621,1.42985453744824,0.4021231490604835,IL,2023-08-10,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,1,1,0
622,1.97598956957437,0.4276194696071945,IL,2023-08-11,1,1,1,1,1,0,0,1,1,0,1,0,1,1,0,0,0,1,1,0
623,1.63598192899623,0.389473523697881,IL,2023-08-12,1,0,1,1,1,1,0,1,1,1,1,0,1,1,0,0,1,1,1,0
624,1.20640673738116,0.380882562663962,IL,2023-08-13,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,1,1,0
625,1.89892842547354,0.445305679556367,IL,2023-08-14,1,1,1,1,1,1,1,0,1,1,1,0,1,0,0,0,1,0,1,1
626,3.15765055362833,0.4907415255857995,IL,2023-08-15,1,0,1,1,1,0,0,1,1,0,0,0,1,0,0,1,0,1,1,0
627,2.6561859995667,0.443205925698973,IL,2023-08-16,1,0,1,1,0,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0
628,6.07124973759985,0.48983724236629,IL,2023-08-17,1,0,1,0,1,0,0,1,1,1,0,0,1,0,0,0,0,1,1,0
629,1.87453519582124,0.4200228068633365,IL,2023-08-18,1,1,1,1,0,1,1,1,1,1,0,0,1,0,0,1,1,1,1,1
630,1.78465049890282,0.4250891421159775,IL,2023-08-19,1,1,1,0,1,1,1,1,1,1,0,0,1,0,0,0,1,1,1,0
631,0.799284776853252,0.4196589900899385,IN,2023-07-09,1,1,1,1,0,1,1,1,1,1,1,0,1,0,0,1,1,1,1,0
632,NA,NA,IN,2023-07-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
633,0.531390774434624,0.3711817930379895,IN,2023-07-11,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0
634,0.885363365313747,0.4233978050658355,IN,2023-07-12,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,1,1,1
635,0.590810583602785,0.418106985607262,IN,2023-07-13,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1
636,0.961125306333176,0.481682205204687,IN,2023-07-14,1,1,1,1,0,0,1,1,1,1,1,1,1,0,0,0,1,1,1,0
637,0.742616287012433,0.4069472332354935,IN,2023-07-15,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1
638,0.425380038871534,0.2976632195355295,IN,2023-07-16,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
639,0.775481204835453,0.4133817646429245,IN,2023-07-17,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1
640,0.850381103975301,0.439688790384396,IN,2023-07-18,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0
641,1.70366999424504,0.438898872451115,IN,2023-07-19,1,0,1,1,1,0,1,1,1,0,1,1,1,0,0,1,1,1,1,1
642,NA,NA,IN,2023-07-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
643,0.609938416004463,0.4245715350336155,IN,2023-07-21,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1
644,0.608644438877236,0.425833213472819,IN,2023-07-22,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1
645,NA,NA,IN,2023-07-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
646,0.635954882669111,0.444184683423916,IN,2023-07-24,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,0
647,0.860172045312732,0.44424579653932,IN,2023-07-25,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
648,0.642906817135911,0.4543705064924765,IN,2023-07-26,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,0
649,NA,NA,IN,2023-07-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
650,NA,NA,IN,2023-07-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
651,NA,NA,IN,2023-07-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
652,NA,NA,IN,2023-07-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
653,0.401497620467981,0.2858790537374605,IN,2023-07-31,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1
654,0.405057832394488,0.2863502316597075,IN,2023-08-01,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
655,0.765632821600605,0.540473385113725,IN,2023-08-02,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1
656,1.28829914869889,0.508368954407,IN,2023-08-03,0,1,1,1,1,1,1,0,1,1,0,0,1,0,1,1,1,0,1,1
657,0.963161684162658,0.2887422159857445,IN,2023-08-04,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1
658,0.85376293120268,0.3191386618161285,IN,2023-08-05,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1
659,0.414369764010413,0.29116076712342,IN,2023-08-06,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1
660,0.518867022360022,0.3655676052739765,IN,2023-08-07,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,1,1,1,1
661,3.3099385959493,0.52503136812041,IN,2023-08-08,1,0,1,1,1,1,0,1,1,0,1,0,1,1,0,1,1,1,1,0
662,0.994053529172989,0.492112045136044,IN,2023-08-09,1,1,1,1,0,1,1,1,1,0,1,0,1,0,0,1,1,1,1,0
663,1.01501293814614,0.354113431568383,IN,2023-08-10,1,0,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1
664,NA,NA,IN,2023-08-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
665,NA,NA,IN,2023-08-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
666,NA,NA,IN,2023-08-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
667,1.03505802567661,0.50845227153729,IN,2023-08-14,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,0
668,NA,NA,IN,2023-08-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
669,0.455328611106748,0.3110246068863415,IN,2023-08-16,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1
670,1.6454611816,0.3976139151775385,IN,2023-08-17,1,0,1,1,1,0,1,1,1,1,1,1,1,0,1,1,0,1,1,1
671,0.451325879631083,0.3197706431698785,IN,2023-08-18,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1
672,0.799564710671302,0.311942428799089,IN,2023-08-19,1,0,1,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1,1,1
673,NA,NA,KS,2023-07-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
674,NA,NA,KS,2023-07-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
675,0.711705817919791,0.503671801980595,KS,2023-07-11,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,1,1,1,1
676,NA,NA,KS,2023-07-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
677,NA,NA,KS,2023-07-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
678,NA,NA,KS,2023-07-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
679,NA,NA,KS,2023-07-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
680,NA,NA,KS,2023-07-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
681,0.981176979128741,0.295810825124133,KS,2023-07-17,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1,1
682,NA,NA,KS,2023-07-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
683,NA,NA,KS,2023-07-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
684,NA,NA,KS,2023-07-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
685,NA,NA,KS,2023-07-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
686,NA,NA,KS,2023-07-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
687,NA,NA,KS,2023-07-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
688,NA,NA,KS,2023-07-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
689,NA,NA,KS,2023-07-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
690,NA,NA,KS,2023-07-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
691,0.76365988055799106,0.535099310637545,KS,2023-07-27,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1
692,NA,NA,KS,2023-07-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
693,NA,NA,KS,2023-07-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
694,0.395405160151546,0.2855694300744825,KS,2023-07-30,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1
695,0.796292335250381,0.567932390071165,KS,2023-07-31,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1
696,NA,NA,KS,2023-08-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
697,0.628237505109881,0.44563366372821,KS,2023-08-02,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1
698,NA,NA,KS,2023-08-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
699,NA,NA,KS,2023-08-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
700,NA,NA,KS,2023-08-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
701,NA,NA,KS,2023-08-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
702,0.817397381482765,0.419612790337497,KS,2023-08-07,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1
703,NA,NA,KS,2023-08-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
704,0.408546994202863,0.296039145222685,KS,2023-08-09,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
705,0.660380656022539,0.4663381779523295,KS,2023-08-10,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1
706,NA,NA,KS,2023-08-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
707,NA,NA,KS,2023-08-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
708,NA,NA,KS,2023-08-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
709,NA,NA,KS,2023-08-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
710,NA,NA,KS,2023-08-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
711,NA,NA,KS,2023-08-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
712,NA,NA,KS,2023-08-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
713,1.09319329842682,0.52900134974647,KS,2023-08-18,0,1,1,0,1,1,1,1,1,1,0,0,1,0,1,0,1,1,1,1
714,NA,NA,KS,2023-08-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
715,NA,NA,KY,2023-07-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716,NA,NA,KY,2023-07-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717,NA,NA,KY,2023-07-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718,0.426962501408823,0.3065395803023225,KY,2023-07-12,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1
719,NA,NA,KY,2023-07-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
720,NA,NA,KY,2023-07-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
721,NA,NA,KY,2023-07-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
722,0.416264895056112,0.2976632195355295,KY,2023-07-16,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
723,NA,NA,KY,2023-07-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
724,NA,NA,KY,2023-07-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
725,0.68637777421654,0.3795241825520565,KY,2023-07-19,1,1,1,1,0,1,1,1,1,1,1,0,1,0,0,0,1,1,1,1
726,NA,NA,KY,2023-07-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
727,NA,NA,KY,2023-07-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
728,NA,NA,KY,2023-07-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
729,NA,NA,KY,2023-07-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
730,0.832476445891764,0.58824029601371,KY,2023-07-24,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1
731,0.848152897416701,0.439746642123616,KY,2023-07-25,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1
732,NA,NA,KY,2023-07-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
733,0.395951032450058,0.285600362924921,KY,2023-07-27,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0
734,0.396942113313064,0.2854310476781805,KY,2023-07-28,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0
735,NA,NA,KY,2023-07-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
736,NA,NA,KY,2023-07-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
737,NA,NA,KY,2023-07-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
738,0.630284550957409,0.4434075415570375,KY,2023-08-01,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1
