...1,es_score,brier_score,location,target_date,X24B_50_CI,X24C_50_CI,X24D_50_CI,X24E_50_CI,X24G_50_CI,recombinant_50_CI,other_50_CI,X24A_50_CI,X24B_95_CI,X24C_95_CI,X24D_95_CI,X24E_95_CI,X24G_95_CI,recombinant_95_CI,other_95_CI,X24A_95_CI
217,NA,NA,CO,2024-07-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
218,NA,NA,CO,2024-07-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
219,0.790983001949388,0.4107449564992685,CO,2024-07-15,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0
220,1.3540996494487,0.4504018772990275,CO,2024-07-16,1,1,1,1,0,1,1,1,1,0,1,0,0,1,1,1
221,0.80263449080587,0.4223221951075165,CO,2024-07-17,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0
222,1.18327570706695,0.4054297828087095,CO,2024-07-18,1,1,1,1,1,1,1,0,0,0,1,0,1,1,1,1
223,0.593026627945905,0.407222218643274,CO,2024-07-19,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
224,NA,NA,CO,2024-07-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
225,NA,NA,CO,2024-07-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
226,NA,NA,CO,2024-07-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
227,1.00612663514371,0.3541629305944415,CO,2024-07-23,1,0,1,1,1,1,1,1,0,0,1,0,1,1,1,1
228,0.705736901945262,0.3963534396619835,CO,2024-07-24,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,0
229,0.815679891405193,0.411792817681413,CO,2024-07-25,1,1,1,1,1,1,1,1,0,0,1,0,0,1,1,1
230,0.486259570947819,0.351357572416869,CO,2024-07-26,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
231,NA,NA,CO,2024-07-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
232,NA,NA,CO,2024-07-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
233,0.731807409546074,0.400256480750877,CO,2024-07-29,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
234,NA,NA,CO,2024-07-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
235,0.652049099625462,0.4537295902572435,CO,2024-07-31,0,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1
236,NA,NA,CO,2024-08-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
237,0.409386697592171,0.2965612585154725,CO,2024-08-02,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1
238,NA,NA,CO,2024-08-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
239,NA,NA,CO,2024-08-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
240,NA,NA,CO,2024-08-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
241,0.373295868462058,0.265254606326478,CO,2024-08-06,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
242,2.2088916518342,0.498222614938707,CO,2024-08-07,0,0,1,0,1,1,1,0,0,1,1,0,0,1,1,0
243,NA,NA,CO,2024-08-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
244,NA,NA,CO,2024-08-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
245,NA,NA,CO,2024-08-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
246,NA,NA,CO,2024-08-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
247,NA,NA,CO,2024-08-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
248,NA,NA,CO,2024-08-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
249,0.725240267310075,0.205204105423503,CO,2024-08-14,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1
250,0.662331009046152,0.3666912716013715,CO,2024-08-15,0,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1
251,0.571071413500722,0.2685147399902395,CO,2024-08-16,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,0
252,NA,NA,CO,2024-08-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
253,NA,NA,CT,2024-07-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
254,NA,NA,CT,2024-07-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
255,1.383210579965,0.438345301996203,CT,2024-07-09,1,1,1,1,0,1,1,1,0,0,1,1,0,1,1,0
256,0.759912775936348,0.4087415458722245,CT,2024-07-10,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0
257,NA,NA,CT,2024-07-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
258,0.49328307876776,0.353393420273945,CT,2024-07-12,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0
259,NA,NA,CT,2024-07-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
260,0.485773095636724,0.3498501205402995,CT,2024-07-14,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1
261,0.602702337729705,0.4322509607803765,CT,2024-07-15,1,1,1,0,1,1,1,1,0,1,1,0,1,1,1,1
262,1.36639729016601,0.4504018772990275,CT,2024-07-16,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,0
263,1.24358175938613,0.4021540763140645,CT,2024-07-17,0,1,1,1,1,1,1,1,0,0,1,0,0,1,1,0
264,0.575828433383723,0.4111615735556275,CT,2024-07-18,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1,1
265,NA,NA,CT,2024-07-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
266,0.818002457607857,0.4302627421883295,CT,2024-07-20,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1
267,NA,NA,CT,2024-07-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
268,NA,NA,CT,2024-07-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
269,1.65471979507914,0.403936592292198,CT,2024-07-23,1,1,1,1,1,1,1,0,0,0,1,1,0,1,1,0
270,0.717535489939625,0.395538290339846,CT,2024-07-24,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1
271,0.640427120888251,0.443224661284747,CT,2024-07-25,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,0
272,0.501750470331999,0.351357572416869,CT,2024-07-26,1,1,1,0,1,1,1,1,0,1,1,0,1,1,1,1
273,NA,NA,CT,2024-07-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
274,NA,NA,CT,2024-07-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
275,1.53121935472557,0.4574724157605235,CT,2024-07-29,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,0
276,NA,NA,CT,2024-07-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
277,0.496515645662778,0.354757067601059,CT,2024-07-31,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1
278,1.33058303847108,0.4266843093315735,CT,2024-08-01,0,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0
279,NA,NA,CT,2024-08-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
280,0.958806977596543,0.478165972505277,CT,2024-08-03,1,1,1,1,1,1,1,0,1,1,0,0,0,1,1,0
281,NA,NA,CT,2024-08-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
282,1.39951264470717,0.4630549304759365,CT,2024-08-05,1,1,1,1,0,1,1,1,0,1,1,0,0,1,1,1
283,0.707038378896818,0.385047912131664,CT,2024-08-06,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1
284,0.985830504450566,0.434350620640633,CT,2024-08-07,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,0
285,1.1385204682598,0.374031103318454,CT,2024-08-08,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0
286,NA,NA,CT,2024-08-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
287,NA,NA,CT,2024-08-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
288,0.787920728163772,0.547974078815485,CT,2024-08-11,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,0
289,NA,NA,CT,2024-08-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
290,1.63841912036245,0.560648142869265,CT,2024-08-13,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,0
291,0.719805711705222,0.494675401086939,CT,2024-08-14,1,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1
292,0.977144291723571,0.4355926656918275,CT,2024-08-15,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,0
293,NA,NA,CT,2024-08-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
294,NA,NA,CT,2024-08-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
295,NA,NA,DC,2024-07-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
296,NA,NA,DC,2024-07-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
297,NA,NA,DC,2024-07-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
298,NA,NA,DC,2024-07-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
299,0.67184245275925,0.376921771623249,DC,2024-07-11,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1
300,1.21297120384047,0.395855261976251,DC,2024-07-12,1,1,1,1,1,1,1,0,0,0,1,1,0,1,1,0
301,0.628353781727557,0.4458267042132655,DC,2024-07-13,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1
302,NA,NA,DC,2024-07-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
303,0.753795148479713,0.407841928519089,DC,2024-07-15,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1
304,1.05657763515401,0.365812834908582,DC,2024-07-16,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0
305,0.488784027025053,0.346007052609282,DC,2024-07-17,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
306,0.572819114204852,0.4012583129728425,DC,2024-07-18,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
307,1.2551365371698,0.4061313952035775,DC,2024-07-19,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1
308,NA,NA,DC,2024-07-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
309,NA,NA,DC,2024-07-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
310,NA,NA,DC,2024-07-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
311,0.6310107071687,0.446384884312204,DC,2024-07-23,1,1,1,1,0,1,1,1,1,0,1,1,0,1,1,1
312,NA,NA,DC,2024-07-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
313,0.819980179937425,0.411792817681413,DC,2024-07-25,1,1,1,1,1,1,1,1,0,0,1,0,0,1,1,0
314,0.63796568217914,0.449263154187166,DC,2024-07-26,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,0
315,NA,NA,DC,2024-07-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
316,0.68490940129053,0.388394860414205,DC,2024-07-28,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,0
317,1.14228136860671,0.3837067381234475,DC,2024-07-29,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1
318,1.35371716152684,0.451172895717228,DC,2024-07-30,1,1,1,1,0,1,1,1,0,1,1,0,0,1,1,1
319,0.501933158406323,0.354757067601059,DC,2024-07-31,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1
320,1.42269303169998,0.439879333756465,DC,2024-08-01,0,1,1,0,1,1,1,1,0,0,1,0,0,1,1,0
321,NA,NA,DC,2024-08-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
322,NA,NA,DC,2024-08-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
323,NA,NA,DC,2024-08-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
324,0.660182735527851,0.375420604996835,DC,2024-08-05,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1
325,1.19284083502185,0.4884694610023105,DC,2024-08-06,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,0
326,0.635638114400972,0.3743630662580385,DC,2024-08-07,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1
327,0.764314632990698,0.529109667545825,DC,2024-08-08,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0
328,NA,NA,DC,2024-08-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
329,0.952054510365488,0.338570666625982,DC,2024-08-10,1,0,1,1,1,1,1,1,0,0,1,0,1,1,1,1
330,0.784924999578189,0.547974078815485,DC,2024-08-11,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,0
331,0.295815293360697,0.2197334118945,DC,2024-08-12,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0
332,1.44785549808421,0.434921410484766,DC,2024-08-13,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,0
333,1.14594935586243,0.4784283295173085,DC,2024-08-14,1,1,1,0,1,1,1,1,0,0,1,0,1,1,1,1
334,NA,NA,DC,2024-08-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
335,1.77742642557731,0.52764738961864,DC,2024-08-16,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0
336,NA,NA,DC,2024-08-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
337,1.63603085824054,0.420426751694768,DE,2024-07-07,1,1,1,1,0,1,1,1,0,0,1,0,0,1,1,1
338,1.41531341241164,0.421466438803377,DE,2024-07-08,1,0,1,1,0,1,1,1,0,0,1,1,0,1,1,0
339,1.19581026452656,0.407977155218599,DE,2024-07-09,1,1,1,1,0,1,1,1,0,0,1,0,0,1,1,0
340,0.754940498463706,0.4115497009899695,DE,2024-07-10,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1
341,0.667007618679695,0.376921771623249,DE,2024-07-11,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1
342,1.4488865008976901,0.369220564072295,DE,2024-07-12,1,1,1,1,1,1,1,0,0,0,1,1,0,1,1,0
343,1.28160214992692,0.4036260815298135,DE,2024-07-13,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1
344,0.94160233223881,0.4119189174388475,DE,2024-07-14,1,1,1,1,0,1,1,1,0,0,1,0,0,1,1,0
345,0.795711727523945,0.4055980161119565,DE,2024-07-15,1,1,1,1,1,1,1,1,0,0,1,0,0,1,1,0
346,NA,NA,DE,2024-07-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
347,NA,NA,DE,2024-07-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
348,0.830597427072082,0.4036787868141965,DE,2024-07-18,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,0
349,0.62983666950628,0.447686000025735,DE,2024-07-19,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,0
350,1.82961095740739,0.3944870380638205,DE,2024-07-20,0,1,1,0,1,1,1,1,0,1,1,1,0,1,1,0
351,1.75992707360428,0.4095959291322045,DE,2024-07-21,0,1,1,1,1,1,1,0,0,1,1,0,0,1,1,0
352,1.88068158350225,0.4207600114879875,DE,2024-07-22,1,0,1,1,1,1,1,0,1,0,1,0,0,1,1,0
353,1.97131975309676,0.37452811873359,DE,2024-07-23,1,0,1,1,0,1,1,1,0,0,1,0,0,1,1,0
354,1.78687644324089,0.344575819208707,DE,2024-07-24,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,0
355,1.18251161672712,0.4162746737612265,DE,2024-07-25,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,0
356,1.55168565125578,0.429607799068768,DE,2024-07-26,1,0,1,1,0,1,1,0,0,0,1,1,1,1,1,0
357,0.905990200696012,0.4008208869174805,DE,2024-07-27,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,1
358,2.59356218004627,0.398996973650233,DE,2024-07-28,0,1,1,1,1,1,1,0,0,0,1,0,1,1,1,0
359,1.23055622001716,0.4016011285083325,DE,2024-07-29,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1
360,1.81393504024974,0.4237796861088755,DE,2024-07-30,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,0
361,1.31652042364069,0.403065579320701,DE,2024-07-31,0,1,1,1,1,1,1,1,0,0,1,0,0,1,1,1
362,1.62019279371979,0.392668406734737,DE,2024-08-01,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1,0
363,2.27836553468449,0.419769403893446,DE,2024-08-02,1,1,1,0,0,1,1,0,0,0,1,0,0,1,1,0
364,1.22718081201999,0.412945874391544,DE,2024-08-03,1,1,1,0,1,1,1,1,0,1,1,1,0,1,1,1
365,1.71108875077137,0.3986117025574155,DE,2024-08-04,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1,0
366,1.54079547352242,0.3836137776918785,DE,2024-08-05,1,1,1,1,1,0,1,1,0,1,1,0,0,0,1,0
367,1.90503149681253,0.346218968319816,DE,2024-08-06,1,1,1,0,1,1,1,1,0,0,1,0,1,1,1,0
368,1.90650302304529,0.4065465178918605,DE,2024-08-07,0,1,1,1,1,1,1,1,0,0,1,0,0,1,1,1
369,3.56978801020428,0.4352731514950155,DE,2024-08-08,0,0,1,1,0,0,1,1,1,0,1,0,0,0,1,0
370,3.12123090759174,0.4589875620458835,DE,2024-08-09,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1
371,0.940148035918196,0.466104421753951,DE,2024-08-10,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0
372,3.24944014384544,0.470292374094924,DE,2024-08-11,0,1,1,0,1,1,1,0,0,1,1,0,0,1,1,0
373,0.615588374946883,0.280022986139834,DE,2024-08-12,1,1,1,1,1,1,1,1,0,0,1,0,0,1,1,1
374,2.87117585783579,0.4107276461412985,DE,2024-08-13,1,1,1,1,1,1,1,0,0,0,1,0,0,1,1,0
375,2.48587217706827,0.386999039893802,DE,2024-08-14,0,0,1,1,0,1,1,1,0,0,1,0,0,1,1,0
376,2.56719116844749,0.3924277604999175,DE,2024-08-15,0,1,1,1,0,1,1,1,0,0,1,1,0,1,1,0
377,4.38993274630548,0.4608402805778345,DE,2024-08-16,0,0,1,0,1,1,1,0,0,1,1,0,0,1,1,0
378,2.61655599646421,0.394472538945007,DE,2024-08-17,0,1,1,1,0,1,1,1,0,0,1,0,0,1,1,1
379,NA,NA,FL,2024-07-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
380,6.93319352356358,0.4082462423549915,FL,2024-07-08,1,0,1,0,0,1,1,1,0,0,1,0,0,1,0,0
381,7.25383623785904,0.405949959562674,FL,2024-07-09,0,0,1,1,0,1,1,1,1,0,0,0,0,0,1,0
382,4.49980724439966,0.3961739926564655,FL,2024-07-10,1,0,1,1,0,1,1,0,0,0,1,1,0,1,1,0
383,4.67421781888493,0.4076141606862585,FL,2024-07-11,1,0,1,1,0,1,1,1,0,0,1,0,0,1,1,0
384,4.77492245001954,0.410197870143245,FL,2024-07-12,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0
385,2.40998509862881,0.421397267405861,FL,2024-07-13,1,1,1,0,1,1,1,0,0,1,1,0,0,1,1,0
386,1.96314226931964,0.4154983201695455,FL,2024-07-14,1,0,1,0,1,1,1,1,0,1,1,0,0,1,1,0
387,4.69553473339557,0.400708883329308,FL,2024-07-15,0,1,1,1,0,1,1,0,0,0,1,0,0,1,1,0
388,4.30092267435367,0.4010911410102055,FL,2024-07-16,1,0,1,0,0,1,1,0,1,0,0,0,1,1,1,0
389,2.40645721186127,0.4099539040620255,FL,2024-07-17,0,0,1,1,0,1,1,1,0,0,1,0,0,0,1,1
390,4.63269808976345,0.420407827114896,FL,2024-07-18,1,0,1,0,0,1,1,1,0,0,1,0,0,1,1,0
391,4.47274199702781,0.405700039824835,FL,2024-07-19,0,0,1,0,1,1,1,0,0,0,1,0,1,1,1,0
392,1.6217434671197,0.426804505162201,FL,2024-07-20,1,0,1,1,0,1,1,0,0,1,1,0,0,1,1,0
393,1.992667213866,0.401237800624429,FL,2024-07-21,1,0,1,0,1,1,1,0,0,1,1,0,1,1,1,0
394,2.77525996963303,0.38957061913134,FL,2024-07-22,0,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1
395,6.95169057269135,0.411645796422124,FL,2024-07-23,1,0,1,1,1,1,1,0,0,0,1,1,0,1,1,0
396,4.58451759109607,0.414226070555495,FL,2024-07-24,1,0,1,0,0,1,1,1,1,0,1,0,0,1,1,0
397,3.14614507730565,0.4286023900805575,FL,2024-07-25,0,0,1,0,1,0,1,1,0,0,1,0,0,0,1,0
398,6.04796818260246,0.420735300665631,FL,2024-07-26,0,0,1,0,0,1,1,1,0,0,1,0,0,1,1,0
399,3.18185186542192,0.4092463879042725,FL,2024-07-27,1,0,1,1,1,1,1,0,0,0,1,0,0,1,1,0
400,1.23079901887748,0.4011000854336175,FL,2024-07-28,1,1,1,1,1,1,1,1,0,0,1,0,0,1,1,0
401,5.73698660259855,0.40916425612533,FL,2024-07-29,1,0,1,1,0,1,1,1,0,0,0,0,0,1,1,0
402,2.87529866203002,0.428038746787951,FL,2024-07-30,1,1,1,0,1,1,1,0,0,1,1,0,1,1,1,0
403,4.18743160262979,0.411358121825088,FL,2024-07-31,1,1,1,0,1,1,1,0,0,0,1,1,0,1,1,0
404,8.28768439185323,0.4236921086469895,FL,2024-08-01,1,0,1,0,0,1,1,0,1,0,1,0,0,1,1,0
405,7.32997019123434,0.425936760321573,FL,2024-08-02,1,0,1,0,0,1,1,0,1,0,1,0,0,1,1,0
406,1.81211556233748,0.41248776682232,FL,2024-08-03,0,1,1,1,0,0,1,1,1,0,1,0,0,0,1,1
407,1.14662547640666,0.4791697426137075,FL,2024-08-04,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,1
408,3.23678442614762,0.415297326005057,FL,2024-08-05,1,0,1,1,1,1,1,0,0,0,1,1,0,1,1,0
409,2.73907697356394,0.4157658131124025,FL,2024-08-06,1,0,1,1,0,1,1,0,0,0,1,0,0,1,1,0
410,3.93010418588261,0.50643600174223,FL,2024-08-07,0,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0
411,2.77434083059668,0.4234621248091045,FL,2024-08-08,1,0,1,0,1,1,1,0,0,0,1,0,0,1,1,0
412,1.59990846840815,0.401373539122774,FL,2024-08-09,1,0,1,1,1,1,1,1,1,0,1,1,0,1,1,0
413,1.24721975145186,0.3863243401668715,FL,2024-08-10,1,1,1,1,0,1,1,1,1,0,1,1,0,1,1,0
414,0.851466150526592,0.438899933162707,FL,2024-08-11,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1
415,1.9143098229233,0.430304939138581,FL,2024-08-12,0,0,1,1,1,1,1,0,0,1,1,0,0,1,1,0
416,2.77820503601022,0.431505811378423,FL,2024-08-13,0,0,1,0,1,1,1,0,0,0,1,1,0,1,1,0
417,2.42941302491498,0.382810013328473,FL,2024-08-14,1,0,1,1,1,1,0,0,1,0,1,0,0,0,0,0
418,7.90545399992092,0.554672481120315,FL,2024-08-15,1,0,1,0,1,1,1,0,0,1,1,0,1,1,1,0
419,2.92629245095605,0.401995943645362,FL,2024-08-16,1,1,1,1,0,1,1,0,0,0,1,0,0,1,1,0
420,0.859978112885529,0.41648895619866,FL,2024-08-17,1,1,1,1,1,0,1,1,0,1,1,0,0,0,1,1
421,0.588016396091366,0.350954666846689,GA,2024-07-07,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1
422,1.58679666890931,0.370353401522376,GA,2024-07-08,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1,0
423,2.2488955822754,0.3920423220144035,GA,2024-07-09,1,1,1,1,0,0,1,0,0,1,1,0,0,0,1,0
424,1.46535925410372,0.3957550324090605,GA,2024-07-10,0,1,1,1,1,1,1,1,0,0,1,0,0,1,1,1
425,1.66385025123472,0.4135298978277265,GA,2024-07-11,1,0,1,1,0,1,1,1,0,1,1,0,0,1,1,0
426,0.603977623750412,0.40465004239024,GA,2024-07-12,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0
427,1.71252597738757,0.4018376665217445,GA,2024-07-13,0,0,1,1,1,1,1,1,0,1,0,1,1,1,1,1
428,1.47660992207216,0.4120179381950625,GA,2024-07-14,1,0,1,1,0,1,1,1,1,1,1,0,1,1,1,0
429,1.06195920714471,0.394533224863721,GA,2024-07-15,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,0
430,1.56173836299666,0.406196427295453,GA,2024-07-16,1,0,1,1,1,1,1,1,0,0,1,0,0,1,1,1
431,4.57974412631428,0.4216611348696795,GA,2024-07-17,1,1,1,0,0,1,1,1,1,0,1,0,0,1,1,1
432,0.659822013696013,0.3731983794394935,GA,2024-07-18,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,0
433,0.795382236420216,0.4072757711741465,GA,2024-07-19,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0
434,1.98046111884467,0.4216734053363335,GA,2024-07-20,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,0
435,1.59098905614834,0.380561094255536,GA,2024-07-21,1,0,1,0,1,1,1,1,0,0,1,0,0,1,1,0
436,1.36132225176691,0.407931873327962,GA,2024-07-22,0,1,1,1,1,1,1,1,0,1,1,0,0,1,1,0
437,4.22089843596352,0.424922293493532,GA,2024-07-23,0,0,1,1,0,1,1,0,0,0,1,1,0,1,1,1
438,2.43140907184281,0.4115924227683985,GA,2024-07-24,1,1,1,0,1,1,1,0,0,0,1,0,1,1,1,0
439,3.81403333353745,0.4390532381543805,GA,2024-07-25,0,0,1,0,1,1,1,0,0,0,1,0,0,1,1,1
