...1,es_score,brier_score,location,target_date,X22E_50_CI,X22F_50_CI,X23B_50_CI,X23D_50_CI,X23E_50_CI,X23F_50_CI,other_50_CI,X23A_50_CI,X22E_95_CI,X22F_95_CI,X23B_95_CI,X23D_95_CI,X23E_95_CI,X23F_95_CI,other_95_CI,X23A_95_CI
217,NA,NA,CO,2023-05-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
218,0.166603026640741,0.1201231971750805,CO,2023-05-21,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0
219,1.62263217731496,0.4722495509357195,CO,2023-05-22,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,0
220,0.525569051723632,0.132897235209958,CO,2023-05-23,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0
221,NA,NA,CO,2023-05-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
222,NA,NA,CO,2023-05-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
223,0.720548216271633,0.496652124529715,CO,2023-05-26,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,0
224,NA,NA,CO,2023-05-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
225,0.239802720612984,0.168926975751481,CO,2023-05-28,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0
226,0.2584938438627,0.176812304809339,CO,2023-05-29,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0
227,0.266565368773569,0.184912695659695,CO,2023-05-30,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
228,0.711075380440936,0.193221388274093,CO,2023-05-31,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0
229,0.277116985867325,0.2017306924461015,CO,2023-06-01,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
230,NA,NA,CO,2023-06-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
231,NA,NA,CO,2023-06-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
232,NA,NA,CO,2023-06-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
233,NA,NA,CO,2023-06-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
234,0.903896295282545,0.638451347518745,CO,2023-06-06,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,0
235,0.359285509130565,0.2564575758449075,CO,2023-06-07,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0
236,0.823596472342951,0.4192570309382245,CO,2023-06-08,1,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1
237,1.25124283165485,0.3975952573179525,CO,2023-06-09,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0,1
238,0.615649632399485,0.4335492764858685,CO,2023-06-10,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,0
239,NA,NA,CO,2023-06-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
240,NA,NA,CO,2023-06-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
241,0.441785269531881,0.315559486994451,CO,2023-06-13,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0
242,0.460477312011336,0.3256187198586765,CO,2023-06-14,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
243,0.490411291667743,0.3356964135682145,CO,2023-06-15,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0
244,0.372621316783433,0.2655630402716585,CO,2023-06-16,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1
245,0.512149833015511,0.3558445780789575,CO,2023-06-17,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0
246,NA,NA,CO,2023-06-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
247,NA,NA,CO,2023-06-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
248,1.06463575338792,0.510056846939395,CO,2023-06-20,1,0,1,1,1,1,1,1,1,0,0,0,1,1,1,0
249,0.454459961234464,0.313385299364294,CO,2023-06-21,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
250,1.20643613189471,0.3432360648177705,CO,2023-06-22,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,0
251,NA,NA,CO,2023-06-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
252,NA,NA,CO,2023-06-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
253,NA,NA,CT,2023-05-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
254,NA,NA,CT,2023-05-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
255,0.130356577486144,0.0922879006686815,CT,2023-05-16,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
256,2.23621537017559,0.655821398772245,CT,2023-05-17,1,0,1,1,1,1,1,0,1,0,1,0,1,1,1,0
257,1.63293692651664,0.469176989889061,CT,2023-05-18,1,1,0,1,0,1,1,0,1,1,0,0,0,1,1,0
258,0.149728064734285,0.10829291495484,CT,2023-05-19,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
259,1.73767138373194,0.4982166170213955,CT,2023-05-20,1,0,1,1,1,1,1,1,1,0,0,0,1,1,1,1
260,0.522005746872613,0.3253480691028785,CT,2023-05-21,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1
261,NA,NA,CT,2023-05-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
262,NA,NA,CT,2023-05-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
263,1.11915274236558,0.273246988022565,CT,2023-05-24,1,0,1,1,1,1,1,1,1,0,1,0,0,1,1,0
264,NA,NA,CT,2023-05-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
265,NA,NA,CT,2023-05-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
266,NA,NA,CT,2023-05-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
267,NA,NA,CT,2023-05-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
268,NA,NA,CT,2023-05-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
269,1.12340143250147,0.53888895785299,CT,2023-05-30,1,1,1,1,0,1,1,1,1,1,0,0,0,1,1,0
270,0.944999693385529,0.3287919747428175,CT,2023-05-31,1,1,1,1,0,1,1,1,1,1,1,0,0,1,1,0
271,0.917342807545372,0.648558773618315,CT,2023-06-01,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1
272,NA,NA,CT,2023-06-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
273,0.544962314538391,0.336988060217319,CT,2023-06-03,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
274,NA,NA,CT,2023-06-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
275,0.642240948562158,0.4470503385738065,CT,2023-06-05,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
276,0.928155818251531,0.446195326301078,CT,2023-06-06,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0,1
277,0.86031100927948,0.383631161288707,CT,2023-06-07,1,1,1,1,1,0,1,1,1,1,0,0,1,0,1,0
278,0.897982930991782,0.635759977418965,CT,2023-06-08,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1
279,1.24637368967362,0.464381329405408,CT,2023-06-09,1,1,1,1,1,0,0,1,1,1,1,0,1,0,0,1
280,NA,NA,CT,2023-06-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
281,NA,NA,CT,2023-06-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
282,NA,NA,CT,2023-06-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
283,0.990528898457774,0.4767967866530455,CT,2023-06-13,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1
284,0.857489697508959,0.60538385369175,CT,2023-06-14,1,1,1,1,1,0,1,1,1,1,0,1,1,0,1,1
285,NA,NA,CT,2023-06-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
286,NA,NA,CT,2023-06-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
287,0.788365300317657,0.55792544508742,CT,2023-06-17,1,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1
288,NA,NA,CT,2023-06-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
289,0.535129346764376,0.375880010496935,CT,2023-06-19,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
290,NA,NA,CT,2023-06-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
291,1.47261651529297,0.453328322404016,CT,2023-06-21,1,1,0,0,1,1,1,1,1,1,0,0,0,1,1,0
292,0.574598859332287,0.405460389816505,CT,2023-06-22,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
293,NA,NA,CT,2023-06-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
294,NA,NA,CT,2023-06-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
295,0.116563045510841,0.0827418576075575,DC,2023-05-14,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0
296,0.123825060434784,0.0874051173300575,DC,2023-05-15,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
297,NA,NA,DC,2023-05-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
298,1.37280433719567,0.63345858846375,DC,2023-05-17,1,0,1,1,1,1,1,0,1,0,0,1,1,1,1,0
299,0.510624275623423,0.25277628813021,DC,2023-05-18,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0
300,NA,NA,DC,2023-05-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
301,NA,NA,DC,2023-05-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
302,NA,NA,DC,2023-05-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
303,NA,NA,DC,2023-05-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
304,NA,NA,DC,2023-05-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
305,0.199475742067535,0.139638622882359,DC,2023-05-24,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0
306,0.209145554577028,0.146614867553446,DC,2023-05-25,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0
307,0.65612658828806,0.465541153000014,DC,2023-05-26,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1
308,NA,NA,DC,2023-05-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
309,0.23689308934617,0.168926975751481,DC,2023-05-28,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0
310,0.435706748096754,0.304980937698331,DC,2023-05-29,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0
311,0.695499021297525,0.184912695659695,DC,2023-05-30,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
312,1.11301975018478,0.531553894622435,DC,2023-05-31,1,0,1,1,1,1,1,1,1,0,0,0,1,1,1,0
313,1.81462270796952,0.648558773618315,DC,2023-06-01,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,0
314,0.54841461035956,0.3912143029381165,DC,2023-06-02,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1
315,NA,NA,DC,2023-06-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
316,0.820427374365443,0.584476774725605,DC,2023-06-04,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1
317,0.628099865188555,0.278776865243621,DC,2023-06-05,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0
318,NA,NA,DC,2023-06-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
319,NA,NA,DC,2023-06-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
320,NA,NA,DC,2023-06-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
321,NA,NA,DC,2023-06-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
322,1.14246774196497,0.37967412979242,DC,2023-06-10,1,1,1,1,0,1,1,1,1,1,0,1,0,0,1,0
323,NA,NA,DC,2023-06-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
324,0.613959548201477,0.430367155016786,DC,2023-06-12,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,0
325,0.606179438534315,0.359145324322674,DC,2023-06-13,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0
326,NA,NA,DC,2023-06-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
327,0.386849733564794,0.273161579556939,DC,2023-06-15,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
328,0.487266731240381,0.345776897901833,DC,2023-06-16,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0
329,NA,NA,DC,2023-06-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
330,NA,NA,DC,2023-06-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
331,0.614337723048853,0.4286267210670225,DC,2023-06-19,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1
332,0.4556453140446,0.3116648775498185,DC,2023-06-20,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
333,0.622739212258317,0.430560712509073,DC,2023-06-21,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1
334,1.95222295961873,0.4641609148064275,DC,2023-06-22,1,0,0,1,0,1,1,1,1,0,0,0,0,1,1,0
335,0.907869698010887,0.641096255505245,DC,2023-06-23,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1
336,NA,NA,DC,2023-06-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
337,NA,NA,DE,2023-05-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
338,NA,NA,DE,2023-05-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
339,NA,NA,DE,2023-05-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
340,1.86771410197949,0.561507916362025,DE,2023-05-17,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0
341,0.143259055922626,0.102728375483123,DE,2023-05-18,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
342,NA,NA,DE,2023-05-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
343,0.497556867172587,0.253087978046219,DE,2023-05-20,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0
344,NA,NA,DE,2023-05-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
345,0.178316943432598,0.1263919561863925,DE,2023-05-22,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
346,NA,NA,DE,2023-05-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
347,NA,NA,DE,2023-05-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
348,NA,NA,DE,2023-05-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
349,NA,NA,DE,2023-05-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
350,NA,NA,DE,2023-05-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
351,NA,NA,DE,2023-05-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
352,NA,NA,DE,2023-05-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
353,0.670482142872135,0.4734809714161105,DE,2023-05-30,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1
354,0.793408449588194,0.401704190770368,DE,2023-05-31,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
355,0.282740096980107,0.2017306924461015,DE,2023-06-01,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
356,NA,NA,DE,2023-06-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
357,NA,NA,DE,2023-06-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
358,0.645722600932826,0.450700270217706,DE,2023-06-04,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1
359,NA,NA,DE,2023-06-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
360,0.574365216166536,0.345334723857753,DE,2023-06-06,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
361,0.476994817279064,0.3419418666265265,DE,2023-06-07,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1
362,0.375888065226641,0.2660833634683775,DE,2023-06-08,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0
363,NA,NA,DE,2023-06-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
364,NA,NA,DE,2023-06-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
365,0.978028110364307,0.4694884078602165,DE,2023-06-11,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1
366,NA,NA,DE,2023-06-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
367,NA,NA,DE,2023-06-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
368,0.789609878962824,0.560900889220245,DE,2023-06-14,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,0
369,NA,NA,DE,2023-06-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
370,NA,NA,DE,2023-06-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
371,NA,NA,DE,2023-06-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
372,NA,NA,DE,2023-06-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
373,1.47413091710169,0.54926040622093,DE,2023-06-19,1,0,0,1,1,1,0,1,1,0,0,1,0,1,0,0
374,NA,NA,DE,2023-06-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
375,0.319170549488594,0.231088115689933,DE,2023-06-21,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0
376,0.622826653082569,0.4318839808767575,DE,2023-06-22,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1
377,0.586080293552179,0.415137836392571,DE,2023-06-23,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0
378,0.29998085937943,0.2132202664972335,DE,2023-06-24,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
379,1.05363090365198,0.2096370160392135,FL,2023-05-14,1,0,1,1,1,1,1,1,1,0,0,0,0,1,1,0
380,1.96767831978041,0.3404282067134695,FL,2023-05-15,1,0,1,1,1,1,1,0,1,0,0,0,0,1,1,0
381,1.92891783614644,0.2128475309080115,FL,2023-05-16,1,0,1,1,1,1,1,0,1,0,1,0,0,1,1,0
382,2.45658788877993,0.2871933553590705,FL,2023-05-17,1,0,0,0,1,1,1,1,1,0,0,1,0,1,1,0
383,3.37631321279603,0.252374022114593,FL,2023-05-18,1,0,0,1,1,1,1,0,1,0,0,0,0,0,1,0
384,1.30069522468235,0.266437135987394,FL,2023-05-19,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0
385,1.01456030399077,0.2715311922548985,FL,2023-05-20,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1
386,1.79169969852383,0.3724268328392575,FL,2023-05-21,1,0,0,1,1,1,1,1,1,0,0,0,0,1,1,1
387,3.19960030984091,0.309535594659312,FL,2023-05-22,1,0,1,1,1,1,1,1,1,0,0,0,1,1,1,0
388,2.01547767960076,0.303700860524381,FL,2023-05-23,1,0,0,1,0,1,1,1,1,0,0,0,0,0,1,1
389,3.60067655833484,0.231540342356668,FL,2023-05-24,1,1,0,1,1,1,1,0,1,1,0,0,0,0,1,0
390,2.92985688068802,0.3320213466898795,FL,2023-05-25,1,0,0,1,1,1,1,1,1,0,0,0,1,1,1,1
391,1.99443452716808,0.332996887517485,FL,2023-05-26,1,0,0,1,1,1,1,1,1,0,0,1,0,1,1,0
392,0.639300515736554,0.454682046763061,FL,2023-05-27,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,0
393,1.97726419757655,0.432112903912551,FL,2023-05-28,1,0,0,1,1,1,1,0,1,1,0,1,1,1,1,0
394,0.539235545477944,0.262258060068667,FL,2023-05-29,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0
395,3.66896794653722,0.3492017830925045,FL,2023-05-30,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0
396,5.15766954812585,0.31746664216167,FL,2023-05-31,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1,0
397,4.93294568323287,0.4656329358395055,FL,2023-06-01,1,0,1,1,0,1,1,0,1,0,0,0,0,1,1,0
398,1.64652166734184,0.300561051890346,FL,2023-06-02,1,1,1,1,1,1,1,0,1,1,0,0,0,1,1,0
399,1.33416655603548,0.3592163427917385,FL,2023-06-03,1,1,0,1,1,1,1,1,1,1,0,0,0,1,1,1
400,1.60216489340896,0.406424308042653,FL,2023-06-04,1,1,1,1,0,1,1,1,1,1,0,0,0,1,1,1
401,2.87219992181316,0.3259464471055675,FL,2023-06-05,1,1,0,1,1,1,1,0,1,1,0,0,1,0,1,0
402,5.27676967384231,0.3813936342820405,FL,2023-06-06,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
403,4.58850612913619,0.3387386058306495,FL,2023-06-07,1,0,0,1,1,1,1,0,1,0,0,0,0,1,1,0
404,4.39178926697173,0.4112656158604895,FL,2023-06-08,1,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0
405,2.75789003592598,0.375270036789399,FL,2023-06-09,1,0,0,0,1,1,1,0,1,0,0,0,0,0,1,0
406,0.826706789638871,0.319165092928645,FL,2023-06-10,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0
407,0.640937783379504,0.3688182202240195,FL,2023-06-11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
408,1.6611583525867,0.39965180773884,FL,2023-06-12,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0
409,2.68167603395377,0.4192391895168225,FL,2023-06-13,1,1,0,0,1,1,0,1,1,1,0,1,0,1,0,0
410,1.42720485051417,0.418178034618738,FL,2023-06-14,1,0,1,1,1,1,0,1,1,0,1,0,0,1,0,0
411,1.35629610311635,0.3787395295587575,FL,2023-06-15,1,1,1,1,1,1,0,1,1,0,0,0,0,1,0,0
412,2.45903575998484,0.3883662560621255,FL,2023-06-16,1,1,0,1,1,1,1,0,1,1,0,0,1,1,1,0
413,1.38689698711868,0.3976181554426425,FL,2023-06-17,1,1,1,1,0,1,1,1,1,1,0,0,0,1,1,0
414,1.15950544573179,0.3658840163134625,FL,2023-06-18,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0
415,3.89709105839295,0.460554838079366,FL,2023-06-19,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
416,2.58825246420802,0.347437342932413,FL,2023-06-20,1,1,0,0,1,1,0,1,1,1,1,0,1,1,0,1
417,8.33681672070861,0.4168853800502115,FL,2023-06-21,1,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0
418,2.04870717078861,0.3792805179407745,FL,2023-06-22,1,0,1,1,1,1,1,0,1,0,0,0,0,1,1,0
419,7.46297365679484,0.431033038628117,FL,2023-06-23,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0
420,6.45773243460639,0.4447826790350965,FL,2023-06-24,1,1,0,0,1,1,0,0,1,1,0,0,0,0,1,0
421,NA,NA,GA,2023-05-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
422,0.821715072427012,0.57611189640019,GA,2023-05-15,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,0
423,1.13207594284901,0.4581261722572505,GA,2023-05-16,1,0,1,1,1,1,1,1,1,0,0,0,1,1,1,0
424,0.92530056622547,0.311236617615496,GA,2023-05-17,1,0,1,1,1,1,1,1,1,0,0,0,1,1,0,0
425,1.9213422892382,0.2155036661008755,GA,2023-05-18,1,1,0,1,1,1,1,0,1,1,0,0,0,1,1,0
426,1.35484827076145,0.170724392067702,GA,2023-05-19,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,0
427,NA,NA,GA,2023-05-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
428,1.32050102601798,0.4253637604904535,GA,2023-05-21,1,1,1,0,1,1,1,0,1,1,0,0,1,1,1,0
429,0.540448687178416,0.2587357076187485,GA,2023-05-22,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
430,0.869363876892305,0.317756223347109,GA,2023-05-23,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1
431,0.541396605867322,0.139638622882359,GA,2023-05-24,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0
432,NA,NA,GA,2023-05-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
433,1.84280312099849,0.55334578364958,GA,2023-05-26,1,0,1,0,1,1,1,0,1,0,1,0,1,1,1,0
434,1.4731750798325,0.1612625290581155,GA,2023-05-27,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0
435,0.894082006840837,0.317143566301002,GA,2023-05-28,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,0
436,0.928199512936881,0.656874190937605,GA,2023-05-29,1,0,1,1,1,1,1,1,1,0,1,1,0,1,1,1
437,0.851489203632387,0.4479926610950755,GA,2023-05-30,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0
