"","es_score","brier_score","location","target_date","X24B_50_CI","X24C_50_CI","recombinant_50_CI","other_50_CI","X24A_50_CI","X24B_95_CI","X24C_95_CI","recombinant_95_CI","other_95_CI","X24A_95_CI"
"274",NA,NA,"CT",2024-04-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"275",NA,NA,"CT",2024-04-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"276",NA,NA,"CT",2024-04-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"277",0.03104152094981,0.053381702531122,"CT",2024-04-10,1,1,1,1,1,1,1,1,1,1
"278",0.0320552433725851,0.0623931107321487,"CT",2024-04-11,1,1,1,1,1,0,1,1,1,0
"279",0.0402612034174373,0.0730203447523124,"CT",2024-04-12,1,1,1,1,1,1,1,1,1,1
"280",NA,NA,"CT",2024-04-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"281",NA,NA,"CT",2024-04-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"282",NA,NA,"CT",2024-04-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"283",NA,NA,"CT",2024-04-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"284",NA,NA,"CT",2024-04-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"285",0.107468803792676,0.185196574522118,"CT",2024-04-18,1,1,1,1,1,1,1,1,1,1
"286",0.121060782051871,0.214078128909325,"CT",2024-04-19,1,1,1,1,1,1,1,1,1,1
"287",NA,NA,"CT",2024-04-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"288",NA,NA,"CT",2024-04-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"289",0.705325446048899,0.57717631441635,"CT",2024-04-22,1,1,1,1,1,0,0,1,1,1
"290",0.856191407039693,1.07361113900013,"CT",2024-04-23,0,1,1,1,1,0,1,1,1,0
"291",NA,NA,"CT",2024-04-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"292",0.998641066235345,1.37838695950967,"CT",2024-04-25,1,1,1,0,1,0,1,1,0,1
"293",NA,NA,"CT",2024-04-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"294",NA,NA,"CT",2024-04-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"295",0.00531142814775658,0.00263702780369917,"DC",2024-03-17,1,1,1,1,1,1,1,1,1,1
"296",NA,NA,"DC",2024-03-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"297",NA,NA,"DC",2024-03-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"298",0.00210797017192425,0.00354808894265649,"DC",2024-03-20,1,1,1,1,1,1,1,1,1,1
"299",NA,NA,"DC",2024-03-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"300",NA,NA,"DC",2024-03-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"301",0.0120672163138979,0.00489348837149811,"DC",2024-03-23,1,1,1,1,1,1,1,1,1,1
"302",0.00284590680641791,0.00547392725250038,"DC",2024-03-24,1,1,1,1,1,1,1,1,1,1
"303",0.00377961302278074,0.00613756045508705,"DC",2024-03-25,1,1,1,1,1,1,1,1,1,1
"304",NA,NA,"DC",2024-03-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"305",0.00413265729476067,0.0077693017695023,"DC",2024-03-27,1,1,1,1,1,1,1,1,1,1
"306",NA,NA,"DC",2024-03-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"307",NA,NA,"DC",2024-03-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"308",NA,NA,"DC",2024-03-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"309",NA,NA,"DC",2024-03-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"310",0.00673786494232896,0.0145913865889823,"DC",2024-04-01,1,1,1,1,1,1,1,1,1,1
"311",NA,NA,"DC",2024-04-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"312",1.20588868990322,1.64321333060578,"DC",2024-04-03,0,1,1,1,0,0,1,1,1,0
"313",NA,NA,"DC",2024-04-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"314",NA,NA,"DC",2024-04-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"315",NA,NA,"DC",2024-04-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"316",NA,NA,"DC",2024-04-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"317",NA,NA,"DC",2024-04-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"318",1.08003241947646,0.867325544096925,"DC",2024-04-09,1,1,0,1,1,1,1,0,1,0
"319",NA,NA,"DC",2024-04-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"320",NA,NA,"DC",2024-04-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"321",NA,NA,"DC",2024-04-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"322",NA,NA,"DC",2024-04-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"323",NA,NA,"DC",2024-04-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"324",NA,NA,"DC",2024-04-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"325",NA,NA,"DC",2024-04-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"326",NA,NA,"DC",2024-04-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"327",0.102426199064412,0.185196574522118,"DC",2024-04-18,1,1,1,1,1,1,1,1,1,1
"328",NA,NA,"DC",2024-04-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"329",NA,NA,"DC",2024-04-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"330",NA,NA,"DC",2024-04-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"331",1.7513885045972,1.09219249133079,"DC",2024-04-22,0,1,1,1,0,0,1,1,1,0
"332",1.01438235213517,1.3956426981208,"DC",2024-04-23,1,1,1,0,1,1,1,1,0,0
"333",NA,NA,"DC",2024-04-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"334",NA,NA,"DC",2024-04-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"335",NA,NA,"DC",2024-04-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"336",NA,NA,"DC",2024-04-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"337",NA,NA,"DE",2024-03-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"338",0.00147986135928364,0.00290245269127378,"DE",2024-03-18,1,1,1,1,1,1,1,1,1,1
"339",0.00160538695534154,0.00320443748963388,"DE",2024-03-19,1,1,1,1,1,1,1,1,1,1
"340",NA,NA,"DE",2024-03-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"341",NA,NA,"DE",2024-03-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"342",0.00920640408111693,0.00438511612330984,"DE",2024-03-22,1,1,1,1,1,1,1,1,1,1
"343",0.00251912448030145,0.00489348837149811,"DE",2024-03-23,1,1,1,1,1,1,1,1,1,1
"344",NA,NA,"DE",2024-03-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"345",0.0692486119189755,0.00613756045508705,"DE",2024-03-25,1,1,1,1,1,1,0,1,1,0
"346",NA,NA,"DE",2024-03-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"347",0.00378115451517973,0.0077693017695023,"DE",2024-03-27,1,1,1,1,1,1,1,1,1,1
"348",0.018030242747311,0.00877136829899717,"DE",2024-03-28,1,1,1,1,1,1,1,1,1,1
"349",NA,NA,"DE",2024-03-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"350",NA,NA,"DE",2024-03-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"351",NA,NA,"DE",2024-03-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"352",0.00690892821391111,0.0145913865889823,"DE",2024-04-01,1,1,1,1,1,1,1,1,1,1
"353",0.00769158228132139,0.0166747540855057,"DE",2024-04-02,1,1,1,1,1,1,1,1,1,1
"354",0.0368453180873068,0.0191058717228861,"DE",2024-04-03,1,1,1,1,1,1,1,1,1,1
"355",NA,NA,"DE",2024-04-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"356",NA,NA,"DE",2024-04-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"357",NA,NA,"DE",2024-04-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"358",NA,NA,"DE",2024-04-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"359",0.0705854240728981,0.0393000311273341,"DE",2024-04-08,1,1,1,1,1,1,1,1,1,1
"360",0.0881756022768544,0.0457534037297879,"DE",2024-04-09,1,1,1,1,1,1,1,1,1,1
"361",NA,NA,"DE",2024-04-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"362",NA,NA,"DE",2024-04-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"363",NA,NA,"DE",2024-04-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"364",NA,NA,"DE",2024-04-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"365",NA,NA,"DE",2024-04-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"366",NA,NA,"DE",2024-04-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"367",NA,NA,"DE",2024-04-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"368",NA,NA,"DE",2024-04-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"369",0.935393942651264,1.19550704244798,"DE",2024-04-18,0,1,1,1,1,0,1,1,1,0
"370",NA,NA,"DE",2024-04-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"371",NA,NA,"DE",2024-04-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"372",0.162257360513589,0.281434811265221,"DE",2024-04-21,1,1,1,1,1,1,0,1,1,0
"373",0.195591067136808,0.319668225959129,"DE",2024-04-22,1,1,1,1,1,1,1,1,1,1
"374",NA,NA,"DE",2024-04-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"375",1.00421682948161,1.38563721619688,"DE",2024-04-24,1,1,1,0,1,0,1,1,0,1
"376",NA,NA,"DE",2024-04-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"377",0.82506503321359,1.03684392849055,"DE",2024-04-26,0,1,1,1,1,0,1,1,1,0
"378",NA,NA,"DE",2024-04-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"379",NA,NA,"FL",2024-03-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"380",NA,NA,"FL",2024-03-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"381",NA,NA,"FL",2024-03-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"382",0.0411384860015766,0.00354808894265649,"FL",2024-03-20,1,1,1,1,1,1,1,1,0,0
"383",0.062629201301536,0.00393934303881893,"FL",2024-03-21,1,1,1,1,1,1,1,1,1,1
"384",NA,NA,"FL",2024-03-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"385",0.00298998688371398,0.00489348837149811,"FL",2024-03-23,1,1,1,1,1,1,1,1,1,1
"386",0.00267854877398603,0.00547392725250038,"FL",2024-03-24,1,1,1,1,1,0,1,1,1,0
"387",0.00290373399878605,0.00613756045508705,"FL",2024-03-25,1,1,1,1,1,1,1,1,1,1
"388",2.13955950074565,1.24282074964916,"FL",2024-03-26,1,0,0,1,0,1,0,0,1,0
"389",0.228310053955374,0.0077693017695023,"FL",2024-03-27,1,1,1,1,1,1,1,1,1,1
"390",0.0938430572173519,0.00877136829899717,"FL",2024-03-28,1,1,1,1,1,0,1,1,1,0
"391",0.0189495055995411,0.00992566507191435,"FL",2024-03-29,1,1,1,1,1,1,0,1,1,0
"392",NA,NA,"FL",2024-03-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"393",NA,NA,"FL",2024-03-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"394",NA,NA,"FL",2024-04-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"395",0.994651086382903,0.373480629332098,"FL",2024-04-02,1,1,0,1,1,1,1,0,1,0
"396",0.127851349596085,0.0191058717228861,"FL",2024-04-03,1,1,1,1,1,1,0,1,1,0
"397",0.929391285842052,0.314049386418549,"FL",2024-04-04,1,1,0,1,1,1,1,0,1,0
"398",0.0473483169028836,0.0252880380287169,"FL",2024-04-05,1,1,1,1,1,1,0,1,1,0
"399",0.0162631589493181,0.029213136688172,"FL",2024-04-06,1,1,1,1,1,1,1,1,1,1
"400",0.0630450839052266,0.0338390881127301,"FL",2024-04-07,1,1,1,1,1,0,1,1,1,0
"401",0.14496637828414,0.0393000311273341,"FL",2024-04-08,1,1,1,1,1,1,1,1,1,1
"402",0.0866014368615414,0.0457534037297879,"FL",2024-04-09,1,1,1,1,1,1,1,1,1,1
"403",NA,NA,"FL",2024-04-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"404",0.0327787691723584,0.0623931107321487,"FL",2024-04-11,1,1,1,1,1,1,1,1,1,1
"405",NA,NA,"FL",2024-04-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"406",NA,NA,"FL",2024-04-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"407",0.0578820639744823,0.100150596995026,"FL",2024-04-14,1,1,1,1,1,1,1,1,1,1
"408",0.208372461062361,0.117192075534583,"FL",2024-04-15,1,1,1,1,1,1,0,1,1,0
"409",0.0802839138961383,0.136901179292862,"FL",2024-04-16,1,1,1,1,1,1,1,1,1,1
"410",0.943290798050032,1.22694107220555,"FL",2024-04-17,0,1,1,1,1,0,1,1,1,0
"411",0.696427854326174,0.690351808485049,"FL",2024-04-18,0,1,1,1,1,1,1,1,1,1
"412",0.342412159627017,0.214078128909325,"FL",2024-04-19,1,1,1,1,1,1,0,1,1,0
"413",NA,NA,"FL",2024-04-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"414",NA,NA,"FL",2024-04-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"415",0.178155143277165,0.319668225959129,"FL",2024-04-22,1,1,1,1,1,1,1,1,1,1
"416",0.696251141956903,0.717111731905411,"FL",2024-04-23,0,1,1,1,1,0,1,1,1,0
"417",1.57408332895615,0.512967720599545,"FL",2024-04-24,1,0,1,1,0,1,0,1,1,0
"418",2.17728604943519,0.473488359243734,"FL",2024-04-25,1,1,1,1,0,0,0,1,1,1
"419",0.751283538238545,0.76636378501175,"FL",2024-04-26,0,1,1,1,1,0,1,1,1,0
"420",NA,NA,"FL",2024-04-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"421",NA,NA,"GA",2024-03-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"422",0.00147197004764974,0.00290245269127378,"GA",2024-03-18,1,1,1,1,1,1,1,1,1,1
"423",0.00726440994636832,0.00320443748963388,"GA",2024-03-19,1,1,1,1,1,1,1,1,1,1
"424",1.04881309444328,0.2739479362201,"GA",2024-03-20,1,1,0,1,1,0,1,1,1,0
"425",0.131995129527875,0.00393934303881893,"GA",2024-03-21,1,1,1,1,1,1,1,1,1,1
"426",0.00906590807074913,0.00438511612330984,"GA",2024-03-22,1,1,1,1,1,1,0,1,1,0
"427",0.0106924952681424,0.00489348837149811,"GA",2024-03-23,1,1,1,1,1,1,1,1,1,1
"428",0.140499496689468,0.00547392725250038,"GA",2024-03-24,1,1,1,1,1,1,1,1,1,1
"429",1.10559775669763,0.380722199127885,"GA",2024-03-25,1,1,1,0,1,1,1,1,0,0
"430",0.0286678506342515,0.00689750998112499,"GA",2024-03-26,1,1,1,1,1,1,1,1,1,1
"431",0.0149430733104181,0.0077693017695023,"GA",2024-03-27,1,1,1,1,1,1,1,1,1,1
"432",0.00534845669051964,0.00877136829899717,"GA",2024-03-28,1,1,1,1,1,1,1,1,1,1
"433",0.020557288072087,0.00992566507191435,"GA",2024-03-29,1,1,1,1,1,1,1,1,1,1
"434",NA,NA,"GA",2024-03-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"435",1.30530146867233,1.83045450051629,"GA",2024-03-31,1,1,1,0,0,1,1,1,0,0
"436",1.07429047605112,0.848939438806018,"GA",2024-04-01,0,1,1,1,0,0,1,1,1,0
"437",0.00890712711962847,0.0166747540855057,"GA",2024-04-02,1,1,1,1,1,1,1,1,1,1
"438",0.12528571422457,0.0191058717228861,"GA",2024-04-03,1,1,1,1,1,1,1,1,1,1
"439",0.0873800637798184,0.0219505802105574,"GA",2024-04-04,1,1,1,1,1,1,1,1,1,1
"440",0.0976962533113409,0.0252880380287169,"GA",2024-04-05,1,1,1,1,1,0,1,1,1,0
"441",0.179612714345358,0.029213136688172,"GA",2024-04-06,1,1,1,1,1,0,1,1,1,0
"442",0.0186202994002108,0.0338390881127301,"GA",2024-04-07,1,1,1,1,1,1,0,1,1,0
"443",0.916518448128087,0.779066948717595,"GA",2024-04-08,0,1,1,1,1,0,1,1,1,0
"444",0.27248352716027,0.0457534037297879,"GA",2024-04-09,1,1,1,1,1,1,0,1,1,0
"445",0.601537047690864,0.404826764872198,"GA",2024-04-10,1,1,1,1,1,0,1,1,1,0
"446",0.469213534159274,0.0623931107321487,"GA",2024-04-11,1,1,1,1,1,1,1,1,1,1
"447",1.05426235441398,1.39474256105554,"GA",2024-04-12,0,1,1,1,0,0,0,1,1,1
"448",0.440342412742074,0.0855169872754304,"GA",2024-04-13,1,1,1,1,1,1,0,1,1,0
"449",1.01311189343384,1.32733456206709,"GA",2024-04-14,0,1,1,1,0,0,1,1,1,0
"450",NA,NA,"GA",2024-04-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"451",0.0760944617835391,0.136901179292862,"GA",2024-04-16,1,1,1,1,1,1,1,1,1,1
"452",0.479357679981629,0.15950869409912,"GA",2024-04-17,1,1,1,1,1,0,1,1,1,0
"453",0.935280763140317,1.19550704244798,"GA",2024-04-18,0,1,1,1,1,0,1,1,1,0
"454",NA,NA,"GA",2024-04-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"455",NA,NA,"GA",2024-04-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"456",NA,NA,"GA",2024-04-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"457",0.865489606656808,1.09219249133079,"GA",2024-04-22,0,1,1,1,1,0,1,1,1,0
"458",NA,NA,"GA",2024-04-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"459",0.239287126655131,0.403914270526047,"GA",2024-04-24,1,1,1,1,1,1,0,1,1,0
"460",NA,NA,"GA",2024-04-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"461",0.715021885829267,0.495883641532949,"GA",2024-04-26,1,1,1,1,1,1,0,1,1,0
"462",NA,NA,"GA",2024-04-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"463",NA,NA,"HI",2024-03-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"464",NA,NA,"HI",2024-03-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"465",NA,NA,"HI",2024-03-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"466",NA,NA,"HI",2024-03-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"467",NA,NA,"HI",2024-03-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"468",NA,NA,"HI",2024-03-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"469",NA,NA,"HI",2024-03-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"470",NA,NA,"HI",2024-03-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"471",NA,NA,"HI",2024-03-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"472",NA,NA,"HI",2024-03-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"473",NA,NA,"HI",2024-03-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"474",NA,NA,"HI",2024-03-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"475",NA,NA,"HI",2024-03-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"476",NA,NA,"HI",2024-03-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"477",NA,NA,"HI",2024-03-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"478",NA,NA,"HI",2024-04-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"479",NA,NA,"HI",2024-04-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"480",NA,NA,"HI",2024-04-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"481",NA,NA,"HI",2024-04-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"482",NA,NA,"HI",2024-04-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"483",NA,NA,"HI",2024-04-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"484",NA,NA,"HI",2024-04-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"485",NA,NA,"HI",2024-04-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"486",NA,NA,"HI",2024-04-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"487",NA,NA,"HI",2024-04-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"488",NA,NA,"HI",2024-04-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"489",NA,NA,"HI",2024-04-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"490",NA,NA,"HI",2024-04-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"491",NA,NA,"HI",2024-04-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"492",NA,NA,"HI",2024-04-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"493",NA,NA,"HI",2024-04-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"494",NA,NA,"HI",2024-04-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"495",NA,NA,"HI",2024-04-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"496",NA,NA,"HI",2024-04-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"497",NA,NA,"HI",2024-04-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"498",NA,NA,"HI",2024-04-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"499",NA,NA,"HI",2024-04-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"500",NA,NA,"HI",2024-04-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"501",NA,NA,"HI",2024-04-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"502",NA,NA,"HI",2024-04-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"503",NA,NA,"HI",2024-04-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"504",NA,NA,"HI",2024-04-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"505",0.0016048212698733,0.00263702780369917,"IA",2024-03-17,1,1,1,1,1,0,1,1,1,0
"506",0.00682892735612799,0.00290245269127378,"IA",2024-03-18,1,1,1,1,1,1,1,1,1,1
"507",0.00806723591187759,0.00320443748963388,"IA",2024-03-19,1,1,1,1,1,1,1,1,1,1
"508",0.00818821314429159,0.00354808894265649,"IA",2024-03-20,1,1,1,1,1,1,1,1,1,1
"509",0.0307036904267184,0.00393934303881893,"IA",2024-03-21,1,1,1,1,1,1,1,1,1,1
"510",NA,NA,"IA",2024-03-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"511",1.19367252990537,0.907665342062786,"IA",2024-03-23,0,1,1,1,0,0,1,1,1,0
"512",NA,NA,"IA",2024-03-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"513",0.00345778044342025,0.00613756045508705,"IA",2024-03-25,1,1,1,1,1,1,1,1,1,1
"514",0.0149244439532666,0.00689750998112499,"IA",2024-03-26,1,1,1,1,1,0,1,1,1,0
"515",0.85324442191933,0.358858999940368,"IA",2024-03-27,0,1,1,1,1,0,1,1,1,0
"516",0.063098932218254,0.00877136829899717,"IA",2024-03-28,1,1,1,1,1,1,0,0,1,0
"517",0.039208300691535,0.00992566507191435,"IA",2024-03-29,1,1,1,1,1,1,1,1,1,1
"518",NA,NA,"IA",2024-03-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"519",NA,NA,"IA",2024-03-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"520",0.141904719294476,0.0145913865889823,"IA",2024-04-01,1,1,1,1,1,0,1,1,1,0
"521",0.0670041442027512,0.0166747540855057,"IA",2024-04-02,1,1,1,1,1,1,1,1,1,1
"522",0.124890384348818,0.0191058717228861,"IA",2024-04-03,1,1,1,1,1,0,1,1,1,0
"523",0.96252264223756,0.372469147660147,"IA",2024-04-04,1,1,0,1,1,1,1,0,1,0
"524",0.10113803297306,0.0252880380287169,"IA",2024-04-05,1,1,1,1,1,0,1,1,1,0
"525",0.0538831794169983,0.029213136688172,"IA",2024-04-06,1,1,1,1,1,0,1,1,1,0
"526",1.14691755411162,1.5465942705718,"IA",2024-04-07,0,1,1,1,0,0,1,1,1,0
"527",0.233166865401022,0.0393000311273341,"IA",2024-04-08,1,1,1,1,1,1,1,1,1,1
"528",0.0855262019344734,0.0457534037297879,"IA",2024-04-09,1,1,1,1,1,0,1,1,1,0
"529",0.288141871576737,0.053381702531122,"IA",2024-04-10,1,1,1,1,1,0,1,1,1,0
"530",0.526551367000053,0.335406367544983,"IA",2024-04-11,1,1,1,1,1,0,1,1,1,0
"531",0.13715279323985,0.0730203447523124,"IA",2024-04-12,1,1,1,1,1,1,1,1,1,1
"532",0.0450983511980157,0.0855169872754304,"IA",2024-04-13,1,1,1,1,1,1,1,1,1,1
"533",NA,NA,"IA",2024-04-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"534",0.0685550771545993,0.117192075534583,"IA",2024-04-15,1,1,1,1,1,1,1,1,1,1
"535",0.723841218197844,0.698309334307152,"IA",2024-04-16,0,1,1,1,1,0,1,1,1,0
"536",0.953395962066202,1.22694107220555,"IA",2024-04-17,0,1,1,1,1,0,1,1,1,0
"537",0.107428300715849,0.185196574522118,"IA",2024-04-18,1,1,1,1,1,1,1,1,1,1
"538",0.703599133239518,0.689990201138494,"IA",2024-04-19,0,1,1,1,1,0,1,1,1,0
"539",0.142000250304015,0.246180879077605,"IA",2024-04-20,1,1,1,1,1,1,1,1,1,1
"540",NA,NA,"IA",2024-04-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"541",NA,NA,"IA",2024-04-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"542",0.210839032911236,0.360612324810692,"IA",2024-04-23,1,1,1,1,1,1,0,1,1,0
"543",0.242396713577387,0.403914270526047,"IA",2024-04-24,1,1,1,1,1,1,1,1,1,1
"544",0.262915891705548,0.449157072835896,"IA",2024-04-25,1,1,1,1,1,1,0,1,1,0
"545",0.711268570517908,0.495883641532949,"IA",2024-04-26,1,1,1,1,1,1,1,1,1,1
"546",NA,NA,"IA",2024-04-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"547",NA,NA,"ID",2024-03-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"548",NA,NA,"ID",2024-03-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
