"","es_score","brier_score","location","target_date","X24B_50_CI","X24D_50_CI","recombinant_50_CI","other_50_CI","X24A_50_CI","X24B_95_CI","X24D_95_CI","recombinant_95_CI","other_95_CI","X24A_95_CI"
"275",NA,NA,"CT",2024-04-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"276",NA,NA,"CT",2024-04-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"277",0.704349870748762,0.942583504343988,"CT",2024-05-01,1,1,1,1,1,1,1,1,1,1
"278",NA,NA,"CT",2024-05-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"279",NA,NA,"CT",2024-05-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"280",0.153147053331052,0.246800215960277,"CT",2024-05-04,1,1,1,1,1,1,1,1,1,1
"281",NA,NA,"CT",2024-05-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"282",1.04485779175207,1.48558895356052,"CT",2024-05-06,1,1,0,1,1,1,1,0,1,0
"283",1.6344464670248,1.49237183159079,"CT",2024-05-07,1,0,1,0,0,1,0,1,0,0
"284",NA,NA,"CT",2024-05-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"285",0.226857292542801,0.349468628759143,"CT",2024-05-09,1,1,1,1,1,0,1,1,1,0
"286",1.01914362145955,0.927828481539926,"CT",2024-05-10,1,1,1,0,1,0,1,1,0,1
"287",NA,NA,"CT",2024-05-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"288",NA,NA,"CT",2024-05-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"289",0.435627062430073,0.556547122765163,"CT",2024-05-13,1,1,1,1,1,0,1,1,1,0
"290",0.321388276788143,0.476416533804686,"CT",2024-05-14,1,1,1,1,1,1,0,1,1,0
"291",0.331844179906312,0.50436527319108,"CT",2024-05-15,1,1,1,1,1,1,1,1,1,1
"292",NA,NA,"CT",2024-05-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"293",NA,NA,"CT",2024-05-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"294",NA,NA,"CT",2024-05-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"295",NA,NA,"DC",2024-04-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"296",NA,NA,"DC",2024-04-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"297",1.09159463409293,0.883021789649314,"DC",2024-04-09,1,1,0,1,0,1,1,0,1,0
"298",NA,NA,"DC",2024-04-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"299",NA,NA,"DC",2024-04-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"300",NA,NA,"DC",2024-04-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"301",NA,NA,"DC",2024-04-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"302",NA,NA,"DC",2024-04-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"303",NA,NA,"DC",2024-04-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"304",NA,NA,"DC",2024-04-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"305",NA,NA,"DC",2024-04-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"306",0.0466715930843322,0.0664999006913434,"DC",2024-04-18,1,1,1,1,1,1,1,1,1,1
"307",NA,NA,"DC",2024-04-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"308",NA,NA,"DC",2024-04-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"309",NA,NA,"DC",2024-04-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"310",1.85285173460162,1.22719839267607,"DC",2024-04-22,0,1,1,1,0,0,1,1,1,0
"311",1.16278756169199,1.63226263709844,"DC",2024-04-23,1,1,1,0,0,1,1,0,0,1
"312",NA,NA,"DC",2024-04-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"313",NA,NA,"DC",2024-04-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"314",NA,NA,"DC",2024-04-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"315",NA,NA,"DC",2024-04-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"316",NA,NA,"DC",2024-04-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"317",NA,NA,"DC",2024-04-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"318",NA,NA,"DC",2024-04-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"319",NA,NA,"DC",2024-05-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"320",NA,NA,"DC",2024-05-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"321",NA,NA,"DC",2024-05-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"322",NA,NA,"DC",2024-05-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"323",NA,NA,"DC",2024-05-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"324",NA,NA,"DC",2024-05-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"325",NA,NA,"DC",2024-05-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"326",NA,NA,"DC",2024-05-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"327",NA,NA,"DC",2024-05-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"328",NA,NA,"DC",2024-05-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"329",NA,NA,"DC",2024-05-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"330",NA,NA,"DC",2024-05-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"331",NA,NA,"DC",2024-05-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"332",NA,NA,"DC",2024-05-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"333",NA,NA,"DC",2024-05-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"334",0.361124170638383,0.533022837368446,"DC",2024-05-16,1,1,1,1,1,0,1,1,1,0
"335",0.375581407184803,0.562306736046154,"DC",2024-05-17,1,1,1,1,1,1,0,1,1,0
"336",0.397312113787664,0.592125026777693,"DC",2024-05-18,1,1,1,1,1,0,1,1,1,0
"337",NA,NA,"DE",2024-04-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"338",0.0585372125926143,0.0268726752797033,"DE",2024-04-08,1,1,1,1,1,1,1,1,1,1
"339",0.066305384576033,0.0294417387225442,"DE",2024-04-09,1,1,1,1,1,1,1,1,1,1
"340",NA,NA,"DE",2024-04-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"341",NA,NA,"DE",2024-04-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"342",NA,NA,"DE",2024-04-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"343",NA,NA,"DE",2024-04-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"344",NA,NA,"DE",2024-04-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"345",NA,NA,"DE",2024-04-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"346",NA,NA,"DE",2024-04-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"347",NA,NA,"DE",2024-04-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"348",0.980602800611743,1.33932139315428,"DE",2024-04-18,0,1,1,1,0,0,1,1,1,0
"349",NA,NA,"DE",2024-04-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"350",NA,NA,"DE",2024-04-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"351",0.0564807056266407,0.0865596131137372,"DE",2024-04-21,1,1,1,1,1,1,1,1,1,1
"352",0.0601986447957205,0.094377295592816,"DE",2024-04-22,1,1,1,1,1,0,1,1,1,0
"353",NA,NA,"DE",2024-04-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"354",1.15434052064876,1.6217679159504,"DE",2024-04-24,1,1,1,0,0,1,1,1,0,0
"355",NA,NA,"DE",2024-04-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"356",0.81014194063202,1.10505761749608,"DE",2024-04-26,0,1,1,1,1,0,1,1,1,0
"357",NA,NA,"DE",2024-04-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"358",NA,NA,"DE",2024-04-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"359",NA,NA,"DE",2024-04-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"360",NA,NA,"DE",2024-04-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"361",1.4959052894156,0.942583504343988,"DE",2024-05-01,0,1,1,1,0,0,1,1,1,0
"362",NA,NA,"DE",2024-05-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"363",NA,NA,"DE",2024-05-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"364",NA,NA,"DE",2024-05-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"365",NA,NA,"DE",2024-05-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"366",NA,NA,"DE",2024-05-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"367",NA,NA,"DE",2024-05-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"368",NA,NA,"DE",2024-05-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"369",NA,NA,"DE",2024-05-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"370",NA,NA,"DE",2024-05-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"371",NA,NA,"DE",2024-05-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"372",0.712852291160497,0.422924284834952,"DE",2024-05-12,1,1,1,1,1,1,1,1,1,1
"373",0.299951571042878,0.44924894530573,"DE",2024-05-13,1,1,1,1,1,0,1,1,1,0
"374",NA,NA,"DE",2024-05-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"375",NA,NA,"DE",2024-05-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"376",2.16320934724254,0.716801981314545,"DE",2024-05-16,0,1,1,0,0,0,0,1,0,0
"377",NA,NA,"DE",2024-05-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"378",NA,NA,"DE",2024-05-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"379",0.0581358093105194,0.024530593136774,"FL",2024-04-07,1,1,1,1,1,1,1,1,1,1
"380",0.129521871589096,0.0268726752797033,"FL",2024-04-08,1,1,1,1,1,1,1,1,1,1
"381",0.0641965758063835,0.0294417387225442,"FL",2024-04-09,1,1,1,1,1,1,1,1,1,1
"382",NA,NA,"FL",2024-04-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"383",0.0216508035028308,0.0353413936236799,"FL",2024-04-11,1,1,1,1,1,1,1,1,1,1
"384",NA,NA,"FL",2024-04-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"385",NA,NA,"FL",2024-04-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"386",0.0319760332799341,0.0464328816991061,"FL",2024-04-14,1,1,1,1,1,1,1,1,1,1
"387",0.11165227546706,0.0508278847429388,"FL",2024-04-15,1,1,1,1,1,0,1,1,1,0
"388",0.034898137907573,0.0556175319518225,"FL",2024-04-16,1,1,1,1,1,1,1,1,1,1
"389",0.989148058784123,1.36556802283059,"FL",2024-04-17,0,1,1,1,0,0,1,1,1,0
"390",0.677340407766474,0.702910646922814,"FL",2024-04-18,1,1,1,1,1,0,1,1,1,0
"391",0.146284726923861,0.0726553095414145,"FL",2024-04-19,1,1,1,1,1,1,1,1,1,1
"392",NA,NA,"FL",2024-04-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"393",NA,NA,"FL",2024-04-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"394",0.0578399911328558,0.094377295592816,"FL",2024-04-22,1,1,1,1,1,1,1,1,1,1
"395",0.525669085649357,0.650166273179656,"FL",2024-04-23,1,1,1,1,1,0,1,1,1,0
"396",0.338809203629498,0.287806089406751,"FL",2024-04-24,1,1,1,1,1,0,1,1,1,0
"397",1.57522016602968,0.307917996421962,"FL",2024-04-25,0,1,1,0,1,0,1,1,0,0
"398",0.472335910819499,0.618652211077552,"FL",2024-04-26,1,1,1,1,1,1,1,1,1,1
"399",NA,NA,"FL",2024-04-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"400",NA,NA,"FL",2024-04-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"401",NA,NA,"FL",2024-04-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"402",0.118459180655815,0.182372557939427,"FL",2024-04-30,1,1,1,1,1,1,1,1,1,1
"403",NA,NA,"FL",2024-05-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"404",1.07073425128366,1.51672544671469,"FL",2024-05-02,1,1,0,1,1,1,1,0,1,0
"405",0.156942562115432,0.229260154547504,"FL",2024-05-03,1,1,1,1,1,1,1,1,1,1
"406",2.0916061951725,1.50038887335991,"FL",2024-05-04,1,1,0,1,0,1,1,0,1,0
"407",0.172779505409443,0.265327345062269,"FL",2024-05-05,1,1,1,1,1,1,1,1,1,1
"408",0.521151365234873,0.284853872732626,"FL",2024-05-06,1,1,1,1,1,0,1,1,1,0
"409",2.95247446099338,0.97682551140368,"FL",2024-05-07,1,1,1,0,0,1,1,1,0,0
"410",1.04627992724716,0.70868594246253,"FL",2024-05-08,1,0,1,1,1,0,1,1,1,0
"411",1.01441988056836,0.919131135777199,"FL",2024-05-09,1,1,1,0,1,0,1,1,0,1
"412",0.244401771436853,0.372998172745128,"FL",2024-05-10,1,1,1,1,1,1,1,1,1,1
"413",0.212755071694915,0.506905185520218,"FL",2024-05-11,1,1,1,1,1,0,0,1,1,1
"414",NA,NA,"FL",2024-05-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"415",0.766918274294496,0.44924894530573,"FL",2024-05-13,1,1,1,1,1,0,1,1,1,0
"416",5.16810318428929,1.305728148086,"FL",2024-05-14,0,1,1,0,0,0,0,1,0,0
"417",0.406811338527916,0.503088665814309,"FL",2024-05-15,1,1,1,1,1,1,0,1,1,0
"418",0.35222678743235,0.533022837368446,"FL",2024-05-16,1,1,1,1,1,1,1,1,1,1
"419",2.16262276466821,1.00487562140762,"FL",2024-05-17,0,1,1,0,1,1,1,1,0,0
"420",NA,NA,"FL",2024-05-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"421",0.0159405202725109,0.024530593136774,"GA",2024-04-07,1,1,1,1,1,1,1,1,1,1
"422",0.8954029530718,0.797033376744934,"GA",2024-04-08,0,1,1,1,0,0,1,1,1,0
"423",0.215825712717986,0.0294417387225442,"GA",2024-04-09,1,1,1,1,1,0,1,1,1,0
"424",0.527074123768553,0.406144430772383,"GA",2024-04-10,1,1,1,1,1,0,1,1,1,0
"425",0.366281088269024,0.0353413936236799,"GA",2024-04-11,1,1,1,1,1,1,1,1,1,1
"426",1.06424637691922,1.48533668542461,"GA",2024-04-12,0,1,1,1,0,0,1,1,1,0
"427",0.291380081664074,0.0424043965692767,"GA",2024-04-13,1,1,1,1,1,0,1,1,1,0
"428",1.03811991272013,1.43975380579185,"GA",2024-04-14,0,1,1,1,0,0,1,1,1,0
"429",NA,NA,"GA",2024-04-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"430",0.0374059062473047,0.0556175319518225,"GA",2024-04-16,1,1,1,1,1,1,1,1,1,1
"431",0.255569295574581,0.0608312889390284,"GA",2024-04-17,1,1,1,1,1,0,1,1,1,0
"432",0.960869911076708,1.33932139315428,"GA",2024-04-18,0,1,1,1,0,0,1,1,1,0
"433",NA,NA,"GA",2024-04-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"434",NA,NA,"GA",2024-04-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"435",NA,NA,"GA",2024-04-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"436",0.89915815668909,1.22719839267607,"GA",2024-04-22,0,1,1,1,0,0,1,1,1,0
"437",NA,NA,"GA",2024-04-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"438",0.073183897149787,0.111920544212023,"GA",2024-04-24,1,1,1,1,1,0,1,1,1,0
"439",NA,NA,"GA",2024-04-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"440",0.272186947024602,0.132246804659025,"GA",2024-04-26,1,1,1,1,1,0,1,1,1,0
"441",NA,NA,"GA",2024-04-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"442",NA,NA,"GA",2024-04-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"443",0.582724555852975,0.168572923490189,"GA",2024-04-29,1,1,1,1,1,1,1,1,1,1
"444",0.11681726456828,0.182372557939427,"GA",2024-04-30,1,1,1,1,1,1,1,1,1,1
"445",0.125836821682036,0.19706913518458,"GA",2024-05-01,1,1,1,1,1,1,0,1,1,0
"446",0.136968676455171,0.212690150571326,"GA",2024-05-02,1,1,1,1,1,1,1,1,1,1
"447",1.00153844736624,0.881480536247955,"GA",2024-05-03,1,1,1,0,1,1,1,1,0,0
"448",0.973784302847801,0.873594544660095,"GA",2024-05-04,1,1,0,1,1,0,1,0,1,1
"449",0.170398917294437,0.265327345062269,"GA",2024-05-05,1,1,1,1,1,1,1,1,1,1
"450",NA,NA,"GA",2024-05-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"451",0.198409990759765,0.305386783181016,"GA",2024-05-07,1,1,1,1,1,0,1,1,1,0
"452",0.570583209279273,0.326926999809546,"GA",2024-05-08,1,1,1,1,1,0,0,1,1,0
"453",0.230295952818793,0.349468628759143,"GA",2024-05-09,1,1,1,1,1,1,1,1,1,1
"454",NA,NA,"GA",2024-05-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"455",0.257223286149001,0.397493739565749,"GA",2024-05-11,1,1,1,1,1,1,1,1,1,1
"456",1.024016413332,1.47140717524825,"GA",2024-05-12,1,1,1,0,1,1,1,1,0,0
"457",1.75797611387178,0.44924894530573,"GA",2024-05-13,0,1,1,1,0,0,0,1,1,0
"458",0.394981263568392,0.528010415941787,"GA",2024-05-14,1,1,1,1,1,0,0,1,1,1
"459",NA,NA,"GA",2024-05-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"460",1.32511169827595,0.839321410611944,"GA",2024-05-16,0,1,1,0,1,0,0,1,0,0
"461",1.03417022178474,0.755338403964505,"GA",2024-05-17,1,1,1,0,1,0,0,1,0,0
"462",NA,NA,"GA",2024-05-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"463",NA,NA,"HI",2024-04-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"464",NA,NA,"HI",2024-04-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"465",NA,NA,"HI",2024-04-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"466",NA,NA,"HI",2024-04-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"467",NA,NA,"HI",2024-04-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"468",NA,NA,"HI",2024-04-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"469",NA,NA,"HI",2024-04-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"470",NA,NA,"HI",2024-04-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"471",NA,NA,"HI",2024-04-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"472",NA,NA,"HI",2024-04-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"473",NA,NA,"HI",2024-04-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"474",NA,NA,"HI",2024-04-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"475",NA,NA,"HI",2024-04-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"476",NA,NA,"HI",2024-04-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"477",NA,NA,"HI",2024-04-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"478",NA,NA,"HI",2024-04-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"479",NA,NA,"HI",2024-04-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"480",NA,NA,"HI",2024-04-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"481",NA,NA,"HI",2024-04-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"482",NA,NA,"HI",2024-04-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"483",NA,NA,"HI",2024-04-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"484",NA,NA,"HI",2024-04-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"485",NA,NA,"HI",2024-04-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"486",NA,NA,"HI",2024-04-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"487",NA,NA,"HI",2024-05-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"488",NA,NA,"HI",2024-05-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"489",NA,NA,"HI",2024-05-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"490",NA,NA,"HI",2024-05-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"491",NA,NA,"HI",2024-05-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"492",NA,NA,"HI",2024-05-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"493",NA,NA,"HI",2024-05-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"494",NA,NA,"HI",2024-05-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"495",NA,NA,"HI",2024-05-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"496",NA,NA,"HI",2024-05-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"497",NA,NA,"HI",2024-05-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"498",NA,NA,"HI",2024-05-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"499",NA,NA,"HI",2024-05-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"500",NA,NA,"HI",2024-05-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"501",NA,NA,"HI",2024-05-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"502",NA,NA,"HI",2024-05-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"503",NA,NA,"HI",2024-05-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"504",NA,NA,"HI",2024-05-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"505",1.13326579704954,1.58575481336635,"IA",2024-04-07,0,1,1,1,0,0,1,1,1,0
"506",0.197148094523768,0.0268726752797033,"IA",2024-04-08,1,1,1,1,1,0,1,1,1,0
"507",0.0649561851273905,0.0294417387225442,"IA",2024-04-09,1,1,1,1,1,1,1,1,1,1
"508",0.235402418453782,0.0322575919360333,"IA",2024-04-10,1,1,1,1,1,1,1,0,1,0
"509",0.411967508315028,0.329664881152051,"IA",2024-04-11,1,1,1,1,1,1,1,1,1,1
"510",0.0870397044677352,0.0387156824206535,"IA",2024-04-12,1,1,1,1,1,1,1,1,1,1
"511",0.0254406412870894,0.0424043965692767,"IA",2024-04-13,1,1,1,1,1,1,1,1,1,1
"512",NA,NA,"IA",2024-04-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"513",0.0338794657373826,0.0508278847429388,"IA",2024-04-15,1,1,1,1,1,1,1,1,1,1
"514",0.708049482603086,0.72334036070323,"IA",2024-04-16,1,1,1,1,1,1,1,1,1,1
"515",0.980946652497268,1.36556802283059,"IA",2024-04-17,0,1,1,1,0,0,1,1,1,0
"516",0.0432862910882667,0.0664999006913434,"IA",2024-04-18,1,1,1,1,1,1,1,1,1,1
"517",0.651713500661063,0.692497276066462,"IA",2024-04-19,1,1,1,1,1,0,1,1,1,0
"518",0.0499420892246237,0.0793305492010558,"IA",2024-04-20,1,1,1,1,1,0,1,1,1,0
"519",NA,NA,"IA",2024-04-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"520",NA,NA,"IA",2024-04-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"521",0.0642140637868268,0.102819004463815,"IA",2024-04-23,1,1,1,1,1,1,1,1,1,1
"522",0.0763549175087769,0.111920544212023,"IA",2024-04-24,1,1,1,1,1,1,1,0,1,0
"523",0.0822606733425951,0.12171786893216,"IA",2024-04-25,1,1,1,1,1,1,1,1,1,1
"524",0.267318444747256,0.132246804659025,"IA",2024-04-26,1,1,1,1,1,0,1,1,1,0
"525",NA,NA,"IA",2024-04-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"526",0.106523458609078,0.155640291290518,"IA",2024-04-28,1,1,1,1,1,0,1,1,1,0
"527",0.897994361633792,0.168572923490189,"IA",2024-04-29,1,1,1,1,1,1,0,1,1,0
"528",0.350109808845361,0.182372557939427,"IA",2024-04-30,1,1,1,1,1,0,1,1,1,0
"529",0.253987967445205,0.445573924904383,"IA",2024-05-01,1,1,1,1,1,0,1,1,1,0
"530",0.140242934404639,0.212690150571326,"IA",2024-05-02,1,1,1,1,1,1,1,1,1,1
"531",0.432059155173312,0.229260154547504,"IA",2024-05-03,1,1,1,1,1,0,1,1,1,0
"532",0.293390971718227,0.544777859332749,"IA",2024-05-04,1,1,1,1,1,1,1,1,1,1
"533",NA,NA,"IA",2024-05-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"534",NA,NA,"IA",2024-05-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"535",0.565601024573578,0.743579818244359,"IA",2024-05-07,1,1,1,1,1,0,1,1,1,0
"536",0.220946431396701,0.326926999809546,"IA",2024-05-08,1,1,1,1,1,1,1,1,1,1
"537",0.266049354981723,0.459289954372708,"IA",2024-05-09,1,1,1,1,1,0,0,1,1,1
"538",0.24910407395679,0.372998172745128,"IA",2024-05-10,1,1,1,1,1,0,1,1,1,0
"539",0.467567457576997,0.616316631474687,"IA",2024-05-11,1,1,1,1,1,1,1,1,1,1
"540",NA,NA,"IA",2024-05-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"541",0.309301106609195,0.44924894530573,"IA",2024-05-13,1,1,1,1,1,1,1,1,1,1
"542",0.407827498736642,0.528010415941787,"IA",2024-05-14,1,1,1,1,1,0,1,1,1,0
"543",0.394547312135565,0.500535451060768,"IA",2024-05-15,1,1,1,1,1,0,1,1,1,0
"544",NA,NA,"IA",2024-05-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"545",0.370328749312357,0.449295636996619,"IA",2024-05-17,1,1,1,1,1,0,1,1,1,0
"546",0.945154577948764,0.592125026777693,"IA",2024-05-18,1,1,1,1,0,0,1,1,1,0
"547",NA,NA,"ID",2024-04-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"548",NA,NA,"ID",2024-04-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"549",NA,NA,"ID",2024-04-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"550",NA,NA,"ID",2024-04-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"551",NA,NA,"ID",2024-04-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
