...1,es_score,brier_score,location,target_date,X22E_50_CI,X22F_50_CI,X23B_50_CI,X23C_50_CI,X23D_50_CI,X23E_50_CI,X23F_50_CI,other_50_CI,X23A_50_CI,X22E_95_CI,X22F_95_CI,X23B_95_CI,X23C_95_CI,X23D_95_CI,X23E_95_CI,X23F_95_CI,other_95_CI,X23A_95_CI
547,NA,NA,ID,2023-06-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
548,NA,NA,ID,2023-06-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
549,NA,NA,ID,2023-06-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
550,0.611238148841795,0.4304720716030265,ID,2023-06-14,1,1,1,1,0,1,1,1,1,1,0,1,1,0,1,1,1,1
551,NA,NA,ID,2023-06-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
552,NA,NA,ID,2023-06-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
553,NA,NA,ID,2023-06-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
554,NA,NA,ID,2023-06-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
555,NA,NA,ID,2023-06-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
556,0.450832149360921,0.318874115869213,ID,2023-06-20,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0
557,NA,NA,ID,2023-06-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
558,NA,NA,ID,2023-06-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
559,NA,NA,ID,2023-06-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
560,NA,NA,ID,2023-06-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
561,NA,NA,ID,2023-06-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
562,NA,NA,ID,2023-06-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
563,NA,NA,ID,2023-06-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
564,NA,NA,ID,2023-06-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
565,NA,NA,ID,2023-06-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
566,NA,NA,ID,2023-06-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
567,NA,NA,ID,2023-07-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
568,NA,NA,ID,2023-07-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
569,NA,NA,ID,2023-07-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
570,NA,NA,ID,2023-07-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
571,NA,NA,ID,2023-07-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
572,NA,NA,ID,2023-07-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
573,NA,NA,ID,2023-07-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
574,NA,NA,ID,2023-07-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
575,NA,NA,ID,2023-07-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
576,NA,NA,ID,2023-07-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
577,NA,NA,ID,2023-07-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
578,NA,NA,ID,2023-07-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
579,NA,NA,ID,2023-07-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
580,NA,NA,ID,2023-07-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
581,NA,NA,ID,2023-07-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
582,NA,NA,ID,2023-07-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
583,NA,NA,ID,2023-07-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
584,NA,NA,ID,2023-07-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
585,NA,NA,ID,2023-07-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
586,NA,NA,ID,2023-07-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
587,NA,NA,ID,2023-07-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
588,NA,NA,ID,2023-07-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
589,0.569122235861587,0.3421819689564335,IL,2023-06-11,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1
590,0.562270399422357,0.344651480010443,IL,2023-06-12,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0
591,1.1287291019984,0.471612277678099,IL,2023-06-13,1,1,1,0,1,1,1,1,1,1,1,0,0,0,1,0,1,1
592,0.50369150662571,0.355613307906481,IL,2023-06-14,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
593,1.86595788729662,0.3251082651792405,IL,2023-06-15,1,1,0,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0
594,1.8521362074992,0.443644473709041,IL,2023-06-16,1,0,1,0,1,1,1,1,1,1,0,0,0,0,1,1,1,0
595,0.980098742282998,0.2941245220703845,IL,2023-06-17,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,0
596,0.429560736886303,0.302361711394396,IL,2023-06-18,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
597,1.99954743884821,0.4161792817376235,IL,2023-06-19,1,1,0,0,0,1,1,1,1,1,0,0,0,0,1,1,1,0
598,1.54798043813545,0.374845839459247,IL,2023-06-20,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0
599,0.835900582112894,0.3759861935556805,IL,2023-06-21,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0
600,NA,NA,IL,2023-06-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
601,0.481344613085496,0.343582470353553,IL,2023-06-23,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0
602,0.993706773270825,0.2956257857328835,IL,2023-06-24,1,1,0,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0
603,NA,NA,IL,2023-06-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
604,1.77337181563145,0.453264048605637,IL,2023-06-26,1,0,0,1,1,0,1,1,1,1,0,0,1,0,0,1,1,0
605,1.38985521379012,0.496137381675877,IL,2023-06-27,1,0,0,1,1,1,1,1,1,1,0,0,1,0,0,0,1,1
606,0.394405028237746,0.2771223502577715,IL,2023-06-28,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
607,3.33652131729673,0.470831671626833,IL,2023-06-29,1,0,0,1,1,1,1,1,1,1,0,0,1,0,0,0,1,0
608,1.02533158379268,0.3799648851536115,IL,2023-06-30,1,0,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,0
609,0.542487925158355,0.3363357477843955,IL,2023-07-01,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0
610,0.734217424883016,0.51616413075289,IL,2023-07-02,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,0,1,1
611,1.2776464630561,0.377833379220192,IL,2023-07-03,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0
612,0.3570790532869,0.255637834597432,IL,2023-07-04,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1
613,1.94849894995628,0.468961252758551,IL,2023-07-05,1,0,0,1,1,1,1,1,1,1,0,0,1,1,0,1,1,0
614,NA,NA,IL,2023-07-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
615,1.3149637926911,0.4294443637266985,IL,2023-07-07,1,1,1,1,0,1,1,1,1,1,1,0,1,0,1,0,1,1
616,1.37972828748291,0.4577277179249625,IL,2023-07-08,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1,1,1,0
617,0.657090799240261,0.4644179134923945,IL,2023-07-09,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0
618,1.91426212225474,0.426763442924048,IL,2023-07-10,1,1,1,1,1,1,1,1,0,1,1,0,1,0,0,0,1,0
619,1.19919037273442,0.3970471593290805,IL,2023-07-11,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,0
620,0.761880720151108,0.4075616141207365,IL,2023-07-12,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,0
621,2.18264579466324,0.4609700700852065,IL,2023-07-13,1,1,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0
622,2.64451902247895,0.4306075522497785,IL,2023-07-14,1,0,1,1,1,0,0,1,1,1,0,1,1,0,0,0,1,1
623,1.09913043969973,0.47687127620511,IL,2023-07-15,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,1,0
624,1.61870593299453,0.4792982962241435,IL,2023-07-16,1,1,0,1,1,0,1,1,1,1,1,0,1,0,0,0,1,1
625,1.52412476955033,0.358312641672966,IL,2023-07-17,1,0,1,1,1,1,1,1,1,1,0,0,1,1,0,0,1,0
626,2.51061040990181,0.4413132644724485,IL,2023-07-18,1,1,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0
627,0.734771699067623,0.37615034494624,IL,2023-07-19,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0
628,3.11421767530581,0.516937967171175,IL,2023-07-20,1,1,0,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0
629,1.82496536832901,0.4261393017061895,IL,2023-07-21,1,1,1,1,0,1,1,1,0,1,1,0,1,0,0,0,1,0
630,2.15488147116109,0.451838656329536,IL,2023-07-22,1,1,1,1,1,1,1,1,0,1,0,1,1,0,1,1,1,0
631,NA,NA,IN,2023-06-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
632,NA,NA,IN,2023-06-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
633,0.382179887321288,0.261542584496171,IN,2023-06-13,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0
634,NA,NA,IN,2023-06-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
635,NA,NA,IN,2023-06-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
636,0.746348571753738,0.4018342922727475,IN,2023-06-16,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0,1,1,1
637,NA,NA,IN,2023-06-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
638,0.468176271995953,0.315870664949069,IN,2023-06-18,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
639,NA,NA,IN,2023-06-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
640,0.475657425125333,0.3181143019892515,IN,2023-06-20,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
641,NA,NA,IN,2023-06-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
642,1.08090603134502,0.335368086360147,IN,2023-06-22,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,0
643,0.608833867448535,0.3592905876621505,IN,2023-06-23,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,1
644,NA,NA,IN,2023-06-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
645,NA,NA,IN,2023-06-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
646,0.765076781038578,0.54056722680632,IN,2023-06-26,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,0,1,1
647,0.519823412514941,0.3759914115603505,IN,2023-06-27,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
648,0.398608367936107,0.2771223502577715,IN,2023-06-28,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1
649,0.684155424432594,0.487976139615715,IN,2023-06-29,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0
650,0.535300756506288,0.334341992784182,IN,2023-06-30,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0
651,NA,NA,IN,2023-07-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
652,NA,NA,IN,2023-07-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
653,NA,NA,IN,2023-07-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
654,0.893334027267581,0.255637834597432,IN,2023-07-04,1,1,0,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1
655,0.680408508022237,0.481471531606152,IN,2023-07-05,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1
656,NA,NA,IN,2023-07-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
657,0.865832270725699,0.612499124811005,IN,2023-07-07,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,0,1
658,0.829159026047731,0.588252715621805,IN,2023-07-08,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1
659,0.927054379793674,0.4718691019368375,IN,2023-07-09,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0
660,NA,NA,IN,2023-07-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
661,0.673478493859072,0.4773756869109085,IN,2023-07-11,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0
662,1.06571945612837,0.467608972169516,IN,2023-07-12,1,1,0,1,1,1,1,1,1,1,1,0,1,0,0,1,1,0
663,0.634360172922852,0.4429237123300135,IN,2023-07-13,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
664,0.92169280716014,0.4673553038579375,IN,2023-07-14,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,1
665,0.93166901366089,0.474908512352932,IN,2023-07-15,1,1,1,1,1,1,1,1,0,1,0,1,1,0,1,0,1,0
666,0.329710654998459,0.236027381496502,IN,2023-07-16,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0
667,0.95795649734698,0.483372536147888,IN,2023-07-17,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1,0,1,0
668,1.00276650858811,0.4993089387350965,IN,2023-07-18,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0
669,1.93920261781478,0.471400800916042,IN,2023-07-19,1,1,0,1,1,1,1,1,0,1,1,0,1,0,1,0,1,0
670,NA,NA,IN,2023-07-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
671,0.664540918675394,0.4662610520913395,IN,2023-07-21,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1
672,0.671120193710682,0.469539613826043,IN,2023-07-22,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
673,NA,NA,KS,2023-06-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
674,NA,NA,KS,2023-06-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
675,NA,NA,KS,2023-06-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
676,0.382376887277832,0.269612812695825,KS,2023-06-14,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0
677,0.745304081347847,0.52102656419025,KS,2023-06-15,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
678,NA,NA,KS,2023-06-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
679,NA,NA,KS,2023-06-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
680,NA,NA,KS,2023-06-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
681,NA,NA,KS,2023-06-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
682,0.449719516837657,0.318874115869213,KS,2023-06-20,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
683,NA,NA,KS,2023-06-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
684,NA,NA,KS,2023-06-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
685,NA,NA,KS,2023-06-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
686,NA,NA,KS,2023-06-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
687,NA,NA,KS,2023-06-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
688,NA,NA,KS,2023-06-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
689,0.815709529810491,0.58078447751324,KS,2023-06-27,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1
690,NA,NA,KS,2023-06-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
691,NA,NA,KS,2023-06-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
692,NA,NA,KS,2023-06-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
693,NA,NA,KS,2023-07-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
694,NA,NA,KS,2023-07-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
695,NA,NA,KS,2023-07-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
696,NA,NA,KS,2023-07-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
697,NA,NA,KS,2023-07-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
698,0.680557848974395,0.480776732836563,KS,2023-07-06,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1
699,NA,NA,KS,2023-07-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
700,NA,NA,KS,2023-07-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
701,NA,NA,KS,2023-07-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
702,NA,NA,KS,2023-07-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
703,0.670664703852147,0.4726374203407305,KS,2023-07-11,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,0,1,1
704,NA,NA,KS,2023-07-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
705,NA,NA,KS,2023-07-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
706,NA,NA,KS,2023-07-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
707,NA,NA,KS,2023-07-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
708,NA,NA,KS,2023-07-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
709,0.833146081999542,0.235837910859177,KS,2023-07-17,1,1,0,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1
710,NA,NA,KS,2023-07-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
711,NA,NA,KS,2023-07-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
712,NA,NA,KS,2023-07-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
713,NA,NA,KS,2023-07-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
714,NA,NA,KS,2023-07-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
715,NA,NA,KY,2023-06-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716,0.882156636619122,0.2535389131790625,KY,2023-06-12,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0
717,NA,NA,KY,2023-06-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718,0.607720829999475,0.4304720716030265,KY,2023-06-14,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
719,NA,NA,KY,2023-06-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
720,NA,NA,KY,2023-06-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
721,NA,NA,KY,2023-06-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
722,NA,NA,KY,2023-06-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
723,0.602550507669637,0.421232196823002,KY,2023-06-19,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0
724,NA,NA,KY,2023-06-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
725,NA,NA,KY,2023-06-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
726,NA,NA,KY,2023-06-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
727,NA,NA,KY,2023-06-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
728,NA,NA,KY,2023-06-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
729,NA,NA,KY,2023-06-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
730,NA,NA,KY,2023-06-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
731,0.4028392706507,0.281439216538624,KY,2023-06-27,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0
732,NA,NA,KY,2023-06-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
733,0.928911580499239,0.273013910319288,KY,2023-06-29,1,1,0,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1
734,NA,NA,KY,2023-06-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
735,NA,NA,KY,2023-07-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
736,NA,NA,KY,2023-07-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
737,NA,NA,KY,2023-07-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
738,NA,NA,KY,2023-07-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
739,0.827436641209071,0.585549975224765,KY,2023-07-05,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1
740,NA,NA,KY,2023-07-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
741,0.353967896589265,0.2477792557519455,KY,2023-07-07,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1
742,NA,NA,KY,2023-07-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
743,NA,NA,KY,2023-07-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
744,NA,NA,KY,2023-07-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
745,NA,NA,KY,2023-07-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
746,0.345493617787501,0.2390355177405485,KY,2023-07-12,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0
