...1,es_score,brier_score,location,target_date,X24B_50_CI,X24C_50_CI,X24D_50_CI,X24E_50_CI,X24G_50_CI,recombinant_50_CI,other_50_CI,X24A_50_CI,X24B_95_CI,X24C_95_CI,X24D_95_CI,X24E_95_CI,X24G_95_CI,recombinant_95_CI,other_95_CI,X24A_95_CI
215,NA,NA,CO,2024-05-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
216,0.337678687632912,0.240751430995354,CO,2024-05-24,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0
217,NA,NA,CO,2024-05-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
218,NA,NA,CO,2024-05-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
219,NA,NA,CO,2024-05-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
220,NA,NA,CO,2024-05-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
221,0.411354547321684,0.294128734381439,CO,2024-05-29,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0
222,NA,NA,CO,2024-05-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
223,NA,NA,CO,2024-05-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
224,NA,NA,CO,2024-06-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
225,NA,NA,CO,2024-06-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
226,NA,NA,CO,2024-06-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
227,0.355515159256583,0.2532877000126305,CO,2024-06-04,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
228,0.879241305982605,0.250611732645399,CO,2024-06-05,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1
229,0.536029819002782,0.379348574597391,CO,2024-06-06,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0
230,NA,NA,CO,2024-06-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
231,NA,NA,CO,2024-06-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
232,NA,NA,CO,2024-06-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
233,1.68264080511896,0.3706174635992255,CO,2024-06-10,1,0,1,1,1,1,1,1,0,0,1,1,0,1,1,0
234,0.571197180870126,0.4073543401309415,CO,2024-06-11,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1
235,0.359028405261383,0.258919155704927,CO,2024-06-12,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
236,0.631548320407511,0.4487131084640955,CO,2024-06-13,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0
237,0.630936998330575,0.4604511814558565,CO,2024-06-14,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,0
238,NA,NA,CO,2024-06-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
239,NA,NA,CO,2024-06-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
240,0.460566761163393,0.338286638024419,CO,2024-06-17,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0
241,NA,NA,CO,2024-06-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
242,0.752329950885919,0.548176858394075,CO,2024-06-19,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0
243,NA,NA,CO,2024-06-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
244,0.808071729882545,0.579687864597,CO,2024-06-21,1,1,1,1,0,1,1,1,1,0,1,1,0,1,1,1
245,NA,NA,CO,2024-06-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
246,NA,NA,CO,2024-06-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
247,NA,NA,CO,2024-06-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
248,0.636638037663016,0.3412606724340025,CO,2024-06-25,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1
249,1.74227876861973,0.67728932581433,CO,2024-06-26,1,1,1,0,0,1,1,1,1,0,1,0,0,1,1,1
250,0.916104479771644,0.702112184857165,CO,2024-06-27,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,0
251,0.92136709371465,0.714539305755165,CO,2024-06-28,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1
252,NA,NA,CO,2024-06-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
253,0.266201562341872,0.1908202246861655,CT,2024-05-19,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0
254,NA,NA,CT,2024-05-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
255,NA,NA,CT,2024-05-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
256,0.310530892549832,0.220222128344947,CT,2024-05-22,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0
257,0.322765763192138,0.2304065637869965,CT,2024-05-23,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
258,0.334582974144499,0.240751430995354,CT,2024-05-24,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
259,NA,NA,CT,2024-05-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
260,NA,NA,CT,2024-05-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
261,NA,NA,CT,2024-05-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
262,NA,NA,CT,2024-05-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
263,0.69951538589615,0.3883614876896175,CT,2024-05-29,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0
264,0.395981678228275,0.274673411226797,CT,2024-05-30,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
265,0.431825373513229,0.3158153034106925,CT,2024-05-31,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0
266,NA,NA,CT,2024-06-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
267,NA,NA,CT,2024-06-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
268,NA,NA,CT,2024-06-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
269,NA,NA,CT,2024-06-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
270,0.516888551567806,0.3690799053523055,CT,2024-06-05,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
271,NA,NA,CT,2024-06-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
272,0.694644856058941,0.385148538882017,CT,2024-06-07,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,0
273,NA,NA,CT,2024-06-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
274,NA,NA,CT,2024-06-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
275,1.34791877966801,0.4381445794856915,CT,2024-06-10,0,1,1,1,1,1,1,0,0,0,0,1,0,1,1,0
276,NA,NA,CT,2024-06-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
277,0.572720826295579,0.404976766165507,CT,2024-06-12,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1
278,NA,NA,CT,2024-06-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
279,0.940978708198482,0.476974771836153,CT,2024-06-14,1,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1
280,NA,NA,CT,2024-06-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
281,NA,NA,CT,2024-06-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
282,0.708977983730839,0.50651935318332,CT,2024-06-17,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
283,0.732171524531961,0.52623414959258,CT,2024-06-18,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0
284,1.02832785058659,0.4715948912196335,CT,2024-06-19,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,1
285,NA,NA,CT,2024-06-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
286,NA,NA,CT,2024-06-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
287,0.853751011802503,0.624758397525065,CT,2024-06-22,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0
288,NA,NA,CT,2024-06-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
289,1.82578778591254,0.679938815227755,CT,2024-06-24,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,0
290,0.643229946638909,0.3412606724340025,CT,2024-06-25,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1
291,NA,NA,CT,2024-06-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
292,4.01328481947477,0.75864499091361,CT,2024-06-27,1,1,1,0,1,1,1,0,0,1,1,0,1,1,1,0
293,1.60118729450398,0.771387529529715,CT,2024-06-28,1,1,1,0,0,1,1,0,1,1,1,0,0,1,1,0
294,NA,NA,CT,2024-06-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
295,0.787859775517933,0.55935137551513,DC,2024-05-19,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,0
296,0.494943252142884,0.351645516012379,DC,2024-05-20,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
297,0.296106508185083,0.2102176277410545,DC,2024-05-21,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0
298,0.307912532707557,0.220222128344947,DC,2024-05-22,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0
299,0.322394122010432,0.2304065637869965,DC,2024-05-23,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
300,0.33238851067574,0.240751430995354,DC,2024-05-24,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
301,0.360126287373826,0.251236121280842,DC,2024-05-25,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
302,0.431983708843909,0.300348291844821,DC,2024-05-26,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
303,NA,NA,DC,2024-05-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
304,NA,NA,DC,2024-05-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
305,NA,NA,DC,2024-05-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
306,NA,NA,DC,2024-05-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
307,0.657862592018492,0.4690314698139945,DC,2024-05-31,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,0
308,NA,NA,DC,2024-06-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
309,NA,NA,DC,2024-06-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
310,1.11867381242857,0.3480741632882495,DC,2024-06-03,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0
311,1.12931701892336,0.358645945950433,DC,2024-06-04,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0
312,0.345203873622339,0.250611732645399,DC,2024-06-05,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
313,NA,NA,DC,2024-06-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
314,NA,NA,DC,2024-06-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
315,NA,NA,DC,2024-06-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
316,NA,NA,DC,2024-06-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
317,NA,NA,DC,2024-06-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
318,0.598810803768933,0.42820705339748,DC,2024-06-11,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0
319,0.776184959530664,0.42154797661917,DC,2024-06-12,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,0
320,1.00109406589192,0.381353143116566,DC,2024-06-13,1,0,1,1,1,1,1,1,0,0,1,0,0,1,1,0
321,0.873192924182367,0.450085529676867,DC,2024-06-14,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,0
322,0.664061033666012,0.4737845406145265,DC,2024-06-15,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,0
323,NA,NA,DC,2024-06-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
324,0.913261035994159,0.470176897007514,DC,2024-06-17,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0
325,0.496587162407856,0.36526021111497,DC,2024-06-18,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
326,0.764312271256558,0.548176858394075,DC,2024-06-19,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,0
327,NA,NA,DC,2024-06-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
328,0.69971976375892,0.521652334344075,DC,2024-06-21,1,0,1,1,1,1,1,1,1,0,1,1,0,1,1,1
329,NA,NA,DC,2024-06-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
330,NA,NA,DC,2024-06-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
331,1.58136958999946,0.57664023076139,DC,2024-06-24,0,1,1,0,1,1,1,1,0,1,1,0,1,1,1,1
332,NA,NA,DC,2024-06-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
333,NA,NA,DC,2024-06-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
334,0.908822821416364,0.702112184857165,DC,2024-06-27,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,0
335,NA,NA,DC,2024-06-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
336,NA,NA,DC,2024-06-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
337,NA,NA,DE,2024-05-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
338,NA,NA,DE,2024-05-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
339,NA,NA,DE,2024-05-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
340,0.88979989511407,0.3250921316147745,DE,2024-05-22,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,0
341,0.751804810860781,0.52692499257025,DE,2024-05-23,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
342,NA,NA,DE,2024-05-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
343,NA,NA,DE,2024-05-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
344,0.779253317485357,0.350462261078596,DE,2024-05-26,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,0
345,NA,NA,DE,2024-05-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
346,0.405173415821684,0.2866057480292885,DE,2024-05-28,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
347,NA,NA,DE,2024-05-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
348,2.03347039614617,0.425471925110658,DE,2024-05-30,1,0,1,1,1,1,1,0,1,0,1,1,0,1,1,0
349,NA,NA,DE,2024-05-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
350,NA,NA,DE,2024-06-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
351,NA,NA,DE,2024-06-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
352,NA,NA,DE,2024-06-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
353,NA,NA,DE,2024-06-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
354,1.84769367257404,0.3690799053523055,DE,2024-06-05,0,1,1,1,1,1,1,0,0,0,1,1,1,1,1,0
355,NA,NA,DE,2024-06-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
356,0.873449162571065,0.4540991795281165,DE,2024-06-07,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,0
357,NA,NA,DE,2024-06-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
358,NA,NA,DE,2024-06-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
359,0.591422273276192,0.4110527537184705,DE,2024-06-10,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1
360,0.591505344192559,0.4073543401309415,DE,2024-06-11,1,0,1,1,1,1,1,1,1,0,1,1,0,1,1,1
361,NA,NA,DE,2024-06-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
362,0.572236147031701,0.404526622655707,DE,2024-06-13,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
363,NA,NA,DE,2024-06-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
364,NA,NA,DE,2024-06-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
365,1.19459870997264,0.393059029277653,DE,2024-06-16,1,1,1,0,1,1,1,1,0,0,1,0,1,1,1,0
366,0.515958469798068,0.320687928062442,DE,2024-06-17,1,1,1,1,1,1,1,1,0,0,1,0,0,1,1,1
367,0.82906511975725,0.4437932163067075,DE,2024-06-18,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
368,1.32054598734996,0.4464457440984835,DE,2024-06-19,0,1,1,1,1,1,1,0,0,0,1,1,0,1,1,0
369,NA,NA,DE,2024-06-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
370,2.73329692705458,0.567511469988155,DE,2024-06-21,1,1,1,0,1,1,1,0,1,0,1,0,1,1,1,0
371,2.24425502058864,0.56304253699047,DE,2024-06-22,0,1,1,0,1,1,1,0,0,1,1,0,1,1,1,0
372,3.27997555699251,0.60264794481414,DE,2024-06-23,1,1,1,0,1,1,1,0,0,0,1,0,1,1,1,0
373,0.597005626676697,0.3313131142128665,DE,2024-06-24,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1
374,2.50981410702794,0.613454527946745,DE,2024-06-25,0,1,1,0,1,1,1,1,0,0,1,0,1,1,1,1
375,2.34498884987989,0.67020241763109,DE,2024-06-26,0,1,1,0,0,1,1,1,0,1,1,0,0,1,1,1
376,1.85606798441904,0.702112184857165,DE,2024-06-27,1,0,1,0,1,1,1,1,1,0,1,1,1,1,1,0
377,2.85903578833226,0.758268378411015,DE,2024-06-28,1,1,1,0,0,1,1,0,1,1,1,0,0,1,1,0
378,1.06319712939432,0.80477788431381,DE,2024-06-29,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0
379,NA,NA,FL,2024-05-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
380,0.312523680299371,0.276028429517052,FL,2024-05-20,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0
381,0.467169411929945,0.2541852905147755,FL,2024-05-21,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0
382,0.315691216416172,0.220222128344947,FL,2024-05-22,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0
383,0.467982048389107,0.324198000063333,FL,2024-05-23,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
384,1.66857992214905,0.497906648932878,FL,2024-05-24,1,1,1,1,0,1,1,0,0,1,1,1,0,1,1,0
385,0.35120045019162,0.251236121280842,FL,2024-05-25,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0
386,0.888900988203617,0.2618390393993065,FL,2024-05-26,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,0
387,0.375795193816686,0.272537718689547,FL,2024-05-27,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0
388,0.804987881643565,0.567213209748325,FL,2024-05-28,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1
389,2.15716276031705,0.2804092341552015,FL,2024-05-29,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0
390,1.05416007563895,0.5164007062353,FL,2024-05-30,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1
391,2.19944462047786,0.3792867404107265,FL,2024-05-31,1,0,0,0,1,1,1,1,0,0,0,0,1,0,1,0
392,1.58602579613068,0.54728783536399,FL,2024-06-01,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,0
393,1.76740002400719,0.289224773410802,FL,2024-06-02,0,0,1,1,1,1,1,1,0,1,1,1,0,1,1,0
394,1.24485575937312,0.368091382660767,FL,2024-06-03,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,0
395,1.94235957386127,0.4209475522717655,FL,2024-06-04,0,0,1,1,0,1,1,1,0,0,1,1,0,1,1,1
396,3.73026101826453,0.4437081628268,FL,2024-06-05,0,1,1,1,0,1,1,1,0,0,1,1,0,0,1,1
397,1.26668746693137,0.414312938560589,FL,2024-06-06,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,0
398,1.00056423927824,0.32751266845116,FL,2024-06-07,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1
399,1.71637804021372,0.312151606551584,FL,2024-06-08,0,0,1,1,1,1,1,0,0,0,1,1,0,0,1,0
400,1.40662239708072,0.371844998604333,FL,2024-06-09,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1
401,1.37283725075333,0.3685269064991385,FL,2024-06-10,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,0
402,1.22440193874922,0.352555957847352,FL,2024-06-11,1,0,1,1,1,1,1,1,1,0,1,1,0,1,1,0
403,2.20668684055324,0.3301466176718365,FL,2024-06-12,0,1,1,1,1,1,1,1,0,0,1,0,0,1,1,0
404,2.88130445732801,0.4064591431352925,FL,2024-06-13,1,1,1,0,0,1,1,0,1,0,1,0,0,0,1,0
405,3.19404801861369,0.4219947164860315,FL,2024-06-14,1,1,1,0,0,1,1,1,0,0,1,1,0,1,1,0
406,0.68513657659915606,0.3845940135523855,FL,2024-06-15,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,0
407,1.77987810320917,0.3944860379397725,FL,2024-06-16,1,0,1,1,1,1,1,1,0,0,0,1,1,1,1,1
408,9.4498870778216,0.4835867679709425,FL,2024-06-17,0,1,1,0,0,1,1,0,0,0,1,0,0,1,1,0
409,6.11715866064768,0.4836861766144935,FL,2024-06-18,0,1,1,0,0,1,1,0,1,0,0,0,0,1,1,0
410,7.92021464863601,0.50697787062161,FL,2024-06-19,1,1,1,0,0,1,1,0,0,0,0,0,0,1,1,0
411,7.25997907278637,0.53542155984787,FL,2024-06-20,1,1,1,0,0,1,1,0,1,0,0,0,0,1,1,0
412,5.35896804834686,0.52309606912008,FL,2024-06-21,0,1,1,0,1,1,1,0,0,0,1,0,1,1,1,0
413,4.11594552795033,0.58970407041497,FL,2024-06-22,1,1,1,0,0,1,1,0,1,0,1,0,0,1,1,0
414,5.77658431234137,0.610202498934285,FL,2024-06-23,1,0,1,0,1,1,1,0,1,0,1,0,0,1,1,0
415,13.3984294966077,0.5551312318705,FL,2024-06-24,1,1,1,0,0,1,1,0,0,0,0,0,0,1,1,0
416,7.98518508009854,0.59031027194925,FL,2024-06-25,1,0,1,0,0,1,1,0,0,0,1,0,0,1,1,0
417,24.0012499512644,0.67228431957689,FL,2024-06-26,1,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0
418,17.028573872843,0.68456232658098,FL,2024-06-27,1,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0
419,19.4188409106107,0.70078350162096,FL,2024-06-28,0,1,1,0,0,1,1,0,0,0,0,0,0,1,1,0
420,3.57944488356458,0.56530206085824,FL,2024-06-29,0,1,1,0,1,1,1,0,1,1,1,0,0,1,1,0
421,0.263697796225041,0.1908202246861655,GA,2024-05-19,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
422,0.887941226183815,0.451348962179995,GA,2024-05-20,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
423,NA,NA,GA,2024-05-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
424,0.312050139752149,0.220222128344947,GA,2024-05-22,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0
425,NA,NA,GA,2024-05-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
426,0.684575524338517,0.3799561085667315,GA,2024-05-24,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0
427,0.35062507740382,0.251236121280842,GA,2024-05-25,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0
428,NA,NA,GA,2024-05-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
429,NA,NA,GA,2024-05-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
430,NA,NA,GA,2024-05-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
431,NA,NA,GA,2024-05-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
432,0.428321291715812,0.304972590368573,GA,2024-05-30,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
433,0.660103834603547,0.36921913021227,GA,2024-05-31,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0
434,NA,NA,GA,2024-06-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
