...1,es_score,brier_score,location,target_date,X22F_50_CI,X23I_50_CI,X24B_50_CI,recombinant_50_CI,other_50_CI,X24A_50_CI,X22F_95_CI,X23I_95_CI,X24B_95_CI,recombinant_95_CI,other_95_CI,X24A_95_CI
255,4.778627640642e-4,3.9116782486765e-4,CT,2024-03-05,1,1,1,1,1,1,1,1,1,1,1,1
256,NA,NA,CT,2024-03-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
257,6.3042812357638e-4,4.28567997352875e-4,CT,2024-03-07,1,1,1,1,1,1,1,1,1,1,1,1
258,5.36708190533e-4,4.52848823860395e-4,CT,2024-03-08,1,1,1,1,1,1,1,1,1,1,1,1
259,NA,NA,CT,2024-03-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
260,NA,NA,CT,2024-03-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
261,NA,NA,CT,2024-03-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
262,NA,NA,CT,2024-03-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
263,9.5944490939228e-4,6.4528221328232e-4,CT,2024-03-13,1,1,1,1,1,1,1,1,1,1,1,1
264,NA,NA,CT,2024-03-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
265,0.00107517000533392,7.65531972739545e-4,CT,2024-03-15,1,1,1,1,1,1,1,1,1,1,1,1
266,NA,NA,CT,2024-03-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
267,NA,NA,CT,2024-03-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
268,NA,NA,CT,2024-03-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
269,NA,NA,CT,2024-03-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
270,NA,NA,CT,2024-03-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
271,0.00219290783815387,0.001363547798598965,CT,2024-03-21,1,1,1,1,1,1,1,1,1,1,1,1
272,0.00282533000127508,0.00151122288782213,CT,2024-03-22,1,1,1,1,1,1,1,1,1,1,1,1
273,0.00256068821740708,0.00167709573066126,CT,2024-03-23,1,1,1,1,1,1,1,1,1,1,1,1
274,0.0024606326079083,0.001863297252965245,CT,2024-03-24,1,1,1,1,1,1,1,1,1,1,1,1
275,NA,NA,CT,2024-03-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
276,0.0129379780100598,0.002306442208381125,CT,2024-03-26,1,1,1,1,1,1,1,1,1,1,1,1
277,NA,NA,CT,2024-03-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
278,NA,NA,CT,2024-03-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
279,NA,NA,CT,2024-03-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
280,NA,NA,CT,2024-03-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
281,NA,NA,CT,2024-03-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
282,NA,NA,CT,2024-04-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
283,NA,NA,CT,2024-04-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
284,NA,NA,CT,2024-04-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
285,NA,NA,CT,2024-04-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
286,NA,NA,CT,2024-04-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
287,NA,NA,CT,2024-04-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
288,NA,NA,CT,2024-04-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
289,NA,NA,CT,2024-04-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
290,NA,NA,CT,2024-04-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
291,0.0192810765538646,0.0118177924404053,CT,2024-04-10,1,1,1,1,1,1,1,1,1,1,1,1
292,0.0212766450252122,0.01315355180189445,CT,2024-04-11,1,1,1,1,1,1,1,1,1,1,1,1
293,0.0228299182054149,0.01463142127423035,CT,2024-04-12,1,1,1,1,1,1,1,1,1,1,1,1
294,NA,NA,CT,2024-04-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
295,6.0304894904052e-4,3.66988435297925e-4,DC,2024-03-03,1,1,1,1,1,1,1,1,1,1,1,1
296,6.2438943169455e-4,3.77527314692525e-4,DC,2024-03-04,1,1,1,1,1,1,1,1,1,1,1,1
297,NA,NA,DC,2024-03-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
298,5.8271255777008e-4,4.08102438234175e-4,DC,2024-03-06,1,1,1,1,1,1,1,1,1,1,1,1
299,NA,NA,DC,2024-03-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
300,0.00283685223954024,4.52848823860395e-4,DC,2024-03-08,1,1,1,1,1,1,1,1,1,1,1,1
301,6.547101703965e-4,4.81280441872675e-4,DC,2024-03-09,1,1,1,1,1,1,1,1,1,1,1,1
302,0.00292776818006023,5.14253952641065e-4,DC,2024-03-10,1,1,1,1,1,1,1,1,1,1,1,1
303,NA,NA,DC,2024-03-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
304,NA,NA,DC,2024-03-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
305,NA,NA,DC,2024-03-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
306,NA,NA,DC,2024-03-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
307,9.7648618280269e-4,7.65531972739545e-4,DC,2024-03-15,1,1,1,1,1,1,1,1,1,1,1,1
308,0.00127870362154214,8.3781943263578e-4,DC,2024-03-16,1,1,1,1,1,1,1,1,1,1,1,1
309,0.00542008982663418,9.1946950345535e-4,DC,2024-03-17,1,1,1,1,1,1,1,1,1,1,1,1
310,NA,NA,DC,2024-03-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
311,NA,NA,DC,2024-03-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
312,0.00194789533804991,0.00123215897504307,DC,2024-03-20,1,1,1,1,1,1,1,1,1,1,1,1
313,NA,NA,DC,2024-03-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
314,NA,NA,DC,2024-03-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
315,0.0103179969841047,0.00167709573066126,DC,2024-03-23,1,1,1,1,1,1,1,1,0,1,1,0
316,0.00292715337736596,0.001863297252965245,DC,2024-03-24,1,1,1,1,1,1,1,1,1,1,1,1
317,0.00315342754633471,0.002072200010242105,DC,2024-03-25,1,1,1,1,1,1,1,1,1,1,1,1
318,NA,NA,DC,2024-03-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
319,0.0042146675420766,0.002568953604197095,DC,2024-03-27,1,1,1,1,1,1,1,1,1,1,1,1
320,NA,NA,DC,2024-03-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
321,NA,NA,DC,2024-03-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
322,NA,NA,DC,2024-03-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
323,NA,NA,DC,2024-03-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
324,0.00611982533770858,0.004432162434479,DC,2024-04-01,1,1,1,1,1,1,1,1,1,1,1,1
325,NA,NA,DC,2024-04-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
326,1.20051049230129,0.85699975509503,DC,2024-04-03,1,1,0,1,1,0,1,1,0,1,1,0
327,NA,NA,DC,2024-04-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
328,NA,NA,DC,2024-04-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
329,NA,NA,DC,2024-04-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
330,NA,NA,DC,2024-04-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
331,NA,NA,DC,2024-04-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
332,1.17667064514904,0.457691665413663,DC,2024-04-09,1,1,1,0,1,0,1,1,1,0,1,0
333,NA,NA,DC,2024-04-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
334,NA,NA,DC,2024-04-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
335,NA,NA,DC,2024-04-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
336,NA,NA,DC,2024-04-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
337,5.7592433281585e-4,3.66988435297925e-4,DE,2024-03-03,1,1,1,1,1,1,1,1,1,1,1,1
338,NA,NA,DE,2024-03-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
339,0.0048977592148106,3.9116782486765e-4,DE,2024-03-05,1,1,1,1,1,1,1,1,1,1,1,1
340,6.7654562798512e-4,4.08102438234175e-4,DE,2024-03-06,1,1,1,1,1,1,1,1,1,1,1,1
341,0.00980731258661638,4.28567997352875e-4,DE,2024-03-07,1,1,1,1,1,1,1,1,1,1,0,0
342,NA,NA,DE,2024-03-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
343,NA,NA,DE,2024-03-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
344,NA,NA,DE,2024-03-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
345,NA,NA,DE,2024-03-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
346,NA,NA,DE,2024-03-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
347,NA,NA,DE,2024-03-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
348,NA,NA,DE,2024-03-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
349,NA,NA,DE,2024-03-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
350,NA,NA,DE,2024-03-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
351,NA,NA,DE,2024-03-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
352,0.00191369965418746,0.0010115704764866,DE,2024-03-18,1,1,1,1,1,1,1,1,0,1,1,0
353,0.00126965265467164,0.00111534393837801,DE,2024-03-19,1,1,1,1,1,1,1,1,1,1,1,1
354,NA,NA,DE,2024-03-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
355,NA,NA,DE,2024-03-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
356,0.00831407861048426,0.00151122288782213,DE,2024-03-22,1,1,1,1,1,1,1,1,1,1,1,1
357,0.00276999182477769,0.00167709573066126,DE,2024-03-23,1,1,1,1,1,1,1,1,1,1,1,1
358,NA,NA,DE,2024-03-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
359,0.0655876285258603,0.002072200010242105,DE,2024-03-25,1,1,1,1,1,1,1,1,1,1,1,1
360,NA,NA,DE,2024-03-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
361,0.00409508164396506,0.002568953604197095,DE,2024-03-27,1,1,1,1,1,1,1,1,1,1,1,1
362,0.0165470200127866,0.00286298331668568,DE,2024-03-28,1,1,1,1,1,1,1,1,1,1,1,1
363,NA,NA,DE,2024-03-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
364,NA,NA,DE,2024-03-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
365,NA,NA,DE,2024-03-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
366,0.00711543168309407,0.004432162434479,DE,2024-04-01,1,1,1,1,1,1,1,1,1,1,1,1
367,0.0086865098099656,0.004945882650483845,DE,2024-04-02,1,1,1,1,1,1,1,1,1,1,1,1
368,0.0368224193557143,0.0055191143658163,DE,2024-04-03,1,1,1,1,1,1,1,1,1,1,1,1
369,NA,NA,DE,2024-04-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
370,NA,NA,DE,2024-04-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
371,NA,NA,DE,2024-04-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
372,NA,NA,DE,2024-04-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
373,0.0536147282216559,0.00952439797817625,DE,2024-04-08,1,1,1,1,1,1,1,1,1,1,1,1
374,0.0560389322564018,0.0106118815781417,DE,2024-04-09,1,1,1,1,1,1,1,1,0,1,1,0
375,NA,NA,DE,2024-04-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
376,NA,NA,DE,2024-04-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
377,NA,NA,DE,2024-04-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
378,NA,NA,DE,2024-04-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
379,NA,NA,FL,2024-03-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
380,0.00927107821098394,3.77527314692525e-4,FL,2024-03-04,1,1,1,1,1,1,1,1,1,1,1,1
381,1.26313118736172,0.3214017694302705,FL,2024-03-05,1,1,0,1,1,0,1,1,0,1,1,0
382,0.0022549714756665,4.08102438234175e-4,FL,2024-03-06,1,1,1,1,1,1,1,1,1,1,1,1
383,0.00230208538226034,4.28567997352875e-4,FL,2024-03-07,1,1,1,1,1,1,1,1,1,1,1,1
384,0.0059144690488542,4.52848823860395e-4,FL,2024-03-08,1,1,1,1,1,1,1,1,1,1,1,1
385,NA,NA,FL,2024-03-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
386,NA,NA,FL,2024-03-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
387,0.00660645884578834,5.5222110336414e-4,FL,2024-03-11,1,1,1,1,1,1,1,1,1,1,1,1
388,9.5152531353048e-4,5.95700099163225e-4,FL,2024-03-12,1,1,1,1,1,1,1,1,1,1,1,1
389,0.00813495807056781,6.4528221328232e-4,FL,2024-03-13,1,1,1,1,1,1,1,1,1,1,1,1
390,2.11294271734317,0.3836290455637345,FL,2024-03-14,1,1,0,0,1,0,1,1,0,0,1,0
391,0.00519589877784475,7.65531972739545e-4,FL,2024-03-15,1,1,1,1,1,1,1,1,1,1,1,1
392,NA,NA,FL,2024-03-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
393,NA,NA,FL,2024-03-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
394,NA,NA,FL,2024-03-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
395,NA,NA,FL,2024-03-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
396,0.0421717591679258,0.00123215897504307,FL,2024-03-20,1,1,1,1,1,1,1,1,1,1,1,1
397,0.0305843048197145,0.001363547798598965,FL,2024-03-21,1,1,1,1,1,1,1,1,1,1,1,1
398,NA,NA,FL,2024-03-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
399,0.00237999415054668,0.00167709573066126,FL,2024-03-23,1,1,1,1,1,1,1,1,1,1,1,1
400,0.00304959598714931,0.001863297252965245,FL,2024-03-24,1,1,1,1,1,1,1,1,1,1,1,1
401,0.00294624526074012,0.002072200010242105,FL,2024-03-25,1,1,1,1,1,1,1,1,1,1,1,1
402,2.18778366912302,0.6344498300327,FL,2024-03-26,1,1,1,0,0,0,1,1,1,0,0,0
403,0.14599267198742,0.002568953604197095,FL,2024-03-27,1,1,1,1,1,1,1,1,1,1,1,1
404,0.0922592418456611,0.00286298331668568,FL,2024-03-28,1,1,1,1,1,1,1,1,0,1,1,0
405,0.0193078453264305,0.003192129554254265,FL,2024-03-29,1,1,1,1,1,1,1,1,1,1,1,1
406,NA,NA,FL,2024-03-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
407,NA,NA,FL,2024-03-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
408,NA,NA,FL,2024-04-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
409,1.07181784902625,0.190156643274319,FL,2024-04-02,1,1,1,0,1,1,1,1,1,0,1,0
410,0.032424470395643,0.0055191143658163,FL,2024-04-03,1,1,1,1,1,1,1,1,1,1,1,1
411,1.03166918512963,0.15918316676452,FL,2024-04-04,1,1,1,0,1,1,1,1,0,0,1,0
412,0.0418662607756994,0.00687037592124955,FL,2024-04-05,1,1,1,1,1,1,1,1,1,1,1,1
413,NA,NA,FL,2024-04-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
414,NA,NA,FL,2024-04-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
415,0.0156093397449047,0.00952439797817625,FL,2024-04-08,1,1,1,1,1,1,1,1,1,1,1,1
416,0.0602116927485372,0.0106118815781417,FL,2024-04-09,1,1,1,1,1,1,1,1,1,1,1,1
417,NA,NA,FL,2024-04-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
418,0.0211038846966402,0.01315355180189445,FL,2024-04-11,1,1,1,1,1,1,1,1,1,1,1,1
419,NA,NA,FL,2024-04-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
420,NA,NA,FL,2024-04-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
421,1.3074367304473,0.3242555360551885,GA,2024-03-03,1,1,1,0,1,0,1,1,1,0,0,1
422,1.2336188364807,0.1948048672557585,GA,2024-03-04,1,1,1,1,0,0,1,1,1,1,0,0
423,0.00233767877509838,3.9116782486765e-4,GA,2024-03-05,1,1,1,1,1,1,1,1,1,1,1,1
424,5.7219080888155e-4,4.08102438234175e-4,GA,2024-03-06,1,1,1,1,1,1,1,1,1,1,1,1
425,0.0502973618014748,4.28567997352875e-4,GA,2024-03-07,1,1,1,1,1,1,1,1,1,1,0,0
426,0.0280084504353451,4.52848823860395e-4,GA,2024-03-08,1,1,1,1,1,1,1,1,0,1,1,0
427,1.29700496203714,0.3242838550611375,GA,2024-03-09,1,1,1,1,0,0,1,1,1,1,0,0
428,0.0033878204778873,5.14253952641065e-4,GA,2024-03-10,1,1,1,1,1,1,1,1,1,1,1,1
429,0.0269524057468095,5.5222110336414e-4,GA,2024-03-11,1,1,1,1,1,1,1,1,0,1,1,0
430,9.2312790511425e-4,5.95700099163225e-4,GA,2024-03-12,1,1,1,1,1,1,1,1,1,1,1,1
431,0.0140935861520162,6.4528221328232e-4,GA,2024-03-13,1,1,1,1,1,1,1,1,1,1,1,1
432,9.8098338201726e-4,7.0163925652681e-4,GA,2024-03-14,1,1,1,1,1,1,1,1,1,1,1,1
433,0.0010975428639895,7.65531972739545e-4,GA,2024-03-15,1,1,1,1,1,1,1,1,1,1,1,1
434,NA,NA,GA,2024-03-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
435,NA,NA,GA,2024-03-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
436,NA,NA,GA,2024-03-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
437,NA,NA,GA,2024-03-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
438,0.00798045659361528,0.00123215897504307,GA,2024-03-20,1,1,1,1,1,1,1,1,1,1,1,1
439,0.00223408973705707,0.001363547798598965,GA,2024-03-21,1,1,1,1,1,1,1,1,1,1,1,1
440,NA,NA,GA,2024-03-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
441,NA,NA,GA,2024-03-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
442,0.0119361113142217,0.001863297252965245,GA,2024-03-24,1,1,1,1,1,1,1,1,0,1,1,0
443,1.1893250333559,0.2399235997231005,GA,2024-03-25,1,1,1,1,0,0,1,1,0,1,0,1
444,0.0304995607599357,0.002306442208381125,GA,2024-03-26,1,1,1,1,1,1,1,1,1,1,1,1
445,0.0153372103900254,0.002568953604197095,GA,2024-03-27,1,1,1,1,1,1,1,1,1,1,1,1
446,0.00435406657297387,0.00286298331668568,GA,2024-03-28,1,1,1,1,1,1,1,1,0,1,1,0
447,0.019663611418529,0.003192129554254265,GA,2024-03-29,1,1,1,1,1,1,1,1,1,1,1,1
448,NA,NA,GA,2024-03-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
449,1.3221803903883,0.93864781500283,GA,2024-03-31,1,1,1,1,0,0,1,1,1,1,0,0
450,1.04613712785078,0.437898034020358,GA,2024-04-01,1,1,0,1,1,0,1,1,0,1,1,0
451,0.00718573223914212,0.004945882650483845,GA,2024-04-02,1,1,1,1,1,1,1,1,1,1,1,1
452,0.110378218511453,0.0055191143658163,GA,2024-04-03,1,1,1,1,1,1,1,1,1,0,1,0
453,0.072092270149306,0.00615827285194235,GA,2024-04-04,1,1,1,1,1,1,1,1,1,1,1,1
454,0.0811272220361198,0.00687037592124955,GA,2024-04-05,1,1,1,1,1,1,1,1,1,1,1,1
455,0.147212659204737,0.0076630836089875,GA,2024-04-06,1,1,1,1,1,1,1,1,0,1,1,0
456,0.013723669810136,0.00854473735625735,GA,2024-04-07,1,1,1,1,1,1,1,1,1,1,1,1
457,0.916143172812227,0.4119475325882475,GA,2024-04-08,1,1,0,1,1,0,1,1,0,1,1,0
458,0.189321542439992,0.0106118815781417,GA,2024-04-09,1,1,1,1,1,1,1,1,1,1,1,1
459,0.562144706313099,0.2074691776603805,GA,2024-04-10,1,1,1,1,1,1,1,1,1,1,1,1
460,0.320461424422303,0.01315355180189445,GA,2024-04-11,1,1,1,1,1,1,1,1,0,1,1,0
461,1.07917566381784,0.77272975400781,GA,2024-04-12,1,1,0,1,1,0,1,1,0,1,1,0
462,0.266324583029708,0.0162645195629802,GA,2024-04-13,1,1,1,1,1,1,1,1,0,1,1,0
463,NA,NA,HI,2024-03-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
464,NA,NA,HI,2024-03-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
465,NA,NA,HI,2024-03-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
466,NA,NA,HI,2024-03-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
467,NA,NA,HI,2024-03-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
468,NA,NA,HI,2024-03-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
469,NA,NA,HI,2024-03-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
470,NA,NA,HI,2024-03-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
471,NA,NA,HI,2024-03-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
472,NA,NA,HI,2024-03-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
473,NA,NA,HI,2024-03-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
474,NA,NA,HI,2024-03-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
475,NA,NA,HI,2024-03-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
476,NA,NA,HI,2024-03-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
477,NA,NA,HI,2024-03-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
478,NA,NA,HI,2024-03-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
479,NA,NA,HI,2024-03-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
480,NA,NA,HI,2024-03-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
481,NA,NA,HI,2024-03-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
482,NA,NA,HI,2024-03-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
483,NA,NA,HI,2024-03-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
484,NA,NA,HI,2024-03-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
485,NA,NA,HI,2024-03-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
486,NA,NA,HI,2024-03-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
487,NA,NA,HI,2024-03-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
488,NA,NA,HI,2024-03-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
489,NA,NA,HI,2024-03-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
490,NA,NA,HI,2024-03-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
491,NA,NA,HI,2024-03-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
492,NA,NA,HI,2024-04-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
493,NA,NA,HI,2024-04-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
494,NA,NA,HI,2024-04-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
495,NA,NA,HI,2024-04-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
496,NA,NA,HI,2024-04-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
497,NA,NA,HI,2024-04-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
498,NA,NA,HI,2024-04-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
499,NA,NA,HI,2024-04-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
500,NA,NA,HI,2024-04-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
501,NA,NA,HI,2024-04-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
502,NA,NA,HI,2024-04-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
503,NA,NA,HI,2024-04-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
504,NA,NA,HI,2024-04-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
505,0.0119135738945891,3.66988435297925e-4,IA,2024-03-03,1,1,1,1,1,1,1,1,1,1,0,0
506,1.11467363746457,0.1083357197144775,IA,2024-03-04,1,1,1,0,1,0,1,1,1,0,1,0
507,0.0264490966673102,3.9116782486765e-4,IA,2024-03-05,1,1,1,1,1,1,1,1,1,0,1,0
508,0.0261391142623858,4.08102438234175e-4,IA,2024-03-06,1,1,1,1,1,1,1,1,1,1,1,1
509,0.00866952309882424,4.28567997352875e-4,IA,2024-03-07,1,1,1,1,1,1,1,1,1,1,1,1
