...1,es_score,brier_score,location,target_date,X24B_50_CI,X24C_50_CI,X24D_50_CI,X24G_50_CI,recombinant_50_CI,other_50_CI,X24A_50_CI,X24B_95_CI,X24C_95_CI,X24D_95_CI,X24G_95_CI,recombinant_95_CI,other_95_CI,X24A_95_CI
234,0.322069659025443,0.232933647186296,CO,2024-06-04,1,1,1,1,1,1,1,1,1,1,1,1,1,1
235,0.777346168452279,0.2315875986499845,CO,2024-06-05,0,1,1,1,1,1,1,0,0,0,1,1,1,1
236,0.613109323004782,0.4303284488839775,CO,2024-06-06,1,1,1,1,1,1,0,0,1,1,1,1,1,0
237,NA,NA,CO,2024-06-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
238,NA,NA,CO,2024-06-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
239,NA,NA,CO,2024-06-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
240,1.73674544619709,0.366798669400156,CO,2024-06-10,1,0,1,1,1,1,1,0,0,1,1,1,1,0
241,0.611384293588269,0.4079818422975545,CO,2024-06-11,1,0,1,1,1,1,1,1,0,1,0,1,1,1
242,0.297109666450713,0.233288455458025,CO,2024-06-12,1,1,1,1,1,1,1,0,0,1,1,1,1,1
243,0.682945790869358,0.493904652015221,CO,2024-06-13,1,1,1,1,1,1,0,0,1,1,1,1,1,0
244,0.706595076156992,0.501819308308935,CO,2024-06-14,1,1,1,1,1,1,0,0,1,1,1,1,1,0
245,NA,NA,CO,2024-06-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
246,NA,NA,CO,2024-06-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
247,0.309449924299225,0.2443911361414755,CO,2024-06-17,1,1,1,1,1,1,1,1,1,1,1,1,1,1
248,NA,NA,CO,2024-06-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
249,0.746771695534605,0.53699926473327,CO,2024-06-19,1,1,1,1,1,1,0,1,0,1,1,1,1,0
250,NA,NA,CO,2024-06-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
251,0.635561419943056,0.4073749744222585,CO,2024-06-21,1,1,1,0,1,1,1,1,1,1,0,1,1,0
252,NA,NA,CO,2024-06-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
253,NA,NA,CT,2024-05-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
254,0.537479995965758,0.3850475823710045,CT,2024-05-13,1,1,1,1,1,1,1,1,1,1,1,1,1,1
255,0.248660265431084,0.1761007031934855,CT,2024-05-14,1,1,1,1,1,1,1,0,1,1,1,1,1,0
256,0.260408929450292,0.186027143094243,CT,2024-05-15,1,1,1,1,1,1,1,1,1,1,1,1,1,1
257,NA,NA,CT,2024-05-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
258,NA,NA,CT,2024-05-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
259,NA,NA,CT,2024-05-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
260,0.326551895743948,0.2282834928334515,CT,2024-05-19,1,1,1,1,1,1,1,1,1,1,1,1,1,1
261,NA,NA,CT,2024-05-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
262,NA,NA,CT,2024-05-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
263,0.373986089404106,0.262029446971006,CT,2024-05-22,1,1,1,1,1,1,1,0,1,1,1,1,1,0
264,0.380265791589826,0.2735321069025155,CT,2024-05-23,1,1,1,1,1,1,1,0,1,1,1,1,1,0
265,0.404953873310155,0.2851148765213045,CT,2024-05-24,1,1,1,1,1,1,1,0,1,1,1,1,1,0
266,NA,NA,CT,2024-05-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
267,NA,NA,CT,2024-05-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
268,NA,NA,CT,2024-05-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
269,NA,NA,CT,2024-05-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
270,0.767679644933165,0.408002096421885,CT,2024-05-29,1,1,1,1,1,1,1,0,0,0,1,1,1,0
271,0.337025207838459,0.246557462997198,CT,2024-05-30,1,1,1,1,1,1,1,1,1,1,1,1,1,1
272,0.513846733703857,0.3660146991248705,CT,2024-05-31,1,1,1,1,1,1,1,0,1,1,1,1,1,0
273,NA,NA,CT,2024-06-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
274,NA,NA,CT,2024-06-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
275,NA,NA,CT,2024-06-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
276,NA,NA,CT,2024-06-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
277,0.589176813156507,0.420152504104048,CT,2024-06-05,1,1,1,1,1,1,0,1,1,1,1,1,1,1
278,NA,NA,CT,2024-06-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
279,0.696116701273835,0.383943250476624,CT,2024-06-07,1,1,1,1,1,1,1,0,1,1,0,1,1,0
280,NA,NA,CT,2024-06-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
281,NA,NA,CT,2024-06-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
282,1.5208241052014,0.4535872034922825,CT,2024-06-10,0,1,1,1,1,1,0,0,0,1,0,0,1,1
283,NA,NA,CT,2024-06-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
284,0.603389942300327,0.404021011046331,CT,2024-06-12,1,0,1,1,1,1,1,0,0,1,1,1,1,1
285,NA,NA,CT,2024-06-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
286,0.972629593159156,0.473109758445373,CT,2024-06-14,1,1,1,1,1,1,1,1,0,1,1,1,1,0
287,NA,NA,CT,2024-06-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
288,NA,NA,CT,2024-06-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
289,0.737092025939838,0.52379091735161,CT,2024-06-17,1,1,1,1,1,1,0,0,1,1,1,1,1,0
290,0.742938766654688,0.530535559880645,CT,2024-06-18,1,1,1,1,1,1,0,0,1,1,1,1,1,0
291,0.706885016851346,0.38914904411868,CT,2024-06-19,1,1,1,1,1,1,1,0,0,1,0,1,1,0
292,NA,NA,CT,2024-06-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
293,NA,NA,CT,2024-06-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
294,0.779644382667977,0.554775436782895,CT,2024-06-22,1,1,1,1,1,1,0,1,1,1,0,1,1,0
295,NA,NA,DC,2024-05-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
296,NA,NA,DC,2024-05-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
297,NA,NA,DC,2024-05-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
298,NA,NA,DC,2024-05-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
299,0.283129500693505,0.1962282618744375,DC,2024-05-16,1,1,1,1,1,1,1,1,1,1,1,1,1,1
300,0.292326400188931,0.2066854157524795,DC,2024-05-17,1,1,1,1,1,1,1,1,0,1,1,1,1,0
301,0.312635525177855,0.2173779796730515,DC,2024-05-18,1,1,1,1,1,1,1,1,1,1,1,1,1,1
302,0.791411572877868,0.542940197243995,DC,2024-05-19,1,0,1,1,1,1,1,1,0,1,1,1,1,0
303,0.424765930522632,0.311426369064875,DC,2024-05-20,1,1,1,1,1,1,1,1,1,1,1,1,1,1
304,0.348391496790714,0.25063542271502,DC,2024-05-21,1,1,1,1,1,1,1,1,1,1,1,1,1,1
305,0.365969534972944,0.262029446971006,DC,2024-05-22,1,1,1,1,1,1,1,1,1,1,1,1,1,1
306,0.381036240996441,0.2735321069025155,DC,2024-05-23,1,1,1,1,1,1,1,1,1,0,1,1,1,0
307,0.39948710350571,0.2851148765213045,DC,2024-05-24,1,1,1,1,1,1,1,0,1,1,1,1,1,0
308,0.410846307254628,0.2967487747427785,DC,2024-05-25,1,1,1,1,1,1,1,1,0,1,1,1,1,0
309,0.363793201719424,0.2663554314786145,DC,2024-05-26,1,1,1,1,1,1,1,1,1,1,1,1,1,1
310,NA,NA,DC,2024-05-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
311,NA,NA,DC,2024-05-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
312,NA,NA,DC,2024-05-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
313,NA,NA,DC,2024-05-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
314,0.68156145961944,0.4610229596459045,DC,2024-05-31,1,0,1,1,1,1,1,1,0,1,0,1,1,1
315,NA,NA,DC,2024-06-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
316,NA,NA,DC,2024-06-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
317,1.24157334657764,0.3990952941249255,DC,2024-06-03,1,1,1,1,1,1,0,0,1,1,1,1,1,0
318,1.27325171958957,0.4097361270186915,DC,2024-06-04,1,1,1,1,1,1,0,1,1,1,0,1,1,0
319,0.308835660634079,0.2315875986499845,DC,2024-06-05,1,1,1,1,1,1,1,1,1,1,1,1,1,1
320,NA,NA,DC,2024-06-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
321,NA,NA,DC,2024-06-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
322,NA,NA,DC,2024-06-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
323,NA,NA,DC,2024-06-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
324,NA,NA,DC,2024-06-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
325,0.660850669714233,0.47718261942873,DC,2024-06-11,1,1,1,1,1,1,0,1,1,1,1,1,1,1
326,0.871041304319386,0.4448565850028255,DC,2024-06-12,1,1,1,1,1,1,1,1,1,1,1,1,1,1
327,1.03021815085596,0.3823038113529515,DC,2024-06-13,1,0,1,1,1,1,1,0,0,1,0,1,1,0
328,0.847144955144767,0.4204419789244815,DC,2024-06-14,1,1,1,1,1,1,1,0,0,1,0,1,1,1
329,0.706888327494756,0.50943688936162,DC,2024-06-15,1,1,1,1,1,1,0,1,1,1,1,1,1,1
330,NA,NA,DC,2024-06-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
331,0.91634569704546,0.454950610159652,DC,2024-06-17,1,1,1,1,1,1,0,0,1,1,1,1,1,0
332,0.31514692807011,0.24740328174817,DC,2024-06-18,1,1,1,1,1,1,1,0,0,1,1,1,1,1
333,0.758071276027653,0.53699926473327,DC,2024-06-19,1,1,1,1,1,1,0,0,1,1,1,1,1,0
334,NA,NA,DC,2024-06-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
335,0.553390534944955,0.3739710592176665,DC,2024-06-21,1,0,1,1,1,1,1,0,0,1,1,1,1,1
336,NA,NA,DC,2024-06-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
337,0.599081715984284,0.1571358765997935,DE,2024-05-12,1,1,1,1,1,1,1,0,0,1,1,1,1,0
338,0.23225909335072,0.1664654905768815,DE,2024-05-13,1,1,1,1,1,1,1,1,1,1,1,1,1,1
339,0.239138818064718,0.1761007031934855,DE,2024-05-14,1,1,1,1,1,1,1,1,1,1,1,1,1,1
340,NA,NA,DE,2024-05-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
341,1.56444113650941,0.2704919582471865,DE,2024-05-16,0,1,1,1,1,1,0,0,0,1,1,1,1,0
342,NA,NA,DE,2024-05-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
343,NA,NA,DE,2024-05-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
344,NA,NA,DE,2024-05-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
345,NA,NA,DE,2024-05-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
346,NA,NA,DE,2024-05-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
347,1.00790330191627,0.3479860960442305,DE,2024-05-22,0,1,1,1,1,1,1,1,1,1,0,1,1,0
348,0.749120336532793,0.51259298127063,DE,2024-05-23,1,0,1,1,1,1,1,0,0,1,1,1,1,1
349,NA,NA,DE,2024-05-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
350,NA,NA,DE,2024-05-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
351,0.856587953345525,0.3579185020210355,DE,2024-05-26,1,1,1,1,1,1,1,0,0,1,0,1,1,0
352,NA,NA,DE,2024-05-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
353,0.354764565360492,0.255432430982587,DE,2024-05-28,1,1,1,1,1,1,1,0,0,1,1,1,1,1
354,NA,NA,DE,2024-05-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
355,2.00710831843027,0.41175087456243,DE,2024-05-30,1,0,1,1,1,1,1,1,0,1,0,1,1,0
356,NA,NA,DE,2024-05-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
357,NA,NA,DE,2024-06-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
358,NA,NA,DE,2024-06-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
359,NA,NA,DE,2024-06-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
360,NA,NA,DE,2024-06-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
361,2.00584853269818,0.420152504104048,DE,2024-06-05,0,1,1,1,1,1,0,1,1,1,0,1,1,0
362,NA,NA,DE,2024-06-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
363,0.923943549353833,0.460832633129378,DE,2024-06-07,1,1,1,0,1,1,1,0,1,1,0,1,1,0
364,NA,NA,DE,2024-06-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
365,NA,NA,DE,2024-06-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
366,0.619748475846091,0.4120741368056955,DE,2024-06-10,1,0,1,1,1,1,1,1,0,1,1,1,1,0
367,0.603738857081208,0.4079818422975545,DE,2024-06-11,1,0,1,1,1,1,1,1,1,1,1,1,1,1
368,NA,NA,DE,2024-06-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
369,0.605721641045679,0.4001890586665225,DE,2024-06-13,1,0,1,1,1,1,1,0,0,1,1,1,1,1
370,NA,NA,DE,2024-06-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
371,NA,NA,DE,2024-06-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
372,2.01022140619472,0.597159498001825,DE,2024-06-16,0,1,1,1,1,0,1,0,1,1,1,1,0,1
373,0.889478543813981,0.4410407717647855,DE,2024-06-17,1,1,1,1,1,0,1,1,0,1,1,1,0,1
374,0.572097412890965,0.3353295674168525,DE,2024-06-18,1,1,1,1,1,1,1,1,1,1,0,1,1,0
375,0.883702921318017,0.346097467331365,DE,2024-06-19,1,1,1,1,1,1,1,0,0,1,1,1,1,0
376,NA,NA,DE,2024-06-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
377,2.22537093368039,0.4624967089118625,DE,2024-06-21,1,0,1,1,1,1,0,1,0,1,0,1,1,0
378,1.48965399195787,0.408204785976272,DE,2024-06-22,1,1,1,1,1,1,0,0,0,1,1,1,1,1
379,NA,NA,FL,2024-05-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
380,0.621416155886641,0.1664654905768815,FL,2024-05-13,1,1,1,1,1,1,1,0,1,1,1,1,1,0
381,3.50464588869986,0.571798047505615,FL,2024-05-14,1,0,1,0,1,1,0,0,0,1,0,1,1,0
382,0.40860781643255,0.2446949392535175,FL,2024-05-15,1,1,1,1,1,1,1,1,1,1,0,1,1,0
383,0.27704576608087,0.1962282618744375,FL,2024-05-16,1,1,1,1,1,1,1,0,1,1,1,1,1,0
384,1.16633913570785,0.395018118823298,FL,2024-05-17,0,1,1,0,1,1,1,0,0,1,0,1,1,0
385,NA,NA,FL,2024-05-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
386,NA,NA,FL,2024-05-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
387,0.29354958163552,0.2754021014396325,FL,2024-05-20,1,1,1,1,1,1,1,1,0,1,1,1,1,0
388,0.550395623558387,0.267977855890232,FL,2024-05-21,1,1,1,1,1,1,1,0,0,1,1,1,1,0
389,0.3732871992035,0.262029446971006,FL,2024-05-22,1,1,1,1,1,1,1,1,0,1,1,1,1,0
390,0.394833775201842,0.2866131522094715,FL,2024-05-23,1,1,1,1,1,1,1,1,1,1,1,1,1,1
391,1.57259244174984,0.466978678741494,FL,2024-05-24,1,1,1,0,1,1,0,0,1,1,0,1,1,0
392,0.421059404048652,0.2967487747427785,FL,2024-05-25,1,1,1,1,1,1,1,1,1,0,1,1,1,0
393,1.01248267935251,0.308404641914266,FL,2024-05-26,1,1,1,1,1,1,0,1,0,1,1,1,1,0
394,0.455521709667912,0.320053416492149,FL,2024-05-27,1,1,1,1,1,1,1,0,1,1,1,1,1,0
395,0.792663194295943,0.53663443029229,FL,2024-05-28,1,1,1,0,1,1,1,0,1,1,0,1,1,1
396,1.92681443125674,0.2507414496513255,FL,2024-05-29,0,1,1,1,1,1,0,0,0,1,0,1,1,0
397,1.06195917393021,0.4959659229229845,FL,2024-05-30,1,1,1,0,1,1,1,0,0,1,0,1,1,0
398,2.08951775363914,0.380692405065852,FL,2024-05-31,1,0,0,1,1,0,1,0,0,0,0,0,0,0
399,1.56054799687965,0.51389565151856,FL,2024-06-01,1,1,1,0,1,1,1,0,1,1,0,1,1,1
400,1.68787194637449,0.293697024463543,FL,2024-06-02,0,0,1,1,1,1,1,0,0,1,0,1,1,0
401,1.56350188546726,0.376138494429921,FL,2024-06-03,1,1,1,1,1,1,1,0,0,1,0,0,1,0
402,2.08164760771555,0.420763634214934,FL,2024-06-04,0,0,1,0,1,1,1,0,0,1,0,1,1,0
403,3.83153300838251,0.4387174831446075,FL,2024-06-05,0,1,1,0,1,1,1,0,1,1,0,1,1,0
404,1.37882000144708,0.4299906439259245,FL,2024-06-06,0,0,1,1,1,1,1,0,0,1,1,1,1,1
405,0.997308135080481,0.331437455294635,FL,2024-06-07,1,1,1,1,1,1,1,1,0,1,0,1,1,1
406,1.74884072587411,0.3242776732136955,FL,2024-06-08,1,0,1,1,1,1,0,0,0,1,1,1,1,0
407,1.72296385283554,0.383153802905058,FL,2024-06-09,1,1,1,1,1,1,0,0,0,0,0,1,1,0
408,2.02525815986752,0.380234031114761,FL,2024-06-10,1,1,1,1,1,0,1,0,1,1,0,1,0,0
409,1.14017859004637,0.351748438905072,FL,2024-06-11,1,1,1,1,1,1,1,0,0,1,0,1,1,0
410,1.52302909811614,0.3154776362244315,FL,2024-06-12,0,1,1,1,1,1,1,0,1,1,0,1,1,0
411,2.89925795921369,0.4005335936992545,FL,2024-06-13,0,1,1,0,1,1,0,0,0,0,0,1,1,0
412,2.89968796259855,0.40196782065778,FL,2024-06-14,0,1,1,0,1,1,1,0,0,1,0,1,1,0
413,0.632766354359004,0.374276006659643,FL,2024-06-15,1,1,1,1,1,1,1,0,1,1,1,1,1,0
414,1.63086842341307,0.352490279575223,FL,2024-06-16,1,0,1,1,1,1,1,1,0,1,0,1,1,1
415,9.295178213214,0.4484084657399285,FL,2024-06-17,0,0,1,0,1,1,0,0,0,0,0,1,1,0
416,6.15017760067756,0.4591106852721575,FL,2024-06-18,0,0,1,0,1,0,0,0,0,1,0,1,0,0
417,6.28242001204938,0.428298022837541,FL,2024-06-19,0,0,1,0,1,1,0,0,1,1,0,1,1,0
418,6.06481128238947,0.448177744536193,FL,2024-06-20,0,0,1,1,1,1,0,0,1,0,0,1,1,0
419,2.38803747946123,0.376800711132101,FL,2024-06-21,1,1,1,1,1,1,0,0,0,1,0,1,1,0
420,2.66344150525373,0.4188440324752095,FL,2024-06-22,0,1,1,0,1,1,0,0,1,1,0,1,1,0
421,0.922212001429485,0.64439514934634,GA,2024-05-12,1,1,1,0,1,1,1,1,1,1,1,1,1,1
422,1.51145929236349,0.1664654905768815,GA,2024-05-13,0,1,1,1,1,1,0,1,0,1,1,1,1,0
423,0.521918117202482,0.3733655246116455,GA,2024-05-14,1,1,1,1,1,1,1,0,1,1,1,1,1,0
424,NA,NA,GA,2024-05-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
425,0.906670085343307,0.3200010891623525,GA,2024-05-16,1,1,1,1,1,1,1,0,0,1,1,1,1,0
426,0.727069978309779,0.340348984125223,GA,2024-05-17,1,1,1,0,1,1,1,1,1,1,1,0,1,0
427,NA,NA,GA,2024-05-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
428,0.32941260936483,0.2282834928334515,GA,2024-05-19,1,1,1,1,1,1,1,0,1,1,1,1,1,0
429,0.828408895491042,0.4232518012590555,GA,2024-05-20,1,0,1,1,1,1,1,1,1,1,1,1,1,1
430,NA,NA,GA,2024-05-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
431,0.372399327645196,0.262029446971006,GA,2024-05-22,1,1,1,1,1,1,1,0,1,1,1,1,1,0
432,NA,NA,GA,2024-05-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
433,0.745511958951387,0.3952966582674115,GA,2024-05-24,1,0,1,1,1,1,1,1,0,1,1,1,1,0
434,0.420221058248442,0.2967487747427785,GA,2024-05-25,1,1,1,1,1,1,1,1,1,1,0,1,1,0
435,NA,NA,GA,2024-05-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
436,NA,NA,GA,2024-05-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
437,NA,NA,GA,2024-05-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
438,NA,NA,GA,2024-05-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
439,0.490273971513816,0.3546736742236195,GA,2024-05-30,1,1,1,1,1,1,1,1,1,1,1,1,1,1
440,0.602975396697636,0.351948063324323,GA,2024-05-31,1,1,1,1,1,1,1,1,0,1,0,1,1,1
441,NA,NA,GA,2024-06-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
442,NA,NA,GA,2024-06-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
443,1.29582985674939,0.2347220593480365,GA,2024-06-03,0,1,1,1,1,1,1,0,0,1,0,1,1,1
444,0.890729036227705,0.4346872356131545,GA,2024-06-04,1,1,1,1,1,0,1,0,1,1,0,1,0,1
445,0.546680110392044,0.3621207051958615,GA,2024-06-05,1,1,1,1,1,1,1,1,1,1,0,1,1,0
446,0.637157331674787,0.429821741446898,GA,2024-06-06,1,0,1,1,1,1,1,0,0,1,1,1,1,1
447,1.1086204236956,0.4406168464540705,GA,2024-06-07,1,1,1,1,0,1,1,0,0,1,1,0,1,0
448,0.842230464784665,0.4352851734154225,GA,2024-06-08,1,1,1,1,1,1,1,1,1,1,0,1,1,0
449,1.33321619865925,0.4163008300507655,GA,2024-06-09,1,0,1,1,1,1,1,0,0,1,1,1,1,0
450,0.723525369850869,0.38828948617071,GA,2024-06-10,1,1,1,1,1,1,1,0,1,1,1,1,1,0
451,3.05988628583946,0.4073114553405425,GA,2024-06-11,0,1,1,1,1,1,0,0,0,1,0,1,1,0
452,1.72212455092416,0.415696416485754,GA,2024-06-12,0,1,1,1,1,0,1,0,0,0,1,1,0,0
453,0.697403946652127,0.493904652015221,GA,2024-06-13,1,1,1,1,1,1,0,0,1,1,1,1,1,0
454,NA,NA,GA,2024-06-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
455,0.762097617784385,0.3057830059238275,GA,2024-06-15,1,1,1,1,1,1,1,0,0,1,0,1,1,1
456,1.26764866046345,0.4868798411601735,GA,2024-06-16,0,1,1,1,1,0,1,0,1,1,0,1,0,0
457,1.79945025663195,0.450313997361363,GA,2024-06-17,0,1,1,1,1,0,0,0,0,0,1,1,0,1
458,1.5753409301667,0.4813222795201145,GA,2024-06-18,0,1,1,1,1,1,0,0,0,1,1,1,1,0
459,2.6643426210943,0.52584136952423,GA,2024-06-19,0,1,1,1,1,0,0,0,0,1,1,1,0,0
460,1.33838814627115,0.2950140733850295,GA,2024-06-20,0,1,1,1,1,1,1,0,1,1,0,1,1,1
461,1.47921027603644,0.432735028319543,GA,2024-06-21,1,1,1,1,0,1,0,0,0,1,1,0,1,0
462,1.73231866767565,0.484211238357581,GA,2024-06-22,0,1,1,1,1,0,1,1,1,1,0,1,0,0
463,NA,NA,HI,2024-05-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
464,NA,NA,HI,2024-05-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
465,NA,NA,HI,2024-05-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
466,NA,NA,HI,2024-05-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
467,NA,NA,HI,2024-05-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
468,NA,NA,HI,2024-05-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
469,NA,NA,HI,2024-05-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
470,NA,NA,HI,2024-05-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
471,NA,NA,HI,2024-05-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
472,NA,NA,HI,2024-05-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
