...1,es_score,brier_score,location,target_date,X22F_50_CI,X23B_50_CI,X23C_50_CI,X23D_50_CI,X23E_50_CI,other_50_CI,X23A_50_CI,X22F_95_CI,X23B_95_CI,X23C_95_CI,X23D_95_CI,X23E_95_CI,other_95_CI,X23A_95_CI
236,0.286810939006459,0.2069365126326255,CO,2023-06-01,1,1,1,1,1,1,1,1,1,1,1,1,1,1
237,NA,NA,CO,2023-06-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
238,NA,NA,CO,2023-06-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
239,NA,NA,CO,2023-06-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
240,NA,NA,CO,2023-06-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
241,0.91578300069313,0.64878214904257,CO,2023-06-06,0,1,1,1,1,1,1,0,0,1,1,1,1,1
242,0.377042742310834,0.2640669831018375,CO,2023-06-07,1,1,1,1,1,1,1,1,0,1,1,1,1,0
243,0.835776382372837,0.422245076238601,CO,2023-06-08,1,1,1,1,0,1,1,1,0,1,1,0,1,0
244,1.30059789870199,0.405814053546281,CO,2023-06-09,1,1,1,1,1,0,1,1,0,1,0,1,0,0
245,0.609971734623375,0.4364077735033445,CO,2023-06-10,1,1,1,0,1,1,1,1,1,1,1,1,1,1
246,NA,NA,CO,2023-06-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
247,NA,NA,CO,2023-06-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
248,0.462761563869611,0.3260071710408845,CO,2023-06-13,1,1,1,1,1,1,1,1,0,1,1,1,1,0
249,0.474099794831171,0.336592489649375,CO,2023-06-14,1,1,1,1,1,1,1,1,1,1,1,1,1,1
250,0.48593754016672,0.347214330891622,CO,2023-06-15,1,1,1,1,1,1,1,1,0,1,1,1,1,0
251,0.355213111467103,0.2505897552802685,CO,2023-06-16,1,1,1,1,1,1,1,1,0,1,0,1,1,1
252,0.532018784001289,0.368510370732811,CO,2023-06-17,1,1,1,1,1,1,1,1,0,1,1,1,1,0
253,NA,NA,CT,2023-05-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
254,0.504729018175997,0.2498659775285805,CT,2023-05-08,1,1,1,1,1,1,1,1,1,1,1,1,1,1
255,1.86585768910407,0.4392778117279485,CT,2023-05-09,1,1,1,1,0,1,0,1,1,1,1,0,1,0
256,0.730189608032277,0.3457838495190135,CT,2023-05-10,1,1,1,1,1,1,1,1,0,1,0,1,1,0
257,1.17000474626388,0.1817653239912125,CT,2023-05-11,0,1,1,1,1,1,1,0,1,1,0,1,1,1
258,0.915479630272625,0.429449141876406,CT,2023-05-12,1,1,1,1,1,1,1,1,1,1,1,1,1,1
259,NA,NA,CT,2023-05-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
260,NA,NA,CT,2023-05-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
261,NA,NA,CT,2023-05-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
262,0.134705779165669,0.0929691367547435,CT,2023-05-16,1,1,1,1,1,1,1,1,1,1,0,1,1,0
263,2.25209612318692,0.661626058725145,CT,2023-05-17,0,1,1,1,1,1,0,0,1,1,1,1,1,0
264,1.63114854418958,0.467243071536141,CT,2023-05-18,1,0,1,1,0,1,0,1,0,1,0,0,1,0
265,0.151707383895695,0.1096041144295815,CT,2023-05-19,1,1,1,1,1,1,1,1,1,1,1,1,1,1
266,1.77542785017504,0.504593108748395,CT,2023-05-20,0,1,1,1,1,1,1,0,1,1,0,1,1,0
267,0.530137607464381,0.325704236151426,CT,2023-05-21,1,1,1,1,1,1,1,1,1,1,1,1,1,1
268,NA,NA,CT,2023-05-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
269,NA,NA,CT,2023-05-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
270,1.16859365315257,0.2773406165700455,CT,2023-05-24,0,1,1,1,1,1,1,0,0,1,1,1,1,0
271,NA,NA,CT,2023-05-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
272,NA,NA,CT,2023-05-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
273,NA,NA,CT,2023-05-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
274,NA,NA,CT,2023-05-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
275,NA,NA,CT,2023-05-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
276,1.12982526373659,0.537121160013315,CT,2023-05-30,1,1,1,1,0,1,1,1,1,1,1,0,1,0
277,0.965325811280549,0.3310099860946155,CT,2023-05-31,1,1,1,1,0,1,1,1,0,1,1,1,1,0
278,0.934091352909469,0.65774373820345,CT,2023-06-01,0,1,1,1,1,1,1,0,1,1,0,1,1,1
279,NA,NA,CT,2023-06-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
280,0.551637424653105,0.3401677562105205,CT,2023-06-03,1,1,1,1,1,1,1,1,0,1,0,1,1,0
281,NA,NA,CT,2023-06-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
282,0.626341072762052,0.448033338005187,CT,2023-06-05,1,1,1,0,1,1,1,1,0,1,0,1,1,1
283,0.953229998271115,0.452990979334454,CT,2023-06-06,1,1,1,1,1,0,1,1,0,1,1,0,0,0
284,0.945034523230133,0.390349169478628,CT,2023-06-07,1,1,1,1,1,0,1,1,0,1,1,1,0,1
285,0.917139245641176,0.64673899276088,CT,2023-06-08,0,1,1,1,1,1,1,0,0,1,1,1,1,1
286,1.72015757067315,0.473337081012673,CT,2023-06-09,1,1,1,1,1,0,1,1,0,1,1,0,0,0
287,NA,NA,CT,2023-06-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
288,NA,NA,CT,2023-06-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
289,NA,NA,CT,2023-06-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
290,1.02046572350664,0.4868937117229865,CT,2023-06-13,1,1,1,1,1,0,1,1,0,1,0,1,0,0
291,0.919339365963805,0.648042107135375,CT,2023-06-14,1,1,1,1,1,0,1,1,1,1,0,1,0,1
292,NA,NA,CT,2023-06-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
293,NA,NA,CT,2023-06-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
294,0.797215972019608,0.55886219477745,CT,2023-06-17,1,1,1,1,0,1,1,1,0,1,1,0,1,1
295,NA,NA,DC,2023-05-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
296,1.52783534533725,0.692690905414285,DC,2023-05-08,1,0,1,1,0,1,0,1,0,1,1,0,1,0
297,1.54064819687548,0.4508874657728985,DC,2023-05-09,1,0,1,1,1,1,0,1,0,1,0,1,1,0
298,0.0907037404148861,0.0659050840355565,DC,2023-05-10,1,1,1,1,1,1,1,1,1,1,1,1,1,1
299,1.04372858464695,0.741219643924555,DC,2023-05-11,0,1,1,1,1,1,1,0,1,1,0,1,1,1
300,NA,NA,DC,2023-05-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
301,NA,NA,DC,2023-05-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
302,0.115034478642353,0.0830595454167325,DC,2023-05-14,1,1,1,1,1,1,1,1,1,1,1,1,1,1
303,0.123899815765589,0.087899018725531,DC,2023-05-15,1,1,1,1,1,1,1,1,1,1,0,1,1,0
304,NA,NA,DC,2023-05-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
305,1.37736190300959,0.63642305025022,DC,2023-05-17,0,1,1,1,1,1,0,0,0,1,1,1,1,0
306,0.505657797062071,0.2532116623754815,DC,2023-05-18,1,1,1,1,1,1,1,1,1,1,0,1,1,0
307,NA,NA,DC,2023-05-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
308,NA,NA,DC,2023-05-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
309,NA,NA,DC,2023-05-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
310,NA,NA,DC,2023-05-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
311,NA,NA,DC,2023-05-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
312,0.204046678292415,0.1422281682679465,DC,2023-05-24,1,1,1,1,1,1,1,1,1,1,1,1,1,1
313,0.207613409749325,0.149493881308141,DC,2023-05-25,1,1,1,1,1,1,1,1,1,1,1,1,1,1
314,0.634598001085508,0.4587475358867135,DC,2023-05-26,1,0,1,1,1,1,1,1,0,1,0,1,1,1
315,NA,NA,DC,2023-05-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
316,0.239614927197481,0.1727398248507215,DC,2023-05-28,1,1,1,1,1,1,1,1,1,1,1,1,1,1
317,0.415433228704502,0.3030796136732855,DC,2023-05-29,1,1,1,1,1,1,1,1,0,1,0,1,1,1
318,0.694590978383963,0.1894012600333795,DC,2023-05-30,1,1,1,1,1,1,0,1,1,1,0,1,1,0
319,1.12028799142051,0.53171940849889,DC,2023-05-31,0,1,1,1,1,1,1,0,1,1,0,1,1,1
320,1.84139474549906,0.65774373820345,DC,2023-06-01,0,1,1,1,1,1,1,0,0,1,0,1,1,1
321,0.534909365815089,0.381768505981344,DC,2023-06-02,1,1,1,1,1,1,1,1,0,1,1,1,1,0
322,NA,NA,DC,2023-06-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
323,0.835318406784281,0.581733361972645,DC,2023-06-04,1,1,1,1,0,1,1,1,1,1,1,0,1,0
324,0.623683562884368,0.279768411221445,DC,2023-06-05,1,1,1,1,1,1,1,1,0,1,1,1,1,0
325,NA,NA,DC,2023-06-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
326,NA,NA,DC,2023-06-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
327,NA,NA,DC,2023-06-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
328,NA,NA,DC,2023-06-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
329,1.19071762884158,0.385122181739086,DC,2023-06-10,1,1,1,1,0,1,1,1,0,1,1,0,1,0
330,NA,NA,DC,2023-06-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
331,0.606556790707895,0.4341315804638025,DC,2023-06-12,1,1,1,0,1,1,1,1,1,1,0,1,1,0
332,0.594645752726718,0.3544406999228025,DC,2023-06-13,1,1,1,1,1,1,1,1,1,1,1,1,1,1
333,NA,NA,DC,2023-06-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
334,0.354705663356675,0.258640249232838,DC,2023-06-15,1,1,1,1,1,1,1,1,1,1,1,1,1,1
335,0.509435363186643,0.3578583499742245,DC,2023-06-16,1,1,1,1,1,1,1,1,1,1,1,1,1,1
336,NA,NA,DC,2023-06-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
337,NA,NA,DE,2023-05-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
338,NA,NA,DE,2023-05-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
339,1.3521866358451,0.634796027049895,DE,2023-05-09,1,0,1,1,1,1,0,1,1,1,0,1,1,0
340,0.0915045812702537,0.0659050840355565,DE,2023-05-10,1,1,1,1,1,1,1,1,1,1,1,1,1,1
341,0.303886664721956,0.069874460004544,DE,2023-05-11,1,1,1,1,1,1,1,1,1,1,1,1,1,1
342,0.83663245164546,0.59986143818594,DE,2023-05-12,1,1,1,0,1,1,1,1,1,1,0,0,1,1
343,0.106900459635732,0.0784458747031775,DE,2023-05-13,1,1,1,1,1,1,1,1,1,1,1,1,1,1
344,NA,NA,DE,2023-05-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
345,NA,NA,DE,2023-05-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
346,NA,NA,DE,2023-05-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
347,1.84950771525161,0.559941766667545,DE,2023-05-17,1,1,1,0,1,1,0,1,0,1,0,1,1,0
348,0.150905326815619,0.1038181749806335,DE,2023-05-18,1,1,1,1,1,1,1,1,1,1,0,1,1,0
349,NA,NA,DE,2023-05-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
350,0.486585718727581,0.2526529075877275,DE,2023-05-20,1,1,1,1,1,1,1,1,0,1,0,1,1,1
351,NA,NA,DE,2023-05-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
352,0.183971266239812,0.128436079727243,DE,2023-05-22,1,1,1,1,1,1,1,1,1,1,1,1,1,1
353,NA,NA,DE,2023-05-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
354,NA,NA,DE,2023-05-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
355,NA,NA,DE,2023-05-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
356,NA,NA,DE,2023-05-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
357,NA,NA,DE,2023-05-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
358,NA,NA,DE,2023-05-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
359,NA,NA,DE,2023-05-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
360,0.66495063037297,0.4729896827413435,DE,2023-05-30,1,1,1,0,1,1,1,1,0,1,0,1,1,1
361,0.805655817002557,0.399407633979155,DE,2023-05-31,1,1,1,1,0,1,1,1,0,1,0,0,1,0
362,0.295277284059935,0.2069365126326255,DE,2023-06-01,1,1,1,1,1,1,1,1,0,1,1,1,1,0
363,NA,NA,DE,2023-06-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
364,NA,NA,DE,2023-06-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
365,0.641765984941657,0.4513773801508825,DE,2023-06-04,1,1,1,0,1,1,1,1,1,1,1,1,1,1
366,NA,NA,DE,2023-06-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
367,0.583622285014317,0.34958167813523,DE,2023-06-06,1,1,1,1,1,1,1,1,1,1,0,1,1,0
368,0.470427817602337,0.3306415256809975,DE,2023-06-07,1,1,1,1,1,1,1,1,1,1,1,1,1,1
369,0.377412389451416,0.2741324241098395,DE,2023-06-08,1,1,1,1,1,1,1,1,0,1,1,1,1,0
370,NA,NA,DE,2023-06-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
371,NA,NA,DE,2023-06-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
372,0.982292267518155,0.469151605890373,DE,2023-06-11,0,1,1,1,1,1,1,0,0,1,0,1,1,1
373,NA,NA,DE,2023-06-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
374,NA,NA,DE,2023-06-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
375,0.805352975019218,0.560593855535105,DE,2023-06-14,1,1,1,1,0,1,1,1,0,1,1,0,1,1
376,NA,NA,DE,2023-06-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
377,NA,NA,DE,2023-06-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
378,NA,NA,DE,2023-06-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
379,3.35825626197374,0.1335661532919465,FL,2023-05-07,0,0,1,0,1,1,0,0,1,1,0,0,1,0
380,2.97262239741769,0.22014160082285,FL,2023-05-08,1,0,0,0,1,0,1,0,0,0,0,0,0,0
381,3.34612500053876,0.2828072731893565,FL,2023-05-09,1,0,1,1,1,1,0,0,0,1,0,0,1,1
382,5.33774051036096,0.3066539532752005,FL,2023-05-10,0,1,0,0,0,1,0,0,1,0,1,0,1,0
383,5.24271124249213,0.3041788122928225,FL,2023-05-11,0,1,1,1,0,0,0,0,0,1,0,0,0,0
384,1.03526866254422,0.2649640874372965,FL,2023-05-12,1,1,1,1,1,1,1,1,0,1,1,1,1,0
385,0.479279701508929,0.251560913571772,FL,2023-05-13,1,1,1,1,1,1,1,1,1,1,0,1,1,0
386,1.0932261310385,0.2117895476351295,FL,2023-05-14,0,1,1,1,1,1,1,0,0,1,1,1,1,1
387,2.06851066273646,0.3411706466950625,FL,2023-05-15,0,1,1,1,1,1,0,1,1,1,0,1,1,0
388,1.98402842457427,0.213672781291353,FL,2023-05-16,0,0,1,1,1,1,0,0,1,1,0,1,1,0
389,2.51155229354728,0.2876452904550325,FL,2023-05-17,0,0,1,0,1,1,1,0,0,1,0,0,1,1
390,3.59064322394763,0.253680050531738,FL,2023-05-18,0,0,1,1,0,1,0,0,0,1,0,0,1,0
391,1.28029644296815,0.266302356792567,FL,2023-05-19,1,1,1,1,1,1,1,1,0,1,0,1,1,0
392,1.06042049830633,0.2729351251915025,FL,2023-05-20,0,1,1,1,1,1,1,0,0,1,0,1,1,0
393,1.79403925122248,0.372381797478053,FL,2023-05-21,0,0,1,1,1,1,1,0,0,1,0,1,1,0
394,3.47222380714077,0.310968556528414,FL,2023-05-22,0,0,1,1,1,1,1,0,0,1,0,0,1,0
395,2.13738002182359,0.3048120981832025,FL,2023-05-23,0,0,1,1,0,1,1,0,0,1,0,0,1,0
396,3.69590482133441,0.2327095367466155,FL,2023-05-24,1,0,1,0,1,1,0,1,0,0,0,1,1,0
397,3.17101666609671,0.333834076552757,FL,2023-05-25,0,0,1,1,1,1,1,0,0,1,0,0,1,1
398,2.09356440290267,0.3353995896989515,FL,2023-05-26,0,0,1,1,1,1,1,0,0,1,0,1,1,1
399,0.61402564852473,0.44750008388722,FL,2023-05-27,1,0,1,1,1,1,1,1,0,1,0,1,1,1
400,1.97767205505536,0.430079153118183,FL,2023-05-28,0,0,1,1,1,1,0,0,0,1,0,1,1,0
401,0.529381320164081,0.2623723352962035,FL,2023-05-29,1,1,1,1,1,1,1,0,1,1,1,1,1,0
402,3.94626731184773,0.353114015965507,FL,2023-05-30,0,0,0,0,1,0,1,0,0,0,0,0,0,0
403,5.45125468885494,0.3204478021501975,FL,2023-05-31,0,0,1,1,1,0,0,0,0,1,0,0,0,0
404,5.06478686471556,0.466701909271093,FL,2023-06-01,0,1,1,1,0,1,0,0,0,1,0,0,1,0
405,1.70271797469262,0.3021402694338225,FL,2023-06-02,1,1,1,1,1,1,0,1,1,1,0,1,1,0
406,1.3743956204383,0.361855162907559,FL,2023-06-03,1,0,1,1,1,1,1,1,0,1,1,0,1,0
407,1.6540346839173,0.4082322735136045,FL,2023-06-04,1,0,1,1,0,1,1,1,0,1,1,0,1,1
408,2.98994176024568,0.3302820103090395,FL,2023-06-05,1,0,1,1,1,1,0,1,0,1,1,1,1,0
409,6.06291101051165,0.3856215080390685,FL,2023-06-06,0,0,1,0,0,0,0,0,0,1,0,0,0,0
410,4.98330576915969,0.341607426218859,FL,2023-06-07,0,0,1,1,1,1,0,0,0,1,0,0,1,0
411,4.67200331544955,0.412473184783542,FL,2023-06-08,0,0,0,0,0,1,1,0,0,0,0,0,1,1
412,3.085690414063,0.3798734915280745,FL,2023-06-09,0,0,1,0,1,0,0,0,0,1,0,0,0,0
413,0.79377156853618,0.318081567182626,FL,2023-06-10,1,1,1,1,1,1,1,1,0,1,0,1,1,0
414,0.615301422017846,0.36404749651220347,FL,2023-06-11,1,1,1,1,1,1,1,1,1,1,0,0,1,1
415,1.7312263088457,0.4003694816816625,FL,2023-06-12,0,1,1,1,1,1,1,0,0,1,1,0,1,1
416,2.88474223029233,0.423701091687039,FL,2023-06-13,1,0,1,0,0,0,1,1,0,1,0,0,0,0
417,1.48763731384752,0.419387875261029,FL,2023-06-14,0,1,0,1,1,1,1,0,0,0,0,0,1,0
418,1.43848321232002,0.3806252343153695,FL,2023-06-15,1,1,1,1,1,0,1,1,0,1,1,0,0,0
419,2.56405657096631,0.3981302966396855,FL,2023-06-16,1,0,1,1,1,1,0,1,0,1,1,0,1,0
420,1.39997872452758,0.3943495717381465,FL,2023-06-17,1,1,1,1,0,1,1,1,0,1,0,0,1,0
421,0.608719020534402,0.1771396750108045,GA,2023-05-07,1,1,1,1,1,1,1,1,0,1,1,1,1,0
422,0.871183159792287,0.2927247869934895,GA,2023-05-08,1,1,1,1,1,0,1,1,1,1,0,1,0,1
423,2.39054149520639,0.3459204487314675,GA,2023-05-09,0,0,1,1,1,1,0,0,0,1,1,1,1,0
424,0.626184381703887,0.1797539057775145,GA,2023-05-10,1,1,1,1,1,1,1,1,0,1,0,1,1,1
425,0.68332607418886,0.191333965160929,GA,2023-05-11,1,1,1,1,1,1,1,1,0,1,0,1,1,0
426,1.71324784606123,0.533718430060305,GA,2023-05-12,1,1,1,1,0,0,0,1,1,1,0,0,0,0
427,NA,NA,GA,2023-05-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
428,NA,NA,GA,2023-05-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
429,0.816540465002418,0.575605089710805,GA,2023-05-15,1,1,1,0,1,1,1,1,1,1,0,0,1,1
430,1.14289086224683,0.460508030054679,GA,2023-05-16,0,1,1,1,1,1,1,0,0,1,0,1,1,0
431,0.959279893726253,0.3134291006599605,GA,2023-05-17,0,1,1,1,1,1,1,0,1,1,1,0,1,1
432,1.96804878146139,0.216078491269865,GA,2023-05-18,1,0,1,1,1,1,0,1,0,1,0,1,1,0
433,1.3562047426874,0.1717110589521175,GA,2023-05-19,1,1,1,1,1,1,0,1,0,1,1,1,1,0
434,NA,NA,GA,2023-05-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
435,1.30258341647489,0.424072691961453,GA,2023-05-21,1,1,1,0,1,1,0,1,0,1,0,1,1,1
436,0.533793002990064,0.259730855625356,GA,2023-05-22,1,1,1,1,1,1,1,1,1,1,0,1,1,0
437,0.906624484602542,0.319350004556289,GA,2023-05-23,0,1,1,1,1,1,1,0,0,1,1,1,1,1
438,0.553989225532968,0.1422281682679465,GA,2023-05-24,1,1,1,1,1,1,1,1,1,1,0,1,1,0
439,NA,NA,GA,2023-05-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
440,1.85986209614127,0.55556171697726,GA,2023-05-26,0,1,1,0,1,1,0,0,0,1,0,1,1,0
441,1.49878207356623,0.164753336148359,GA,2023-05-27,1,1,1,1,1,1,0,1,0,1,0,1,1,0
442,0.90697301172504,0.318683088321203,GA,2023-05-28,1,1,1,1,0,1,1,1,0,1,0,0,1,0
443,0.944893695931948,0.66567441190531,GA,2023-05-29,0,1,1,1,1,1,1,0,0,1,1,1,1,1
444,0.846409356003367,0.443583859822395,GA,2023-05-30,1,1,1,1,1,1,1,1,0,1,0,1,1,1
445,1.0115780388884,0.50007974131649,GA,2023-05-31,1,1,1,1,0,1,1,1,0,1,0,0,1,0
446,0.801730148050949,0.3497730591497835,GA,2023-06-01,1,1,1,1,0,1,1,1,0,1,0,0,1,0
447,1.21908331345946,0.4075330527621605,GA,2023-06-02,1,0,1,1,1,1,0,0,0,1,1,1,1,0
448,1.18959450069251,0.37122594971448,GA,2023-06-03,1,0,1,1,1,1,1,1,0,1,0,1,1,1
449,NA,NA,GA,2023-06-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
450,1.49802790049043,0.3995804995132555,GA,2023-06-05,1,1,1,1,1,0,0,1,1,1,1,1,0,0
451,1.16457780412381,0.548436142498245,GA,2023-06-06,1,1,1,1,1,0,1,1,1,1,0,1,0,1
452,1.24314210698311,0.356785380625593,GA,2023-06-07,1,1,1,1,1,1,1,1,0,1,0,1,1,0
453,1.53255516180636,0.4184601740164895,GA,2023-06-08,1,1,1,1,1,1,0,1,0,1,0,0,1,0
454,0.976607330957706,0.284319555773588,GA,2023-06-09,1,1,1,1,1,1,0,1,0,1,0,1,1,0
455,NA,NA,GA,2023-06-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
456,NA,NA,GA,2023-06-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
457,0.811422510928346,0.5628894109578,GA,2023-06-12,1,1,1,1,0,1,1,1,1,1,1,0,1,0
458,0.449389580667154,0.3260071710408845,GA,2023-06-13,1,1,1,1,1,1,1,1,1,1,0,1,1,0
459,1.10515007268741,0.336592489649375,GA,2023-06-14,1,1,1,1,1,1,0,1,1,1,0,1,1,0
460,0.804853460646987,0.55979343487124,GA,2023-06-15,1,1,1,1,0,1,1,1,0,1,1,0,1,1
461,NA,NA,GA,2023-06-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
462,NA,NA,GA,2023-06-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
463,0.903223808515138,0.640559007310355,HI,2023-05-07,1,1,1,0,1,1,1,1,1,1,0,1,1,0
464,1.05882373051338,0.755783440551035,HI,2023-05-08,0,1,1,1,1,1,1,0,0,1,1,1,1,1
465,0.566454816721146,0.256512909926555,HI,2023-05-09,1,1,1,1,1,1,1,1,0,1,1,1,1,0
466,0.496019554342075,0.249328735110235,HI,2023-05-10,1,1,1,1,1,1,1,1,1,1,1,1,1,1
467,NA,NA,HI,2023-05-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
468,NA,NA,HI,2023-05-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
469,NA,NA,HI,2023-05-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
470,0.12501585653997,0.0830595454167325,HI,2023-05-14,1,1,1,1,1,1,1,1,1,1,1,1,1,1
471,NA,NA,HI,2023-05-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
472,1.01941237036888,0.721282084583365,HI,2023-05-16,1,1,0,1,1,1,1,1,1,0,1,1,1,0
473,0.779196586101989,0.559767315035965,HI,2023-05-17,1,1,1,0,1,1,1,1,0,1,0,1,1,1
474,NA,NA,HI,2023-05-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
475,NA,NA,HI,2023-05-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
