"","es_score","brier_score","location","target_date","X24B_50_CI","X24C_50_CI","X24D_50_CI","X24E_50_CI","X24G_50_CI","other_50_CI","X24A_50_CI","X24B_95_CI","X24C_95_CI","X24D_95_CI","X24E_95_CI","X24G_95_CI","other_95_CI","X24A_95_CI"
"229",1.24463317192239,0.835052814281302,"CO",2024-07-18,1,1,1,1,1,1,0,0,0,0,1,1,1,0
"230",0.60003927459422,0.862718411884082,"CO",2024-07-19,1,1,1,1,1,1,0,0,1,1,1,1,1,0
"231",NA,NA,"CO",2024-07-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"232",NA,NA,"CO",2024-07-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"233",NA,NA,"CO",2024-07-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"234",1.01731361074212,0.705795411371084,"CO",2024-07-23,1,0,1,1,1,1,1,0,0,1,0,0,1,0
"235",0.735149131900858,0.796464379886512,"CO",2024-07-24,1,1,1,1,1,1,1,0,0,0,0,1,1,1
"236",0.795977441303561,0.814605696546214,"CO",2024-07-25,1,1,1,1,1,1,1,1,1,1,1,0,1,0
"237",0.5054560209893,0.726048047348104,"CO",2024-07-26,1,1,1,0,1,1,1,1,1,1,0,0,1,1
"238",NA,NA,"CO",2024-07-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"239",NA,NA,"CO",2024-07-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"240",0.690068392679187,0.773951103641056,"CO",2024-07-29,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"241",NA,NA,"CO",2024-07-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"242",0.62671701334114,0.894421066681815,"CO",2024-07-31,0,1,1,1,1,1,1,0,1,1,1,0,1,1
"243",NA,NA,"CO",2024-08-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"244",0.458964966320272,0.622088603728858,"CO",2024-08-02,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"245",NA,NA,"CO",2024-08-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"246",NA,NA,"CO",2024-08-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"247",NA,NA,"CO",2024-08-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"248",0.417844217950276,0.562097893841264,"CO",2024-08-06,1,1,1,1,1,1,1,0,1,1,0,1,1,1
"249",2.14328872797437,0.993999635268201,"CO",2024-08-07,0,0,1,0,1,1,0,0,0,1,0,1,1,0
"250",NA,NA,"CO",2024-08-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"251",NA,NA,"CO",2024-08-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"252",NA,NA,"CO",2024-08-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"253",0.935812732378652,0.672937885825941,"CT",2024-06-30,1,1,1,1,1,1,0,0,1,1,1,1,1,0
"254",1.06282737509817,0.647367879106217,"CT",2024-07-01,1,1,1,1,1,1,0,0,1,1,1,1,1,0
"255",0.726596041875834,0.795111551157397,"CT",2024-07-02,1,1,1,1,1,1,1,1,0,1,1,0,1,1
"256",0.93450864245715,0.871692572003189,"CT",2024-07-03,1,1,1,1,1,1,1,0,0,1,0,0,1,0
"257",0.647142174563681,0.919129892957057,"CT",2024-07-04,1,1,1,1,0,1,1,0,1,1,1,0,1,1
"258",0.530347282763152,0.752448117460732,"CT",2024-07-05,0,1,1,1,1,1,1,1,1,1,1,1,1,1
"259",0.728510674303284,0.808067096980925,"CT",2024-07-06,1,1,1,1,1,1,1,1,1,1,1,0,1,0
"260",NA,NA,"CT",2024-07-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"261",NA,NA,"CT",2024-07-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"262",1.32613478901584,0.849710767026166,"CT",2024-07-09,1,1,1,1,0,1,1,1,1,1,0,0,1,1
"263",0.728651526484949,0.79511428258069,"CT",2024-07-10,1,1,1,1,1,1,1,1,0,1,1,0,1,1
"264",NA,NA,"CT",2024-07-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"265",0.491496234075154,0.692416707444171,"CT",2024-07-12,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"266",NA,NA,"CT",2024-07-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"267",0.492582123823552,0.685501799589478,"CT",2024-07-14,1,1,1,1,1,1,1,1,0,1,0,1,1,1
"268",0.616065453813367,0.877854068117267,"CT",2024-07-15,1,1,1,0,1,1,1,1,1,1,0,1,1,0
"269",1.31272634759807,0.868779210594374,"CT",2024-07-16,1,1,1,1,0,1,1,1,1,1,0,0,1,0
"270",1.24055884231801,0.809308267830026,"CT",2024-07-17,0,1,1,1,1,1,1,0,0,1,0,1,1,0
"271",0.605253437574853,0.838404702524719,"CT",2024-07-18,1,1,1,0,1,1,1,1,1,1,0,0,1,1
"272",NA,NA,"CT",2024-07-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"273",0.782246790493326,0.836062170563506,"CT",2024-07-20,1,1,1,1,1,1,1,0,0,1,1,0,1,0
"274",NA,NA,"CT",2024-07-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"275",NA,NA,"CT",2024-07-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"276",1.81197529267093,0.825124340295497,"CT",2024-07-23,1,1,1,1,0,1,0,0,1,1,1,0,1,0
"277",0.674692984303558,0.766387624340082,"CT",2024-07-24,1,1,1,1,1,1,1,0,0,1,1,0,1,0
"278",0.657803308369765,0.931646952249938,"CT",2024-07-25,1,1,1,1,1,1,0,1,1,1,0,1,1,0
"279",0.525883614649654,0.726048047348104,"CT",2024-07-26,1,1,1,0,1,1,1,0,1,1,0,1,1,1
"280",NA,NA,"CT",2024-07-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"281",NA,NA,"CT",2024-07-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"282",1.51450846082579,0.923095799222165,"CT",2024-07-29,1,1,1,1,1,1,0,1,0,1,1,0,1,0
"283",NA,NA,"CT",2024-07-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"284",0.485273185247809,0.693460979903724,"CT",2024-07-31,1,1,1,1,1,1,1,1,0,1,0,1,1,1
"285",1.35463675632393,0.863507691128715,"CT",2024-08-01,0,1,1,1,1,1,1,0,0,1,0,1,1,1
"286",NA,NA,"CT",2024-08-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"287",0.937249085567773,0.953760777710915,"CT",2024-08-03,1,1,1,1,1,1,0,0,1,1,0,0,1,0
"288",NA,NA,"CT",2024-08-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"289",1.33817260396452,0.883426942263181,"CT",2024-08-05,1,1,1,1,0,1,1,1,1,1,0,0,1,1
"290",0.738550998139511,0.784823714983295,"CT",2024-08-06,1,1,1,1,1,1,0,1,1,1,0,0,1,1
"291",0.973916277978632,0.869668953210511,"CT",2024-08-07,1,1,1,1,1,1,1,0,0,1,1,1,1,0
"292",1.24469375319492,0.759229944762773,"CT",2024-08-08,1,0,1,1,1,1,1,0,1,1,0,1,1,1
"293",NA,NA,"CT",2024-08-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"294",NA,NA,"CT",2024-08-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"295",0.570264106804246,0.691745901109929,"DC",2024-06-30,1,1,1,1,1,1,1,1,1,1,1,0,1,0
"296",0.565682213410409,0.697878532295991,"DC",2024-07-01,1,1,1,1,1,1,1,0,0,1,1,1,1,1
"297",0.724115655007802,1.0292428956991,"DC",2024-07-02,1,1,1,0,1,1,1,1,1,1,0,1,1,0
"298",0.714913155232939,1.01869925948635,"DC",2024-07-03,1,1,1,0,1,1,1,1,0,1,0,1,1,1
"299",0.641160051195989,0.919129892957057,"DC",2024-07-04,1,1,1,1,0,1,1,1,1,1,0,0,1,1
"300",NA,NA,"DC",2024-07-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"301",NA,NA,"DC",2024-07-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"302",NA,NA,"DC",2024-07-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"303",NA,NA,"DC",2024-07-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"304",NA,NA,"DC",2024-07-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"305",NA,NA,"DC",2024-07-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"306",0.684317476643429,0.768011818542045,"DC",2024-07-11,1,1,1,1,1,1,1,0,1,1,1,0,1,1
"307",1.2413708254663,0.813864976969517,"DC",2024-07-12,1,1,1,1,1,1,0,0,0,1,1,0,1,0
"308",0.646497477046791,0.903226218378607,"DC",2024-07-13,1,1,1,0,1,1,1,1,0,1,0,1,1,1
"309",NA,NA,"DC",2024-07-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"310",0.788846369249693,0.84680615591446,"DC",2024-07-15,1,1,1,1,1,1,1,1,0,1,1,1,1,0
"311",1.04233941606987,0.716464708542247,"DC",2024-07-16,1,0,1,1,1,1,1,0,0,1,0,1,1,0
"312",0.493953472573002,0.678006098234834,"DC",2024-07-17,1,1,1,1,1,1,1,1,0,1,0,1,1,1
"313",0.603741261436858,0.851052271699557,"DC",2024-07-18,1,1,1,1,1,1,0,1,0,1,1,1,1,0
"314",1.33481474483801,0.850112035679401,"DC",2024-07-19,1,1,1,1,1,1,0,1,0,1,1,0,1,0
"315",NA,NA,"DC",2024-07-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"316",NA,NA,"DC",2024-07-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"317",NA,NA,"DC",2024-07-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"318",0.60920629175443,0.858086460742921,"DC",2024-07-23,1,1,1,1,0,1,1,1,1,1,0,0,1,1
"319",NA,NA,"DC",2024-07-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"320",0.787878567423161,0.814605696546214,"DC",2024-07-25,1,1,1,1,1,1,1,1,1,1,1,0,1,0
"321",0.660817831857028,0.942963546441185,"DC",2024-07-26,1,1,1,1,1,1,0,1,0,1,1,1,1,0
"322",NA,NA,"DC",2024-07-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"323",0.717489058664776,0.782709665044383,"DC",2024-07-28,1,1,1,1,1,1,1,0,0,1,0,0,1,1
"324",1.08129674685511,0.744593675279508,"DC",2024-07-29,1,0,1,1,1,1,1,1,0,1,0,0,1,1
"325",1.30077038288358,0.863946526090267,"DC",2024-07-30,1,1,1,1,0,1,1,1,1,1,0,0,1,1
"326",0.490313173688717,0.693460979903724,"DC",2024-07-31,1,1,1,1,1,1,1,1,0,0,1,1,1,1
"327",1.37842629344932,0.878720403605966,"DC",2024-08-01,0,1,1,1,1,1,1,0,0,1,0,0,1,0
"328",NA,NA,"DC",2024-08-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"329",NA,NA,"DC",2024-08-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"330",NA,NA,"DC",2024-08-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"331",0.687365797563629,0.759474817359734,"DC",2024-08-05,1,1,1,1,1,1,1,0,1,1,0,1,1,1
"332",1.13414873173655,0.968393963494853,"DC",2024-08-06,1,1,1,1,1,1,0,1,1,1,0,0,1,1
"333",0.626155311839552,0.748014800811526,"DC",2024-08-07,1,1,1,1,1,1,1,0,1,1,0,1,1,1
"334",0.762726994459805,1.08708648514857,"DC",2024-08-08,1,1,1,1,1,1,0,1,1,1,1,0,1,0
"335",NA,NA,"DC",2024-08-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"336",0.92505624291775,0.673480992829727,"DC",2024-08-10,1,0,1,1,1,1,1,0,0,1,0,0,1,1
"337",0.70054584860016,0.775575483039287,"DE",2024-06-30,1,1,1,1,1,1,1,0,0,1,0,0,1,0
"338",1.19563817383817,0.798140220505443,"DE",2024-07-01,1,1,1,1,1,1,1,0,1,0,1,0,1,0
"339",0.654713172602059,0.748267111864178,"DE",2024-07-02,1,1,1,1,1,1,1,0,0,1,1,0,1,0
"340",1.53418151718205,0.69108799396008,"DE",2024-07-03,1,1,1,1,1,1,0,1,0,1,1,1,1,0
"341",NA,NA,"DE",2024-07-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"342",NA,NA,"DE",2024-07-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"343",1.49912749079613,0.730427059844981,"DE",2024-07-06,1,1,1,1,1,1,1,0,0,1,0,1,1,0
"344",1.53033427890384,0.829137188876421,"DE",2024-07-07,1,1,1,1,0,1,1,0,0,1,0,0,1,0
"345",1.36653304245867,0.83495002559145,"DE",2024-07-08,1,0,1,1,0,1,1,1,1,1,1,0,1,0
"346",1.16387934799191,0.809286388078702,"DE",2024-07-09,1,1,1,1,0,1,1,1,0,1,0,0,1,0
"347",0.774640097356974,0.820322777459106,"DE",2024-07-10,1,1,1,0,1,1,1,0,0,1,0,1,1,0
"348",0.677406823307232,0.768011818542045,"DE",2024-07-11,1,1,1,1,1,1,1,0,0,1,1,0,1,0
"349",1.52370645916739,0.760838345857554,"DE",2024-07-12,1,1,1,1,1,1,0,1,0,1,0,0,1,0
"350",1.32095685751241,0.809304687025393,"DE",2024-07-13,1,1,1,1,1,1,1,0,0,1,0,1,1,0
"351",0.909904654921781,0.818161285287726,"DE",2024-07-14,1,1,1,1,1,1,1,1,0,1,0,0,1,1
"352",0.831494890794165,0.825983125475798,"DE",2024-07-15,1,1,1,1,1,1,1,1,1,1,0,0,1,0
"353",NA,NA,"DE",2024-07-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"354",NA,NA,"DE",2024-07-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"355",0.81475062405053,0.804887456572514,"DE",2024-07-18,1,1,1,1,1,1,1,0,1,1,0,0,1,0
"356",0.609081812682112,0.862305956687324,"DE",2024-07-19,1,1,1,1,0,1,1,1,0,1,1,0,1,1
"357",1.9751896275468,0.79431846092414,"DE",2024-07-20,0,1,1,0,1,1,1,0,0,1,0,1,1,0
"358",1.79639105957421,0.82679030834053,"DE",2024-07-21,0,1,1,1,1,1,0,0,0,1,1,0,1,0
"359",1.97126121757352,0.866854803192193,"DE",2024-07-22,1,0,1,1,1,1,0,1,1,1,0,1,1,0
"360",2.01854237689068,0.749887988522415,"DE",2024-07-23,1,0,1,1,0,1,1,0,0,1,0,0,1,0
"361",1.74865106829316,0.674912515258147,"DE",2024-07-24,1,0,1,1,1,1,1,1,0,1,0,1,1,1
"362",1.16972672689146,0.834471168947371,"DE",2024-07-25,1,1,1,1,1,1,1,1,0,1,0,1,1,0
"363",1.55333221287045,0.863619225167841,"DE",2024-07-26,1,0,1,1,1,1,0,0,0,1,1,0,1,0
"364",0.838732132991701,0.797467322815748,"DE",2024-07-27,1,1,1,1,1,1,1,0,0,1,0,1,1,0
"365",2.59972512592412,0.801067877698672,"DE",2024-07-28,0,1,1,1,1,1,0,0,1,1,0,0,1,0
"366",1.34546154657283,0.809547859947158,"DE",2024-07-29,1,1,1,1,1,1,1,1,0,1,0,0,1,0
"367",1.90665152535933,0.867580264951179,"DE",2024-07-30,1,1,1,1,1,1,0,1,1,1,1,0,1,0
"368",1.25075864150161,0.804388097220202,"DE",2024-07-31,0,1,1,1,1,1,1,0,0,1,0,0,1,1
"369",1.69749245247838,0.792122988146761,"DE",2024-08-01,1,1,1,1,1,1,0,0,0,1,0,0,1,0
"370",2.269603075789,0.846605244658715,"DE",2024-08-02,1,1,1,0,0,1,0,0,0,1,0,0,1,0
"371",1.09672509021146,0.803554181195546,"DE",2024-08-03,1,1,1,0,1,1,1,0,0,1,0,1,1,1
"372",1.77589990754703,0.801955042390409,"DE",2024-08-04,1,1,1,1,0,1,0,1,0,1,0,0,1,0
"373",1.71933667582637,0.771007189885499,"DE",2024-08-05,1,1,1,1,0,0,1,0,0,1,0,0,0,0
"374",2.17739879820658,0.697636925238137,"DE",2024-08-06,1,1,1,0,1,1,1,0,0,0,0,0,1,0
"375",1.76251538313266,0.811993792335486,"DE",2024-08-07,0,1,1,1,1,1,1,0,0,0,1,0,1,0
"376",3.46862857351742,0.863953144836543,"DE",2024-08-08,0,0,1,1,0,0,0,1,0,1,0,0,0,0
"377",2.95711211722341,0.911566643147974,"DE",2024-08-09,0,0,0,1,1,1,1,0,0,0,0,0,1,0
"378",0.908984711092933,0.93390726925643,"DE",2024-08-10,1,1,1,1,1,1,0,1,1,1,1,1,1,1
"379",3.11591593749591,0.702393729930243,"FL",2024-06-30,1,1,1,0,1,1,0,0,0,1,0,0,1,0
"380",4.34982929514767,0.809879037347088,"FL",2024-07-01,0,0,1,0,1,0,1,0,0,1,0,0,1,0
"381",3.8516081217619,0.768766713350957,"FL",2024-07-02,1,0,1,0,0,1,0,0,0,1,0,0,1,0
"382",2.47426772995277,0.764846843565024,"FL",2024-07-03,1,0,1,1,1,1,0,0,0,1,0,1,1,0
"383",NA,NA,"FL",2024-07-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"384",3.0518387887739,0.778648566982669,"FL",2024-07-05,0,0,1,0,0,1,1,0,0,1,0,1,0,0
"385",2.42606622169037,0.886498212177085,"FL",2024-07-06,1,0,1,0,0,1,0,0,0,1,0,0,1,0
"386",NA,NA,"FL",2024-07-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"387",6.94133229411819,0.816576755261304,"FL",2024-07-08,0,0,1,0,0,1,1,0,0,1,0,0,1,0
"388",6.85636295661488,0.808591059822867,"FL",2024-07-09,0,0,1,1,0,1,1,0,0,1,0,0,0,0
"389",4.67609067483952,0.798700171993394,"FL",2024-07-10,1,0,1,1,0,1,0,0,0,1,0,0,1,0
"390",4.63342639442665,0.815181517111029,"FL",2024-07-11,1,0,1,1,0,1,0,0,0,1,0,0,0,0
"391",4.76979548659122,0.822729431454969,"FL",2024-07-12,1,0,1,0,1,0,0,0,0,1,0,0,0,0
"392",2.43365459991663,0.835751408390445,"FL",2024-07-13,1,1,1,0,1,1,0,0,0,1,0,1,0,1
"393",2.0468564802473,0.839231979971087,"FL",2024-07-14,1,0,1,0,1,1,1,1,0,1,0,0,1,0
"394",4.94479409970921,0.804210484790198,"FL",2024-07-15,0,0,1,1,0,1,0,0,0,1,0,0,0,0
"395",4.3995079324223,0.805574998092687,"FL",2024-07-16,1,0,1,0,1,1,0,0,0,1,0,0,1,0
"396",2.59291545312986,0.825324750091073,"FL",2024-07-17,0,0,1,0,0,1,1,0,0,1,0,0,1,0
"397",4.72552567167093,0.840637786543588,"FL",2024-07-18,1,0,1,0,0,1,1,0,0,0,0,0,1,0
"398",4.52273793348408,0.808504379824157,"FL",2024-07-19,0,0,1,0,1,1,0,0,0,1,0,0,1,0
"399",1.60544172546957,0.856311315848407,"FL",2024-07-20,1,0,1,1,0,1,0,0,0,1,1,0,1,0
"400",2.13752199151814,0.832791604421757,"FL",2024-07-21,1,0,1,0,1,1,0,1,0,1,1,1,1,0
"401",2.91261039459019,0.778962035344719,"FL",2024-07-22,0,1,1,0,1,1,1,0,0,1,0,0,1,0
"402",7.65683501161685,0.832342320627078,"FL",2024-07-23,1,0,1,0,1,1,0,0,0,1,0,1,1,0
"403",4.72642105042589,0.831664805426481,"FL",2024-07-24,1,0,1,0,0,1,1,0,0,0,0,0,1,0
"404",3.01688494827004,0.856573779084589,"FL",2024-07-25,0,0,1,0,1,0,0,1,0,1,0,0,0,0
"405",5.78128294019143,0.839034305720521,"FL",2024-07-26,0,0,1,0,1,1,1,0,0,1,0,0,1,0
"406",3.42394180762235,0.831732785529271,"FL",2024-07-27,1,0,1,0,1,1,0,0,0,1,0,0,1,0
"407",1.36579066735792,0.811300664991302,"FL",2024-07-28,1,1,1,1,1,1,1,0,0,1,1,0,1,0
"408",5.46169551062305,0.813658966776773,"FL",2024-07-29,1,0,1,1,0,1,1,1,0,1,1,0,1,0
"409",2.85135600509116,0.863234626573774,"FL",2024-07-30,1,1,1,0,1,1,0,0,0,1,0,1,1,0
"410",3.85295477228371,0.823156553629685,"FL",2024-07-31,1,1,1,0,1,1,0,0,0,0,0,0,0,0
"411",8.09246254234115,0.846032646837609,"FL",2024-08-01,0,0,1,1,0,1,0,1,0,1,0,0,1,0
"412",6.98845679391279,0.8522566219329,"FL",2024-08-02,0,0,1,0,0,1,0,0,0,1,0,0,1,0
"413",1.81054676873324,0.823279808910279,"FL",2024-08-03,0,1,1,1,0,0,1,0,0,1,0,0,0,1
"414",1.10781630733689,0.951436690600886,"FL",2024-08-04,1,1,1,1,1,1,1,0,0,1,0,0,1,0
"415",3.38599527320523,0.838520394878653,"FL",2024-08-05,1,0,1,1,1,1,0,0,0,1,1,0,1,0
"416",2.52742328865896,0.827651111958701,"FL",2024-08-06,1,0,1,1,0,1,0,0,0,1,0,0,1,0
"417",3.73526444462844,1.00268617350695,"FL",2024-08-07,0,0,1,0,1,0,0,0,0,1,0,0,0,0
"418",2.69120619835307,0.848489486198857,"FL",2024-08-08,1,0,1,1,1,1,0,0,0,1,0,0,1,0
"419",1.59587043452944,0.803289958961041,"FL",2024-08-09,1,0,1,1,1,1,1,0,0,1,0,0,1,0
"420",1.19723320763614,0.764162953219453,"FL",2024-08-10,1,0,1,1,0,1,1,0,0,1,1,0,1,0
"421",1.25266043178975,1.00096498560176,"GA",2024-06-30,1,1,1,0,1,0,1,0,1,1,0,0,0,1
"422",2.55876007249747,0.676231109500374,"GA",2024-07-01,1,0,1,1,1,1,0,0,0,1,1,0,1,0
"423",1.23883504189703,0.809546961739337,"GA",2024-07-02,0,1,1,1,1,1,1,0,0,1,1,0,1,0
"424",1.96358799218529,0.726788405393924,"GA",2024-07-03,1,0,1,1,1,1,0,0,1,1,1,1,1,0
"425",1.22689188874968,0.843361729470888,"GA",2024-07-04,1,1,0,1,1,1,1,1,1,0,1,1,1,0
"426",0.832995679001981,0.862397120560855,"GA",2024-07-05,1,1,1,0,1,1,1,0,1,1,0,1,1,1
"427",0.587309290859676,0.773015468189484,"GA",2024-07-06,1,1,1,1,1,1,1,0,0,1,1,0,1,0
"428",0.618004714255503,0.717933211030851,"GA",2024-07-07,1,1,1,1,1,1,1,0,0,1,1,1,1,1
"429",1.74017115915221,0.758898278022325,"GA",2024-07-08,1,1,1,1,1,1,0,1,0,1,0,0,1,0
"430",2.45718148428643,0.803805542338954,"GA",2024-07-09,1,1,1,1,0,0,0,1,0,1,0,0,0,0
"431",1.46396718006044,0.791657460732832,"GA",2024-07-10,0,1,1,1,1,1,1,1,0,1,0,1,1,0
"432",1.60587977785282,0.82255051081324,"GA",2024-07-11,1,0,1,1,1,1,1,0,0,1,0,0,1,1
"433",0.608136924599635,0.808233567314229,"GA",2024-07-12,1,1,1,1,1,1,1,1,1,1,0,1,1,0
"434",1.69971782062537,0.804371630638549,"GA",2024-07-13,0,0,1,1,1,1,1,0,0,1,1,1,1,1
"435",1.47070808750712,0.827346373639221,"GA",2024-07-14,1,0,1,1,0,1,1,0,0,1,1,0,1,1
"436",1.06089006797263,0.788793022633742,"GA",2024-07-15,1,1,1,1,1,1,1,1,0,1,1,1,1,0
"437",1.63401227069437,0.816620664314316,"GA",2024-07-16,1,0,1,0,1,1,1,0,0,1,0,0,1,1
"438",4.37029398999737,0.823080111786238,"GA",2024-07-17,1,1,1,0,0,1,1,0,1,1,0,0,1,0
"439",0.678831851824445,0.763678119597335,"GA",2024-07-18,1,1,1,1,1,1,1,0,1,1,1,1,1,0
"440",0.83879832873117,0.83100301323142,"GA",2024-07-19,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"441",2.04225285514066,0.870941449304182,"GA",2024-07-20,1,1,1,1,1,1,0,1,1,1,0,0,1,0
"442",1.53705376811358,0.757024617344511,"GA",2024-07-21,1,0,1,1,1,1,1,0,0,1,0,0,1,0
"443",1.32526880675,0.812209062302951,"GA",2024-07-22,0,1,1,1,1,1,1,0,1,1,0,0,1,0
"444",4.05874097873665,0.832892333509428,"GA",2024-07-23,0,0,1,1,1,1,0,0,0,1,1,1,1,0
"445",2.3765754114047,0.82704525957251,"GA",2024-07-24,1,1,1,0,1,1,0,1,0,1,0,0,1,0
"446",3.86955118584183,0.89466686869482,"GA",2024-07-25,0,0,1,0,1,1,0,0,0,1,0,0,1,0
"447",2.30879598856344,0.829993676227569,"GA",2024-07-26,1,1,1,0,1,1,0,0,0,1,0,1,1,0
"448",2.97888795094713,0.851309287589808,"GA",2024-07-27,0,0,1,1,1,1,0,1,0,1,0,1,1,0
"449",2.51945795703888,0.855419816008666,"GA",2024-07-28,0,1,1,0,0,1,0,0,0,1,0,0,1,0
"450",6.53476090708783,0.891429184586424,"GA",2024-07-29,1,0,1,0,1,1,0,0,1,1,0,1,1,0
"451",2.77515715680103,0.879219553047993,"GA",2024-07-30,0,0,1,1,1,1,1,0,0,1,1,0,1,0
"452",2.40923098479107,0.847225258824997,"GA",2024-07-31,1,0,1,1,1,1,0,1,0,1,1,0,1,0
"453",3.4573571582214,0.88234031220374,"GA",2024-08-01,1,0,1,0,1,1,0,0,0,1,0,1,1,0
"454",3.15402949616831,0.837030323956029,"GA",2024-08-02,1,0,1,1,1,0,0,1,0,0,0,0,0,0
"455",1.33668102371928,0.805721003724999,"GA",2024-08-03,1,1,1,1,1,1,0,0,1,1,0,0,1,0
"456",1.09783830633105,0.951436690600886,"GA",2024-08-04,1,1,1,1,1,1,1,0,1,1,1,1,1,0
"457",4.5657906365269,0.904804569989946,"GA",2024-08-05,1,1,1,0,1,0,0,0,0,1,0,0,0,0
"458",3.00889500428521,0.863091994632962,"GA",2024-08-06,1,0,1,0,1,1,0,0,0,1,0,0,0,0
"459",4.75154758022541,0.829926876710915,"GA",2024-08-07,1,1,1,0,1,1,0,1,0,1,0,0,1,0
"460",4.54303801242332,0.905584746371734,"GA",2024-08-08,1,0,1,0,0,1,0,0,0,1,0,0,1,0
"461",5.26651250317495,0.917124098940396,"GA",2024-08-09,0,1,1,0,1,1,0,0,0,1,0,0,1,0
"462",1.09096316644865,0.723024890578428,"GA",2024-08-10,1,1,1,1,1,1,1,0,0,1,0,1,1,0
"463",NA,NA,"HI",2024-06-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
