...1,es_score,brier_score,location,target_date,X21L_50_CI,X22F_50_CI,X23A_50_CI,X23B_50_CI,X23D_50_CI,X23H_50_CI,X23I_50_CI,X24A_50_CI,other_50_CI,X23F_50_CI,X21L_95_CI,X22F_95_CI,X23A_95_CI,X23B_95_CI,X23D_95_CI,X23H_95_CI,X23I_95_CI,X24A_95_CI,other_95_CI,X23F_95_CI
535,1.75132015228279,0.2690116986692625,IA,2024-01-02,1,1,0,1,0,1,1,1,0,1,0,1,0,0,0,1,1,1,0,1
536,1.74554611212972,0.2455197213177285,IA,2024-01-03,1,1,1,0,1,1,1,1,0,1,0,1,1,0,1,1,1,0,0,1
537,1.29598722615731,0.200568297061776,IA,2024-01-04,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,0
538,1.80706784348763,0.80352380281156,IA,2024-01-05,1,1,0,1,1,1,1,0,0,1,1,1,0,1,1,1,1,0,0,1
539,2.58854170756601,0.61457916747213,IA,2024-01-06,1,1,0,1,1,1,1,0,0,1,1,1,0,1,1,0,1,0,0,1
540,1.4188427931884,0.230714160169161,IA,2024-01-07,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1
541,0.93286253035685,0.2152803039743405,IA,2024-01-08,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0
542,0.0338637679504058,0.0242958889802626,IA,2024-01-09,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1
543,1.64068367223651,0.137207007186712,IA,2024-01-10,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,1,0
544,0.615774600774378,0.106154371233402,IA,2024-01-11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
545,0.0270540468138711,0.02213394386563725,IA,2024-01-12,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
546,1.04178110065582,0.4291904341720645,IA,2024-01-13,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1
547,NA,NA,ID,2023-12-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
548,NA,NA,ID,2023-12-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
549,NA,NA,ID,2023-12-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
550,NA,NA,ID,2023-12-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
551,NA,NA,ID,2023-12-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
552,0.362053323131764,0.2549256574372055,ID,2023-12-08,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0
553,0.824853099208366,0.586211260489895,ID,2023-12-09,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1
554,NA,NA,ID,2023-12-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
555,NA,NA,ID,2023-12-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
556,NA,NA,ID,2023-12-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
557,NA,NA,ID,2023-12-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
558,NA,NA,ID,2023-12-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
559,NA,NA,ID,2023-12-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
560,NA,NA,ID,2023-12-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
561,NA,NA,ID,2023-12-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
562,NA,NA,ID,2023-12-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
563,NA,NA,ID,2023-12-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
564,NA,NA,ID,2023-12-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
565,0.179596311729603,0.1207138708785385,ID,2023-12-21,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
566,NA,NA,ID,2023-12-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
567,NA,NA,ID,2023-12-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
568,NA,NA,ID,2023-12-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
569,NA,NA,ID,2023-12-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
570,NA,NA,ID,2023-12-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
571,NA,NA,ID,2023-12-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
572,NA,NA,ID,2023-12-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
573,NA,NA,ID,2023-12-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
574,NA,NA,ID,2023-12-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
575,NA,NA,ID,2023-12-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
576,NA,NA,ID,2024-01-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
577,NA,NA,ID,2024-01-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
578,0.0523278533393423,0.03614391360446455,ID,2024-01-03,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
579,NA,NA,ID,2024-01-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
580,NA,NA,ID,2024-01-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
581,NA,NA,ID,2024-01-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
582,NA,NA,ID,2024-01-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
583,NA,NA,ID,2024-01-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
584,0.0314422666387832,0.0242958889802626,ID,2024-01-09,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
585,NA,NA,ID,2024-01-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
586,NA,NA,ID,2024-01-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
587,NA,NA,ID,2024-01-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
588,NA,NA,ID,2024-01-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
589,2.04852957165762,0.3392115883187725,IL,2023-12-03,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,0,0,0,0,0
590,3.92643245437118,0.353893556831431,IL,2023-12-04,1,1,1,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0
591,3.95984376751441,0.3613847511616895,IL,2023-12-05,1,1,0,0,1,0,1,1,0,1,1,1,0,0,0,1,0,0,0,0
592,2.66461840844907,0.3934922289579895,IL,2023-12-06,1,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0
593,4.23054214262891,0.3823985353763065,IL,2023-12-07,1,1,0,1,0,0,1,1,1,1,1,1,0,1,0,0,0,1,0,0
594,3.22523880680254,0.3383185729892305,IL,2023-12-08,1,1,1,0,1,1,1,0,1,0,0,1,1,0,0,0,1,0,1,0
595,3.12899282443029,0.3794413673711995,IL,2023-12-09,1,1,1,0,1,1,1,0,1,0,1,1,0,0,1,0,1,0,0,0
596,4.92751264193662,0.4345538190569195,IL,2023-12-10,1,1,0,1,1,0,1,0,1,1,1,1,0,1,0,0,1,0,0,1
597,6.31991524742522,0.380443344312553,IL,2023-12-11,1,1,0,1,0,0,1,0,1,0,1,1,0,1,0,0,1,0,0,0
598,3.75283047707991,0.3692527566705465,IL,2023-12-12,1,1,1,1,0,1,1,0,1,0,1,1,0,1,0,1,1,0,1,0
599,3.25879297725016,0.3428683317358615,IL,2023-12-13,1,1,1,1,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0
600,3.87145841417347,0.3690085636361665,IL,2023-12-14,1,0,0,1,1,0,1,1,0,0,1,0,0,1,1,0,0,0,0,0
601,3.92535896012751,0.389692498906447,IL,2023-12-15,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
602,4.99871653136598,0.395646734461311,IL,2023-12-16,1,1,0,1,1,1,1,0,0,1,1,1,0,1,0,1,0,0,0,0
603,3.21537565199275,0.377940615812992,IL,2023-12-17,1,1,1,0,1,1,1,0,1,1,1,1,0,0,1,0,1,0,0,0
604,5.11247006876021,0.350159919302532,IL,2023-12-18,1,1,0,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0
605,2.62674657676423,0.3182544267407615,IL,2023-12-19,1,1,1,0,1,0,1,1,0,1,0,1,1,0,0,0,1,0,0,0
606,3.80966405634481,0.316998487196849,IL,2023-12-20,1,0,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0
607,2.55629044168763,0.3189898419397025,IL,2023-12-21,1,1,1,1,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0
608,2.54243318601323,0.333378274606677,IL,2023-12-22,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1,0,1,0,0,0
609,2.56154904553137,0.367886693553403,IL,2023-12-23,1,1,1,1,1,1,1,0,0,0,1,1,1,1,0,1,1,0,0,0
610,3.34306359804497,0.3339778198398425,IL,2023-12-24,1,1,0,1,1,1,1,0,1,0,0,1,0,0,0,0,1,0,1,0
611,1.12587409291294,0.2998951049859675,IL,2023-12-25,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,0,1,0,0,0
612,6.3713243429111,0.328007939961618,IL,2023-12-26,1,1,1,1,1,1,1,0,1,0,1,1,0,1,0,1,1,0,0,0
613,3.27645721375628,0.2533841787642535,IL,2023-12-27,1,0,1,1,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0
614,2.14206204533074,0.272902972363282,IL,2023-12-28,1,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,1,0,1,0
615,1.07235733397905,0.19390187949251,IL,2023-12-29,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,0
616,2.63896855832571,0.2411151247527645,IL,2023-12-30,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0,1,0,0,0
617,4.26801270183469,0.334324901219301,IL,2023-12-31,1,1,0,1,1,1,1,0,1,0,1,1,0,1,1,0,0,0,1,0
618,2.43151086762564,0.272782247416566,IL,2024-01-01,1,1,0,1,1,1,0,1,1,1,1,1,0,0,1,0,0,0,0,1
619,10.7789030177521,0.3331064377685315,IL,2024-01-02,0,1,1,0,0,1,1,0,1,0,1,1,0,0,1,0,0,0,1,0
620,4.04137392168316,0.242179471171491,IL,2024-01-03,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,0
621,2.30893355658964,0.3257466465977135,IL,2024-01-04,1,0,0,0,1,1,0,0,1,1,1,0,0,0,1,1,0,0,1,0
622,2.91550670590525,0.263785077331057,IL,2024-01-05,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0
623,1.6186365921044,0.2309495139484145,IL,2024-01-06,1,1,0,1,1,1,1,1,1,0,1,1,0,1,1,0,0,0,1,0
624,1.61101078510552,0.0688227294115135,IL,2024-01-07,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
625,2.24584425363257,0.205538147576617,IL,2024-01-08,0,0,1,1,0,1,1,1,0,1,1,0,1,0,0,0,0,1,0,0
626,1.87067620042917,0.2799089530005015,IL,2024-01-09,1,1,0,1,1,1,1,0,0,0,1,1,0,1,1,1,1,0,0,0
627,1.38409199840228,0.069365788342061,IL,2024-01-10,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,0
628,4.28386607926722,0.2390047518276725,IL,2024-01-11,0,1,0,0,0,1,1,0,0,1,1,1,0,0,1,1,1,0,0,1
629,4.27971503335444,0.293390992738564,IL,2024-01-12,1,0,0,1,1,1,1,0,1,0,0,0,0,1,1,1,1,0,1,0
630,3.4325251965064,0.3374440475499115,IL,2024-01-13,1,0,0,1,1,0,1,0,1,0,0,0,0,1,1,1,0,0,1,0
631,0.762033761081598,0.543040916610125,IN,2023-12-03,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1
632,4.19084955558496,0.495654044305987,IN,2023-12-04,1,1,1,0,1,1,1,1,1,0,1,1,0,0,1,1,0,1,1,0
633,1.42275445906662,0.3679116312508065,IN,2023-12-05,1,1,0,1,1,1,1,0,1,1,1,1,0,1,0,1,1,1,0,0
634,1.14333714466939,0.4723356635711315,IN,2023-12-06,1,0,1,1,1,0,1,1,1,1,1,0,1,1,0,0,1,0,1,1
635,NA,NA,IN,2023-12-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
636,NA,NA,IN,2023-12-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
637,NA,NA,IN,2023-12-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
638,NA,NA,IN,2023-12-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
639,0.762377510801756,0.346366513600323,IN,2023-12-11,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,0,1,0
640,1.28370188615288,0.608411145965455,IN,2023-12-12,1,0,1,1,1,0,1,1,1,1,1,0,1,0,1,0,1,1,1,0
641,0.986183053559522,0.395124706995469,IN,2023-12-13,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1
642,1.26963487261597,0.38207979884480753,IN,2023-12-14,1,1,0,1,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,1
643,0.989382031018267,0.310002773998599,IN,2023-12-15,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0,1,0
644,1.05854553637745,0.512678292368235,IN,2023-12-16,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,1,0
645,1.91844306153422,0.3877498036854445,IN,2023-12-17,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0,1,1,0,1,0
646,0.807371248757128,0.4017854400476395,IN,2023-12-18,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,0,0
647,2.67557379870644,0.447894123396172,IN,2023-12-19,1,1,1,0,1,1,1,0,0,0,1,1,1,0,1,1,1,0,1,0
648,1.61091060032826,0.466235939630051,IN,2023-12-20,1,1,1,0,1,1,1,0,0,1,1,1,1,0,1,0,1,0,1,0
649,0.487125923410659,0.1207138708785385,IN,2023-12-21,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
650,0.900456466471257,0.327239218839366,IN,2023-12-22,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,0
651,NA,NA,IN,2023-12-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
652,0.717269673270477,0.518837260056825,IN,2023-12-24,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0
653,0.748906917602349,0.537759019310085,IN,2023-12-25,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0
654,0.326724626934445,0.0759120554008495,IN,2023-12-26,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
655,0.39103535194635197,0.2375915183003745,IN,2023-12-27,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,0
656,0.83634112483292,0.289338947295555,IN,2023-12-28,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,0,1,0,1,1
657,NA,NA,IN,2023-12-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
658,NA,NA,IN,2023-12-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
659,0.212378589208991,0.04714822988597855,IN,2023-12-31,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1
660,0.0629232544765432,0.04302416869965525,IN,2024-01-01,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
661,0.880040770727672,0.220495114296375,IN,2024-01-02,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,0
662,0.457204024346911,0.1993008097633565,IN,2024-01-03,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0
663,0.723569441134811,0.3678126613353705,IN,2024-01-04,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0
664,0.0412867203728633,0.03087714554063675,IN,2024-01-05,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
665,NA,NA,IN,2024-01-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
666,1.04105907274173,0.73808967294399,IN,2024-01-07,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0,1,0
667,0.808922763089153,0.3869464006399735,IN,2024-01-08,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0
668,1.16671756218857,0.828040325742505,IN,2024-01-09,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,0,1,1
669,0.106275440015992,0.02334035591627685,IN,2024-01-10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
670,2.19088087228957,0.774394261637565,IN,2024-01-11,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0,1,0
671,NA,NA,IN,2024-01-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
672,0.091312163266215,0.02185725945621225,IN,2024-01-13,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1
673,NA,NA,KS,2023-12-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
674,0.522988408250668,0.3692822403899205,KS,2023-12-04,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
675,1.14398224755358,0.556575509359145,KS,2023-12-05,1,1,1,0,1,0,1,1,1,1,1,1,1,0,1,0,1,0,1,0
676,1.23384492985787,0.4981330803820895,KS,2023-12-06,1,1,1,0,1,1,0,1,1,0,1,1,1,0,1,1,0,0,1,1
677,1.62541274127716,0.56621512022583,KS,2023-12-07,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1
678,0.801406753573719,0.568304401962555,KS,2023-12-08,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1
679,NA,NA,KS,2023-12-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
680,NA,NA,KS,2023-12-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
681,1.21439602674885,0.3989116472573355,KS,2023-12-11,1,1,0,1,1,1,1,0,1,1,1,1,0,1,1,0,1,0,1,0
682,0.679137169339083,0.3768875804376905,KS,2023-12-12,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,0
683,1.27205944432648,0.60645324817,KS,2023-12-13,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1
684,NA,NA,KS,2023-12-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
685,0.79446753733386,0.4015519806287745,KS,2023-12-15,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0
686,NA,NA,KS,2023-12-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
687,NA,NA,KS,2023-12-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
688,0.823359575409433,0.4007913123556365,KS,2023-12-18,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1
689,NA,NA,KS,2023-12-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
690,0.360835347589533,0.2872348488182425,KS,2023-12-20,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0
691,NA,NA,KS,2023-12-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
692,0.170309807664424,0.1103666787092265,KS,2023-12-22,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
693,NA,NA,KS,2023-12-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
694,NA,NA,KS,2023-12-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
695,NA,NA,KS,2023-12-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
696,0.90476901543069,0.2380691308863,KS,2023-12-26,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1
697,0.0997831894673714,0.068969194468512,KS,2023-12-27,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1
698,0.0925863273623272,0.062650993490539,KS,2023-12-28,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
699,NA,NA,KS,2023-12-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
700,NA,NA,KS,2023-12-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
701,NA,NA,KS,2023-12-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
702,NA,NA,KS,2024-01-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
703,0.343743154785818,0.03936688140345535,KS,2024-01-02,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
704,0.466221772916675,0.1449151777103925,KS,2024-01-03,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
705,NA,NA,KS,2024-01-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
706,1.12348659507493,0.784768373262105,KS,2024-01-05,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0,1,0,1,1
707,0.0384675280649915,0.02877562362388705,KS,2024-01-06,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
708,NA,NA,KS,2024-01-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
709,0.0346273159938993,0.0255073609575547,KS,2024-01-08,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
710,NA,NA,KS,2024-01-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
711,0.986287468698856,0.418419746382804,KS,2024-01-10,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1
712,1.02824028289769,0.4275160355812805,KS,2024-01-11,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1
713,NA,NA,KS,2024-01-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
714,NA,NA,KS,2024-01-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
715,NA,NA,KY,2023-12-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716,1.39803993158688,0.4159737260033675,KY,2023-12-04,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,1,0,0,1,1
717,1.68837296248625,0.4331280595301745,KY,2023-12-05,1,0,1,0,1,1,1,0,1,1,1,0,1,0,0,1,1,0,1,0
718,0.787817632029458,0.553452187058965,KY,2023-12-06,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0
719,NA,NA,KY,2023-12-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
720,NA,NA,KY,2023-12-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
721,NA,NA,KY,2023-12-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
722,0.391115920942654,0.273483693787619,KY,2023-12-10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1
723,NA,NA,KY,2023-12-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
724,0.822823250158175,0.584679065900905,KY,2023-12-12,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0
725,0.905368109762789,0.63897987360155994,KY,2023-12-13,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1
