...1,es_score,brier_score,location,target_date,X24B_50_CI,X24C_50_CI,X24D_50_CI,X24G_50_CI,other_50_CI,X24A_50_CI,X24B_95_CI,X24C_95_CI,X24D_95_CI,X24G_95_CI,other_95_CI,X24A_95_CI
257,NA,NA,CT,2024-05-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
258,NA,NA,CT,2024-05-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
259,0.179056294299341,0.1200538821446995,CT,2024-05-04,1,1,1,1,1,1,1,1,1,1,1,1
260,NA,NA,CT,2024-05-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
261,1.01082052799905,0.712987126157275,CT,2024-05-06,1,1,1,1,0,1,0,1,1,1,0,1
262,1.4546251150739,0.671846593890345,CT,2024-05-07,1,0,0,1,1,0,1,0,0,1,1,0
263,NA,NA,CT,2024-05-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
264,0.235920888248221,0.1679292543580175,CT,2024-05-09,1,1,1,1,1,1,1,1,0,1,1,0
265,0.8310011437121,0.4054145107385365,CT,2024-05-10,1,1,1,0,1,1,1,1,1,0,1,0
266,NA,NA,CT,2024-05-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
267,NA,NA,CT,2024-05-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
268,0.438535010758017,0.319569487036798,CT,2024-05-13,1,1,1,1,1,1,1,1,1,1,1,1
269,0.32843684443903,0.2246958642099325,CT,2024-05-14,1,1,1,1,1,1,0,1,1,1,1,0
270,0.344974134574605,0.2368621876193925,CT,2024-05-15,1,1,1,1,1,1,1,1,1,1,1,1
271,NA,NA,CT,2024-05-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
272,NA,NA,CT,2024-05-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
273,NA,NA,CT,2024-05-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
274,0.415283388167866,0.287150487367647,CT,2024-05-19,1,1,1,1,1,1,0,1,1,1,1,0
275,NA,NA,CT,2024-05-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
276,NA,NA,CT,2024-05-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
277,0.457827995004411,0.325530622770471,CT,2024-05-22,1,1,1,1,1,1,1,1,1,0,1,0
278,0.504516615276617,0.3382496146234815,CT,2024-05-23,1,1,1,1,1,1,0,1,1,1,1,0
279,0.515644892093403,0.3508710939736065,CT,2024-05-24,1,1,1,1,1,1,0,1,1,1,1,0
280,NA,NA,CT,2024-05-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
281,NA,NA,CT,2024-05-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
282,NA,NA,CT,2024-05-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
283,NA,NA,CT,2024-05-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
284,0.954015940499328,0.4701630261952295,CT,2024-05-29,1,0,1,1,1,1,0,0,0,1,1,0
285,0.304442957751389,0.2092254236942975,CT,2024-05-30,1,1,1,1,1,1,0,1,1,0,1,1
286,0.623620140041848,0.433922003662049,CT,2024-05-31,1,1,1,1,1,0,1,1,1,0,1,0
287,NA,NA,CT,2024-06-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
288,NA,NA,CT,2024-06-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
289,NA,NA,CT,2024-06-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
290,NA,NA,CT,2024-06-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
291,0.70001336868289,0.48480806311672,CT,2024-06-05,1,1,1,1,1,0,0,1,1,1,1,0
292,NA,NA,CT,2024-06-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
293,0.596217586213383,0.369079177268107,CT,2024-06-07,1,1,1,1,1,1,0,0,1,0,1,0
294,NA,NA,CT,2024-06-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
295,NA,NA,DC,2024-04-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
296,NA,NA,DC,2024-04-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
297,NA,NA,DC,2024-04-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
298,NA,NA,DC,2024-05-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
299,NA,NA,DC,2024-05-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
300,NA,NA,DC,2024-05-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
301,NA,NA,DC,2024-05-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
302,NA,NA,DC,2024-05-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
303,NA,NA,DC,2024-05-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
304,NA,NA,DC,2024-05-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
305,NA,NA,DC,2024-05-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
306,NA,NA,DC,2024-05-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
307,NA,NA,DC,2024-05-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
308,NA,NA,DC,2024-05-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
309,NA,NA,DC,2024-05-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
310,NA,NA,DC,2024-05-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
311,NA,NA,DC,2024-05-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
312,NA,NA,DC,2024-05-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
313,0.374367545233159,0.2492266999793845,DC,2024-05-16,1,1,1,1,1,1,1,1,1,1,1,1
314,0.383726145905996,0.261754150205176,DC,2024-05-17,1,1,1,1,1,1,0,1,1,1,1,0
315,0.397768381483036,0.27440792828589,DC,2024-05-18,1,1,1,1,1,1,0,1,1,1,1,0
316,0.813234132647711,0.56794883054523,DC,2024-05-19,1,0,1,1,1,1,1,0,1,1,1,0
317,0.35457972764093,0.2518473348669615,DC,2024-05-20,1,1,1,1,1,1,0,1,1,1,1,0
318,0.457217436583,0.3127497266076405,DC,2024-05-21,1,1,1,1,1,1,0,1,1,1,1,0
319,0.475352901184621,0.325530622770471,DC,2024-05-22,1,1,1,1,1,1,1,1,1,1,1,1
320,0.487142718820543,0.3382496146234815,DC,2024-05-23,1,1,1,1,1,1,0,1,1,1,1,0
321,0.50354522027028,0.3508710939736065,DC,2024-05-24,1,1,1,1,1,1,0,1,1,1,1,0
322,0.532931234592132,0.36336108810677,DC,2024-05-25,1,1,1,1,1,1,0,1,1,1,1,0
323,0.312587837895859,0.2186563909230575,DC,2024-05-26,1,1,1,1,1,1,1,1,1,1,1,1
324,NA,NA,DC,2024-05-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
325,NA,NA,DC,2024-05-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
326,NA,NA,DC,2024-05-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
327,NA,NA,DC,2024-05-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
328,0.754595987632769,0.52388822062378,DC,2024-05-31,1,0,1,1,1,1,1,0,1,0,1,1
329,NA,NA,DC,2024-06-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
330,NA,NA,DC,2024-06-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
331,1.42612282077454,0.465428266064057,DC,2024-06-03,1,1,1,1,1,0,0,1,1,1,1,0
332,1.44123057210529,0.475283893815636,DC,2024-06-04,1,1,1,1,1,0,1,1,1,0,1,0
333,0.325350747637636,0.2121219385648185,DC,2024-06-05,1,1,1,1,1,1,0,1,1,1,1,0
334,NA,NA,DC,2024-06-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
335,NA,NA,DC,2024-06-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
336,NA,NA,DC,2024-06-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
337,NA,NA,DE,2024-04-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
338,NA,NA,DE,2024-04-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
339,NA,NA,DE,2024-04-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
340,1.46708382890006,0.487906462154662,DE,2024-05-01,0,1,1,1,1,0,0,0,1,1,1,0
341,NA,NA,DE,2024-05-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
342,NA,NA,DE,2024-05-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
343,NA,NA,DE,2024-05-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
344,NA,NA,DE,2024-05-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
345,NA,NA,DE,2024-05-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
346,NA,NA,DE,2024-05-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
347,NA,NA,DE,2024-05-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
348,NA,NA,DE,2024-05-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
349,NA,NA,DE,2024-05-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
350,NA,NA,DE,2024-05-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
351,0.757939218979764,0.201089661284287,DE,2024-05-12,1,1,1,1,1,0,1,1,0,1,1,0
352,0.310440566736987,0.212761227181156,DE,2024-05-13,1,1,1,1,1,1,0,1,1,1,1,0
353,0.311243373348547,0.2246958642099325,DE,2024-05-14,1,1,1,1,1,1,1,1,1,1,1,1
354,NA,NA,DE,2024-05-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
355,1.96257959137474,0.316333791430172,DE,2024-05-16,0,1,1,1,1,0,0,0,0,1,1,0
356,NA,NA,DE,2024-05-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
357,NA,NA,DE,2024-05-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
358,NA,NA,DE,2024-05-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
359,NA,NA,DE,2024-05-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
360,NA,NA,DE,2024-05-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
361,1.24948100145132,0.401552790726608,DE,2024-05-22,0,1,1,1,1,0,0,0,1,0,1,0
362,0.783691607303762,0.549342944099735,DE,2024-05-23,1,0,1,1,1,1,0,0,1,1,1,1
363,NA,NA,DE,2024-05-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
364,NA,NA,DE,2024-05-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
365,0.869684463230893,0.365658584019309,DE,2024-05-26,1,1,1,1,1,1,0,1,0,0,1,0
366,NA,NA,DE,2024-05-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
367,0.32134152289166,0.212723010850666,DE,2024-05-28,1,1,1,1,1,1,1,1,1,1,1,1
368,NA,NA,DE,2024-05-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
369,2.19496369486706,0.4470339154665635,DE,2024-05-30,1,0,1,1,1,1,0,0,0,1,1,0
370,NA,NA,DE,2024-05-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
371,NA,NA,DE,2024-06-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
372,NA,NA,DE,2024-06-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
373,NA,NA,DE,2024-06-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
374,NA,NA,DE,2024-06-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
375,2.28005605931412,0.48480806311672,DE,2024-06-05,0,1,1,1,1,0,0,1,1,0,1,0
376,NA,NA,DE,2024-06-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
377,0.833376664161469,0.4450736160651685,DE,2024-06-07,1,1,1,1,1,0,1,0,0,0,1,0
378,NA,NA,DE,2024-06-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
379,NA,NA,FL,2024-04-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
380,NA,NA,FL,2024-04-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
381,0.13372582817734,0.089127810561811,FL,2024-04-30,1,1,1,1,1,1,0,1,1,1,1,0
382,NA,NA,FL,2024-05-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
383,1.03902963380685,0.737118269950345,FL,2024-05-02,1,1,1,1,0,1,1,1,1,1,0,0
384,0.162541461876134,0.111698417271235,FL,2024-05-03,1,1,1,1,1,1,1,1,1,1,1,1
385,2.01047385856484,0.724740843899355,FL,2024-05-04,1,1,1,1,0,0,1,1,1,1,0,0
386,0.188801512676834,0.1288249386440295,FL,2024-05-05,1,1,1,1,1,1,1,1,1,1,1,1
387,0.548841488941009,0.1380071117869315,FL,2024-05-06,1,1,1,1,1,1,1,1,1,1,1,1
388,2.39625898907562,0.440164182321788,FL,2024-05-07,1,0,1,1,1,0,0,0,1,1,1,0
389,1.01405638625485,0.334432017116495,FL,2024-05-08,1,1,0,1,1,1,0,1,0,1,1,1
390,0.815935087540273,0.400601800021608,FL,2024-05-09,1,0,1,1,1,1,1,0,0,1,1,0
391,0.265227466190274,0.1786488704650755,FL,2024-05-10,1,1,1,1,1,1,1,1,1,1,1,1
392,0.273284122136199,0.2668676428770415,FL,2024-05-11,1,1,1,1,1,1,0,1,1,0,1,1
393,NA,NA,FL,2024-05-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
394,0.766319666264557,0.212761227181156,FL,2024-05-13,1,1,1,1,1,0,1,1,1,0,1,0
395,3.25117266940578,0.54864984802189,FL,2024-05-14,1,0,1,0,1,0,0,0,1,0,1,0
396,0.5076072562856,0.2569844477860675,FL,2024-05-15,1,1,1,1,1,1,1,1,1,1,1,1
397,0.36627250194931,0.2492266999793845,FL,2024-05-16,1,1,1,1,1,1,1,1,1,1,1,1
398,1.29011991092351,0.418104915894072,FL,2024-05-17,0,1,1,1,1,1,0,1,1,0,1,0
399,NA,NA,FL,2024-05-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
400,NA,NA,FL,2024-05-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
401,0.328410329737785,0.27589555942071,FL,2024-05-20,1,1,1,1,1,1,1,1,1,0,1,0
402,0.706216779647407,0.290061016966353,FL,2024-05-21,1,1,1,1,1,1,1,0,1,1,1,0
403,0.472245492149768,0.325530622770471,FL,2024-05-22,1,1,1,1,1,1,1,1,1,0,1,0
404,0.326729266399282,0.2323199361125145,FL,2024-05-23,1,1,1,1,1,1,1,1,1,1,1,1
405,1.27317187494348,0.415548038074029,FL,2024-05-24,1,1,1,0,1,1,1,1,1,1,1,1
406,0.534055011134738,0.36336108810677,FL,2024-05-25,1,1,1,1,1,1,1,1,0,1,1,0
407,1.19959744354862,0.375687609043376,FL,2024-05-26,1,1,1,1,1,0,0,1,1,0,1,0
408,0.560890095305564,0.387820960073383,FL,2024-05-27,1,1,1,1,1,0,0,1,1,1,1,0
409,0.653407465725365,0.4753679038874585,FL,2024-05-28,1,1,1,0,1,1,1,1,0,0,1,1
410,1.79710362755796,0.21067653903963,FL,2024-05-29,0,1,1,1,1,1,0,0,0,1,1,1
411,0.955495412543677,0.492160832256328,FL,2024-05-30,1,0,1,1,1,1,1,0,1,1,1,0
412,2.23503224587538,0.3810165490411665,FL,2024-05-31,1,1,0,0,0,1,0,0,1,0,0,1
413,1.27831785090144,0.4405303986621045,FL,2024-06-01,1,1,1,0,1,1,1,1,0,0,1,1
414,2.12824133505646,0.3008973126301345,FL,2024-06-02,0,1,1,0,1,0,0,1,1,1,1,0
415,2.62493933103439,0.405931084744477,FL,2024-06-03,1,0,1,1,1,0,0,0,1,0,1,0
416,2.32671367481021,0.4421855471497925,FL,2024-06-04,0,0,1,1,1,1,0,0,1,1,1,0
417,2.9888261038594,0.4206950556888615,FL,2024-06-05,0,1,1,0,1,0,0,0,0,0,1,0
418,1.70104738422044,0.50694190985726,FL,2024-06-06,0,0,1,1,1,1,1,0,1,0,1,1
419,1.97858924807389,0.362335828988009,FL,2024-06-07,1,0,1,0,1,1,0,0,0,0,1,0
420,2.3757616725247,0.345023500808609,FL,2024-06-08,1,1,1,0,1,0,0,0,1,0,1,0
421,NA,NA,GA,2024-04-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
422,0.647086410349755,0.082424143912313,GA,2024-04-29,1,1,1,1,1,1,0,0,1,1,1,0
423,0.127186235964942,0.089127810561811,GA,2024-04-30,1,1,1,1,1,1,1,1,1,1,1,1
424,0.142595535220485,0.096237805170878,GA,2024-05-01,1,1,1,1,1,1,1,1,1,1,1,1
425,0.147690154722494,0.103760112094526,GA,2024-05-02,1,1,1,1,1,1,1,1,1,1,1,1
426,0.934348606491207,0.421279898464575,GA,2024-05-03,1,1,1,1,0,1,1,1,1,0,0,1
427,0.934045710229206,0.422397363022026,GA,2024-05-04,1,1,1,1,0,1,0,1,1,1,0,1
428,0.180513019120536,0.1288249386440295,GA,2024-05-05,1,1,1,1,1,1,1,1,1,1,1,1
429,NA,NA,GA,2024-05-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
430,0.207626858933169,0.1475928763547885,GA,2024-05-07,1,1,1,1,1,1,1,1,1,1,1,1
431,0.617305199507195,0.15757155372855,GA,2024-05-08,1,1,1,1,1,1,0,1,1,1,1,0
432,0.242561115897537,0.1679292543580175,GA,2024-05-09,1,1,1,1,1,1,0,1,1,1,1,0
433,NA,NA,GA,2024-05-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
434,0.274276566224865,0.1897101224676595,GA,2024-05-11,1,1,1,1,1,1,0,1,1,1,1,0
435,0.859762748812309,0.61417199228219,GA,2024-05-12,1,1,1,0,1,1,0,1,1,0,1,1
436,1.80425396045547,0.212761227181156,GA,2024-05-13,0,1,1,1,1,0,0,1,1,1,1,0
437,0.425106232738378,0.308120780744387,GA,2024-05-14,1,1,1,1,1,1,0,1,1,1,1,0
438,NA,NA,GA,2024-05-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
439,1.09705174476917,0.361071852397364,GA,2024-05-16,0,0,1,1,1,1,0,0,1,0,1,0
440,0.706459928893767,0.342686803405779,GA,2024-05-17,1,1,1,1,1,1,0,1,1,0,1,1
441,NA,NA,GA,2024-05-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
442,0.417092930988629,0.287150487367647,GA,2024-05-19,1,1,1,1,1,1,0,1,1,1,1,0
443,0.787196145045715,0.4073712245287155,GA,2024-05-20,1,0,1,1,1,1,0,0,1,1,1,1
444,NA,NA,GA,2024-05-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
445,0.478350128839522,0.325530622770471,GA,2024-05-22,1,1,1,1,1,1,1,0,1,1,1,0
446,NA,NA,GA,2024-05-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
447,0.885145305877961,0.448107470601626,GA,2024-05-24,1,0,1,1,1,1,1,0,1,0,1,1
448,0.525672528941978,0.36336108810677,GA,2024-05-25,1,1,1,1,1,1,1,1,1,1,1,1
449,NA,NA,GA,2024-05-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
450,NA,NA,GA,2024-05-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
451,NA,NA,GA,2024-05-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
452,NA,NA,GA,2024-05-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
453,NA,NA,GA,2024-05-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
454,NA,NA,GA,2024-05-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
455,NA,NA,GA,2024-06-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
456,NA,NA,GA,2024-06-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
457,0.317468854623288,0.209059999987502,GA,2024-06-03,1,1,1,1,1,1,0,1,1,0,1,1
458,0.894783653967224,0.4262607980261495,GA,2024-06-04,1,1,1,1,0,1,1,1,1,0,0,1
459,NA,NA,GA,2024-06-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
460,NA,NA,GA,2024-06-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
461,0.732821171711256,0.50286114570122,GA,2024-06-07,1,1,1,1,1,0,0,1,1,1,1,0
462,NA,NA,GA,2024-06-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
463,NA,NA,HI,2024-04-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
464,NA,NA,HI,2024-04-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
465,NA,NA,HI,2024-04-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
466,NA,NA,HI,2024-05-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
467,NA,NA,HI,2024-05-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
468,NA,NA,HI,2024-05-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
469,NA,NA,HI,2024-05-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
470,NA,NA,HI,2024-05-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
471,NA,NA,HI,2024-05-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
472,NA,NA,HI,2024-05-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
473,NA,NA,HI,2024-05-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
474,NA,NA,HI,2024-05-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
475,NA,NA,HI,2024-05-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
476,NA,NA,HI,2024-05-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
477,NA,NA,HI,2024-05-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
478,NA,NA,HI,2024-05-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
479,NA,NA,HI,2024-05-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
480,NA,NA,HI,2024-05-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
481,NA,NA,HI,2024-05-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
482,NA,NA,HI,2024-05-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
483,NA,NA,HI,2024-05-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
484,NA,NA,HI,2024-05-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
485,NA,NA,HI,2024-05-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
486,NA,NA,HI,2024-05-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
487,NA,NA,HI,2024-05-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
488,NA,NA,HI,2024-05-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
489,NA,NA,HI,2024-05-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
490,NA,NA,HI,2024-05-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
491,NA,NA,HI,2024-05-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
492,NA,NA,HI,2024-05-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
493,NA,NA,HI,2024-05-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
494,NA,NA,HI,2024-05-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
495,NA,NA,HI,2024-05-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
496,NA,NA,HI,2024-05-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
497,NA,NA,HI,2024-06-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
498,NA,NA,HI,2024-06-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
499,NA,NA,HI,2024-06-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
500,NA,NA,HI,2024-06-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
501,NA,NA,HI,2024-06-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
502,NA,NA,HI,2024-06-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
503,NA,NA,HI,2024-06-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
504,NA,NA,HI,2024-06-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
505,0.110668999380382,0.0761187631299405,IA,2024-04-28,1,1,1,1,1,1,1,1,1,0,1,0
506,0.928168301110788,0.082424143912313,IA,2024-04-29,1,1,1,1,1,0,1,1,1,1,1,1
507,0.385324976486878,0.089127810561811,IA,2024-04-30,1,1,1,1,1,1,1,1,1,1,1,1
508,0.277013352290715,0.2267940241654725,IA,2024-05-01,1,1,1,1,1,1,1,1,1,1,1,1
509,0.15334316231115,0.103760112094526,IA,2024-05-02,1,1,1,1,1,1,1,1,1,1,1,1
510,0.459155904427221,0.111698417271235,IA,2024-05-03,1,1,1,1,1,1,1,1,1,1,1,1
511,0.32429212818012,0.2811568462415245,IA,2024-05-04,1,1,1,1,1,1,0,1,1,1,1,0
512,NA,NA,IA,2024-05-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
513,NA,NA,IA,2024-05-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
514,0.541398343350216,0.3982233265172685,IA,2024-05-07,1,1,1,1,1,1,0,1,1,1,1,0
515,0.231581953760482,0.15757155372855,IA,2024-05-08,1,1,1,1,1,1,1,1,1,1,1,1
516,0.350233918999314,0.2354000590496795,IA,2024-05-09,1,1,1,1,1,1,0,0,1,1,1,0
