"","es_score","brier_score","location","target_date","X24B_50_CI","X24C_50_CI","X24D_50_CI","X24G_50_CI","recombinant_50_CI","other_50_CI","X24A_50_CI","X24B_95_CI","X24C_95_CI","X24D_95_CI","X24G_95_CI","recombinant_95_CI","other_95_CI","X24A_95_CI"
"226",0.15546489277373,0.239141723826105,"CO",2024-04-29,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"227",NA,NA,"CO",2024-04-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"228",NA,NA,"CO",2024-05-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"229",NA,NA,"CO",2024-05-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"230",NA,NA,"CO",2024-05-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"231",NA,NA,"CO",2024-05-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"232",NA,NA,"CO",2024-05-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"233",0.497644810178572,0.659702452395986,"CO",2024-05-06,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"234",NA,NA,"CO",2024-05-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"235",NA,NA,"CO",2024-05-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"236",NA,NA,"CO",2024-05-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"237",0.316454212920058,0.495556857105147,"CO",2024-05-10,1,1,1,1,1,1,1,1,1,1,0,1,1,0
"238",NA,NA,"CO",2024-05-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"239",NA,NA,"CO",2024-05-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"240",0.386019335617427,0.578384507197284,"CO",2024-05-13,1,1,1,1,1,1,1,0,1,1,1,1,1,0
"241",NA,NA,"CO",2024-05-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"242",0.435421902452892,0.634227376746038,"CO",2024-05-15,1,1,1,1,1,1,1,0,1,1,1,1,1,0
"243",NA,NA,"CO",2024-05-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"244",NA,NA,"CO",2024-05-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"245",NA,NA,"CO",2024-05-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"246",NA,NA,"CO",2024-05-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"247",0.73654813360784,1.13003345677399,"CO",2024-05-20,1,1,1,0,1,1,1,1,1,1,0,1,1,0
"248",NA,NA,"CO",2024-05-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"249",0.961722042787945,0.930838407676464,"CO",2024-05-22,1,0,1,1,1,1,1,0,0,1,1,1,1,1
"250",NA,NA,"CO",2024-05-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"251",0.607046957251394,0.867280617964451,"CO",2024-05-24,1,1,1,1,1,1,0,0,1,1,1,1,1,0
"252",NA,NA,"CO",2024-05-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"253",NA,NA,"CT",2024-04-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"254",NA,NA,"CT",2024-04-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"255",NA,NA,"CT",2024-04-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"256",NA,NA,"CT",2024-04-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"257",0.0571220090417865,0.0938073716297362,"CT",2024-04-18,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"258",0.0645900324536269,0.1027705629457,"CT",2024-04-19,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"259",NA,NA,"CT",2024-04-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"260",NA,NA,"CT",2024-04-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"261",0.331690805487667,0.460249339453528,"CT",2024-04-22,1,1,1,1,1,1,1,0,1,1,1,1,1,0
"262",0.809733968290773,1.07921347203753,"CT",2024-04-23,0,1,1,1,1,1,1,0,1,1,1,1,1,0
"263",NA,NA,"CT",2024-04-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"264",1.06193227092095,1.49983426184848,"CT",2024-04-25,1,1,0,1,1,1,1,1,1,0,1,1,1,0
"265",NA,NA,"CT",2024-04-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"266",NA,NA,"CT",2024-04-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"267",NA,NA,"CT",2024-04-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"268",NA,NA,"CT",2024-04-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"269",NA,NA,"CT",2024-04-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"270",0.600097271304335,0.812661994422773,"CT",2024-05-01,1,1,1,1,1,1,1,0,1,1,0,1,1,1
"271",NA,NA,"CT",2024-05-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"272",NA,NA,"CT",2024-05-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"273",0.215288092200986,0.34325512320392,"CT",2024-05-04,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"274",NA,NA,"CT",2024-05-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"275",0.947872750950358,1.35548012156608,"CT",2024-05-06,1,1,1,1,0,1,1,1,1,1,1,0,1,0
"276",1.34266321710867,1.28163356459732,"CT",2024-05-07,1,0,0,1,1,1,1,1,0,0,1,1,1,0
"277",NA,NA,"CT",2024-05-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"278",0.308776815187369,0.468627727739955,"CT",2024-05-09,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"279",0.826174853714846,0.876324006642965,"CT",2024-05-10,1,1,1,0,1,1,1,1,1,1,1,1,1,1
"280",NA,NA,"CT",2024-05-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"281",NA,NA,"CT",2024-05-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"282",0.398944342480748,0.491667804007766,"CT",2024-05-13,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"283",0.409385665058402,0.60631743502261,"CT",2024-05-14,1,1,1,1,1,1,1,0,1,1,1,1,1,0
"284",0.427850132336542,0.634227376746038,"CT",2024-05-15,1,1,1,1,1,1,1,0,1,1,1,1,1,0
"285",NA,NA,"CT",2024-05-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"286",NA,NA,"CT",2024-05-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"287",NA,NA,"CT",2024-05-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"288",0.513742647661074,0.743443466403127,"CT",2024-05-19,1,1,1,1,1,1,1,0,1,1,1,1,1,0
"289",NA,NA,"CT",2024-05-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"290",NA,NA,"CT",2024-05-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"291",0.572802553645532,0.820010487568324,"CT",2024-05-22,1,1,1,1,1,1,0,1,1,1,1,1,1,1
"292",0.591248141145365,0.844065506690225,"CT",2024-05-23,1,1,1,1,1,1,0,1,0,1,1,1,1,0
"293",0.61567357512506,0.867280617964451,"CT",2024-05-24,1,1,1,1,1,1,0,0,1,1,1,1,1,0
"294",NA,NA,"CT",2024-05-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"295",NA,NA,"DC",2024-04-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"296",NA,NA,"DC",2024-04-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"297",NA,NA,"DC",2024-04-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"298",NA,NA,"DC",2024-04-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"299",0.0579298785388366,0.0938073716297362,"DC",2024-04-18,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"300",NA,NA,"DC",2024-04-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"301",NA,NA,"DC",2024-04-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"302",NA,NA,"DC",2024-04-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"303",1.68836431598859,1.11218231288586,"DC",2024-04-22,0,1,1,1,1,1,0,0,1,1,1,1,1,0
"304",1.09676579346622,1.54120732527998,"DC",2024-04-23,1,1,1,1,1,0,1,1,1,1,1,1,0,0
"305",NA,NA,"DC",2024-04-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"306",NA,NA,"DC",2024-04-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"307",NA,NA,"DC",2024-04-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"308",NA,NA,"DC",2024-04-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"309",NA,NA,"DC",2024-04-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"310",NA,NA,"DC",2024-04-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"311",NA,NA,"DC",2024-04-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"312",NA,NA,"DC",2024-05-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"313",NA,NA,"DC",2024-05-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"314",NA,NA,"DC",2024-05-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"315",NA,NA,"DC",2024-05-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"316",NA,NA,"DC",2024-05-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"317",NA,NA,"DC",2024-05-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"318",NA,NA,"DC",2024-05-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"319",NA,NA,"DC",2024-05-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"320",NA,NA,"DC",2024-05-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"321",NA,NA,"DC",2024-05-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"322",NA,NA,"DC",2024-05-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"323",NA,NA,"DC",2024-05-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"324",NA,NA,"DC",2024-05-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"325",NA,NA,"DC",2024-05-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"326",NA,NA,"DC",2024-05-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"327",0.440570601499453,0.662002772228488,"DC",2024-05-16,1,1,1,1,1,1,1,0,1,1,1,1,1,0
"328",0.470059471592816,0.689533915938527,"DC",2024-05-17,1,1,1,1,1,1,1,0,1,1,1,1,1,0
"329",0.481336608549215,0.716714564684977,"DC",2024-05-18,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"330",0.791792137819599,1.07287524128295,"DC",2024-05-19,1,0,1,1,1,1,1,1,0,1,1,1,1,0
"331",0.361660157639185,0.39589265648781,"DC",2024-05-20,1,1,1,1,1,1,1,0,1,1,1,1,1,0
"332",0.547984689548304,0.795174270605151,"DC",2024-05-21,1,1,1,1,1,1,0,1,1,0,1,1,1,0
"333",0.575291555370874,0.820010487568324,"DC",2024-05-22,1,1,1,1,1,1,0,1,0,1,1,1,1,0
"334",0.593956487392454,0.844065506690225,"DC",2024-05-23,1,1,1,1,1,1,0,1,1,1,1,1,1,1
"335",0.617693793342405,0.867280617964451,"DC",2024-05-24,1,1,1,1,1,1,0,1,1,1,0,1,1,0
"336",0.621607841516475,0.889607715126422,"DC",2024-05-25,1,1,1,1,1,1,0,0,1,1,1,1,1,0
"337",NA,NA,"DE",2024-04-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"338",NA,NA,"DE",2024-04-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"339",NA,NA,"DE",2024-04-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"340",NA,NA,"DE",2024-04-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"341",0.904014919606204,1.23943067701467,"DE",2024-04-18,0,1,1,1,1,1,0,0,1,1,1,1,1,0
"342",NA,NA,"DE",2024-04-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"343",NA,NA,"DE",2024-04-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"344",0.0744759509336584,0.122969096429483,"DE",2024-04-21,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"345",0.0839952911179133,0.134282852737362,"DE",2024-04-22,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"346",NA,NA,"DE",2024-04-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"347",1.0665308408805,1.49940868163692,"DE",2024-04-24,1,1,1,0,1,1,1,1,1,1,0,1,1,0
"348",NA,NA,"DE",2024-04-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"349",0.728964300217048,0.978841859255281,"DE",2024-04-26,0,1,1,1,1,1,1,0,0,1,1,1,1,1
"350",NA,NA,"DE",2024-04-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"351",NA,NA,"DE",2024-04-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"352",NA,NA,"DE",2024-04-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"353",NA,NA,"DE",2024-04-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"354",1.33528232911951,0.812661994422773,"DE",2024-05-01,0,1,1,1,1,1,0,0,1,1,1,1,1,0
"355",NA,NA,"DE",2024-05-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"356",NA,NA,"DE",2024-05-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"357",NA,NA,"DE",2024-05-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"358",NA,NA,"DE",2024-05-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"359",NA,NA,"DE",2024-05-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"360",NA,NA,"DE",2024-05-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"361",NA,NA,"DE",2024-05-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"362",NA,NA,"DE",2024-05-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"363",NA,NA,"DE",2024-05-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"364",NA,NA,"DE",2024-05-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"365",0.895687109565024,0.550540365647205,"DE",2024-05-12,1,1,1,1,1,1,0,0,1,1,1,1,1,0
"366",0.377940145668387,0.578384507197284,"DE",2024-05-13,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"367",0.404751937766955,0.60631743502261,"DE",2024-05-14,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"368",NA,NA,"DE",2024-05-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"369",2.29020202121323,0.751062759445723,"DE",2024-05-16,0,1,1,1,1,1,0,1,0,1,1,1,1,0
"370",NA,NA,"DE",2024-05-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"371",NA,NA,"DE",2024-05-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"372",NA,NA,"DE",2024-05-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"373",NA,NA,"DE",2024-05-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"374",NA,NA,"DE",2024-05-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"375",1.43281766296182,0.893895767640418,"DE",2024-05-22,1,0,1,1,1,1,0,0,1,1,1,1,1,0
"376",0.778033070260164,1.03192630819114,"DE",2024-05-23,1,0,1,1,1,1,1,0,0,1,1,1,1,1
"377",NA,NA,"DE",2024-05-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"378",NA,NA,"DE",2024-05-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"379",0.0393132702126875,0.0645810842610228,"FL",2024-04-14,1,1,1,1,1,1,1,0,1,1,1,1,1,0
"380",0.151871892584754,0.0709748955062381,"FL",2024-04-15,1,1,1,1,1,1,1,1,0,1,1,1,1,0
"381",0.0459284379933817,0.0779503576636228,"FL",2024-04-16,1,1,1,1,1,1,1,0,1,1,1,1,1,0
"382",0.929897205691636,1.26975162792893,"FL",2024-04-17,0,1,1,1,1,1,0,0,1,1,1,1,1,0
"383",0.60134603456138,0.666619024322204,"FL",2024-04-18,1,1,1,1,1,1,1,0,1,1,1,1,1,0
"384",0.204129239634566,0.1027705629457,"FL",2024-04-19,1,1,1,1,1,1,1,1,1,1,1,0,1,0
"385",NA,NA,"FL",2024-04-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"386",NA,NA,"FL",2024-04-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"387",0.0837326716602128,0.134282852737362,"FL",2024-04-22,1,1,1,1,1,1,1,1,1,1,1,0,1,0
"388",0.466976394980712,0.612834557394278,"FL",2024-04-23,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"389",0.505792610697814,0.307257672802759,"FL",2024-04-24,1,1,1,1,1,1,1,0,1,1,1,1,1,0
"390",1.65908671567838,0.332179375689009,"FL",2024-04-25,0,0,1,1,1,1,0,0,0,1,1,1,1,1
"391",0.398333697817904,0.583645221250246,"FL",2024-04-26,1,1,1,1,1,1,1,0,1,1,1,1,1,0
"392",NA,NA,"FL",2024-04-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"393",NA,NA,"FL",2024-04-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"394",NA,NA,"FL",2024-04-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"395",0.172360389061064,0.258026919152923,"FL",2024-04-30,1,1,1,1,1,1,1,0,1,1,1,1,1,0
"396",NA,NA,"FL",2024-05-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"397",0.993619858561186,1.39361152247332,"FL",2024-05-02,1,1,1,1,0,1,1,1,1,1,1,0,1,0
"398",0.209550557071027,0.320544819536868,"FL",2024-05-03,1,1,1,1,1,1,1,0,1,1,1,1,1,0
"399",1.91475696375814,1.37347502475421,"FL",2024-05-04,1,1,1,1,0,1,0,1,1,1,1,0,1,0
"400",0.24224826356985,0.3668352911477,"FL",2024-05-05,1,1,1,1,1,1,1,1,1,0,1,1,1,0
"401",0.679042534152202,0.39123115715168,"FL",2024-05-06,1,1,1,1,1,1,1,0,1,1,1,1,1,0
"402",2.29418655698035,0.860516904483432,"FL",2024-05-07,1,0,1,1,1,1,1,0,0,1,1,1,1,0
"403",1.00498078499951,0.734082790525402,"FL",2024-05-08,1,1,0,1,1,1,1,0,1,0,1,1,1,1
"404",0.823481692688916,0.835280484451781,"FL",2024-05-09,1,0,1,1,1,1,1,1,0,1,1,1,1,0
"405",0.336837244708297,0.495556857105147,"FL",2024-05-10,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"406",0.29030180345076,0.527880826893737,"FL",2024-05-11,1,1,1,1,1,1,1,1,1,1,0,1,1,0
"407",NA,NA,"FL",2024-05-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"408",0.935912725454735,0.578384507197284,"FL",2024-05-13,1,1,1,1,1,1,0,0,1,1,0,1,1,0
"409",2.97055456863121,1.05877388899731,"FL",2024-05-14,1,0,1,0,1,1,0,0,0,1,0,1,1,0
"410",0.686952182598097,0.574987916978039,"FL",2024-05-15,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"411",0.450983427682121,0.662002772228488,"FL",2024-05-16,1,1,1,1,1,1,1,0,1,1,1,1,1,0
"412",1.4022250849513,0.910451688439181,"FL",2024-05-17,0,1,1,1,1,1,1,0,1,0,0,1,1,0
"413",NA,NA,"FL",2024-05-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"414",NA,NA,"FL",2024-05-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"415",0.456763655269252,0.58275921258926,"FL",2024-05-20,1,1,1,1,1,1,1,0,1,1,1,1,1,0
"416",0.959866603962512,0.659585245482134,"FL",2024-05-21,1,1,1,1,1,1,0,0,0,1,1,1,1,1
"417",0.569036898912043,0.820010487568324,"FL",2024-05-22,1,1,1,1,1,1,0,0,1,1,1,1,1,0
"418",0.364669335419705,0.377895800222118,"FL",2024-05-23,1,1,1,1,1,1,1,0,1,1,0,1,1,1
"419",1.26352536333889,0.844989766323976,"FL",2024-05-24,1,1,1,0,1,1,1,1,1,0,0,1,1,1
"420",0.640223290186173,0.889607715126422,"FL",2024-05-25,1,1,1,1,1,1,0,0,1,1,1,1,1,0
"421",0.993805049895971,1.35631626012523,"GA",2024-04-14,0,1,1,1,1,1,0,0,1,1,1,1,1,0
"422",NA,NA,"GA",2024-04-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"423",0.0468559499572505,0.0779503576636228,"GA",2024-04-16,1,1,1,1,1,1,1,0,1,1,1,1,1,0
"424",0.342919064397396,0.0855476089871387,"GA",2024-04-17,1,1,1,1,1,1,1,0,1,1,0,1,1,0
"425",0.90405255182862,1.23943067701467,"GA",2024-04-18,0,1,1,1,1,1,0,0,1,1,1,1,1,0
"426",NA,NA,"GA",2024-04-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"427",NA,NA,"GA",2024-04-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"428",NA,NA,"GA",2024-04-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"429",0.829430144842263,1.11218231288586,"GA",2024-04-22,0,1,1,1,1,1,1,0,1,1,1,1,1,0
"430",NA,NA,"GA",2024-04-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"431",0.101573216157123,0.159521301833015,"GA",2024-04-24,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"432",NA,NA,"GA",2024-04-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"433",0.35889723779559,0.18844858324521,"GA",2024-04-26,1,1,1,1,1,1,1,0,1,1,1,1,1,0
"434",NA,NA,"GA",2024-04-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"435",NA,NA,"GA",2024-04-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"436",0.761304322919463,0.239141723826105,"GA",2024-04-29,1,1,1,1,1,1,0,1,1,1,1,1,1,1
"437",0.162910797887754,0.258026919152923,"GA",2024-04-30,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"438",0.17412394165753,0.277901089628469,"GA",2024-05-01,1,1,1,1,1,1,1,0,1,1,1,1,1,0
"439",0.190748644332001,0.298748662009517,"GA",2024-05-02,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"440",0.925083911231835,0.867752971155794,"GA",2024-05-03,1,1,1,1,1,0,1,0,1,1,1,1,0,1
"441",0.897911356012866,0.858365073979067,"GA",2024-05-04,1,1,1,1,0,1,1,0,1,1,1,0,1,1
"442",0.231142147480427,0.3668352911477,"GA",2024-05-05,1,1,1,1,1,1,1,1,0,1,1,1,1,0
"443",NA,NA,"GA",2024-05-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"444",0.268642480810659,0.416378825335126,"GA",2024-05-07,1,1,1,1,1,1,1,0,1,1,1,1,1,0
"445",0.742430450989609,0.442205033030679,"GA",2024-05-08,1,1,1,1,1,1,0,0,1,1,1,1,1,0
"446",0.308208004350391,0.468627727739955,"GA",2024-05-09,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"447",NA,NA,"GA",2024-05-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"448",0.357749842905933,0.5228953633179,"GA",2024-05-11,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"449",0.830459791236321,1.23066884368088,"GA",2024-05-12,1,1,1,0,1,1,1,0,1,1,0,1,1,1
"450",2.11524297747593,0.578384507197284,"GA",2024-05-13,0,1,1,1,1,1,0,0,0,1,1,1,1,0
"451",0.376824642300647,0.473318405802555,"GA",2024-05-14,1,1,1,1,1,1,1,0,0,1,1,1,1,1
"452",NA,NA,"GA",2024-05-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"453",1.24012766899884,0.810436084257213,"GA",2024-05-16,0,0,1,1,1,1,0,1,0,1,1,1,1,0
"454",0.888402490271122,0.743483231825255,"GA",2024-05-17,1,1,1,1,1,1,1,0,1,1,0,1,1,1
"455",NA,NA,"GA",2024-05-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
