...1,es_score,brier_score,location,target_date,X24B_50_CI,X24C_50_CI,recombinant_50_CI,other_50_CI,X24A_50_CI,X24B_95_CI,X24C_95_CI,recombinant_95_CI,other_95_CI,X24A_95_CI
285,NA,NA,CT,2024-05-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
286,NA,NA,CT,2024-05-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
287,0.198502848005655,0.136256134260911,CT,2024-05-04,1,1,1,1,1,1,0,1,1,0
288,NA,NA,CT,2024-05-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
289,0.978041716334578,0.69981272808046,CT,2024-05-06,1,1,0,1,1,1,1,0,1,0
290,1.31843546944135,0.619681014873775,CT,2024-05-07,1,1,1,0,0,1,1,1,0,0
291,NA,NA,CT,2024-05-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
292,0.292243894976869,0.192752600261279,CT,2024-05-09,1,1,1,1,1,0,1,1,1,0
293,0.973488657314279,0.4460148398352285,CT,2024-05-10,1,1,1,0,1,1,0,1,0,1
294,NA,NA,CT,2024-05-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
295,NA,NA,DC,2024-03-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
296,0.0100442679599849,0.00646208364818895,DC,2024-04-01,1,1,1,1,1,1,1,1,1,1
297,NA,NA,DC,2024-04-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
298,1.16269049011685,0.834375059280655,DC,2024-04-03,0,1,1,1,0,0,1,1,1,0
299,NA,NA,DC,2024-04-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
300,NA,NA,DC,2024-04-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
301,NA,NA,DC,2024-04-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
302,NA,NA,DC,2024-04-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
303,NA,NA,DC,2024-04-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
304,1.09110001873376,0.442395036725693,DC,2024-04-09,1,1,0,1,1,0,1,0,1,1
305,NA,NA,DC,2024-04-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
306,NA,NA,DC,2024-04-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
307,NA,NA,DC,2024-04-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
308,NA,NA,DC,2024-04-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
309,NA,NA,DC,2024-04-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
310,NA,NA,DC,2024-04-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
311,NA,NA,DC,2024-04-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
312,NA,NA,DC,2024-04-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
313,0.0514393453997176,0.0343716800071721,DC,2024-04-18,1,1,1,1,1,0,1,1,1,0
314,NA,NA,DC,2024-04-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
315,NA,NA,DC,2024-04-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
316,NA,NA,DC,2024-04-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
317,1.78673225671856,0.617275022969575,DC,2024-04-22,0,1,1,1,0,0,1,1,1,0
318,1.1166515453494399,0.791170429378175,DC,2024-04-23,1,1,1,0,1,1,1,1,0,0
319,NA,NA,DC,2024-04-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
320,NA,NA,DC,2024-04-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
321,NA,NA,DC,2024-04-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
322,NA,NA,DC,2024-04-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
323,NA,NA,DC,2024-04-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
324,NA,NA,DC,2024-04-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
325,NA,NA,DC,2024-04-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
326,NA,NA,DC,2024-05-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
327,NA,NA,DC,2024-05-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
328,NA,NA,DC,2024-05-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
329,NA,NA,DC,2024-05-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
330,NA,NA,DC,2024-05-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
331,NA,NA,DC,2024-05-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
332,NA,NA,DC,2024-05-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
333,NA,NA,DC,2024-05-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
334,NA,NA,DC,2024-05-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
335,NA,NA,DC,2024-05-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
336,NA,NA,DC,2024-05-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
337,NA,NA,DE,2024-03-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
338,0.010102674979859,0.00646208364818895,DE,2024-04-01,1,1,1,1,1,1,1,1,1,1
339,0.0127198327358813,0.00712422716534855,DE,2024-04-02,1,1,1,1,1,1,1,1,1,1
340,0.0429122978631751,0.007858520229995,DE,2024-04-03,1,1,1,1,1,1,1,1,1,1
341,NA,NA,DE,2024-04-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
342,NA,NA,DE,2024-04-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
343,NA,NA,DE,2024-04-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
344,NA,NA,DE,2024-04-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
345,0.0708905804658752,0.01289578320043715,DE,2024-04-08,1,1,1,1,1,0,1,1,1,0
346,0.075327951972791,0.014243343262611,DE,2024-04-09,1,1,1,1,1,1,1,1,1,1
347,NA,NA,DE,2024-04-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
348,NA,NA,DE,2024-04-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
349,NA,NA,DE,2024-04-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
350,NA,NA,DE,2024-04-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
351,NA,NA,DE,2024-04-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
352,NA,NA,DE,2024-04-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
353,NA,NA,DE,2024-04-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
354,NA,NA,DE,2024-04-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
355,0.925960289690572,0.67381496148282,DE,2024-04-18,0,1,1,1,0,0,1,1,1,0
356,NA,NA,DE,2024-04-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
357,NA,NA,DE,2024-04-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
358,0.0706748701497639,0.04558010678334625,DE,2024-04-21,1,1,1,1,1,1,1,1,1,1
359,0.076557164179639,0.04998082694032375,DE,2024-04-22,1,1,1,1,1,1,1,1,1,1
360,NA,NA,DE,2024-04-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
361,1.10219682609624,0.783992136500265,DE,2024-04-24,1,1,1,0,1,1,1,1,0,0
362,NA,NA,DE,2024-04-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
363,0.765291981815261,0.557233020173205,DE,2024-04-26,0,1,1,1,1,0,1,1,1,0
364,NA,NA,DE,2024-04-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
365,NA,NA,DE,2024-04-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
366,NA,NA,DE,2024-04-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
367,NA,NA,DE,2024-04-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
368,1.41766913991598,0.481165943593012,DE,2024-05-01,0,1,1,1,0,0,1,1,1,0
369,NA,NA,DE,2024-05-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
370,NA,NA,DE,2024-05-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
371,NA,NA,DE,2024-05-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
372,NA,NA,DE,2024-05-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
373,NA,NA,DE,2024-05-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
374,NA,NA,DE,2024-05-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
375,NA,NA,DE,2024-05-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
376,NA,NA,DE,2024-05-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
377,NA,NA,DE,2024-05-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
378,NA,NA,DE,2024-05-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
379,NA,NA,FL,2024-03-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
380,NA,NA,FL,2024-04-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
381,0.933598208594483,0.185894837267642,FL,2024-04-02,1,1,0,1,1,1,1,0,1,0
382,0.145028736822593,0.007858520229995,FL,2024-04-03,1,1,1,1,1,1,1,1,1,1
383,0.893904207540467,0.156099878047731,FL,2024-04-04,1,1,0,1,1,1,1,0,1,0
384,0.0554216246154161,0.009573860103965,FL,2024-04-05,1,1,1,1,1,0,1,1,1,0
385,0.0148077069243387,0.01057177074109535,FL,2024-04-06,1,1,1,1,1,1,1,1,1,1
386,0.0629325122149739,0.0116756385250604,FL,2024-04-07,1,1,1,1,1,1,1,1,1,1
387,0.134754878087256,0.01289578320043715,FL,2024-04-08,1,1,1,1,1,1,1,1,1,1
388,0.0721757095784972,0.014243343262611,FL,2024-04-09,1,1,1,1,1,1,1,1,1,1
389,NA,NA,FL,2024-04-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
390,0.0239177312688419,0.01736952417970625,FL,2024-04-11,1,1,1,1,1,1,1,1,1,1
391,NA,NA,FL,2024-04-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
392,NA,NA,FL,2024-04-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
393,0.0334542117150021,0.02334258832784,FL,2024-04-14,1,1,1,1,1,1,0,1,1,0
394,0.131069522552218,0.025737109637831,FL,2024-04-15,1,1,1,1,1,1,1,1,1,1
395,0.0421571829747383,0.0283613626980001,FL,2024-04-16,1,1,1,1,1,1,1,1,1,1
396,0.949851235800737,0.687184839711195,FL,2024-04-17,0,1,1,1,0,0,1,1,1,0
397,0.631387146412976,0.3540933207449965,FL,2024-04-18,1,1,1,1,1,0,1,1,1,0
398,0.182121367117849,0.0377957005759574,FL,2024-04-19,1,1,1,1,1,1,1,1,1,1
399,NA,NA,FL,2024-04-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
400,NA,NA,FL,2024-04-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
401,0.0747653838812812,0.04998082694032375,FL,2024-04-22,1,1,1,1,1,1,1,1,1,1
402,0.511123587825921,0.328627606520406,FL,2024-04-23,1,1,1,1,1,1,1,1,1,1
403,0.50007745555867,0.147842102350401,FL,2024-04-24,1,1,1,1,1,1,1,1,1,1
404,1.43113588797745,0.144870757497805,FL,2024-04-25,0,1,1,1,1,0,1,1,1,0
405,0.445304106420145,0.314336282122181,FL,2024-04-26,1,1,1,1,1,1,1,1,1,1
406,NA,NA,FL,2024-04-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
407,NA,NA,FL,2024-04-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
408,NA,NA,FL,2024-04-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
409,0.148860671003704,0.0999297346173645,FL,2024-04-30,1,1,1,1,1,1,1,1,1,1
410,NA,NA,FL,2024-05-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
411,1.00996627229932,0.722564736546185,FL,2024-05-02,1,1,0,1,1,1,1,0,1,0
412,0.191909770236802,0.1264194374976725,FL,2024-05-03,1,1,1,1,1,0,1,1,1,0
413,1.96014010355391,0.710639729384575,FL,2024-05-04,1,1,0,1,0,1,1,0,1,0
414,0.215372619749104,0.146593779271783,FL,2024-05-05,1,1,1,1,1,1,1,1,1,1
415,0.636857694107786,0.1574252957900735,FL,2024-05-06,1,1,1,1,1,1,0,1,1,0
416,1.69640501439457,0.392119036595302,FL,2024-05-07,1,0,1,1,1,1,0,1,1,0
417,1.14165605270281,0.352040708298726,FL,2024-05-08,1,1,1,0,1,0,1,1,0,0
418,0.60499310521314,0.3524562361542955,FL,2024-05-09,1,1,1,1,1,0,0,1,1,1
419,0.304928032984614,0.2054090524679025,FL,2024-05-10,1,1,1,1,1,0,1,1,1,0
420,0.346134682317531,0.2840665245793225,FL,2024-05-11,1,1,1,1,1,0,1,1,1,0
421,1.28838157718999,0.91775382142409,GA,2024-03-31,1,1,1,0,0,1,1,1,0,0
422,1.01618811865064,0.427878569901963,GA,2024-04-01,0,1,1,1,0,1,1,1,1,1
423,0.00918005619623545,0.00712422716534855,GA,2024-04-02,1,1,1,1,1,1,1,1,1,1
424,0.142343458394785,0.007858520229995,GA,2024-04-03,1,1,1,1,1,1,1,1,1,1
425,0.0935663242543494,0.0086723720547628,GA,2024-04-04,1,1,1,1,1,1,1,0,1,0
426,0.100571706385938,0.009573860103965,GA,2024-04-05,1,1,1,1,1,1,1,1,1,1
427,0.189786769550195,0.01057177074109535,GA,2024-04-06,1,1,1,1,1,0,1,1,1,0
428,0.0177425111888939,0.0116756385250604,GA,2024-04-07,1,1,1,1,1,1,1,1,1,1
429,0.887252350374589,0.4017532168964475,GA,2024-04-08,0,1,1,1,0,1,1,1,1,1
430,0.250847481816401,0.014243343262611,GA,2024-04-09,1,1,1,1,1,1,1,1,1,1
431,0.497721654695474,0.2043931050908625,GA,2024-04-10,1,1,1,1,1,0,1,1,1,0
432,0.409235823253725,0.01736952417970625,GA,2024-04-11,1,1,1,1,1,1,1,1,1,1
433,1.05684814493556,0.74855766992009,GA,2024-04-12,0,1,1,1,0,1,1,1,1,1
434,0.34689893592259,0.02116059238485585,GA,2024-04-13,1,1,1,1,1,0,1,1,1,0
435,1.00975808598983,0.725150654447355,GA,2024-04-14,0,1,1,1,0,0,1,1,1,0
436,NA,NA,GA,2024-04-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
437,0.0432162733686663,0.0283613626980001,GA,2024-04-16,1,1,1,1,1,1,1,1,1,1
438,0.297255149032845,0.03123332692686415,GA,2024-04-17,1,1,1,1,1,1,1,1,1,1
439,0.933828054715693,0.67381496148282,GA,2024-04-18,0,1,1,1,0,0,1,1,1,0
440,NA,NA,GA,2024-04-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
441,NA,NA,GA,2024-04-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
442,NA,NA,GA,2024-04-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
443,0.852193496049671,0.617275022969575,GA,2024-04-22,0,1,1,1,1,0,1,1,1,0
444,NA,NA,GA,2024-04-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
445,0.0933981849572322,0.059900063606068,GA,2024-04-24,1,1,1,1,1,0,1,1,1,0
446,NA,NA,GA,2024-04-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
447,0.337331107559434,0.071439544071155,GA,2024-04-26,1,1,1,1,1,0,1,1,1,0
448,NA,NA,GA,2024-04-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
449,NA,NA,GA,2024-04-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
450,0.707036875364724,0.0920944149892995,GA,2024-04-29,1,1,1,1,1,1,1,1,1,1
451,0.155920326110248,0.0999297346173645,GA,2024-04-30,1,1,1,1,1,1,1,1,1,1
452,0.164135916955068,0.1082582954397035,GA,2024-05-01,1,1,1,1,1,0,1,1,1,0
453,0.177016602361535,0.1170869468133035,GA,2024-05-02,1,1,1,1,1,1,1,1,1,1
454,0.938278633057119,0.4243064472467615,GA,2024-05-03,1,1,1,0,1,1,1,1,0,0
455,0.927264405505847,0.423447931822743,GA,2024-05-04,1,1,0,1,1,0,1,0,1,0
456,0.223515930141087,0.146593779271783,GA,2024-05-05,1,1,1,1,1,1,1,1,1,1
457,NA,NA,GA,2024-05-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
458,0.25361722539433,0.1687396509349055,GA,2024-05-07,1,1,1,1,1,1,0,1,1,0
459,0.705356795206539,0.180521783134765,GA,2024-05-08,1,1,1,1,1,1,1,1,1,1
460,0.292040219939537,0.192752600261279,GA,2024-05-09,1,1,1,1,1,1,0,1,1,0
461,NA,NA,GA,2024-05-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
462,0.335668057796079,0.2184642814698955,GA,2024-05-11,1,1,1,1,1,1,1,1,1,1
463,NA,NA,HI,2024-03-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
464,NA,NA,HI,2024-04-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
465,NA,NA,HI,2024-04-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
466,NA,NA,HI,2024-04-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
467,NA,NA,HI,2024-04-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
468,NA,NA,HI,2024-04-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
469,NA,NA,HI,2024-04-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
470,NA,NA,HI,2024-04-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
471,NA,NA,HI,2024-04-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
472,NA,NA,HI,2024-04-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
473,NA,NA,HI,2024-04-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
474,NA,NA,HI,2024-04-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
475,NA,NA,HI,2024-04-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
476,NA,NA,HI,2024-04-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
477,NA,NA,HI,2024-04-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
478,NA,NA,HI,2024-04-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
479,NA,NA,HI,2024-04-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
480,NA,NA,HI,2024-04-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
481,NA,NA,HI,2024-04-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
482,NA,NA,HI,2024-04-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
483,NA,NA,HI,2024-04-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
484,NA,NA,HI,2024-04-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
485,NA,NA,HI,2024-04-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
486,NA,NA,HI,2024-04-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
487,NA,NA,HI,2024-04-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
488,NA,NA,HI,2024-04-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
489,NA,NA,HI,2024-04-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
490,NA,NA,HI,2024-04-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
491,NA,NA,HI,2024-04-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
492,NA,NA,HI,2024-04-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
493,NA,NA,HI,2024-04-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
494,NA,NA,HI,2024-05-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
495,NA,NA,HI,2024-05-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
496,NA,NA,HI,2024-05-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
497,NA,NA,HI,2024-05-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
498,NA,NA,HI,2024-05-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
499,NA,NA,HI,2024-05-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
500,NA,NA,HI,2024-05-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
501,NA,NA,HI,2024-05-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
502,NA,NA,HI,2024-05-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
503,NA,NA,HI,2024-05-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
504,NA,NA,HI,2024-05-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
505,NA,NA,IA,2024-03-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
506,0.177101341145664,0.00646208364818895,IA,2024-04-01,1,1,1,1,1,0,1,1,1,0
507,0.0749512106531983,0.00712422716534855,IA,2024-04-02,1,1,1,1,1,1,1,1,1,1
508,0.15007676648249,0.007858520229995,IA,2024-04-03,1,1,1,1,1,0,1,1,1,0
509,0.919228141664959,0.1855853792463245,IA,2024-04-04,1,1,0,1,1,1,1,0,1,0
510,0.109554872342279,0.009573860103965,IA,2024-04-05,1,1,1,1,1,1,1,1,1,1
511,0.0545844504834274,0.01057177074109535,IA,2024-04-06,1,1,1,1,1,1,1,1,1,1
512,1.11592287186401,0.800131668887575,IA,2024-04-07,0,1,1,1,0,0,1,1,1,0
513,0.225279853401591,0.01289578320043715,IA,2024-04-08,1,1,1,1,1,1,1,1,1,1
514,0.0775518487017247,0.014243343262611,IA,2024-04-09,1,1,1,1,1,1,1,1,1,1
515,0.267103362428597,0.01573030480531885,IA,2024-04-10,1,1,1,1,1,0,1,1,1,0
516,0.397433988748651,0.1658294101603455,IA,2024-04-11,1,1,1,1,1,0,1,0,1,1
517,0.102789495060963,0.019174742815686652,IA,2024-04-12,1,1,1,1,1,1,1,1,1,1
518,0.0300445145349739,0.02116059238485585,IA,2024-04-13,1,1,1,1,1,0,1,1,1,0
519,NA,NA,IA,2024-04-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
520,0.0386453795761288,0.025737109637831,IA,2024-04-15,1,1,1,1,1,1,1,1,1,1
521,0.684841662471468,0.3642842336272185,IA,2024-04-16,1,1,1,1,1,0,1,1,1,0
522,0.952361592153487,0.687184839711195,IA,2024-04-17,0,1,1,1,0,0,1,1,1,0
523,0.0485738375979898,0.0343716800071721,IA,2024-04-18,1,1,1,1,1,1,1,1,1,1
524,0.602868349544788,0.3489557619012745,IA,2024-04-19,1,1,1,1,1,0,1,1,1,0
525,0.0666855575409193,0.0415251464516499,IA,2024-04-20,1,1,1,1,1,1,1,1,1,1
526,NA,NA,IA,2024-04-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
527,NA,NA,IA,2024-04-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
528,0.0877667299864082,0.054747505526164,IA,2024-04-23,1,1,1,1,1,1,0,1,1,0
529,0.0920082958691308,0.059900063606068,IA,2024-04-24,1,1,1,1,1,1,1,1,1,1
530,0.100479774514872,0.065457887076289,IA,2024-04-25,1,1,1,1,1,1,1,1,1,1
531,0.333852317661884,0.071439544071155,IA,2024-04-26,1,1,1,1,1,1,1,1,1,1
532,NA,NA,IA,2024-04-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
533,0.137576378150402,0.084742696969601,IA,2024-04-28,1,1,1,1,1,1,1,1,1,1
534,1.06118136138152,0.0920944149892995,IA,2024-04-29,1,1,1,1,0,0,1,1,1,0
535,0.438831491513125,0.0999297346173645,IA,2024-04-30,1,1,1,1,1,0,1,1,1,0
536,0.338417055999865,0.2325608448241395,IA,2024-05-01,1,1,1,1,1,1,1,0,1,0
537,0.182707737147297,0.1170869468133035,IA,2024-05-02,1,1,1,1,1,1,1,1,1,1
538,0.534599615877972,0.1264194374976725,IA,2024-05-03,1,1,1,1,1,0,1,1,1,0
539,0.33812919269343,0.2868153398403395,IA,2024-05-04,1,1,1,1,1,1,1,1,1,1
540,NA,NA,IA,2024-05-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
541,NA,NA,IA,2024-05-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
542,0.543399215118301,0.3967225407054315,IA,2024-05-07,1,1,1,1,1,0,1,1,1,0
543,0.274666224490165,0.180521783134765,IA,2024-05-08,1,1,1,1,1,1,1,1,1,1
544,0.494967885888773,0.252511991323143,IA,2024-05-09,1,1,1,1,1,0,1,1,1,0
545,0.310856826359351,0.2054090524679025,IA,2024-05-10,1,1,1,1,1,1,1,1,1,1
546,0.481439987499832,0.3496687676887495,IA,2024-05-11,1,1,1,1,1,0,1,1,1,0
547,NA,NA,ID,2024-03-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
548,NA,NA,ID,2024-04-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
549,NA,NA,ID,2024-04-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
550,NA,NA,ID,2024-04-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
551,NA,NA,ID,2024-04-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
552,NA,NA,ID,2024-04-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
553,NA,NA,ID,2024-04-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
554,NA,NA,ID,2024-04-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
555,NA,NA,ID,2024-04-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
556,NA,NA,ID,2024-04-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
557,NA,NA,ID,2024-04-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
558,NA,NA,ID,2024-04-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
559,NA,NA,ID,2024-04-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
560,NA,NA,ID,2024-04-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
561,NA,NA,ID,2024-04-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
562,NA,NA,ID,2024-04-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
563,NA,NA,ID,2024-04-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
564,NA,NA,ID,2024-04-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
565,NA,NA,ID,2024-04-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
566,NA,NA,ID,2024-04-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
567,NA,NA,ID,2024-04-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
568,NA,NA,ID,2024-04-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
569,NA,NA,ID,2024-04-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
570,NA,NA,ID,2024-04-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
571,NA,NA,ID,2024-04-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
