...1,es_score,brier_score,location,target_date,X24B_50_CI,X24C_50_CI,recombinant_50_CI,other_50_CI,X24A_50_CI,X24B_95_CI,X24C_95_CI,recombinant_95_CI,other_95_CI,X24A_95_CI
285,1.05416922840265,0.738117606030735,CT,2024-04-25,1,1,1,0,1,1,1,1,0,0
286,NA,NA,CT,2024-04-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
287,NA,NA,CT,2024-04-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
288,NA,NA,CT,2024-04-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
289,NA,NA,CT,2024-04-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
290,NA,NA,CT,2024-04-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
291,0.734217750014704,0.508323168386405,CT,2024-05-01,0,1,1,1,1,0,0,1,1,1
292,NA,NA,CT,2024-05-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
293,NA,NA,CT,2024-05-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
294,0.324724717690277,0.236190748207961,CT,2024-05-04,1,1,1,1,1,1,1,1,1,1
295,0.00310593825302374,0.002473642538357535,DC,2024-03-24,1,1,1,1,1,1,1,1,1,1
296,0.00370092618096386,0.002729096085958285,DC,2024-03-25,1,1,1,1,1,0,1,1,1,0
297,NA,NA,DC,2024-03-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
298,0.00440352161769803,0.00333932430685676,DC,2024-03-27,1,1,1,1,1,1,1,1,1,1
299,NA,NA,DC,2024-03-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
300,NA,NA,DC,2024-03-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
301,NA,NA,DC,2024-03-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
302,NA,NA,DC,2024-03-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
303,0.00734057447791596,0.00567828647992765,DC,2024-04-01,1,1,1,1,1,1,1,1,1,1
304,NA,NA,DC,2024-04-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
305,1.20237653294929,0.84311689662061,DC,2024-04-03,0,1,1,1,0,0,1,1,1,0
306,NA,NA,DC,2024-04-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
307,NA,NA,DC,2024-04-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
308,NA,NA,DC,2024-04-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
309,NA,NA,DC,2024-04-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
310,NA,NA,DC,2024-04-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
311,1.11746038215518,0.44370365802989,DC,2024-04-09,1,1,0,1,0,1,1,0,1,0
312,NA,NA,DC,2024-04-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
313,NA,NA,DC,2024-04-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
314,NA,NA,DC,2024-04-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
315,NA,NA,DC,2024-04-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
316,NA,NA,DC,2024-04-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
317,NA,NA,DC,2024-04-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
318,NA,NA,DC,2024-04-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
319,NA,NA,DC,2024-04-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
320,0.0541851541617975,0.0415906837811378,DC,2024-04-18,1,1,1,1,1,1,1,1,1,1
321,NA,NA,DC,2024-04-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
322,NA,NA,DC,2024-04-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
323,NA,NA,DC,2024-04-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
324,1.83063375855981,0.61318565740458,DC,2024-04-22,0,1,1,1,0,0,1,1,1,0
325,1.07977107594339,0.75691580515586,DC,2024-04-23,1,1,1,0,1,1,1,1,0,0
326,NA,NA,DC,2024-04-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
327,NA,NA,DC,2024-04-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
328,NA,NA,DC,2024-04-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
329,NA,NA,DC,2024-04-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
330,NA,NA,DC,2024-04-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
331,NA,NA,DC,2024-04-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
332,NA,NA,DC,2024-04-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
333,NA,NA,DC,2024-05-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
334,NA,NA,DC,2024-05-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
335,NA,NA,DC,2024-05-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
336,NA,NA,DC,2024-05-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
337,NA,NA,DE,2024-03-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
338,0.0702672679162743,0.002729096085958285,DE,2024-03-25,1,1,1,1,1,0,1,1,1,0
339,NA,NA,DE,2024-03-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
340,0.00442100129788517,0.00333932430685676,DE,2024-03-27,1,1,1,1,1,1,1,1,1,1
341,0.0197087627357764,0.003702805578746055,DE,2024-03-28,1,1,1,1,1,1,1,1,1,1
342,NA,NA,DE,2024-03-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
343,NA,NA,DE,2024-03-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
344,NA,NA,DE,2024-03-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
345,0.00676341978239993,0.00567828647992765,DE,2024-04-01,1,1,1,1,1,1,1,1,1,1
346,0.00781611792877118,0.00633933410075465,DE,2024-04-02,1,1,1,1,1,1,1,1,1,1
347,0.0338862983714599,0.00708568755477055,DE,2024-04-03,1,1,1,1,1,1,1,1,1,1
348,NA,NA,DE,2024-04-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
349,NA,NA,DE,2024-04-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
350,NA,NA,DE,2024-04-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
351,NA,NA,DE,2024-04-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
352,0.0581658724966829,0.01255964077125135,DE,2024-04-08,1,1,1,1,1,1,1,1,1,1
353,0.0597487846288329,0.0141226268768309,DE,2024-04-09,1,1,1,1,1,1,1,1,1,1
354,NA,NA,DE,2024-04-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
355,NA,NA,DE,2024-04-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
356,NA,NA,DE,2024-04-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
357,NA,NA,DE,2024-04-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
358,NA,NA,DE,2024-04-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
359,NA,NA,DE,2024-04-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
360,NA,NA,DE,2024-04-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
361,NA,NA,DE,2024-04-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
362,0.981812419878609,0.6712036808128,DE,2024-04-18,0,1,1,1,0,0,1,1,1,0
363,NA,NA,DE,2024-04-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
364,NA,NA,DE,2024-04-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
365,0.072011768651541,0.0595904830358685,DE,2024-04-21,1,1,1,1,1,1,0,1,1,0
366,0.0842780772569542,0.0670705399037345,DE,2024-04-22,1,1,1,1,1,1,1,1,1,1
367,NA,NA,DE,2024-04-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
368,1.0676437279509,0.74738571470465,DE,2024-04-24,1,1,1,0,1,1,1,1,0,0
369,NA,NA,DE,2024-04-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
370,0.813278171301279,0.558739907036575,DE,2024-04-26,0,1,1,1,1,0,1,1,1,0
371,NA,NA,DE,2024-04-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
372,NA,NA,DE,2024-04-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
373,NA,NA,DE,2024-04-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
374,NA,NA,DE,2024-04-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
375,1.54865363287585,0.508323168386405,DE,2024-05-01,0,1,1,1,0,0,0,1,1,1
376,NA,NA,DE,2024-05-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
377,NA,NA,DE,2024-05-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
378,NA,NA,DE,2024-05-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
379,0.0030605702821999,0.002473642538357535,FL,2024-03-24,1,1,1,1,1,1,1,1,1,1
380,0.00344851734480288,0.002729096085958285,FL,2024-03-25,1,1,1,1,1,1,1,1,1,1
381,2.13910433732568,0.62359278254931,FL,2024-03-26,1,0,0,1,0,1,0,0,1,0
382,0.239562448036535,0.00333932430685676,FL,2024-03-27,1,1,1,1,1,1,1,1,1,1
383,0.0903174429243673,0.003702805578746055,FL,2024-03-28,1,1,1,1,1,1,1,1,1,1
384,0.0178830795227451,0.00411201404448077,FL,2024-03-29,1,1,1,1,1,1,1,1,1,1
385,NA,NA,FL,2024-03-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
386,NA,NA,FL,2024-03-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
387,NA,NA,FL,2024-04-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
388,1.00127133382146,0.187143811655882,FL,2024-04-02,1,1,0,1,1,1,1,0,1,0
389,0.108711306751096,0.00708568755477055,FL,2024-04-03,1,1,1,1,1,1,1,1,1,1
390,0.9466036741517,0.156829073860489,FL,2024-04-04,1,1,0,1,1,1,1,0,1,0
391,0.0405015077841047,0.00888189739555465,FL,2024-04-05,1,1,1,1,1,1,1,1,1,1
392,0.0118975524024599,0.0099597276339211,FL,2024-04-06,1,1,1,1,1,1,1,1,1,1
393,0.0500769856991621,0.01117924759462665,FL,2024-04-07,1,1,1,1,1,1,0,1,1,0
394,0.108188970734711,0.01255964077125135,FL,2024-04-08,1,1,1,1,1,1,1,1,1,1
395,0.0589214413969711,0.0141226268768309,FL,2024-04-09,1,1,1,1,1,0,1,1,1,0
396,NA,NA,FL,2024-04-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
397,0.0227370892180815,0.01789760084702435,FL,2024-04-11,1,1,1,1,1,1,1,1,1,1
398,NA,NA,FL,2024-04-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
399,NA,NA,FL,2024-04-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
400,0.0291549883450975,0.02564911694692385,FL,2024-04-14,1,1,1,1,1,1,1,1,1,1
401,0.118232291476462,0.0289404591093859,FL,2024-04-15,1,1,1,1,1,0,1,1,1,0
402,0.0378615658477723,0.0326599432481627,FL,2024-04-16,1,1,1,1,1,1,1,1,1,1
403,1.00098020381806,0.68546404927809,FL,2024-04-17,0,1,1,1,0,1,1,1,1,1
404,0.697625405686889,0.356397182296968,FL,2024-04-18,0,1,1,1,1,0,1,1,1,0
405,0.197919504646979,0.0469152832513706,FL,2024-04-19,1,1,1,1,1,1,1,1,1,1
406,NA,NA,FL,2024-04-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
407,NA,NA,FL,2024-04-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
408,0.0852624123220561,0.0670705399037345,FL,2024-04-22,1,1,1,1,1,0,1,1,1,0
409,0.611921665331582,0.337167472137456,FL,2024-04-23,1,1,1,1,1,1,0,1,1,0
410,0.772780627830873,0.1680381564917075,FL,2024-04-24,1,1,1,1,1,0,0,1,1,0
411,1.31170286841882,0.151977514065427,FL,2024-04-25,1,1,1,1,0,0,0,1,1,0
412,0.560987411636576,0.3324200957472925,FL,2024-04-26,1,1,1,1,1,1,1,1,1,1
413,NA,NA,FL,2024-04-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
414,NA,NA,FL,2024-04-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
415,NA,NA,FL,2024-04-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
416,0.208394013219269,0.1621496742246525,FL,2024-04-30,1,1,1,1,1,1,1,1,1,1
417,NA,NA,FL,2024-05-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
418,0.977069868771231,0.68687368449811,FL,2024-05-02,1,1,0,1,1,1,1,0,1,0
419,0.27862661643555,0.2160884797675685,FL,2024-05-03,1,1,1,1,1,1,1,1,1,1
420,1.90406060058712,0.680938535946795,FL,2024-05-04,1,1,0,1,1,0,1,0,1,0
421,0.142140897987144,0.002473642538357535,GA,2024-03-24,1,1,1,1,1,1,1,1,1,1
422,1.11379422153472,0.190619576501659,GA,2024-03-25,1,1,1,0,0,0,1,1,0,1
423,0.0293146786018286,0.0030162987844431,GA,2024-03-26,1,1,1,1,1,1,1,1,1,1
424,0.0149148401344794,0.00333932430685676,GA,2024-03-27,1,1,1,1,1,1,1,1,1,1
425,0.00471126863024651,0.003702805578746055,GA,2024-03-28,1,1,1,1,1,1,1,1,1,1
426,0.0198685304172264,0.00411201404448077,GA,2024-03-29,1,1,1,1,1,1,1,1,1,1
427,NA,NA,GA,2024-03-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
428,1.32233304060061,0.92375679151047,GA,2024-03-31,1,1,1,0,0,1,1,1,0,0
429,1.0706669687468,0.4320542056710415,GA,2024-04-01,0,1,1,1,0,1,1,1,1,1
430,0.00739339535405158,0.00633933410075465,GA,2024-04-02,1,1,1,1,1,1,1,1,1,1
431,0.10584350177382,0.00708568755477055,GA,2024-04-03,1,1,1,1,1,1,1,1,1,1
432,0.0746072977164845,0.00792884589454785,GA,2024-04-04,1,1,1,1,1,1,1,1,1,1
433,0.08631341833485,0.00888189739555465,GA,2024-04-05,1,1,1,1,1,1,1,1,1,1
434,0.14511175639193,0.0099597276339211,GA,2024-04-06,1,1,1,1,1,1,1,1,1,1
435,0.0141278378965937,0.01117924759462665,GA,2024-04-07,1,1,1,1,1,0,1,1,1,0
436,0.91759135068865,0.404850224195501,GA,2024-04-08,0,1,1,1,0,0,1,1,1,0
437,0.199295382684814,0.0141226268768309,GA,2024-04-09,1,1,1,1,1,1,1,1,1,1
438,0.57258921199592006,0.2057845769481485,GA,2024-04-10,1,1,1,1,1,0,1,1,1,0
439,0.360891379524103,0.01789760084702435,GA,2024-04-11,1,1,1,1,1,0,1,1,1,0
440,1.08309746186106,0.75187457306309,GA,2024-04-12,0,1,1,1,0,0,1,1,1,0
441,0.295443437004989,0.02273921939761015,GA,2024-04-13,1,1,1,1,1,1,1,1,1,1
442,1.04414642824274,0.726474933854165,GA,2024-04-14,0,1,1,1,0,0,1,1,1,0
443,NA,NA,GA,2024-04-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
444,0.0425084736194817,0.0326599432481627,GA,2024-04-16,1,1,1,1,1,1,1,1,1,1
445,0.291701620479917,0.03685840712166525,GA,2024-04-17,1,1,1,1,1,0,1,1,1,0
446,0.97502024912266,0.6712036808128,GA,2024-04-18,0,1,1,1,0,0,0,1,1,1
447,NA,NA,GA,2024-04-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
448,NA,NA,GA,2024-04-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
449,NA,NA,GA,2024-04-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
450,0.902337054192073,0.61318565740458,GA,2024-04-22,0,1,1,1,1,0,1,1,1,0
451,NA,NA,GA,2024-04-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
452,0.110162880625152,0.0846413012107445,GA,2024-04-24,1,1,1,1,1,1,0,1,1,0
453,NA,NA,GA,2024-04-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
454,0.404183893409443,0.1061002844580105,GA,2024-04-26,1,1,1,1,1,1,1,1,1,1
455,NA,NA,GA,2024-04-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
456,NA,NA,GA,2024-04-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
457,0.895272711153093,0.146426436531841,GA,2024-04-29,1,1,1,1,0,0,1,1,1,0
458,0.204920619857731,0.1621496742246525,GA,2024-04-30,1,1,1,1,1,1,1,1,1,1
459,0.230512341615558,0.1790187473380165,GA,2024-05-01,1,1,1,1,1,1,1,1,1,1
460,0.255159255577751,0.197011701274526,GA,2024-05-02,1,1,1,1,1,1,1,1,1,1
461,0.957915240689715,0.450826407508604,GA,2024-05-03,1,1,1,0,1,1,0,1,0,1
462,0.974210876563029,0.458564642077377,GA,2024-05-04,1,1,0,1,1,1,1,0,1,0
463,NA,NA,HI,2024-03-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
464,NA,NA,HI,2024-03-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
465,NA,NA,HI,2024-03-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
466,NA,NA,HI,2024-03-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
467,NA,NA,HI,2024-03-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
468,NA,NA,HI,2024-03-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
469,NA,NA,HI,2024-03-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
470,NA,NA,HI,2024-03-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
471,NA,NA,HI,2024-04-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
472,NA,NA,HI,2024-04-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
473,NA,NA,HI,2024-04-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
474,NA,NA,HI,2024-04-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
475,NA,NA,HI,2024-04-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
476,NA,NA,HI,2024-04-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
477,NA,NA,HI,2024-04-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
478,NA,NA,HI,2024-04-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
479,NA,NA,HI,2024-04-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
480,NA,NA,HI,2024-04-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
481,NA,NA,HI,2024-04-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
482,NA,NA,HI,2024-04-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
483,NA,NA,HI,2024-04-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
484,NA,NA,HI,2024-04-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
485,NA,NA,HI,2024-04-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
486,NA,NA,HI,2024-04-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
487,NA,NA,HI,2024-04-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
488,NA,NA,HI,2024-04-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
489,NA,NA,HI,2024-04-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
490,NA,NA,HI,2024-04-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
491,NA,NA,HI,2024-04-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
492,NA,NA,HI,2024-04-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
493,NA,NA,HI,2024-04-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
494,NA,NA,HI,2024-04-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
495,NA,NA,HI,2024-04-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
496,NA,NA,HI,2024-04-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
497,NA,NA,HI,2024-04-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
498,NA,NA,HI,2024-04-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
499,NA,NA,HI,2024-04-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
500,NA,NA,HI,2024-04-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
501,NA,NA,HI,2024-05-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
502,NA,NA,HI,2024-05-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
503,NA,NA,HI,2024-05-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
504,NA,NA,HI,2024-05-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
505,NA,NA,IA,2024-03-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
506,0.00278803718775278,0.002729096085958285,IA,2024-03-25,1,1,1,1,1,1,1,1,1,1
507,0.0150266184051156,0.0030162987844431,IA,2024-03-26,1,1,1,1,1,0,1,1,1,0
508,0.840713494844268,0.1806811525958715,IA,2024-03-27,0,1,1,1,1,0,1,1,1,0
509,0.0599475343054209,0.003702805578746055,IA,2024-03-28,1,1,1,1,1,1,1,1,1,1
510,0.0425963163463404,0.00411201404448077,IA,2024-03-29,1,1,1,1,1,1,1,1,1,1
511,NA,NA,IA,2024-03-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
512,NA,NA,IA,2024-03-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
513,0.13415281405824,0.00567828647992765,IA,2024-04-01,1,1,1,1,1,1,1,1,1,1
514,0.0602420005371719,0.00633933410075465,IA,2024-04-02,1,1,1,1,1,0,1,1,1,0
515,0.113588924625823,0.00708568755477055,IA,2024-04-03,1,1,1,1,1,1,1,1,1,1
516,0.980267217666105,0.186609119453677,IA,2024-04-04,1,1,0,1,1,1,1,0,1,0
517,0.0824309673724333,0.00888189739555465,IA,2024-04-05,1,1,1,1,1,1,1,1,1,1
518,0.0445458260795026,0.0099597276339211,IA,2024-04-06,1,1,1,1,1,1,1,1,1,1
519,1.15995917703489,0.80726268656878,IA,2024-04-07,0,1,1,1,0,0,1,1,1,0
520,0.177835773320915,0.01255964077125135,IA,2024-04-08,1,1,1,1,1,1,1,1,1,1
521,0.0602412262653531,0.0141226268768309,IA,2024-04-09,1,1,1,1,1,1,1,1,1,1
522,0.224817660247614,0.01589273800961,IA,2024-04-10,1,1,1,1,1,1,0,1,1,0
523,0.471843827674307,0.1670985027450225,IA,2024-04-11,1,1,1,1,1,0,1,1,1,0
524,0.0921278320734878,0.0201682156354368,IA,2024-04-12,1,1,1,1,1,1,1,1,1,1
525,0.0264228833094174,0.02273921939761015,IA,2024-04-13,1,1,1,1,1,1,1,1,1,1
526,NA,NA,IA,2024-04-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
527,0.0352828181311325,0.0289404591093859,IA,2024-04-15,1,1,1,1,1,1,1,1,1,1
528,0.741807911864883,0.366063631322472,IA,2024-04-16,0,1,1,1,1,1,1,1,1,1
529,1.00114620420707,0.68546404927809,IA,2024-04-17,0,1,1,1,0,0,1,1,1,0
530,0.0479309361084383,0.0415906837811378,IA,2024-04-18,1,1,1,1,1,1,0,1,1,0
531,0.681060918568401,0.351836240550587,IA,2024-04-19,0,1,1,1,1,0,1,1,1,0
532,0.0707772026383409,0.0528938668594265,IA,2024-04-20,1,1,1,1,1,1,1,1,1,1
533,NA,NA,IA,2024-04-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
534,NA,NA,IA,2024-04-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
535,0.0957277906681838,0.0753995004988305,IA,2024-04-23,1,1,1,1,1,1,1,1,1,1
536,0.109004851850033,0.0846413012107445,IA,2024-04-24,1,1,1,1,1,1,1,1,1,1
537,0.122441662596554,0.0948565127166885,IA,2024-04-25,1,1,1,1,1,1,1,1,1,1
538,0.399708345728673,0.1061002844580105,IA,2024-04-26,1,1,1,1,1,0,1,1,1,0
539,NA,NA,IA,2024-04-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
540,0.172706234985184,0.1318536908266085,IA,2024-04-28,1,1,1,1,1,1,0,1,1,0
541,1.28916340857506,0.146426436531841,IA,2024-04-29,1,1,1,1,0,1,0,1,1,0
542,0.569869760049663,0.1621496742246525,IA,2024-04-30,1,1,1,1,1,1,0,1,1,0
543,0.656819441623323,0.2887868876874795,IA,2024-05-01,1,1,1,1,1,1,1,1,1,1
544,0.264273989265665,0.197011701274526,IA,2024-05-02,1,1,1,1,1,1,1,1,1,1
545,0.726698949819446,0.2160884797675685,IA,2024-05-03,1,1,1,1,0,1,1,1,1,1
546,0.614462119368159,0.36465829320218,IA,2024-05-04,1,1,1,1,1,0,1,1,1,0
547,NA,NA,ID,2024-03-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
548,NA,NA,ID,2024-03-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
549,NA,NA,ID,2024-03-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
550,NA,NA,ID,2024-03-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
551,NA,NA,ID,2024-03-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
552,NA,NA,ID,2024-03-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
553,NA,NA,ID,2024-03-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
554,NA,NA,ID,2024-03-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
555,NA,NA,ID,2024-04-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
556,NA,NA,ID,2024-04-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
557,NA,NA,ID,2024-04-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
558,NA,NA,ID,2024-04-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
559,NA,NA,ID,2024-04-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
560,NA,NA,ID,2024-04-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
561,NA,NA,ID,2024-04-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
562,NA,NA,ID,2024-04-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
563,NA,NA,ID,2024-04-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
564,NA,NA,ID,2024-04-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
565,NA,NA,ID,2024-04-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
566,NA,NA,ID,2024-04-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
567,NA,NA,ID,2024-04-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
568,NA,NA,ID,2024-04-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
569,NA,NA,ID,2024-04-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
570,NA,NA,ID,2024-04-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
